system,wB97M(w=25)/def2-QZVP/Q-Chem
S22x5/19-A,-307.79069219
S22x5/19-B,-307.79079544
S22x5/19-0.9,-615.58044625
S22x5/19-1.0,-615.58374459
S22x5/19-1.2,-615.58526847
S22x5/19-1.5,-615.58449319
S22x5/19-2.0,-615.58300546
S22x5/20-A,-415.23668229
S22x5/20-B,-415.23668229
S22x5/20-0.9,-830.45717002
S22x5/20-1.0,-830.47220551
S22x5/20-1.2,-830.47745261
S22x5/20-1.5,-830.47594259
S22x5/20-2.0,-830.47424425
S22x5/21-A,-415.23575032
S22x5/21-B,-415.23575032
S22x5/21-0.9,-830.49060344
S22x5/21-1.0,-830.49522888
S22x5/21-1.2,-830.49322876
S22x5/21-1.5,-830.48568751
S22x5/21-2.0,-830.47814208
S22x5/22-A,-232.50007611
S22x5/22-B,-93.52922284
S22x5/22-0.9,-326.02894575
S22x5/22-1.0,-326.03154326
S22x5/22-1.2,-326.03266031
S22x5/22-1.5,-326.03181026
S22x5/22-2.0,-326.03044152
S66x8/01-A,-76.49703267
S66x8/01-B,-76.49703033
S66x8/01-090,-152.99871748
S66x8/01-095,-152.9996263
S66x8/01-100,-153.00000761
S66x8/01-105,-153.00005985
S66x8/01-110,-152.99990354
S66x8/01-125,-152.99894219
S66x8/01-150,-152.99729501
S66x8/01-200,-152.99543869
S66x8/02-A,-76.49703284
S66x8/02-B,-115.83027525
S66x8/02-090,-192.33146713
S66x8/02-095,-192.33260637
S66x8/02-100,-192.3331446
S66x8/02-105,-192.33329941
S66x8/02-110,-192.33321097
S66x8/02-125,-192.33231181
S66x8/02-150,-192.33062298
S66x8/02-200,-192.32868733
S66x8/03-A,-76.49702527
S66x8/03-B,-95.95061896
S66x8/03-090,-172.45444771
S66x8/03-095,-172.45549131
S66x8/03-100,-172.45590128
S66x8/03-105,-172.45590209
S66x8/03-110,-172.45564745
S66x8/03-125,-172.45423532
S66x8/03-150,-172.45186307
S66x8/03-200,-172.44928697
S66x8/04-A,-76.4970275
S66x8/04-B,-248.76558658
S66x8/04-090,-325.26888022
S66x8/04-095,-325.27020469
S66x8/04-100,-325.27085621
S66x8/04-105,-325.27104975
S66x8/04-110,-325.27095284
S66x8/04-125,-325.26983374
S66x8/04-150,-325.26766106
S66x8/04-200,-325.26463835
S66x8/05-A,-115.83005472
S66x8/05-B,-115.83028166
S66x8/05-090,-231.66420372
S66x8/05-095,-231.66547398
S66x8/05-100,-231.66611249
S66x8/05-105,-231.66634116
S66x8/05-110,-231.6663082
S66x8/05-125,-231.66548705
S66x8/05-150,-231.66380304
S66x8/05-200,-231.66183032
S66x8/06-A,-115.82980043
S66x8/06-B,-95.95062367
S66x8/06-090,-211.78619073
S66x8/06-095,-211.78768198
S66x8/06-100,-211.78843117
S66x8/06-105,-211.78868007
S66x8/06-110,-211.7885916
S66x8/06-125,-211.78739614
S66x8/06-150,-211.78504098
S66x8/06-200,-211.78234374
S66x8/07-A,-115.82991956
S66x8/07-B,-248.76556562
S66x8/07-090,-364.60117173
S66x8/07-095,-364.60269179
S66x8/07-100,-364.60348287
S66x8/07-105,-364.60377762
S66x8/07-110,-364.60375547
S66x8/07-125,-364.6027707
S66x8/07-150,-364.60030201
S66x8/07-200,-364.59711234
S66x8/08-A,-115.8300846
S66x8/08-B,-76.49703141
S66x8/08-090,-192.33141548
S66x8/08-095,-192.33245156
S66x8/08-100,-192.3329269
S66x8/08-105,-192.33304948
S66x8/08-110,-192.33294499
S66x8/08-125,-192.33205897
S66x8/08-150,-192.33043176
S66x8/08-200,-192.32857017
S66x8/09-A,-95.95053692
S66x8/09-B,-115.83025334
S66x8/09-090,-211.78115301
S66x8/09-095,-211.7822335
S66x8/09-100,-211.78283107
S66x8/09-105,-211.78312121
S66x8/09-110,-211.78322192
S66x8/09-125,-211.78298903
S66x8/09-150,-211.7822499
S66x8/09-200,-211.78137465
S66x8/10-A,-95.95055138
S66x8/10-B,-95.95060322
S66x8/10-090,-191.90092555
S66x8/10-095,-191.90248917
S66x8/10-100,-191.90340858
S66x8/10-105,-191.90389763
S66x8/10-110,-191.90409947
S66x8/10-125,-191.90393392
S66x8/10-150,-191.90281117
S66x8/10-200,-191.90168609
S66x8/11-A,-95.95039207
S66x8/11-B,-248.76574148
S66x8/11-090,-344.71576823
S66x8/11-095,-344.71754564
S66x8/11-100,-344.71863566
S66x8/11-105,-344.71925942
S66x8/11-110,-344.71957415
S66x8/11-125,-344.71932134
S66x8/11-150,-344.71798798
S66x8/11-200,-344.71686247
S66x8/12-A,-95.95059723
S66x8/12-B,-76.49670074
S66x8/12-090,-172.45355654
S66x8/12-095,-172.45488528
S66x8/12-100,-172.45549859
S66x8/12-105,-172.45564145
S66x8/12-110,-172.45548779
S66x8/12-125,-172.45422313
S66x8/12-150,-172.45189167
S66x8/12-200,-172.44928555
S66x8/13-A,-248.76565717
S66x8/13-B,-115.83028136
S66x8/13-090,-364.59826644
S66x8/13-095,-364.5998114
S66x8/13-100,-364.60070303
S66x8/13-105,-364.60115757
S66x8/13-110,-364.60131595
S66x8/13-125,-364.60095417
S66x8/13-150,-364.59963883
S66x8/13-200,-364.59777093
S66x8/14-A,-248.76540516
S66x8/14-B,-95.95060941
S66x8/14-090,-344.71987053
S66x8/14-095,-344.72154822
S66x8/14-100,-344.72248832
S66x8/14-105,-344.72293476
S66x8/14-110,-344.72304072
S66x8/14-125,-344.7223783
S66x8/14-150,-344.72055482
S66x8/14-200,-344.71814946
S66x8/15-A,-248.7654064
S66x8/15-B,-248.76556403
S66x8/15-090,-497.5349343
S66x8/15-095,-497.53671463
S66x8/15-100,-497.5377468
S66x8/15-105,-497.53827955
S66x8/15-110,-497.53846261
S66x8/15-125,-497.53796111
S66x8/15-150,-497.53625221
S66x8/15-200,-497.53343553
S66x8/16-A,-248.76558765
S66x8/16-B,-76.49703233
S66x8/16-090,-325.26631525
S66x8/16-095,-325.26744056
S66x8/16-100,-325.26802196
S66x8/16-105,-325.26823768
S66x8/16-110,-325.26823085
S66x8/16-125,-325.26760047
S66x8/16-150,-325.26616677
S66x8/16-200,-325.26436358
S66x8/17-A,-415.23598723
S66x8/17-B,-415.23609268
S66x8/17-090,-830.48701405
S66x8/17-095,-830.48983254
S66x8/17-100,-830.49116351
S66x8/17-105,-830.49150987
S66x8/17-110,-830.49120608
S66x8/17-125,-830.4884765
S66x8/17-150,-830.48313146
S66x8/17-200,-830.47689862
S66x8/18-A,-76.49703213
S66x8/18-B,-248.54909008
S66x8/18-090,-325.05237381
S66x8/18-095,-325.05349452
S66x8/18-100,-325.05396906
S66x8/18-105,-325.05402252
S66x8/18-110,-325.05381332
S66x8/18-125,-325.05250697
S66x8/18-150,-325.05025053
S66x8/18-200,-325.04777505
S66x8/19-A,-115.82982596
S66x8/19-B,-248.54908238
S66x8/19-090,-364.38437882
S66x8/19-095,-364.38578766
S66x8/19-100,-364.3864755
S66x8/19-105,-364.38667925
S66x8/19-110,-364.38683029
S66x8/19-125,-364.38539923
S66x8/19-150,-364.3833861
S66x8/19-200,-364.38077687
S66x8/20-A,-229.30635837
S66x8/20-B,-229.30635863
S66x8/20-090,-458.63110299
S66x8/20-095,-458.6340558
S66x8/20-100,-458.6353393
S66x8/20-105,-458.6355118
S66x8/20-110,-458.63498319
S66x8/20-125,-458.63155965
S66x8/20-150,-458.62517931
S66x8/20-200,-458.6180356
S66x8/21-A,-209.42193477
S66x8/21-B,-209.42193737
S66x8/21-090,-418.85852186
S66x8/21-095,-418.86117487
S66x8/21-100,-418.86242521
S66x8/21-105,-418.86272809
S66x8/21-110,-418.86242189
S66x8/21-125,-418.85980908
S66x8/21-150,-418.85484104
S66x8/21-200,-418.84844061
S66x8/22-A,-229.30632112
S66x8/22-B,-415.23578546
S66x8/22-090,-644.56081754
S66x8/22-095,-644.56372213
S66x8/22-100,-644.56504708
S66x8/22-105,-644.56531476
S66x8/22-110,-644.56488785
S66x8/22-125,-644.56163584
S66x8/22-150,-644.55546489
S66x8/22-200,-644.54821261
S66x8/23-A,-209.42181702
S66x8/23-B,-415.23568118
S66x8/23-090,-624.6759358
S66x8/23-095,-624.6787094
S66x8/23-100,-624.68003884
S66x8/23-105,-624.68038282
S66x8/23-110,-624.68007832
S66x8/23-125,-624.67723284
S66x8/23-150,-624.67151576
S66x8/23-200,-624.66441414
S66x8/24-A,-232.50003884
S66x8/24-B,-232.50005547
S66x8/24-090,-464.98295535
S66x8/24-095,-464.98949317
S66x8/24-100,-464.99350976
S66x8/24-105,-464.9959576
S66x8/24-110,-464.99747742
S66x8/24-125,-464.99946856
S66x8/24-150,-465.00001513
S66x8/24-200,-465.0000185
S66x8/25-A,-248.54912065
S66x8/25-B,-248.54912579
S66x8/25-090,-497.08204492
S66x8/25-095,-497.08855174
S66x8/25-100,-497.0925906
S66x8/25-105,-497.09508291
S66x8/25-110,-497.09659782
S66x8/25-125,-497.09845071
S66x8/25-150,-497.09875256
S66x8/25-200,-497.0984051
S66x8/26-A,-415.23668285
S66x8/26-B,-415.23668286
S66x8/26-090,-830.46084207
S66x8/26-095,-830.46791386
S66x8/26-100,-830.47220683
S66x8/26-105,-830.47471032
S66x8/26-110,-830.47614627
S66x8/26-125,-830.47739169
S66x8/26-150,-830.47640153
S66x8/26-200,-830.47454006
S66x8/27-A,-232.50004145
S66x8/27-B,-248.54912562
S66x8/27-090,-481.03212679
S66x8/27-095,-481.03902095
S66x8/27-100,-481.04316004
S66x8/27-105,-481.0456715
S66x8/27-110,-481.0471816
S66x8/27-125,-481.04902637
S66x8/27-150,-481.04940612
S66x8/27-200,-481.04921425
S66x8/28-A,-232.50008331
S66x8/28-B,-415.23720412
S66x8/28-090,-647.7203678
S66x8/28-095,-647.72721476
S66x8/28-100,-647.73146331
S66x8/28-105,-647.73410642
S66x8/28-110,-647.73579751
S66x8/28-125,-647.73769086
S66x8/28-150,-647.73784574
S66x8/28-200,-647.73725953
S66x8/29-A,-248.54912294
S66x8/29-B,-415.23715402
S66x8/29-090,-663.76847676
S66x8/29-095,-663.77727731
S66x8/29-100,-663.78229006
S66x8/29-105,-663.78515665
S66x8/29-110,-663.78678778
S66x8/29-125,-663.78823468
S66x8/29-150,-663.78775591
S66x8/29-200,-663.78673407
S66x8/30-A,-232.50004814
S66x8/30-B,-78.67257675
S66x8/30-090,-311.16304766
S66x8/30-095,-311.16648758
S66x8/30-100,-311.16861738
S66x8/30-105,-311.16998516
S66x8/30-110,-311.17084152
S66x8/30-125,-311.17201726
S66x8/30-150,-311.17242694
S66x8/30-200,-311.17250061
S66x8/31-A,-415.23721075
S66x8/31-B,-78.67258805
S66x8/31-090,-493.90250921
S66x8/31-095,-493.90572552
S66x8/31-100,-493.90769813
S66x8/31-105,-493.90898884
S66x8/31-110,-493.90978537
S66x8/31-125,-493.91060857
S66x8/31-150,-493.91046668
S66x8/31-200,-493.90999503
S66x8/32-A,-415.23718152
S66x8/32-B,-77.42087195
S66x8/32-090,-492.65204239
S66x8/32-095,-492.65521747
S66x8/32-100,-492.65711474
S66x8/32-105,-492.65823701
S66x8/32-110,-492.65890417
S66x8/32-125,-492.65936286
S66x8/32-150,-492.65890587
S66x8/32-200,-492.65817537
S66x8/33-A,-248.54911938
S66x8/33-B,-78.67254832
S66x8/33-090,-327.21307069
S66x8/33-095,-327.21616856
S66x8/33-100,-327.21816167
S66x8/33-105,-327.21943933
S66x8/33-110,-327.22027413
S66x8/33-125,-327.22136389
S66x8/33-150,-327.22169502
S66x8/33-200,-327.22164265
S66x8/34-A,-197.95659157
S66x8/34-B,-197.95658891
S66x8/34-090,-395.90104791
S66x8/34-095,-395.90549648
S66x8/34-100,-395.90827558
S66x8/34-105,-395.91013483
S66x8/34-110,-395.91142018
S66x8/34-125,-395.91319171
S66x8/34-150,-395.91365116
S66x8/34-200,-395.91340443
S66x8/35-A,-197.95659304
S66x8/35-B,-197.95669876
S66x8/35-090,-395.90454372
S66x8/35-095,-395.90797737
S66x8/35-100,-395.91006087
S66x8/35-105,-395.91134867
S66x8/35-110,-395.91220624
S66x8/35-125,-395.91329736
S66x8/35-150,-395.91351476
S66x8/35-200,-395.91334449
S66x8/36-A,-197.95665487
S66x8/36-B,-197.95671309
S66x8/36-090,-395.90801912
S66x8/36-095,-395.90987995
S66x8/36-100,-395.91106692
S66x8/36-105,-395.91186624
S66x8/36-110,-395.91238216
S66x8/36-125,-395.91307085
S66x8/36-150,-395.91320344
S66x8/36-200,-395.91306165
S66x8/37-A,-196.74659299
S66x8/37-B,-197.95638202
S66x8/37-090,-394.69432792
S66x8/37-095,-394.69770811
S66x8/37-100,-394.69980332
S66x8/37-105,-394.7011127
S66x8/37-110,-394.70198532
S66x8/37-125,-394.70312728
S66x8/37-150,-394.7034382
S66x8/37-200,-394.70328456
S66x8/38-A,-196.74648061
S66x8/38-B,-196.74648022
S66x8/38-090,-393.48369483
S66x8/38-095,-393.48692332
S66x8/38-100,-393.48921386
S66x8/38-105,-393.49069701
S66x8/38-110,-393.49172257
S66x8/38-125,-393.49294386
S66x8/38-150,-393.49319362
S66x8/38-200,-393.49298325
S66x8/39-A,-232.50005366
S66x8/39-B,-196.74643526
S66x8/39-090,-429.23446575
S66x8/39-095,-429.23909741
S66x8/39-100,-429.24205965
S66x8/39-105,-429.24398045
S66x8/39-110,-429.24517296
S66x8/39-125,-429.24661997
S66x8/39-150,-429.24685934
S66x8/39-200,-429.24655911
S66x8/40-A,-232.50005864
S66x8/40-B,-197.95660671
S66x8/40-090,-430.44774485
S66x8/40-095,-430.45135161
S66x8/40-100,-430.4535913
S66x8/40-105,-430.4549843
S66x8/40-110,-430.45584918
S66x8/40-125,-430.45690894
S66x8/40-150,-430.45700699
S66x8/40-200,-430.45673872
S66x8/41-A,-415.23726138
S66x8/41-B,-197.95666331
S66x8/41-090,-613.18059941
S66x8/41-095,-613.18548074
S66x8/41-100,-613.18862779
S66x8/41-105,-613.1907712
S66x8/41-110,-613.19243335
S66x8/41-125,-613.19420371
S66x8/41-150,-613.19429543
S66x8/41-200,-613.19395577
S66x8/42-A,-415.23727619
S66x8/42-B,-196.74649332
S66x8/42-090,-611.97120574
S66x8/42-095,-611.97607778
S66x8/42-100,-611.97910392
S66x8/42-105,-611.98102491
S66x8/42-110,-611.98230976
S66x8/42-125,-611.98384919
S66x8/42-150,-611.98413697
S66x8/42-200,-611.98382329
S66x8/43-A,-415.23723646
S66x8/43-B,-197.95664797
S66x8/43-090,-613.18462436
S66x8/43-095,-613.18848611
S66x8/43-100,-613.19083004
S66x8/43-105,-613.19232211
S66x8/43-110,-613.19324905
S66x8/43-125,-613.19425051
S66x8/43-150,-613.19422947
S66x8/43-200,-613.19385
S66x8/44-A,-78.67257746
S66x8/44-B,-197.95660509
S66x8/44-090,-276.62358981
S66x8/44-095,-276.62573982
S66x8/44-100,-276.62709081
S66x8/44-105,-276.62804041
S66x8/44-110,-276.62860326
S66x8/44-125,-276.6293935
S66x8/44-150,-276.62948238
S66x8/44-200,-276.629279
S66x8/45-A,-77.42088884
S66x8/45-B,-197.95658895
S66x8/45-090,-275.37165886
S66x8/45-095,-275.37404007
S66x8/45-100,-275.375498
S66x8/45-105,-275.37643491
S66x8/45-110,-275.37698682
S66x8/45-125,-275.37762779
S66x8/45-150,-275.3776033
S66x8/45-200,-275.37732597
S66x8/46-A,-248.76571482
S66x8/46-B,-197.95651056
S66x8/46-090,-446.71283654
S66x8/46-095,-446.71611689
S66x8/46-100,-446.71836333
S66x8/46-105,-446.71994611
S66x8/46-110,-446.72101619
S66x8/46-125,-446.72255513
S66x8/46-150,-446.72291293
S66x8/46-200,-446.72245024
S66x8/47-A,-232.50006438
S66x8/47-B,-232.50008709
S66x8/47-090,-464.99190345
S66x8/47-095,-464.99546974
S66x8/47-100,-464.99761854
S66x8/47-105,-464.99894328
S66x8/47-110,-464.9997454
S66x8/47-125,-465.00063603
S66x8/47-150,-465.00061484
S66x8/47-200,-465.00024784
S66x8/48-A,-248.54913435
S66x8/48-B,-248.5491158
S66x8/48-090,-497.09151013
S66x8/48-095,-497.09460418
S66x8/48-100,-497.09655075
S66x8/48-105,-497.09777411
S66x8/48-110,-497.09849804
S66x8/48-125,-497.0993054
S66x8/48-150,-497.0991503
S66x8/48-200,-497.09857381
S66x8/49-A,-232.50006428
S66x8/49-B,-248.54910558
S66x8/49-090,-481.04160858
S66x8/49-095,-481.04519446
S66x8/49-100,-481.04733621
S66x8/49-105,-481.04863877
S66x8/49-110,-481.04941965
S66x8/49-125,-481.0502005
S66x8/49-150,-481.05002143
S66x8/49-200,-481.04948543
S66x8/50-A,-232.50006823
S66x8/50-B,-77.42090496
S66x8/50-090,-309.91692843
S66x8/50-095,-309.91951203
S66x8/50-100,-309.92098353
S66x8/50-105,-309.92174155
S66x8/50-110,-309.92221814
S66x8/50-125,-309.92243078
S66x8/50-150,-309.92193972
S66x8/50-200,-309.92126236
S66x8/51-A,-77.42089547
S66x8/51-B,-77.4209178
S66x8/51-090,-154.84165662
S66x8/51-095,-154.84247834
S66x8/51-100,-154.84290583
S66x8/51-105,-154.84309278
S66x8/51-110,-154.84314128
S66x8/51-125,-154.84292666
S66x8/51-150,-154.8424284
S66x8/51-200,-154.8419633
S66x8/52-A,-232.50006846
S66x8/52-B,-229.3084948
S66x8/52-090,-461.80565026
S66x8/52-095,-461.80810327
S66x8/52-100,-461.80957714
S66x8/52-105,-461.81042411
S66x8/52-110,-461.81089113
S66x8/52-125,-461.81106372
S66x8/52-150,-461.81032326
S66x8/52-200,-461.8091943
S66x8/53-A,-232.50006627
S66x8/53-B,-209.42295952
S66x8/53-090,-441.92119642
S66x8/53-095,-441.92312867
S66x8/53-100,-441.92429633
S66x8/53-105,-441.92496662
S66x8/53-110,-441.92532778
S66x8/53-125,-441.9254525
S66x8/53-150,-441.92471324
S66x8/53-200,-441.92355027
S66x8/54-A,-232.50007237
S66x8/54-B,-76.49699721
S66x8/54-090,-308.99600144
S66x8/54-095,-308.99770235
S66x8/54-100,-308.99867971
S66x8/54-105,-308.9992046
S66x8/54-110,-308.99943719
S66x8/54-125,-308.99936273
S66x8/54-150,-308.99858532
S66x8/54-200,-308.99758714
S66x8/55-A,-232.5000778
S66x8/55-B,-115.83014796
S66x8/55-090,-348.32636587
S66x8/55-095,-348.32887307
S66x8/55-100,-348.33042117
S66x8/55-105,-348.33138292
S66x8/55-110,-348.33194852
S66x8/55-125,-348.33237824
S66x8/55-150,-348.33183424
S66x8/55-200,-348.3308296
S66x8/56-A,-232.50006533
S66x8/56-B,-95.95054946
S66x8/56-090,-328.44499203
S66x8/56-095,-328.44760084
S66x8/56-100,-328.44924986
S66x8/56-105,-328.45036556
S66x8/56-110,-328.45106836
S66x8/56-125,-328.45170851
S66x8/56-150,-328.45146751
S66x8/56-200,-328.45087417
S66x8/57-A,-232.50007692
S66x8/57-B,-248.76567781
S66x8/57-090,-481.25750101
S66x8/57-095,-481.26208386
S66x8/57-100,-481.2647749
S66x8/57-105,-481.26636726
S66x8/57-110,-481.26728827
S66x8/57-125,-481.26803692
S66x8/57-150,-481.26749972
S66x8/57-200,-481.26643974
S66x8/58-A,-248.54909086
S66x8/58-B,-248.54907905
S66x8/58-090,-497.09481544
S66x8/58-095,-497.09767973
S66x8/58-100,-497.09972277
S66x8/58-105,-497.10046347
S66x8/58-110,-497.10063932
S66x8/58-125,-497.1002208
S66x8/58-150,-497.09928334
S66x8/58-200,-497.09848013
S66x8/59-A,-77.42090774
S66x8/59-B,-76.49703069
S66x8/59-090,-153.9200623
S66x8/59-095,-153.92079595
S66x8/59-100,-153.92113005
S66x8/59-105,-153.9212192
S66x8/59-110,-153.92115422
S66x8/59-125,-153.92059034
S66x8/59-150,-153.91956709
S66x8/59-200,-153.91846155
S66x8/60-A,-77.42086959
S66x8/60-B,-229.30846145
S66x8/60-090,-306.73094397
S66x8/60-095,-306.73251384
S66x8/60-100,-306.73332149
S66x8/60-105,-306.73365598
S66x8/60-110,-306.73369043
S66x8/60-125,-306.73302936
S66x8/60-150,-306.73159649
S66x8/60-200,-306.73006053
S66x8/61-A,-197.95659068
S66x8/61-B,-229.30857222
S66x8/61-090,-427.25938865
S66x8/61-095,-427.26134923
S66x8/61-100,-427.26272541
S66x8/61-105,-427.26367912
S66x8/61-110,-427.26434843
S66x8/61-125,-427.26534626
S66x8/61-150,-427.26557394
S66x8/61-200,-427.26526349
S66x8/62-A,-197.95663574
S66x8/62-B,-209.42300921
S66x8/62-090,-407.37268332
S66x8/62-095,-407.37530425
S66x8/62-100,-407.37711348
S66x8/62-105,-407.37830643
S66x8/62-110,-407.37906019
S66x8/62-125,-407.38015232
S66x8/62-150,-407.38026906
S66x8/62-200,-407.37981807
S66x8/63-A,-232.50005165
S66x8/63-B,-229.30851303
S66x8/63-090,-461.80039214
S66x8/63-095,-461.80417891
S66x8/63-100,-461.80645131
S66x8/63-105,-461.80786435
S66x8/63-110,-461.80873378
S66x8/63-125,-461.80958184
S66x8/63-150,-461.80938386
S66x8/63-200,-461.80879321
S66x8/64-A,-248.76570379
S66x8/64-B,-78.67258325
S66x8/64-090,-327.43453442
S66x8/64-095,-327.43641862
S66x8/64-100,-327.43763013
S66x8/64-105,-327.43839161
S66x8/64-110,-327.43886126
S66x8/64-125,-327.43931395
S66x8/64-150,-327.43902873
S66x8/64-200,-327.43840865
S66x8/65-A,-248.5491165
S66x8/65-B,-77.42055671
S66x8/65-090,-325.97277805
S66x8/65-095,-325.97368374
S66x8/65-100,-325.97410271
S66x8/65-105,-325.97422031
S66x8/65-110,-325.97414597
S66x8/65-125,-325.97342797
S66x8/65-150,-325.97212877
S66x8/65-200,-325.97072881
S66x8/66-A,-95.95052772
S66x8/66-B,-248.54912243
S66x8/66-090,-344.49617997
S66x8/66-095,-344.49819311
S66x8/66-100,-344.49950998
S66x8/66-105,-344.50034696
S66x8/66-110,-344.50085966
S66x8/66-125,-344.50137634
S66x8/66-150,-344.50104441
S66x8/66-200,-344.50020577
NCIBLIND10/01-A,-232.49880059
NCIBLIND10/01-B,-40.55450253
NCIBLIND10/01-1,-273.0462538
NCIBLIND10/01-2,-273.05214049
NCIBLIND10/01-3,-273.0535761
NCIBLIND10/01-4,-273.05342318
NCIBLIND10/01-5,-273.05334138
NCIBLIND10/01-6,-273.05331556
NCIBLIND10/01-7,-273.05330818
NCIBLIND10/02-A,-232.49969744
NCIBLIND10/02-B,-76.49678839
NCIBLIND10/02-1,-308.97788008
NCIBLIND10/02-2,-308.99548908
NCIBLIND10/02-3,-308.99857097
NCIBLIND10/02-4,-308.99863345
NCIBLIND10/02-5,-308.99813004
NCIBLIND10/02-6,-308.99765204
NCIBLIND10/02-7,-308.99702327
NCIBLIND10/02-8,-308.99677824
NCIBLIND10/02-9,-308.99666667
NCIBLIND10/03-A,-155.18583988
NCIBLIND10/03-B,-155.18579247
NCIBLIND10/03-1,-310.36451061
NCIBLIND10/03-2,-310.36995667
NCIBLIND10/03-3,-310.37261255
NCIBLIND10/03-4,-310.37214324
NCIBLIND10/03-5,-310.37184366
NCIBLIND10/03-6,-310.37173794
NCIBLIND10/03-7,-310.37169959
NCIBLIND10/04-A,-600.0672391
NCIBLIND10/04-B,-600.0677839
NCIBLIND10/04-1,-1200.12031022
NCIBLIND10/04-2,-1200.13349094
NCIBLIND10/04-3,-1200.14196188
NCIBLIND10/04-4,-1200.13997072
