system,LC-wPBE08(w=15)/def2-QZVP/Q-Chem
S66x8/37-105,-393.9164872354
S66x8/37-110,-393.916747814
S66x8/37-125,-393.9168355931
S66x8/37-150,-393.916495999
S66x8/37-200,-393.9161893826
S66x8/38-A,-196.3554162014
S66x8/38-B,-196.3556829061
S66x8/38-090,-392.7077977944
S66x8/38-095,-392.7097073689
S66x8/38-100,-392.7109164203
S66x8/38-105,-392.7115178699
S66x8/38-110,-392.7117714016
S66x8/38-125,-392.7117702371
S66x8/38-150,-392.7113241499
S66x8/38-200,-392.7109812877
S66x8/39-A,-232.0360872047
S66x8/39-B,-196.3553374082
S66x8/39-090,-428.3860813349
S66x8/39-095,-428.3891274161
S66x8/39-100,-428.3909079474
S66x8/39-105,-428.3917851008
S66x8/39-110,-428.3920985152
S66x8/39-125,-428.3924003376
S66x8/39-150,-428.3918631948
S66x8/39-200,-428.3913962731
S66x8/40-A,-232.0360939276
S66x8/40-B,-197.5608315032
S66x8/40-090,-429.5927616477
S66x8/40-095,-429.5951454348
S66x8/40-100,-429.5966414586
S66x8/40-105,-429.5971958761
S66x8/40-110,-429.5973605332
S66x8/40-125,-429.5975755902
S66x8/40-150,-429.5970701247
S66x8/40-200,-429.596621265
S66x8/41-A,-414.5586884533
S66x8/41-B,-197.5582143799
S66x8/41-090,-612.1119043355
S66x8/41-095,-612.1150761741
S66x8/41-100,-612.1169868778
S66x8/41-105,-612.1177526665
S66x8/41-110,-612.1179526468
S66x8/41-125,-612.1181892172
S66x8/41-150,-612.1174294282
S66x8/41-200,-612.1169819742
S66x8/42-A,-414.5587944435
S66x8/42-B,-196.3553574662
S66x8/42-090,-610.9087978703
S66x8/42-095,-610.9119110925
S66x8/42-100,-610.913664413
S66x8/42-105,-610.9145154243
S66x8/42-110,-610.9149095807
S66x8/42-125,-610.9151712881
S66x8/42-150,-610.9146239729
S66x8/42-200,-610.9141554608
S66x8/43-A,-414.5587526678
S66x8/43-B,-197.5603218369
S66x8/43-090,-612.1158067658
S66x8/43-095,-612.1183406465
S66x8/43-100,-612.1196538638
S66x8/43-105,-612.1201461292
S66x8/43-110,-612.1203747488
S66x8/43-125,-612.1204361661
S66x8/43-150,-612.1198208138
S66x8/43-200,-612.1193109659
S66x8/44-A,-78.507113195
S66x8/44-B,-197.5581128229
S66x8/44-090,-276.0637995357
S66x8/44-095,-276.0650123667
S66x8/44-100,-276.0656308007
S66x8/44-105,-276.0658909033
S66x8/44-110,-276.0659982469
S66x8/44-125,-276.0659183581
S66x8/44-150,-276.0655913418
S66x8/44-200,-276.0653292205
S66x8/45-A,-77.2575539582
S66x8/45-B,-197.5579170895
S66x8/45-090,-274.8135492527
S66x8/45-095,-274.8149452263
S66x8/45-100,-274.8156863842
S66x8/45-105,-274.8161090342
S66x8/45-110,-274.8162709236
S66x8/45-125,-274.8161543844
S66x8/45-150,-274.8157516364
S66x8/45-200,-274.8154787969
S66x8/46-A,-248.3388828082
S66x8/46-B,-197.5579003069
S66x8/46-090,-445.8943972556
S66x8/46-095,-445.8963484444
S66x8/46-100,-445.8975051174
S66x8/46-105,-445.8980871524
S66x8/46-110,-445.8983325547
S66x8/46-125,-445.8984310841
S66x8/46-150,-445.8977302417
S66x8/46-200,-445.8970699618
S66x8/47-A,-232.0360868436
S66x8/47-B,-232.0361074622
S66x8/47-090,-464.0687098092
S66x8/47-095,-464.0710648039
S66x8/47-100,-464.0723355595
S66x8/47-105,-464.0730219228
S66x8/47-110,-464.0732685603
S66x8/47-125,-464.0732325285
S66x8/47-150,-464.0726755352
S66x8/47-200,-464.0722030561
S66x8/48-A,-248.0749107499
S66x8/48-B,-248.074913369
S66x8/48-090,-496.1480493938
S66x8/48-095,-496.1499721821
S66x8/48-100,-496.1510735258
S66x8/48-105,-496.15166654
S66x8/48-110,-496.1518271631
S66x8/48-125,-496.1516732408
S66x8/48-150,-496.1509022228
S66x8/48-200,-496.1501705055
S66x8/49-A,-232.0360939578
S66x8/49-B,-248.0748842238
S66x8/49-090,-480.1081092756
S66x8/49-095,-480.1105213869
S66x8/49-100,-480.1117672905
S66x8/49-105,-480.1124267389
S66x8/49-110,-480.1126630206
S66x8/49-125,-480.1124855218
S66x8/49-150,-480.1117675109
S66x8/49-200,-480.111110569
S66x8/50-A,-232.0360768039
S66x8/50-B,-77.2576211333
S66x8/50-090,-309.2934031394
S66x8/50-095,-309.2949841578
S66x8/50-100,-309.2956505798
S66x8/50-105,-309.296003905
S66x8/50-110,-309.296074666
S66x8/50-125,-309.2956054934
S66x8/50-150,-309.2946902058
S66x8/50-200,-309.2939725837
S66x8/51-A,-77.2575618551
S66x8/51-B,-77.2576180743
S66x8/51-090,-154.5165341596
S66x8/51-095,-154.5169832664
S66x8/51-100,-154.517121172
S66x8/51-105,-154.5170847547
S66x8/51-110,-154.5169578573
S66x8/51-125,-154.5164354886
S66x8/51-150,-154.515776478
S66x8/51-200,-154.5153068875
S66x8/52-A,-232.0360706995
S66x8/52-B,-228.9443332709
S66x8/52-090,-460.9822241761
S66x8/52-095,-460.983663146
S66x8/52-100,-460.9843528592
S66x8/52-105,-460.984595159
S66x8/52-110,-460.9845439711
S66x8/52-125,-460.9836745836
S66x8/52-150,-460.9822627307
S66x8/52-200,-460.980958868
S66x8/53-A,-232.0360565362
S66x8/53-B,-209.0727803087
S66x8/53-090,-441.1109813713
S66x8/53-095,-441.1121048513
S66x8/53-100,-441.112636203
S66x8/53-105,-441.1127869431
S66x8/53-110,-441.1127176053
S66x8/53-125,-441.1119561919
S66x8/53-150,-441.1106116043
S66x8/53-200,-441.109261891
S66x8/54-A,-232.0360827201
S66x8/54-B,-76.3866832713
S66x8/54-090,-308.4252465574
S66x8/54-095,-308.4262973424
S66x8/54-100,-308.4266850221
S66x8/54-105,-308.4266676604
S66x8/54-110,-308.4264619709
S66x8/54-125,-308.4256431942
S66x8/54-150,-308.424439606
S66x8/54-200,-308.4233581237
S66x8/55-A,-232.0360844503
S66x8/55-B,-115.6405479415
S66x8/55-090,-347.677739134
S66x8/55-095,-347.6791514154
S66x8/55-100,-347.679861685
S66x8/55-105,-347.6801859383
S66x8/55-110,-347.6802207361
S66x8/55-125,-347.6794578317
S66x8/55-150,-347.6782369163
S66x8/55-200,-347.6771147147
S66x8/56-A,-232.0360841338
S66x8/56-B,-95.7744711392
S66x8/56-090,-327.8096233377
S66x8/56-095,-327.8111432894
S66x8/56-100,-327.8120065158
S66x8/56-105,-327.8125206276
S66x8/56-110,-327.8126657405
S66x8/56-125,-327.8123027523
S66x8/56-150,-327.8115153547
S66x8/56-200,-327.8108207083
S66x8/57-A,-232.036098205
S66x8/57-B,-248.3388524646
S66x8/57-090,-480.3732249139
S66x8/57-095,-480.3761976963
S66x8/57-100,-480.3776472536
S66x8/57-105,-480.3783420542
S66x8/57-110,-480.3786163441
S66x8/57-125,-480.3780217046
S66x8/57-150,-480.3767290216
S66x8/57-200,-480.3755574256
S66x8/58-A,-248.0749100086
S66x8/58-B,-248.0748808984
S66x8/58-090,-496.1511887837
S66x8/58-095,-496.1530087854
S66x8/58-100,-496.1539374439
S66x8/58-105,-496.1539420399
S66x8/58-110,-496.1536133863
S66x8/58-125,-496.152373461
S66x8/58-150,-496.1510260462
S66x8/58-200,-496.1501399811
S66x8/59-A,-77.25767087
S66x8/59-B,-76.3867379794
S66x8/59-090,-153.6479939703
S66x8/59-095,-153.6483701861
S66x8/59-100,-153.6484119555
S66x8/59-105,-153.6482636706
S66x8/59-110,-153.6480067266
S66x8/59-125,-153.6470403839
S66x8/59-150,-153.6457306842
S66x8/59-200,-153.6445398497
S66x8/60-A,-77.2575901397
S66x8/60-B,-228.9443185654
S66x8/60-090,-306.2077107038
S66x8/60-095,-306.2084661668
S66x8/60-100,-306.2086172561
S66x8/60-105,-306.2084129527
S66x8/60-110,-306.2080197002
S66x8/60-125,-306.2065026868
S66x8/60-150,-306.2044394116
S66x8/60-200,-306.202678019
S66x8/61-A,-197.5580016199
S66x8/61-B,-228.9443490736
S66x8/61-090,-426.5012438342
S66x8/61-095,-426.5023115879
S66x8/61-100,-426.5029345291
S66x8/61-105,-426.5032601152
S66x8/61-110,-426.5034216692
S66x8/61-125,-426.5034551741
S66x8/61-150,-426.5028934193
S66x8/61-200,-426.5024692753
S66x8/62-A,-197.5580224705
S66x8/62-B,-209.072736468
S66x8/62-090,-406.629545337
S66x8/62-095,-406.6309808636
S66x8/62-100,-406.6317699238
S66x8/62-105,-406.6321779485
S66x8/62-110,-406.6323662104
S66x8/62-125,-406.6322096756
S66x8/62-150,-406.6315730049
S66x8/62-200,-406.6309170058
S66x8/63-A,-232.0360653894
S66x8/63-B,-228.9443491979
S66x8/63-090,-460.9776855342
S66x8/63-095,-460.9799913339
S66x8/63-100,-460.9813091297
S66x8/63-105,-460.9820182412
S66x8/63-110,-460.9821718832
S66x8/63-125,-460.9820692867
S66x8/63-150,-460.9812038775
S66x8/63-200,-460.9805270462
S66x8/64-A,-248.3387328717
S66x8/64-B,-78.5072201829
S66x8/64-090,-326.8459953706
S66x8/64-095,-326.8471084462
S66x8/64-100,-326.8476839245
S66x8/64-105,-326.8479013434
S66x8/64-110,-326.8479126642
S66x8/64-125,-326.8475964041
S66x8/64-150,-326.8467363664
S66x8/64-200,-326.8460251198
S66x8/65-A,-248.0748861235
S66x8/65-B,-77.2573358078
S66x8/65-090,-325.3379056142
S66x8/65-095,-325.338371239
S66x8/65-100,-325.3384261097
S66x8/65-105,-325.3382370371
S66x8/65-110,-325.3379085092
S66x8/65-125,-325.3366587428
S66x8/65-150,-325.3349380847
S66x8/65-200,-325.3333807925
S66x8/66-A,-95.7743794207
S66x8/66-B,-248.0748775669
S66x8/66-090,-343.8507447097
S66x8/66-095,-343.8517902415
S66x8/66-100,-343.8523636166
S66x8/66-105,-343.8526127123
S66x8/66-110,-343.8526284895
