system,LC-wPBEh(w=25)/def2-QZVP/Q-Chem
S66x8/15-105,-496.709200101
S66x8/15-110,-496.7088451661
S66x8/15-125,-496.7071455697
S66x8/15-150,-496.704422817
S66x8/15-200,-496.7010164342
S66x8/16-A,-248.3494055048
S66x8/16-B,-76.3863613172
S66x8/16-090,-324.7425717347
S66x8/16-095,-324.7431502857
S66x8/16-100,-324.7432723632
S66x8/16-105,-324.7431070492
S66x8/16-110,-324.7427802266
S66x8/16-125,-324.7414728255
S66x8/16-150,-324.7395329786
S66x8/16-200,-324.7375420314
S66x8/17-A,-414.5546762903
S66x8/17-B,-414.5547721699
S66x8/17-090,-829.1332922102
S66x8/17-095,-829.1348774775
S66x8/17-100,-829.1351001597
S66x8/17-105,-829.1344576475
S66x8/17-110,-829.1332927532
S66x8/17-125,-829.1286055022
S66x8/17-150,-829.1215828513
S66x8/17-200,-829.1143661403
S66x8/18-A,-76.3863650925
S66x8/18-B,-248.0868983417
S66x8/18-090,-324.4836124071
S66x8/18-095,-324.4840913277
S66x8/18-100,-324.4840108044
S66x8/18-105,-324.4835851653
S66x8/18-110,-324.4829615175
S66x8/18-125,-324.4807531749
S66x8/18-150,-324.4777508882
S66x8/18-200,-324.4749457351
S66x8/19-A,-115.645428817
S66x8/19-B,-248.0868924322
S66x8/19-090,-363.7424969029
S66x8/19-095,-363.7432222639
S66x8/19-100,-363.7433147605
S66x8/19-105,-363.7430067814
S66x8/19-110,-363.7423733701
S66x8/19-125,-363.740299678
S66x8/19-150,-363.7370810294
S66x8/19-200,-363.7340515855
S66x8/20-A,-228.9431356662
S66x8/20-B,-228.9431406131
S66x8/20-090,-457.9155299853
S66x8/20-095,-457.9171250722
S66x8/20-100,-457.9171758023
S66x8/20-105,-457.9162278315
S66x8/20-110,-457.9146988085
S66x8/20-125,-457.9088739978
S66x8/20-150,-457.9003791652
S66x8/20-200,-457.8918154149
S66x8/21-A,-209.0767814507
S66x8/21-B,-209.0767860752
S66x8/21-090,-418.1768147054
S66x8/21-095,-418.1782187588
S66x8/21-100,-418.1783653057
S66x8/21-105,-418.1777337203
S66x8/21-110,-418.1766225995
S66x8/21-125,-418.1722129314
S66x8/21-150,-418.165620333
S66x8/21-200,-418.1582199701
S66x8/22-A,-228.9430528843
S66x8/22-B,-414.5544656225
S66x8/22-090,-643.526194227
S66x8/22-095,-643.5277924818
S66x8/22-100,-643.5279362834
S66x8/22-105,-643.5271438723
S66x8/22-110,-643.525796851
S66x8/22-125,-643.5204675373
S66x8/22-150,-643.5123674077
S66x8/22-200,-643.5038683993
S66x8/23-A,-209.0766629107
S66x8/23-B,-414.5543792314
S66x8/23-090,-623.6585644928
S66x8/23-095,-623.6601300918
S66x8/23-100,-623.6603736345
S66x8/23-105,-623.6597524609
S66x8/23-110,-623.6585990432
S66x8/23-125,-623.6538553207
S66x8/23-150,-623.6463890986
S66x8/23-200,-623.6381656645
S66x8/24-A,-232.0545939082
S66x8/24-B,-232.0545707644
S66x8/24-090,-464.0988723313
S66x8/24-095,-464.1033518847
S66x8/24-100,-464.1064317226
S66x8/24-105,-464.1078404094
S66x8/24-110,-464.1081565999
S66x8/24-125,-464.1089507562
S66x8/24-150,-464.1088445471
S66x8/24-200,-464.108849876
S66x8/25-A,-248.0868790289
S66x8/25-B,-248.0869096896
S66x8/25-090,-496.1656068425
S66x8/25-095,-496.1698144524
S66x8/25-100,-496.1724574589
S66x8/25-105,-496.1740064427
S66x8/25-110,-496.1745317422
S66x8/25-125,-496.1747821747
S66x8/25-150,-496.1742659995
S66x8/25-200,-496.1739341502
S66x8/26-A,-414.5551888941
S66x8/26-B,-414.555188894
S66x8/26-090,-829.1090695661
S66x8/26-095,-829.1135315856
S66x8/26-100,-829.1159130222
S66x8/26-105,-829.1168205485
S66x8/26-110,-829.1168518988
S66x8/26-125,-829.1158065932
S66x8/26-150,-829.1135048302
S66x8/26-200,-829.1115442955
S66x8/27-A,-232.0545946675
S66x8/27-B,-248.0869205206
S66x8/27-090,-480.132165115
S66x8/27-095,-480.1365737505
S66x8/27-100,-480.1395599861
S66x8/27-105,-480.1411290519
S66x8/27-110,-480.1414774923
S66x8/27-125,-480.1419543457
S66x8/27-150,-480.1415707585
S66x8/27-200,-480.1413911189
S66x8/28-A,-232.0544749678
S66x8/28-B,-414.5556947811
S66x8/28-090,-646.6031382184
S66x8/28-095,-646.6071612892
S66x8/28-100,-646.6097825443
S66x8/28-105,-646.6113581768
S66x8/28-110,-646.6118561717
S66x8/28-125,-646.6115344871
S66x8/28-150,-646.6107172064
S66x8/28-200,-646.6101314565
S66x8/29-A,-248.0868527722
S66x8/29-B,-414.5556933321
S66x8/29-090,-662.6356835279
S66x8/29-095,-662.6411585757
S66x8/29-100,-662.6439314475
S66x8/29-105,-662.6455083053
S66x8/29-110,-662.6459801029
S66x8/29-125,-662.6453265129
S66x8/29-150,-662.6440117991
S66x8/29-200,-662.6430104602
S66x8/30-A,-232.0545824473
S66x8/30-B,-78.5158039678
S66x8/30-090,-310.5653548868
S66x8/30-095,-310.5674284347
S66x8/30-100,-310.5688599009
S66x8/30-105,-310.5694958006
S66x8/30-110,-310.569625702
S66x8/30-125,-310.5700627394
S66x8/30-150,-310.5700260891
S66x8/30-200,-310.5701467064
S66x8/31-A,-414.5557553979
S66x8/31-B,-78.5158202978
S66x8/31-090,-493.0695078455
S66x8/31-095,-493.0714382703
S66x8/31-100,-493.0725171034
S66x8/31-105,-493.0729854464
S66x8/31-110,-493.0730984454
S66x8/31-125,-493.0729203045
S66x8/31-150,-493.0722662755
S66x8/31-200,-493.0717164686
S66x8/32-A,-414.5557828328
S66x8/32-B,-77.260233594
S66x8/32-090,-491.8148518192
S66x8/32-095,-491.8168242468
S66x8/32-100,-491.8178359526
S66x8/32-105,-491.8181871762
S66x8/32-110,-491.8182193313
S66x8/32-125,-491.817761814
S66x8/32-150,-491.816794805
S66x8/32-200,-491.8160376245
S66x8/33-A,-248.0869339829
S66x8/33-B,-78.5157646738
S66x8/33-090,-326.5989141815
S66x8/33-095,-326.6007862269
S66x8/33-100,-326.6019187632
S66x8/33-105,-326.6025022662
S66x8/33-110,-326.6027074663
S66x8/33-125,-326.6029324045
S66x8/33-150,-326.6027552406
S66x8/33-200,-326.6026962084
S66x8/34-A,-197.5914707786
S66x8/34-B,-197.5913923134
S66x8/34-090,-395.1791902702
S66x8/34-095,-395.1816215651
S66x8/34-100,-395.182941952
S66x8/34-105,-395.1836104427
S66x8/34-110,-395.1839580048
S66x8/34-125,-395.1840630229
S66x8/34-150,-395.1836675399
S66x8/34-200,-395.183347589
S66x8/35-A,-197.5914416938
S66x8/35-B,-197.5942955304
S66x8/35-090,-395.1828542052
S66x8/35-095,-395.184703952
S66x8/35-100,-395.1857014605
S66x8/35-105,-395.1861687011
S66x8/35-110,-395.1863721818
S66x8/35-125,-395.1863481003
S66x8/35-150,-395.1860361753
S66x8/35-200,-395.1858219019
S66x8/36-A,-197.5943168803
S66x8/36-B,-197.5943778393
S66x8/36-090,-395.1867934727
S66x8/36-095,-395.1878136752
S66x8/36-100,-395.1883623217
S66x8/36-105,-395.1886334453
S66x8/36-110,-395.1887803441
S66x8/36-125,-395.1887684983
S66x8/36-150,-395.1885691989
S66x8/36-200,-395.1884171713
S66x8/37-A,-196.3863069068
S66x8/37-B,-197.5942320474
S66x8/37-090,-393.9772957109
S66x8/37-095,-393.9792150733
S66x8/37-100,-393.9802568673
S66x8/37-105,-393.9807734455
S66x8/37-110,-393.9810081223
S66x8/37-125,-393.9811065362
S66x8/37-150,-393.9808378832
S66x8/37-200,-393.9806151363
S66x8/38-A,-196.3861918105
S66x8/38-B,-196.3864082836
S66x8/38-090,-392.7693481761
S66x8/38-095,-392.7711563699
S66x8/38-100,-392.7722998359
S66x8/38-105,-392.7728503493
S66x8/38-110,-392.7730751248
S66x8/38-125,-392.7730946095
S66x8/38-150,-392.7727416475
S66x8/38-200,-392.7724954177
S66x8/39-A,-232.0545736138
S66x8/39-B,-196.3861287894
S66x8/39-090,-428.4357094615
S66x8/39-095,-428.4386123626
S66x8/39-100,-428.4402628494
S66x8/39-105,-428.4410597383
S66x8/39-110,-428.4413397218
S66x8/39-125,-428.4415352275
S66x8/39-150,-428.4410444835
S66x8/39-200,-428.4406625343
S66x8/40-A,-232.0545639738
S66x8/40-B,-197.5943539793
S66x8/40-090,-429.6452684495
S66x8/40-095,-429.6475251468
S66x8/40-100,-429.6488886662
S66x8/40-105,-429.6494030913
S66x8/40-110,-429.649548211
S66x8/40-125,-429.649686312
S66x8/40-150,-429.6492340667
S66x8/40-200,-429.6488880586
S66x8/41-A,-414.5557268352
S66x8/41-B,-197.5916894106
S66x8/41-090,-612.1429738268
S66x8/41-095,-612.1458900013
S66x8/41-100,-612.147583047
S66x8/41-105,-612.1482421497
S66x8/41-110,-612.1484133572
S66x8/41-125,-612.1484858947
S66x8/41-150,-612.1478211891
S66x8/41-200,-612.1474632687
S66x8/42-A,-414.5557967511
S66x8/42-B,-196.3861275553
S66x8/42-090,-610.9370184441
S66x8/42-095,-610.9399241001
S66x8/42-100,-610.941517212
S66x8/42-105,-610.9422612023
S66x8/42-110,-610.9425963894
S66x8/42-125,-610.9427603289
S66x8/42-150,-610.9422839408
S66x8/42-200,-610.941923761
S66x8/43-A,-414.5558352514
S66x8/43-B,-197.5941956925
S66x8/43-090,-612.146914008
S66x8/43-095,-612.1492614467
S66x8/43-100,-612.1504435685
S66x8/43-105,-612.1508755716
S66x8/43-110,-612.1510549827
S66x8/43-125,-612.1510153726
S66x8/43-150,-612.1504475064
S66x8/43-200,-612.1500188621
S66x8/44-A,-78.5158054115
S66x8/44-B,-197.5915245766
S66x8/44-090,-276.1060169495
S66x8/44-095,-276.1071569044
S66x8/44-100,-276.1077189984
S66x8/44-105,-276.1079488975
S66x8/44-110,-276.1080539102
S66x8/44-125,-276.1079767291
S66x8/44-150,-276.1077130256
S66x8/44-200,-276.1075182278
S66x8/45-A,-77.2602384932
S66x8/45-B,-197.5914858126
S66x8/45-090,-274.8497324398
S66x8/45-095,-274.8510896711
S66x8/45-100,-274.8517858077
S66x8/45-105,-274.8521660947
S66x8/45-110,-274.8523189895
S66x8/45-125,-274.8522142195
S66x8/45-150,-274.8518709388
S66x8/45-200,-274.8516271204
S66x8/46-A,-248.3494678861
S66x8/46-B,-197.5914839464
S66x8/46-090,-445.9388327539
S66x8/46-095,-445.9406159323
S66x8/46-100,-445.9416363982
S66x8/46-105,-445.9421312216
S66x8/46-110,-445.942334427
S66x8/46-125,-445.9423486253
S66x8/46-150,-445.9417037659
S66x8/46-200,-445.9411598369
S66x8/47-A,-232.0545492465
S66x8/47-B,-232.0544564521
S66x8/47-090,-464.1060303952
S66x8/47-095,-464.1082736158
S66x8/47-100,-464.1094430383
S66x8/47-105,-464.1100438834
S66x8/47-110,-464.1102464194
S66x8/47-125,-464.1101348805
S66x8/47-150,-464.1095915034
S66x8/47-200,-464.1091557557
S66x8/48-A,-248.0868824463
S66x8/48-B,-248.0868448228
S66x8/48-090,-496.1723760338
S66x8/48-095,-496.1742078839
S66x8/48-100,-496.1752113092
S66x8/48-105,-496.1757193148
S66x8/48-110,-496.1758346317
S66x8/48-125,-496.1755883053
S66x8/48-150,-496.1748170655
S66x8/48-200,-496.1741150479
S66x8/49-A,-232.0545505805
S66x8/49-B,-248.0868751148
S66x8/49-090,-480.1390441603
S66x8/49-095,-480.1413272881
S66x8/49-100,-480.1424680084
S66x8/49-105,-480.1430331887
S66x8/49-110,-480.1432125578
S66x8/49-125,-480.1429453954
S66x8/49-150,-480.1422288587
S66x8/49-200,-480.1415996759
S66x8/50-A,-232.0545368035
S66x8/50-B,-77.2603032425
S66x8/50-090,-309.314817071
S66x8/50-095,-309.3163077814
S66x8/50-100,-309.3169096883
S66x8/50-105,-309.3171763647
S66x8/50-110,-309.3171813375
S66x8/50-125,-309.3166208402
S66x8/50-150,-309.3156982078
S66x8/50-200,-309.3149860039
S66x8/51-A,-77.2602501371
S66x8/51-B,-77.2603129979
S66x8/51-090,-154.5219076771
S66x8/51-095,-154.5223440929
S66x8/51-100,-154.522471625
S66x8/51-105,-154.5224276305
S66x8/51-110,-154.5222944504
S66x8/51-125,-154.5217710022
S66x8/51-150,-154.5211301171
S66x8/51-200,-154.5206741723
S66x8/52-A,-232.0545346532
S66x8/52-B,-228.9449675426
S66x8/52-090,-461.0018350909
S66x8/52-095,-461.0031794606
S66x8/52-100,-461.0037739877
S66x8/52-105,-461.003930205
S66x8/52-110,-461.0038145796
S66x8/52-125,-461.0028354183
S66x8/52-150,-461.0013719158
S66x8/52-200,-461.0000604501
S66x8/53-A,-232.0545368149
S66x8/53-B,-209.0776533326
S66x8/53-090,-441.134652544
S66x8/53-095,-441.1357187862
S66x8/53-100,-441.1361893133
S66x8/53-105,-441.1362845007
S66x8/53-110,-441.1361677822
S66x8/53-125,-441.1353249543
S66x8/53-150,-441.1339326496
S66x8/53-200,-441.1325857214
S66x8/54-A,-232.0545254142
S66x8/54-B,-76.3862995875
S66x8/54-090,-308.443457959
S66x8/54-095,-308.4444231378
S66x8/54-100,-308.4447523378
S66x8/54-105,-308.4447055147
S66x8/54-110,-308.4444845581
S66x8/54-125,-308.4436302211
S66x8/54-150,-308.4424419449
S66x8/54-200,-308.4413924829
S66x8/55-A,-232.0545060731
S66x8/55-B,-115.6456488785
S66x8/55-090,-347.7014777696
S66x8/55-095,-347.7028558836
S66x8/55-100,-347.7035277964
S66x8/55-105,-347.7038030554
S66x8/55-110,-347.7037963816
S66x8/55-125,-347.7030168747
S66x8/55-150,-347.701802915
S66x8/55-200,-347.7006975789
S66x8/56-A,-232.0545463162
S66x8/56-B,-95.7837891524
S66x8/56-090,-327.8375895017
S66x8/56-095,-327.8390492511
S66x8/56-100,-327.8398522391
S66x8/56-105,-327.8402937311
S66x8/56-110,-327.8403905808
S66x8/56-125,-327.839988467
S66x8/56-150,-327.8392220339
S66x8/56-200,-327.838571439
S66x8/57-A,-232.0545119028
S66x8/57-B,-248.3494310977
S66x8/57-090,-480.4028713947
S66x8/57-095,-480.4056906194
S66x8/57-100,-480.4070237538
S66x8/57-105,-480.4076029559
S66x8/57-110,-480.4077742467
S66x8/57-125,-480.4070761641
S66x8/57-150,-480.4057585028
S66x8/57-200,-480.4045999388
S66x8/58-A,-248.0868620208
S66x8/58-B,-248.0868017921
S66x8/58-090,-496.1753213922
S66x8/58-095,-496.1770610902
S66x8/58-100,-496.1778959915
S66x8/58-105,-496.1778365066
S66x8/58-110,-496.1774626949
S66x8/58-125,-496.1761819306
S66x8/58-150,-496.1748620684
S66x8/58-200,-496.1740088647
S66x8/59-A,-77.2603565354
S66x8/59-B,-76.3863540193
S66x8/59-090,-153.650652642
S66x8/59-095,-153.6510016026
S66x8/59-100,-153.6510211283
S66x8/59-105,-153.6508558332
S66x8/59-110,-153.6505868001
S66x8/59-125,-153.6496079935
S66x8/59-150,-153.6483137965
S66x8/59-200,-153.6471481565
S66x8/60-A,-77.2602453821
S66x8/60-B,-228.9449404745
S66x8/60-090,-306.2112176951
S66x8/60-095,-306.2119185547
S66x8/60-100,-306.2120175222
S66x8/60-105,-306.2117645129
S66x8/60-110,-306.2113295778
S66x8/60-125,-306.2097296102
S66x8/60-150,-306.2076345005
S66x8/60-200,-306.2058892082
S66x8/61-A,-197.5915260954
S66x8/61-B,-228.9450172925
S66x8/61-090,-426.5355028483
S66x8/61-095,-426.5364834953
S66x8/61-100,-426.5370440291
S66x8/61-105,-426.5373339756
S66x8/61-110,-426.5374774787
S66x8/61-125,-426.5374698349
S66x8/61-150,-426.5369832185
S66x8/61-200,-426.536644413
S66x8/62-A,-197.5915431132
S66x8/62-B,-209.0776623877
S66x8/62-090,-406.6681101349
S66x8/62-095,-406.6694345446
S66x8/62-100,-406.6701382844
S66x8/62-105,-406.6704960263
S66x8/62-110,-406.670650811
S66x8/62-125,-406.6704630052
S66x8/62-150,-406.6698852879
S66x8/62-200,-406.6693421708
S66x8/63-A,-232.0545736014
S66x8/63-B,-228.944973443
S66x8/63-090,-460.9973516058
S66x8/63-095,-460.9995121635
S66x8/63-100,-461.0006876837
S66x8/63-105,-461.0012815132
S66x8/63-110,-461.0013765167
S66x8/63-125,-461.0011423112
S66x8/63-150,-461.0002826676
S66x8/63-200,-460.9996394903
S66x8/64-A,-248.3493658676
S66x8/64-B,-78.5158865422
S66x8/64-090,-326.8654757561
S66x8/64-095,-326.8665081226
S66x8/64-100,-326.867023656
S66x8/64-105,-326.8671962982
S66x8/64-110,-326.8671801161
S66x8/64-125,-326.8668185217
S66x8/64-150,-326.8659919163
S66x8/64-200,-326.8653309309
S66x8/65-A,-248.0869118648
S66x8/65-B,-77.2598164971
S66x8/65-090,-325.3525240048
S66x8/65-095,-325.352978465
S66x8/65-100,-325.3530226311
S66x8/65-105,-325.3528245418
S66x8/65-110,-325.3524889415
S66x8/65-125,-325.3512389085
S66x8/65-150,-325.3495546944
S66x8/65-200,-325.3480698535
S66x8/66-A,-95.7837543728
S66x8/66-B,-248.086891797
S66x8/66-090,-343.8719382723
S66x8/66-095,-343.8729861177
S66x8/66-100,-343.8735419751
S66x8/66-105,-343.8737670393
S66x8/66-110,-343.8737674925
