system,LC-BLYP(w=50)/def2-QZVP/Q-Chem
S22x5/12-2.0,-272.4958070269
S22x5/13-A,-232.0472987545
S22x5/13-B,-232.0473044852
S22x5/13-0.9,-464.095595416
S22x5/13-1.0,-464.0970294015
S22x5/13-1.2,-464.0970068033
S22x5/13-1.5,-464.0956675588
S22x5/13-2.0,-464.0948381103
S22x5/14-A,-232.0472710478
S22x5/14-B,-232.0472710477
S22x5/14-0.9,-464.0882037041
S22x5/14-1.0,-464.0952117498
S22x5/14-1.2,-464.0956992276
S22x5/14-1.5,-464.0945453222
S22x5/14-2.0,-464.0943239705
S22x5/15-A,-232.0472592198
S22x5/15-B,-363.5502288574
S22x5/15-0.9,-595.6017985602
S22x5/15-1.0,-595.6038511943
S22x5/15-1.2,-595.6035460578
S22x5/15-1.5,-595.6010071854
S22x5/15-2.0,-595.5987740476
S22x5/16-A,-232.0472261287
S22x5/16-B,-363.5502177188
S22x5/16-0.9,-595.5910402756
S22x5/16-1.0,-595.5986905303
S22x5/16-1.2,-595.5997239639
S22x5/16-1.5,-595.5978362727
S22x5/16-2.0,-595.5973424618
S22x5/17-A,-264.152790357
S22x5/17-B,-264.1528428484
S22x5/17-0.9,-528.3017486935
S22x5/17-1.0,-528.3085027708
S22x5/17-1.2,-528.3085260795
S22x5/17-1.5,-528.3064489941
S22x5/17-2.0,-528.3057996255
S22x5/18-A,-323.3395365361
S22x5/18-B,-303.4483967924
S22x5/18-0.9,-626.8149996172
S22x5/18-1.0,-626.816940524
S22x5/18-1.2,-626.8116050632
S22x5/18-1.5,-626.8015431319
S22x5/18-2.0,-626.7930597352
S22x5/19-A,-307.2691819503
S22x5/19-B,-307.2690825302
S22x5/19-0.9,-614.5478598796
S22x5/19-1.0,-614.5486894867
S22x5/19-1.2,-614.5470281478
S22x5/19-1.5,-614.5432675953
S22x5/19-2.0,-614.5401972074
S22x5/20-A,-414.6579896084
S22x5/20-B,-414.6579896083
S22x5/20-0.9,-829.3186511484
S22x5/20-1.0,-829.3267006471
S22x5/20-1.2,-829.32347745
S22x5/20-1.5,-829.3187282706
S22x5/20-2.0,-829.3168045579
S22x5/21-A,-414.6574678394
S22x5/21-B,-414.6574678394
S22x5/21-0.9,-829.3471288537
S22x5/21-1.0,-829.3495742321
S22x5/21-1.2,-829.3432643418
S22x5/21-1.5,-829.3317135658
S22x5/21-2.0,-829.3217497342
S22x5/22-A,-232.0473166469
S22x5/22-B,-93.3745609665
S22x5/22-0.9,-325.4274819344
S22x5/22-1.0,-325.4284131222
S22x5/22-1.2,-325.4273121371
S22x5/22-1.5,-325.4248273013
S22x5/22-2.0,-325.4229662966
S66x8/01-A,-76.401645781
S66x8/01-B,-76.4016972161
S66x8/01-090,-152.8139108365
S66x8/01-095,-152.8140749234
S66x8/01-100,-152.8137823619
S66x8/01-105,-152.8132222997
S66x8/01-110,-152.812522588
S66x8/01-125,-152.810272319
S66x8/01-150,-152.8074035616
S66x8/01-200,-152.8049218526
S66x8/02-A,-76.4016523941
S66x8/02-B,-115.6516925309
S66x8/02-090,-192.0644685705
S66x8/02-095,-192.0647563068
S66x8/02-100,-192.0645217563
S66x8/02-105,-192.063974745
S66x8/02-110,-192.063254831
S66x8/02-125,-192.0608420963
S66x8/02-150,-192.0576853168
S66x8/02-200,-192.0549442795
S66x8/03-A,-76.4016558357
S66x8/03-B,-95.7661160066
S66x8/03-090,-172.1817250824
S66x8/03-095,-172.1820160113
S66x8/03-100,-172.1817279043
S66x8/03-105,-172.1810854926
S66x8/03-110,-172.1802411508
S66x8/03-125,-172.1773633603
S66x8/03-150,-172.1734393985
S66x8/03-200,-172.1698056713
S66x8/04-A,-76.4016576437
S66x8/04-B,-248.3644125755
S66x8/04-090,-324.7810424922
S66x8/04-095,-324.7814309896
S66x8/04-100,-324.7812090624
S66x8/04-105,-324.7806119234
S66x8/04-110,-324.7797900467
S66x8/04-125,-324.776884932
S66x8/04-150,-324.7727910437
S66x8/04-200,-324.7684160056
S66x8/05-A,-115.6515689054
S66x8/05-B,-115.6517225687
S66x8/05-090,-231.3141762652
S66x8/05-095,-231.3145809716
S66x8/05-100,-231.3144278342
S66x8/05-105,-231.3139370838
S66x8/05-110,-231.3132553457
S66x8/05-125,-231.3108921533
S66x8/05-150,-231.3077094263
S66x8/05-200,-231.3048626038
S66x8/06-A,-115.651433904
S66x8/06-B,-95.7661863493
S66x8/06-090,-211.4316432963
S66x8/06-095,-211.4322116326
S66x8/06-100,-211.4320909714
S66x8/06-105,-211.4315342826
S66x8/06-110,-211.4307180131
S66x8/06-125,-211.4277882296
S66x8/06-150,-211.4236545889
S66x8/06-200,-211.4197315479
S66x8/07-A,-115.6515384798
S66x8/07-B,-248.3640753482
S66x8/07-090,-364.0302960539
S66x8/07-095,-364.0308643081
S66x8/07-100,-364.0307681903
S66x8/07-105,-364.0302529401
S66x8/07-110,-364.0294743717
S66x8/07-125,-364.0265932784
S66x8/07-150,-364.0218799534
S66x8/07-200,-364.0172669177
S66x8/08-A,-115.6515489586
S66x8/08-B,-76.401701736
S66x8/08-090,-192.0635258119
S66x8/08-095,-192.0637950336
S66x8/08-100,-192.0635765838
S66x8/08-105,-192.0630676674
S66x8/08-110,-192.0624013363
S66x8/08-125,-192.0601888765
S66x8/08-150,-192.0572972244
S66x8/08-200,-192.0547532436
S66x8/09-A,-95.7660783085
S66x8/09-B,-115.6516484153
S66x8/09-090,-211.4237456268
S66x8/09-095,-211.4238955022
S66x8/09-100,-211.423690187
S66x8/09-105,-211.423297581
S66x8/09-110,-211.4228167472
S66x8/09-125,-211.4213173036
S66x8/09-150,-211.4196090209
S66x8/09-200,-211.4183804707
S66x8/10-A,-95.7661651961
S66x8/10-B,-95.7661455091
S66x8/10-090,-191.5397232069
S66x8/10-095,-191.5401816983
S66x8/10-100,-191.540103716
S66x8/10-105,-191.5397032177
S66x8/10-110,-191.5391367776
S66x8/10-125,-191.5372234519
S66x8/10-150,-191.5344020801
S66x8/10-200,-191.5328289102
S66x8/11-A,-95.7660694975
S66x8/11-B,-248.3642295412
S66x8/11-090,-344.1388000954
S66x8/11-095,-344.1393981605
S66x8/11-100,-344.1394362947
S66x8/11-105,-344.139112665
S66x8/11-110,-344.1385702779
S66x8/11-125,-344.1355003426
S66x8/11-150,-344.1323959522
S66x8/11-200,-344.1309474383
S66x8/12-A,-95.7661535879
S66x8/12-B,-76.401807563
S66x8/12-090,-172.1819264304
S66x8/12-095,-172.1823704907
S66x8/12-100,-172.1821559963
S66x8/12-105,-172.1815368664
S66x8/12-110,-172.1806898327
S66x8/12-125,-172.177746654
S66x8/12-150,-172.1736577963
S66x8/12-200,-172.1698816082
S66x8/13-A,-248.36420568
S66x8/13-B,-115.6517133949
S66x8/13-090,-364.0259911031
S66x8/13-095,-364.0265545011
S66x8/13-100,-364.0265534001
S66x8/13-105,-364.0262007402
S66x8/13-110,-364.0256418419
S66x8/13-125,-364.0235493549
S66x8/13-150,-364.020571721
S66x8/13-200,-364.0178144997
S66x8/14-A,-248.3640643645
S66x8/14-B,-95.7661848525
S66x8/14-090,-344.1423550055
S66x8/14-095,-344.1430885696
S66x8/14-100,-344.1431658328
S66x8/14-105,-344.1428152946
S66x8/14-110,-344.1421931491
S66x8/14-125,-344.1397079067
S66x8/14-150,-344.1360695524
S66x8/14-200,-344.1324831443
S66x8/15-A,-248.3643621909
S66x8/15-B,-248.3643922747
S66x8/15-090,-496.7418275833
S66x8/15-095,-496.7425924248
S66x8/15-100,-496.742689446
S66x8/15-105,-496.7423403961
S66x8/15-110,-496.7417163914
S66x8/15-125,-496.7392536343
S66x8/15-150,-496.7355410682
S66x8/15-200,-496.7312948573
S66x8/16-A,-248.3644725396
S66x8/16-B,-76.4016985211
S66x8/16-090,-324.7756297449
S66x8/16-095,-324.7759773245
S66x8/16-100,-324.775850987
S66x8/16-105,-324.7754400495
S66x8/16-110,-324.7748746297
S66x8/16-125,-324.7729253674
S66x8/16-150,-324.7703107357
S66x8/16-200,-324.767942273
S66x8/17-A,-414.6576697062
S66x8/17-B,-414.6576837465
S66x8/17-090,-829.3433527018
S66x8/17-095,-829.344979623
S66x8/17-100,-829.3451323483
S66x8/17-105,-829.3443336034
S66x8/17-110,-829.3429497312
S66x8/17-125,-829.337429999
S66x8/17-150,-829.3290605399
S66x8/17-200,-829.3205335152
S66x8/18-A,-76.401657059
S66x8/18-B,-248.1016985598
S66x8/18-090,-324.5169381919
S66x8/18-095,-324.517257516
S66x8/18-100,-324.516992923
S66x8/18-105,-324.5163666832
S66x8/18-110,-324.515531141
S66x8/18-125,-324.5126907376
S66x8/18-150,-324.5088678352
S66x8/18-200,-324.5053885286
S66x8/19-A,-115.6514373697
S66x8/19-B,-248.1016958965
S66x8/19-090,-363.7664015128
S66x8/19-095,-363.7669713713
S66x8/19-100,-363.7668792433
S66x8/19-105,-363.766367154
S66x8/19-110,-363.7657500322
S66x8/19-125,-363.7627741209
S66x8/19-150,-363.7589477233
S66x8/19-200,-363.7551739002
S66x8/20-A,-228.9914394549
S66x8/20-B,-228.9914517562
S66x8/20-090,-458.0158809489
S66x8/20-095,-458.0177077525
S66x8/20-100,-458.0178536228
S66x8/20-105,-458.0168869844
S66x8/20-110,-458.0152498705
S66x8/20-125,-458.0087125355
S66x8/20-150,-457.9989353402
S66x8/20-200,-457.9888624376
S66x8/21-A,-209.1021624703
S66x8/21-B,-209.1021659367
S66x8/21-090,-418.2315806349
S66x8/21-095,-418.2329873981
S66x8/21-100,-418.2330340047
S66x8/21-105,-418.2322265528
S66x8/21-110,-418.2308852416
S66x8/21-125,-418.2256529387
S66x8/21-150,-418.2177938952
S66x8/21-200,-418.2091462934
S66x8/22-A,-228.9913761965
S66x8/22-B,-414.6573900711
S66x8/22-090,-643.681295935
S66x8/22-095,-643.6830425085
S66x8/22-100,-643.6832116367
S66x8/22-105,-643.6823450116
S66x8/22-110,-643.6808475777
S66x8/22-125,-643.6748094539
S66x8/22-150,-643.6654031332
S66x8/22-200,-643.6554638297
S66x8/23-A,-209.1020255594
S66x8/23-B,-414.6573893554
S66x8/23-090,-623.7907625435
S66x8/23-095,-623.7924008929
S66x8/23-100,-623.7926112254
S66x8/23-105,-623.7918732494
S66x8/23-110,-623.7905409025
S66x8/23-125,-623.7850744786
S66x8/23-150,-623.7763628737
S66x8/23-200,-623.7668163516
S66x8/24-A,-232.0472742515
S66x8/24-B,-232.0473081046
S66x8/24-090,-464.0885610554
S66x8/24-095,-464.0926944066
S66x8/24-100,-464.0952205919
S66x8/24-105,-464.0960913831
S66x8/24-110,-464.0959749257
S66x8/24-125,-464.0955257366
S66x8/24-150,-464.0945510694
S66x8/24-200,-464.0943614068
S66x8/25-A,-248.1017054882
S66x8/25-B,-248.1017173834
S66x8/25-090,-496.1994678748
S66x8/25-095,-496.203417464
S66x8/25-100,-496.2055763494
S66x8/25-105,-496.2065637035
S66x8/25-110,-496.2066139276
S66x8/25-125,-496.2056496939
S66x8/25-150,-496.2041719027
S66x8/25-200,-496.2036134492
S66x8/26-A,-414.6579908406
S66x8/26-B,-414.6579908406
S66x8/26-090,-829.3210436563
S66x8/26-095,-829.3249818344
S66x8/26-100,-829.3267031725
S66x8/26-105,-829.3268945872
S66x8/26-110,-829.3262116397
S66x8/26-125,-829.3233336693
S66x8/26-150,-829.3195343418
S66x8/26-200,-829.3171194654
S66x8/27-A,-232.0472926172
S66x8/27-B,-248.1017132532
S66x8/27-090,-480.1439773201
S66x8/27-095,-480.148077896
S66x8/27-100,-480.1504944723
S66x8/27-105,-480.151524314
S66x8/27-110,-480.1514219397
S66x8/27-125,-480.1506708249
S66x8/27-150,-480.1493706571
S66x8/27-200,-480.1489874609
S66x8/28-A,-232.0473067667
S66x8/28-B,-414.658357592
S66x8/28-090,-646.7037083199
S66x8/28-095,-646.7075052485
S66x8/28-100,-646.7095581626
S66x8/28-105,-646.7104335162
S66x8/28-110,-646.7103896036
S66x8/28-125,-646.7086031453
S66x8/28-150,-646.7065666159
S66x8/28-200,-646.7056124667
S66x8/29-A,-248.1017211701
S66x8/29-B,-414.658288458
S66x8/29-090,-662.7586551658
S66x8/29-095,-662.7637925731
S66x8/29-100,-662.7659735236
S66x8/29-105,-662.7667523366
S66x8/29-110,-662.7665416643
S66x8/29-125,-662.7642883092
S66x8/29-150,-662.7618436925
S66x8/29-200,-662.760587614
S66x8/30-A,-232.0472930664
S66x8/30-B,-78.4985897088
S66x8/30-090,-310.5441619841
S66x8/30-095,-310.5458809083
S66x8/30-100,-310.5468499154
S66x8/30-105,-310.5470955283
S66x8/30-110,-310.5468889678
S66x8/30-125,-310.5464072558
S66x8/30-150,-310.5457498489
S66x8/30-200,-310.5456926503
S66x8/31-A,-414.6583503753
S66x8/31-B,-78.4986603999
S66x8/31-090,-493.158624853
S66x8/31-095,-493.1601558011
S66x8/31-100,-493.1607835253
S66x8/31-105,-493.1608089302
S66x8/31-110,-493.1605214821
S66x8/31-125,-493.1593624198
S66x8/31-150,-493.1579622056
S66x8/31-200,-493.1571811344
S66x8/32-A,-414.6582664059
S66x8/32-B,-77.2639098857
S66x8/32-090,-491.9245629161
S66x8/32-095,-491.9261851613
S66x8/32-100,-491.9267567369
S66x8/32-105,-491.9267386367
S66x8/32-110,-491.9264209791
S66x8/32-125,-491.9250354055
S66x8/32-150,-491.9233407256
S66x8/32-200,-491.9223565208
S66x8/33-A,-248.1016953773
S66x8/33-B,-78.4985451099
S66x8/33-090,-326.5998187013
S66x8/33-095,-326.6013681015
S66x8/33-100,-326.602057182
S66x8/33-105,-326.6022373964
S66x8/33-110,-326.6021142078
S66x8/33-125,-326.6014167448
S66x8/33-150,-326.6005473198
S66x8/33-200,-326.6002697115
S66x8/34-A,-197.5185849644
S66x8/34-B,-197.5184210218
S66x8/34-090,-395.0400202142
S66x8/34-095,-395.0415356934
S66x8/34-100,-395.0420097997
S66x8/34-105,-395.0419229861
S66x8/34-110,-395.0415074505
S66x8/34-125,-395.0399449117
S66x8/34-150,-395.0382685081
S66x8/34-200,-395.0375150082
S66x8/35-A,-197.5185205915
S66x8/35-B,-197.5221904392
S66x8/35-090,-395.0426086918
S66x8/35-095,-395.0437365013
S66x8/35-100,-395.0440288239
S66x8/35-105,-395.043924052
S66x8/35-110,-395.0435827734
S66x8/35-125,-395.0424069509
S66x8/35-150,-395.0412659429
S66x8/35-200,-395.0407889627
S66x8/36-A,-197.5222195983
S66x8/36-B,-197.5223138444
S66x8/36-090,-395.0461572332
S66x8/36-095,-395.0465643895
S66x8/36-100,-395.0465974429
S66x8/36-105,-395.0464407972
S66x8/36-110,-395.04616655
S66x8/36-125,-395.0453618365
S66x8/36-150,-395.0445557734
S66x8/36-200,-395.0442002716
S66x8/37-A,-196.3263373567
S66x8/37-B,-197.5220049428
S66x8/37-090,-393.849933504
S66x8/37-095,-393.8511782348
S66x8/37-100,-393.8515490837
S66x8/37-105,-393.8514897373
S66x8/37-110,-393.8512391037
S66x8/37-125,-393.8501992685
S66x8/37-150,-393.8490976311
S66x8/37-200,-393.8485721469
S66x8/38-A,-196.3261961053
S66x8/38-B,-196.326413331
S66x8/38-090,-392.6547310537
S66x8/38-095,-392.6558991088
S66x8/38-100,-392.6562498298
S66x8/38-105,-392.6561243255
S66x8/38-110,-392.6557630674
S66x8/38-125,-392.6544005142
S66x8/38-150,-392.6530705315
S66x8/38-200,-392.6525120748
S66x8/39-A,-232.047302898
S66x8/39-B,-196.3261140811
S66x8/39-090,-428.3729556449
S66x8/39-095,-428.37539489
S66x8/39-100,-428.3765197591
S66x8/39-105,-428.376751582
S66x8/39-110,-428.3764944976
S66x8/39-125,-428.3754878531
S66x8/39-150,-428.3740749637
S66x8/39-200,-428.3734215125
S66x8/40-A,-232.0473096702
S66x8/40-B,-197.5223636953
S66x8/40-090,-429.5695174387
S66x8/40-095,-429.5713501942
S66x8/40-100,-429.5722437589
S66x8/40-105,-429.5723014774
S66x8/40-110,-429.572047104
S66x8/40-125,-429.5712149592
S66x8/40-150,-429.5700326358
S66x8/40-200,-429.5694615519
S66x8/41-A,-414.6584258788
S66x8/41-B,-197.5188067595
S66x8/41-090,-612.1789307028
S66x8/41-095,-612.1811761728
S66x8/41-100,-612.1821294405
S66x8/41-105,-612.1820918298
S66x8/41-110,-612.1814022825
S66x8/41-125,-612.1797293622
S66x8/41-150,-612.1779090848
S66x8/41-200,-612.1773057152
S66x8/42-A,-414.6585171338
S66x8/42-B,-196.3261515272
S66x8/42-090,-610.9853591599
S66x8/42-095,-610.9876040671
S66x8/42-100,-610.988465614
S66x8/42-105,-610.9885450949
S66x8/42-110,-610.9882299385
S66x8/42-125,-610.9869372791
S66x8/42-150,-610.9853669288
S66x8/42-200,-610.984686607
S66x8/43-A,-414.6584678102
S66x8/43-B,-197.5220037663
S66x8/43-090,-612.1820610874
S66x8/43-095,-612.183834989
S66x8/43-100,-612.1844120021
S66x8/43-105,-612.1842662939
S66x8/43-110,-612.1839076478
S66x8/43-125,-612.1827195258
S66x8/43-150,-612.1812933244
S66x8/43-200,-612.1806293787
S66x8/44-A,-78.4985969884
S66x8/44-B,-197.518663102
S66x8/44-090,-276.0196559056
S66x8/44-095,-276.0202184599
S66x8/44-100,-276.0202834293
S66x8/44-105,-276.0200608263
S66x8/44-110,-276.0197003923
S66x8/44-125,-276.0187243914
S66x8/44-150,-276.0177929799
S66x8/44-200,-276.0174070165
S66x8/45-A,-77.2639055979
S66x8/45-B,-197.5185358918
S66x8/45-090,-274.7837683813
S66x8/45-095,-274.7845817101
S66x8/45-100,-274.784829387
S66x8/45-105,-274.784797987
S66x8/45-110,-274.7845468973
S66x8/45-125,-274.7836531661
S66x8/45-150,-274.7827792935
S66x8/45-200,-274.7824117662
S66x8/46-A,-248.3645038903
S66x8/46-B,-197.518534885
S66x8/46-090,-445.8868553272
S66x8/46-095,-445.8879661699
S66x8/46-100,-445.8883300133
S66x8/46-105,-445.8881890293
S66x8/46-110,-445.8877591949
S66x8/46-125,-445.886294444
S66x8/46-150,-445.8842761726
S66x8/46-200,-445.8833035382
S66x8/47-A,-232.0473078719
S66x8/47-B,-232.0473345238
S66x8/47-090,-464.0943431321
S66x8/47-095,-464.0963480247
S66x8/47-100,-464.0972315267
S66x8/47-105,-464.0974926831
S66x8/47-110,-464.0973470068
S66x8/47-125,-464.0964419906
S66x8/47-150,-464.0952613153
S66x8/47-200,-464.0946635539
S66x8/48-A,-248.1017309831
S66x8/48-B,-248.1017125113
S66x8/48-090,-496.2052049459
S66x8/48-095,-496.2067745217
S66x8/48-100,-496.207450195
S66x8/48-105,-496.2075940117
S66x8/48-110,-496.2073596467
S66x8/48-125,-496.2062385828
S66x8/48-150,-496.2047293
S66x8/48-200,-496.2038110633
S66x8/49-A,-232.0473124588
S66x8/49-B,-248.1016933358
S66x8/49-090,-480.1493858085
S66x8/49-095,-480.1514516509
S66x8/49-100,-480.1523119559
S66x8/49-105,-480.1525554585
S66x8/49-110,-480.1523924854
S66x8/49-125,-480.151344645
S66x8/49-150,-480.1499792422
S66x8/49-200,-480.1491969167
S66x8/50-A,-232.0473033038
S66x8/50-B,-77.2639561944
S66x8/50-090,-309.3132852475
S66x8/50-095,-309.3146426753
S66x8/50-100,-309.3150263169
S66x8/50-105,-309.3150736515
S66x8/50-110,-309.3148414261
S66x8/50-125,-309.3136977115
S66x8/50-150,-309.3123189279
S66x8/50-200,-309.3115260886
S66x8/51-A,-77.2639133982
S66x8/51-B,-77.2639593226
S66x8/51-090,-154.530651357
S66x8/51-095,-154.5308959265
S66x8/51-100,-154.530828496
S66x8/51-105,-154.5306013591
S66x8/51-110,-154.5303069122
S66x8/51-125,-154.5294170633
S66x8/51-150,-154.5285132011
S66x8/51-200,-154.5279981338
S66x8/52-A,-232.0472994685
S66x8/52-B,-228.993049214
S66x8/52-090,-461.0450684592
S66x8/52-095,-461.0462502206
S66x8/52-100,-461.0466505185
S66x8/52-105,-461.0465867899
S66x8/52-110,-461.0462289665
S66x8/52-125,-461.0446017865
S66x8/52-150,-461.0424786311
S66x8/52-200,-461.0409092475
S66x8/53-A,-232.0472892
S66x8/53-B,-209.1028068213
S66x8/53-090,-441.1553866296
S66x8/53-095,-441.1561892289
S66x8/53-100,-441.1563844621
S66x8/53-105,-441.1562063301
S66x8/53-110,-441.1558214432
S66x8/53-125,-441.1542484859
S66x8/53-150,-441.1521922061
S66x8/53-200,-441.1505469795
S66x8/54-A,-232.0473093145
S66x8/54-B,-76.4016075561
S66x8/54-090,-308.4537679405
S66x8/54-095,-308.4545420806
S66x8/54-100,-308.4546529758
S66x8/54-105,-308.4543651216
S66x8/54-110,-308.4539029886
S66x8/54-125,-308.4524420857
S66x8/54-150,-308.4507222394
S66x8/54-200,-308.4494870746
S66x8/55-A,-232.0473134373
S66x8/55-B,-115.6515880355
S66x8/55-090,-347.7033506213
S66x8/55-095,-347.7044363137
S66x8/55-100,-347.7047710234
S66x8/55-105,-347.7047155053
S66x8/55-110,-347.7044013095
S66x8/55-125,-347.7027704269
S66x8/55-150,-347.7007945765
S66x8/55-200,-347.699401719
S66x8/56-A,-232.0473065823
S66x8/56-B,-95.7660442483
S66x8/56-090,-327.8157641167
S66x8/56-095,-327.8169166489
S66x8/56-100,-327.8173602772
S66x8/56-105,-327.8174364573
S66x8/56-110,-327.8171843769
S66x8/56-125,-327.815910468
S66x8/56-150,-327.8144604495
S66x8/56-200,-327.8136138639
S66x8/57-A,-232.0473218924
S66x8/57-B,-248.3644677347
S66x8/57-090,-480.4141530854
S66x8/57-095,-480.4167057879
S66x8/57-100,-480.4176610784
S66x8/57-105,-480.4178657514
S66x8/57-110,-480.417667516
S66x8/57-125,-480.415954744
S66x8/57-150,-480.4138128505
S66x8/57-200,-480.4124021775
S66x8/58-A,-248.1017349045
S66x8/58-B,-248.1017128012
S66x8/58-090,-496.2082386547
S66x8/58-095,-496.2097388044
S66x8/58-100,-496.2101364915
S66x8/58-105,-496.209632282
S66x8/58-110,-496.2088720032
S66x8/58-125,-496.2067249182
S66x8/58-150,-496.2048234777
S66x8/58-200,-496.2038149358
S66x8/59-A,-77.2639914992
S66x8/59-B,-76.4016801498
S66x8/59-090,-153.6712312059
S66x8/59-095,-153.6713606398
S66x8/59-100,-153.6711624228
S66x8/59-105,-153.6707840238
S66x8/59-110,-153.6703165101
S66x8/59-125,-153.6688629822
S66x8/59-150,-153.6671432878
S66x8/59-200,-153.6658050562
S66x8/60-A,-77.2639214759
S66x8/60-B,-228.9930440018
S66x8/60-090,-306.2655543276
S66x8/60-095,-306.2660803069
S66x8/60-100,-306.2659737234
S66x8/60-105,-306.2655061204
S66x8/60-110,-306.2648474162
S66x8/60-125,-306.2626252267
S66x8/60-150,-306.2598417156
S66x8/60-200,-306.2577267877
S66x8/61-A,-197.5186307322
S66x8/61-B,-228.9930564882
S66x8/61-090,-426.5150356613
S66x8/61-095,-426.5154871327
S66x8/61-100,-426.5155329416
S66x8/61-105,-426.5153215285
S66x8/61-110,-426.5149859671
S66x8/61-125,-426.5139403165
S66x8/61-150,-426.512427517
S66x8/61-200,-426.5117822711
S66x8/62-A,-197.5186318181
S66x8/62-B,-209.1027551403
S66x8/62-090,-406.6252997706
S66x8/62-095,-406.6260325535
S66x8/62-100,-406.6261600188
S66x8/62-105,-406.6259173547
S66x8/62-110,-406.6255151941
S66x8/62-125,-406.6241095754
S66x8/62-150,-406.6224890654
S66x8/62-200,-406.6215415922
S66x8/63-A,-232.0472877572
S66x8/63-B,-228.9930533096
S66x8/63-090,-461.0416688755
S66x8/63-095,-461.0435269562
S66x8/63-100,-461.0443072592
S66x8/63-105,-461.0444584554
S66x8/63-110,-461.0441499213
S66x8/63-125,-461.042939175
S66x8/63-150,-461.0413157585
S66x8/63-200,-461.0404847189
S66x8/64-A,-248.3643711407
S66x8/64-B,-78.4986681155
S66x8/64-090,-326.8667653902
S66x8/64-095,-326.8673894584
S66x8/64-100,-326.8674745243
S66x8/64-105,-326.8672597146
S66x8/64-110,-326.8668796649
S66x8/64-125,-326.8656280666
S66x8/64-150,-326.8640272494
S66x8/64-200,-326.8631292555
S66x8/65-A,-248.1017160933
S66x8/65-B,-77.2636349886
S66x8/65-090,-325.3730058197
S66x8/65-095,-325.3732988703
S66x8/65-100,-325.3731670582
S66x8/65-105,-325.3727833865
S66x8/65-110,-325.3722675422
S66x8/65-125,-325.370527794
S66x8/65-150,-325.3683119363
S66x8/65-200,-325.36649293
S66x8/66-A,-95.7659683257
S66x8/66-B,-248.1017094361
S66x8/66-090,-343.8729527532
S66x8/66-095,-343.8736208116
S66x8/66-100,-343.8737956036
S66x8/66-105,-343.8736534825
S66x8/66-110,-343.8732944448
