system,wB97M(w=50)/def2-QZVP/Q-Chem
S22x5/10-0.9,-308.95173871
S22x5/10-1.0,-308.95349282
S22x5/10-1.2,-308.95390595
S22x5/10-1.5,-308.9529406
S22x5/10-2.0,-308.95184545
S22x5/11-A,-232.46381596
S22x5/11-B,-56.60317437
S22x5/11-0.9,-289.06558673
S22x5/11-1.0,-289.06749831
S22x5/11-1.2,-289.06830636
S22x5/11-1.5,-289.06790069
S22x5/11-2.0,-289.06729858
S22x5/12-A,-232.46382061
S22x5/12-B,-40.54390128
S22x5/12-0.9,-273.00463829
S22x5/12-1.0,-273.00673992
S22x5/12-1.2,-273.00795473
S22x5/12-1.5,-273.00799319
S22x5/12-2.0,-273.00778514
S22x5/13-A,-232.46381792
S22x5/13-B,-232.46382623
S22x5/13-0.9,-464.92324566
S22x5/13-1.0,-464.92633581
S22x5/13-1.2,-464.92825521
S22x5/13-1.5,-464.92832879
S22x5/13-2.0,-464.92788937
S22x5/14-A,-232.46380185
S22x5/14-B,-232.46380185
S22x5/14-0.9,-464.91209411
S22x5/14-1.0,-464.92224515
S22x5/14-1.2,-464.92705756
S22x5/14-1.5,-464.92759755
S22x5/14-2.0,-464.92756433
S22x5/15-A,-232.46382637
S22x5/15-B,-364.15553279
S22x5/15-0.9,-596.61642084
S22x5/15-1.0,-596.62036665
S22x5/15-1.2,-596.62257646
S22x5/15-1.5,-596.6220161
S22x5/15-2.0,-596.62054756
S22x5/16-A,-232.46380163
S22x5/16-B,-364.15550609
S22x5/16-0.9,-596.59995264
S22x5/16-1.0,-596.61232155
S22x5/16-1.2,-596.61845346
S22x5/16-1.5,-596.61918628
S22x5/16-2.0,-596.61907632
S22x5/17-A,-264.55946248
S22x5/17-B,-264.55947115
S22x5/17-0.9,-529.10407502
S22x5/17-1.0,-529.11500487
S22x5/17-1.2,-529.11958681
S22x5/17-1.5,-529.11949795
S22x5/17-2.0,-529.11903209
S22x5/18-A,-323.81146319
S22x5/18-B,-303.92746559
S22x5/18-0.9,-627.75415187
S22x5/18-1.0,-627.7582072
S22x5/18-1.2,-627.75649899
S22x5/18-1.5,-627.7498737
S22x5/18-2.0,-627.74358013
S22x5/19-A,-307.74870719
S22x5/19-B,-307.7487936
S22x5/19-0.9,-615.49802268
S22x5/19-1.0,-615.50097409
S22x5/19-1.2,-615.5019698
S22x5/19-1.5,-615.50074324
S22x5/19-2.0,-615.49903362
S22x5/20-A,-415.18958394
S22x5/20-B,-415.18958394
S22x5/20-0.9,-830.36642515
S22x5/20-1.0,-830.38006485
S22x5/20-1.2,-830.38380981
S22x5/20-1.5,-830.38177
S22x5/20-2.0,-830.38004403
S22x5/21-A,-415.18867335
S22x5/21-B,-415.18867336
S22x5/21-0.9,-830.39828308
S22x5/21-1.0,-830.40255399
S22x5/21-1.2,-830.39996579
S22x5/21-1.5,-830.39186114
S22x5/21-2.0,-830.38401368
S22x5/22-A,-232.46383533
S22x5/22-B,-93.51583607
S22x5/22-0.9,-325.98044094
S22x5/22-1.0,-325.98273049
S22x5/22-1.2,-325.98341038
S22x5/22-1.5,-325.98226751
S22x5/22-2.0,-325.98081784
S66x8/01-A,-76.48740818
S66x8/01-B,-76.48740686
S66x8/01-090,-152.98016444
S66x8/01-095,-152.98097869
S66x8/01-100,-152.98127389
S66x8/01-105,-152.98124821
S66x8/01-110,-152.98102225
S66x8/01-125,-152.97989928
S66x8/01-150,-152.97810908
S66x8/01-200,-152.97619343
S66x8/02-A,-76.48740851
S66x8/02-B,-115.81317268
S66x8/02-090,-192.30556994
S66x8/02-095,-192.30659926
S66x8/02-100,-192.30703718
S66x8/02-105,-192.30710103
S66x8/02-110,-192.30693103
S66x8/02-125,-192.30584061
S66x8/02-150,-192.30397752
S66x8/02-200,-192.30196273
S66x8/03-A,-76.48740126
S66x8/03-B,-95.93329303
S66x8/03-090,-172.42832988
S66x8/03-095,-172.42928083
S66x8/03-100,-172.42960424
S66x8/03-105,-172.42952473
S66x8/03-110,-172.42919623
S66x8/03-125,-172.4276003
S66x8/03-150,-172.42503738
S66x8/03-200,-172.42234772
S66x8/04-A,-76.48740346
S66x8/04-B,-248.73042396
S66x8/04-090,-325.22520403
S66x8/04-095,-325.2264046
S66x8/04-100,-325.22693943
S66x8/04-105,-325.22702424
S66x8/04-110,-325.22682781
S66x8/04-125,-325.22546629
S66x8/04-150,-325.22303902
S66x8/04-200,-325.21985992
S66x8/05-A,-115.81296932
S66x8/05-B,-115.81317928
S66x8/05-090,-231.63088049
S66x8/05-095,-231.6320367
S66x8/05-100,-231.63257138
S66x8/05-105,-231.63270582
S66x8/05-110,-231.63258836
S66x8/05-125,-231.63156885
S66x8/05-150,-231.62970239
S66x8/05-200,-231.62764156
S66x8/06-A,-115.81272215
S66x8/06-B,-95.93329683
S66x8/06-090,-211.75285363
S66x8/06-095,-211.75421694
S66x8/06-100,-211.75484653
S66x8/06-105,-211.75498455
S66x8/06-110,-211.75479831
S66x8/06-125,-211.75337408
S66x8/06-150,-211.75078436
S66x8/06-200,-211.74794814
S66x8/07-A,-115.81283804
S66x8/07-B,-248.73037062
S66x8/07-090,-364.55009477
S66x8/07-095,-364.55148288
S66x8/07-100,-364.55215091
S66x8/07-105,-364.55233161
S66x8/07-110,-364.5522048
S66x8/07-125,-364.55095923
S66x8/07-150,-364.54818604
S66x8/07-200,-364.54483445
S66x8/08-A,-115.81299823
S66x8/08-B,-76.48740802
S66x8/08-090,-192.30543601
S66x8/08-095,-192.30637264
S66x8/08-100,-192.30675753
S66x8/08-105,-192.30679848
S66x8/08-110,-192.30662109
S66x8/08-125,-192.30556595
S66x8/08-150,-192.3037875
S66x8/08-200,-192.30185936
S66x8/09-A,-95.9332152
S66x8/09-B,-115.81315577
S66x8/09-090,-211.74748074
S66x8/09-095,-211.74842631
S66x8/09-100,-211.74890939
S66x8/09-105,-211.74910319
S66x8/09-110,-211.74912176
S66x8/09-125,-211.74871728
S66x8/09-150,-211.74785959
S66x8/09-200,-211.74695383
S66x8/10-A,-95.93323194
S66x8/10-B,-95.93327737
S66x8/10-090,-191.86739679
S66x8/10-095,-191.86878653
S66x8/10-100,-191.8695503
S66x8/10-105,-191.86990393
S66x8/10-110,-191.86998915
S66x8/10-125,-191.86956266
S66x8/10-150,-191.86820816
S66x8/10-200,-191.86703867
S66x8/11-A,-95.93307404
S66x8/11-B,-248.73054446
S66x8/11-090,-344.66461757
S66x8/11-095,-344.66620187
S66x8/11-100,-344.66711796
S66x8/11-105,-344.66758683
S66x8/11-110,-344.66776421
S66x8/11-125,-344.66707997
S66x8/11-150,-344.66549922
S66x8/11-200,-344.66434162
S66x8/12-A,-95.93327005
S66x8/12-B,-76.48708571
S66x8/12-090,-172.42760129
S66x8/12-095,-172.42881433
S66x8/12-100,-172.42932066
S66x8/12-105,-172.42936466
S66x8/12-110,-172.42912074
S66x8/12-125,-172.42763505
S66x8/12-150,-172.42508019
S66x8/12-200,-172.42234623
S66x8/13-A,-248.73045917
S66x8/13-B,-115.81317943
S66x8/13-090,-364.547059
S66x8/13-095,-364.54845632
S66x8/13-100,-364.54921417
S66x8/13-105,-364.54954771
S66x8/13-110,-364.54959826
S66x8/13-125,-364.54898312
S66x8/13-150,-364.54744256
S66x8/13-200,-364.54547004
S66x8/14-A,-248.73021357
S66x8/14-B,-95.93328242
S66x8/14-090,-344.66855694
S66x8/14-095,-344.67008821
S66x8/14-100,-344.67089356
S66x8/14-105,-344.67121621
S66x8/14-110,-344.67121007
S66x8/14-125,-344.6702777
S66x8/14-150,-344.66818858
S66x8/14-200,-344.6656349
S66x8/15-A,-248.73025263
S66x8/15-B,-248.7303966
S66x8/15-090,-497.46596903
S66x8/15-095,-497.46758999
S66x8/15-100,-497.46847463
S66x8/15-105,-497.46887153
S66x8/15-110,-497.46893102
S66x8/15-125,-497.46812909
S66x8/15-150,-497.46611892
S66x8/15-200,-497.46311629
S66x8/16-A,-248.73043104
S66x8/16-B,-76.48740887
S66x8/16-090,-325.22231005
S66x8/16-095,-325.22332378
S66x8/16-100,-325.22380492
S66x8/16-105,-325.22393067
S66x8/16-110,-325.22384383
S66x8/16-125,-325.22302928
S66x8/16-150,-325.22144359
S66x8/16-200,-325.21958202
S66x8/17-A,-415.18890801
S66x8/17-B,-415.18901591
S66x8/17-090,-830.39464155
S66x8/17-095,-830.39727826
S66x8/17-100,-830.39843785
S66x8/17-105,-830.39862263
S66x8/17-110,-830.39816771
S66x8/17-125,-830.39505077
S66x8/17-150,-830.38928196
S66x8/17-200,-830.38276721
S66x8/18-A,-76.48740793
S66x8/18-B,-248.51329411
S66x8/18-090,-325.00777654
S66x8/18-095,-325.00880122
S66x8/18-100,-325.00918638
S66x8/18-105,-325.00915721
S66x8/18-110,-325.00887243
S66x8/18-125,-325.00738044
S66x8/18-150,-325.0049369
S66x8/18-200,-325.00236003
S66x8/19-A,-115.81274646
S66x8/19-B,-248.51328636
S66x8/19-090,-364.33244737
S66x8/19-095,-364.33374878
S66x8/19-100,-364.33433707
S66x8/19-105,-364.33444887
S66x8/19-110,-364.33449581
S66x8/19-125,-364.33287813
S66x8/19-150,-364.33063054
S66x8/19-200,-364.3278964
S66x8/20-A,-229.27840532
S66x8/20-B,-229.2784062
S66x8/20-090,-458.57710841
S66x8/20-095,-458.57989704
S66x8/20-100,-458.58102225
S66x8/20-105,-458.58104256
S66x8/20-110,-458.580369
S66x8/20-125,-458.57655175
S66x8/20-150,-458.56971167
S66x8/20-200,-458.56219268
S66x8/21-A,-209.39375062
S66x8/21-B,-209.39375322
S66x8/21-090,-418.80387992
S66x8/21-095,-418.80635152
S66x8/21-100,-418.80743106
S66x8/21-105,-418.8075738
S66x8/21-110,-418.80711922
S66x8/21-125,-418.80413191
S66x8/21-150,-418.79876211
S66x8/21-200,-418.79208609
S66x8/22-A,-229.27836204
S66x8/22-B,-415.18871292
S66x8/22-090,-644.4876379
S66x8/22-095,-644.49037172
S66x8/22-100,-644.49153298
S66x8/22-105,-644.49164455
S66x8/22-110,-644.49107039
S66x8/22-125,-644.48743441
S66x8/22-150,-644.48081816
S66x8/22-200,-644.47322644
S66x8/23-A,-209.39363637
S66x8/23-B,-415.18860528
S66x8/23-090,-624.60246131
S66x8/23-095,-624.60506125
S66x8/23-100,-624.60622613
S66x8/23-105,-624.60641449
S66x8/23-110,-624.6059644
S66x8/23-125,-624.60274415
S66x8/23-150,-624.59660422
S66x8/23-200,-624.58919484
S66x8/24-A,-232.46380705
S66x8/24-B,-232.46382029
S66x8/24-090,-464.91280159
S66x8/24-095,-464.91883011
S66x8/24-100,-464.92242811
S66x8/24-105,-464.92453778
S66x8/24-110,-464.92578342
S66x8/24-125,-464.9272663
S66x8/24-150,-464.92755568
S66x8/24-200,-464.92754726
S66x8/25-A,-248.51332256
S66x8/25-B,-248.51332864
S66x8/25-090,-497.0128465
S66x8/25-095,-497.0188563
S66x8/25-100,-497.02247381
S66x8/25-105,-497.0246168
S66x8/25-110,-497.02585283
S66x8/25-125,-497.0271778
S66x8/25-150,-497.02718133
S66x8/25-200,-497.02680725
S66x8/26-A,-415.18958451
S66x8/26-B,-415.18958451
S66x8/26-090,-830.36984111
S66x8/26-095,-830.37629807
S66x8/26-100,-830.38006616
S66x8/26-105,-830.38213056
S66x8/26-110,-830.38319988
S66x8/26-125,-830.38371867
S66x8/26-150,-830.38228318
S66x8/26-200,-830.38033736
S66x8/27-A,-232.46380904
S66x8/27-B,-248.51332928
S66x8/27-090,-480.96249822
S66x8/27-095,-480.96886283
S66x8/27-100,-480.97256861
S66x8/27-105,-480.97472725
S66x8/27-110,-480.97595452
S66x8/27-125,-480.97728629
S66x8/27-150,-480.9773891
S66x8/27-200,-480.97717987
S66x8/28-A,-232.46384015
S66x8/28-B,-415.19010563
S66x8/28-090,-647.63992247
S66x8/28-095,-647.64619065
S66x8/28-100,-647.64995589
S66x8/28-105,-647.65219896
S66x8/28-110,-647.65354135
S66x8/28-125,-647.65479059
S66x8/28-150,-647.65455961
S66x8/28-200,-647.65391726
S66x8/29-A,-248.5133228
S66x8/29-B,-415.19005911
S66x8/29-090,-663.68862666
S66x8/29-095,-663.69674096
S66x8/29-100,-663.70119753
S66x8/29-105,-663.70361265
S66x8/29-110,-663.70487023
S66x8/29-125,-663.70567874
S66x8/29-150,-663.70488114
S66x8/29-200,-663.70383202
S66x8/30-A,-232.46381456
S66x8/30-B,-78.65663505
S66x8/30-090,-311.11239352
S66x8/30-095,-311.11550289
S66x8/30-100,-311.11735987
S66x8/30-105,-311.11850001
S66x8/30-110,-311.1191768
S66x8/30-125,-311.12001609
S66x8/30-150,-311.12025662
S66x8/30-200,-311.12032352
S66x8/31-A,-415.19011484
S66x8/31-B,-78.65664396
S66x8/31-090,-493.84110689
S66x8/31-095,-493.84399341
S66x8/31-100,-493.84569072
S66x8/31-105,-493.84674375
S66x8/31-110,-493.84734804
S66x8/31-125,-493.84781182
S66x8/31-150,-493.84746266
S66x8/31-200,-493.84694909
S66x8/32-A,-415.19008858
S66x8/32-B,-77.40721511
S66x8/32-090,-492.59283046
S66x8/32-095,-492.59569651
S66x8/32-100,-492.5973365
S66x8/32-105,-492.5982399
S66x8/32-110,-492.59872159
S66x8/32-125,-492.59883983
S66x8/32-150,-492.59817928
S66x8/32-200,-492.59741657
S66x8/33-A,-248.51332462
S66x8/33-B,-78.65660726
S66x8/33-090,-327.16285107
S66x8/33-095,-327.16563865
S66x8/33-100,-327.1673691
S66x8/33-105,-327.16843111
S66x8/33-110,-327.16908758
S66x8/33-125,-327.16983968
S66x8/33-150,-327.16997683
S66x8/33-200,-327.16990199
S66x8/34-A,-197.91763251
S66x8/34-B,-197.91762532
S66x8/34-090,-395.82564481
S66x8/34-095,-395.8295556
S66x8/34-100,-395.83190199
S66x8/34-105,-395.83340389
S66x8/34-110,-395.83439799
S66x8/34-125,-395.8356338
S66x8/34-150,-395.83576908
S66x8/34-200,-395.83547666
S66x8/35-A,-197.91763145
S66x8/35-B,-197.91841071
S66x8/35-090,-395.82905424
S66x8/35-095,-395.83208162
S66x8/35-100,-395.83384874
S66x8/35-105,-395.83488228
S66x8/35-110,-395.83553735
S66x8/35-125,-395.83626851
S66x8/35-150,-395.83628808
S66x8/35-200,-395.83609322
S66x8/36-A,-197.91837421
S66x8/36-B,-197.91842683
S66x8/36-090,-395.83258497
S66x8/36-095,-395.83419671
S66x8/36-100,-395.83518372
S66x8/36-105,-395.83581895
S66x8/36-110,-395.83620746
S66x8/36-125,-395.83665818
S66x8/36-150,-395.83665945
S66x8/36-200,-395.83650398
S66x8/37-A,-196.71085771
S66x8/37-B,-197.91812833
S66x8/37-090,-394.62203373
S66x8/37-095,-394.6250235
S66x8/37-100,-394.62680966
S66x8/37-105,-394.62787708
S66x8/37-110,-394.62855645
S66x8/37-125,-394.6293485
S66x8/37-150,-394.62945135
S66x8/37-200,-394.62925891
S66x8/38-A,-196.71075713
S66x8/38-B,-196.7107567
S66x8/38-090,-393.41413178
S66x8/38-095,-393.41698517
S66x8/38-100,-393.41893254
S66x8/38-105,-393.42013457
S66x8/38-110,-393.42092808
S66x8/38-125,-393.42174748
S66x8/38-150,-393.42176927
S66x8/38-200,-393.42153105
S66x8/39-A,-232.46381892
S66x8/39-B,-196.71071369
S66x8/39-090,-429.16466198
S66x8/39-095,-429.16885813
S66x8/39-100,-429.17144827
S66x8/39-105,-429.17305326
S66x8/39-110,-429.17398801
S66x8/39-125,-429.17496463
S66x8/39-150,-429.17493475
S66x8/39-200,-429.17459681
S66x8/40-A,-232.46382279
S66x8/40-B,-197.91833416
S66x8/40-090,-430.37491455
S66x8/40-095,-430.37816406
S66x8/40-100,-430.38011093
S66x8/40-105,-430.38126221
S66x8/40-110,-430.3819275
S66x8/40-125,-430.38261909
S66x8/40-150,-430.38250922
S66x8/40-200,-430.3822168
S66x8/41-A,-415.19016064
S66x8/41-B,-197.91770258
S66x8/41-090,-613.09717493
S66x8/41-095,-613.10152294
S66x8/41-100,-613.10423385
S66x8/41-105,-613.10600558
S66x8/41-110,-613.10728604
S66x8/41-125,-613.10844432
S66x8/41-150,-613.10825305
S66x8/41-200,-613.10789014
S66x8/42-A,-415.19017428
S66x8/42-B,-196.71076631
S66x8/42-090,-611.89069559
S66x8/42-095,-611.89506895
S66x8/42-100,-611.89768756
S66x8/42-105,-611.89927432
S66x8/42-110,-611.90028092
S66x8/42-125,-611.90133259
S66x8/42-150,-611.9013418
S66x8/42-200,-611.90098968
S66x8/43-A,-415.19013869
S66x8/43-B,-197.91835641
S66x8/43-090,-613.10110086
S66x8/43-095,-613.10455619
S66x8/43-100,-613.10657228
S66x8/43-105,-613.10778868
S66x8/43-110,-613.10849171
S66x8/43-125,-613.10910372
S66x8/43-150,-613.10887243
S66x8/43-200,-613.10846595
S66x8/44-A,-78.65663561
S66x8/44-B,-197.91764884
S66x8/44-090,-276.5700003
S66x8/44-095,-276.57185847
S66x8/44-100,-276.57297404
S66x8/44-105,-276.57372577
S66x8/44-110,-276.57413927
S66x8/44-125,-276.57464804
S66x8/44-150,-276.57458902
S66x8/44-200,-276.57437487
S66x8/45-A,-77.40723146
S66x8/45-B,-197.91763591
S66x8/45-090,-275.32025056
S66x8/45-095,-275.32235816
S66x8/45-100,-275.32359377
S66x8/45-105,-275.32434756
S66x8/45-110,-275.32475945
S66x8/45-125,-275.32514744
S66x8/45-150,-275.32499751
S66x8/45-200,-275.32471698
S66x8/46-A,-248.73054416
S66x8/46-B,-197.9175532
S66x8/46-090,-446.64094799
S66x8/46-095,-446.64381443
S66x8/46-100,-446.64570656
S66x8/46-105,-446.64698602
S66x8/46-110,-446.64780463
S66x8/46-125,-446.64883875
S66x8/46-150,-446.64883742
S66x8/46-200,-446.64831906
S66x8/47-A,-232.46382729
S66x8/47-B,-232.4638416
S66x8/47-090,-464.92091798
S66x8/47-095,-464.9241812
S66x8/47-100,-464.92607446
S66x8/47-105,-464.92718733
S66x8/47-110,-464.92781892
S66x8/47-125,-464.92838014
S66x8/47-150,-464.92816852
S66x8/47-200,-464.92777332
S66x8/48-A,-248.51333492
S66x8/48-B,-248.51331501
S66x8/48-090,-497.02140644
S66x8/48-095,-497.02422035
S66x8/48-100,-497.02592398
S66x8/48-105,-497.02694227
S66x8/48-110,-497.02749695
S66x8/48-125,-497.0279636
S66x8/48-150,-497.02759583
S66x8/48-200,-497.0269737
S66x8/49-A,-232.46382715
S66x8/49-B,-248.51330805
S66x8/49-090,-480.97108322
S66x8/49-095,-480.97436485
S66x8/49-100,-480.97625091
S66x8/49-105,-480.9773389
S66x8/49-110,-480.97794652
S66x8/49-125,-480.97839125
S66x8/49-150,-480.97801663
S66x8/49-200,-480.97744972
S66x8/50-A,-232.46383023
S66x8/50-B,-77.40724876
S66x8/50-090,-309.86814907
S66x8/50-095,-309.87050382
S66x8/50-100,-309.87178
S66x8/50-105,-309.87238012
S66x8/50-110,-309.87272268
S66x8/50-125,-309.87268597
S66x8/50-150,-309.87205162
S66x8/50-200,-309.87135976
S66x8/51-A,-77.40723817
S66x8/51-B,-77.40726137
S66x8/51-090,-154.81481203
S66x8/51-095,-154.81553674
S66x8/51-100,-154.81588171
S66x8/51-105,-154.81600056
S66x8/51-110,-154.81599249
S66x8/51-125,-154.81567206
S66x8/51-150,-154.81511604
S66x8/51-200,-154.81464842
S66x8/52-A,-232.46383041
S66x8/52-B,-229.28051037
S66x8/52-090,-461.74280213
S66x8/52-095,-461.74502527
S66x8/52-100,-461.74629974
S66x8/52-105,-461.74697224
S66x8/52-110,-461.74728815
S66x8/52-125,-461.74714635
S66x8/52-150,-461.74617122
S66x8/52-200,-461.74496933
S66x8/53-A,-232.46382878
S66x8/53-B,-209.39475576
S66x8/53-090,-441.85797211
S66x8/53-095,-441.85970754
S66x8/53-100,-441.86070371
S66x8/53-105,-441.86122634
S66x8/53-110,-441.86145873
S66x8/53-125,-441.86129523
S66x8/53-150,-441.86034303
S66x8/53-200,-441.85910643
S66x8/54-A,-232.46383319
S66x8/54-B,-76.48737262
S66x8/54-090,-308.95114544
S66x8/54-095,-308.95266357
S66x8/54-100,-308.95348237
S66x8/54-105,-308.95387151
S66x8/54-110,-308.95399148
S66x8/54-125,-308.95368589
S66x8/54-150,-308.95275763
S66x8/54-200,-308.95172644
S66x8/55-A,-232.46383688
S66x8/55-B,-115.81305853
S66x8/55-090,-348.27450755
S66x8/55-095,-348.27676007
S66x8/55-100,-348.27808516
S66x8/55-105,-348.2788541
S66x8/55-110,-348.27925883
S66x8/55-125,-348.2793468
S66x8/55-150,-348.27856731
S66x8/55-200,-348.27749961
S66x8/56-A,-232.46382803
S66x8/56-B,-95.93322677
S66x8/56-090,-328.39288116
S66x8/56-095,-328.3952203
S66x8/56-100,-328.39664038
S66x8/56-105,-328.39754678
S66x8/56-110,-328.39807228
S66x8/56-125,-328.39837861
S66x8/56-150,-328.39793947
S66x8/56-200,-328.39731415
S66x8/57-A,-232.46383621
S66x8/57-B,-248.73050762
S66x8/57-090,-481.1880969
S66x8/57-095,-481.19227982
S66x8/57-100,-481.1946419
S66x8/57-105,-481.19595564
S66x8/57-110,-481.19664777
S66x8/57-125,-481.19695446
S66x8/57-150,-481.196143
S66x8/57-200,-481.19502819
S66x8/58-A,-248.51329139
S66x8/58-B,-248.51327887
S66x8/58-090,-497.02443986
S66x8/58-095,-497.02708974
S66x8/58-100,-497.02887178
S66x8/58-105,-497.0294138
S66x8/58-110,-497.02943962
S66x8/58-125,-497.02876255
S66x8/58-150,-497.02770085
S66x8/58-200,-497.02687915
S66x8/59-A,-77.40725268
S66x8/59-B,-76.48740688
S66x8/59-090,-153.89728907
S66x8/59-095,-153.89793453
S66x8/59-100,-153.89819085
S66x8/59-105,-153.89821288
S66x8/59-110,-153.89809088
S66x8/59-125,-153.89740664
S66x8/59-150,-153.89629961
S66x8/59-200,-153.89517373
S66x8/60-A,-77.40721317
S66x8/60-B,-229.28047709
S66x8/60-090,-306.69039496
S66x8/60-095,-306.69180338
S66x8/60-100,-306.69246596
S66x8/60-105,-306.69267041
S66x8/60-110,-306.6925915
S66x8/60-125,-306.69167397
S66x8/60-150,-306.69003242
S66x8/60-200,-306.68841651
S66x8/61-A,-197.91762885
S66x8/61-B,-229.28058738
S66x8/61-090,-427.193913
S66x8/61-095,-427.19560425
S66x8/61-100,-427.19675064
S66x8/61-105,-427.19751044
S66x8/61-110,-427.19801697
S66x8/61-125,-427.1986816
S66x8/61-150,-427.19865805
S66x8/61-200,-427.19831359
S66x8/62-A,-197.91767768
S66x8/62-B,-209.39480213
S66x8/62-090,-407.30731103
S66x8/62-095,-407.30959042
S66x8/62-100,-407.31110138
S66x8/62-105,-407.31204876
S66x8/62-110,-407.31260736
S66x8/62-125,-407.3132921
S66x8/62-150,-407.3131522
S66x8/62-200,-407.31264618
S66x8/63-A,-232.46381745
S66x8/63-B,-229.28053048
S66x8/63-090,-461.73796441
S66x8/63-095,-461.74138459
S66x8/63-100,-461.74335127
S66x8/63-105,-461.74451101
S66x8/63-110,-461.74516879
S66x8/63-125,-461.7456253
S66x8/63-150,-461.74519337
S66x8/63-200,-461.74457168
S66x8/64-A,-248.73052753
S66x8/64-B,-78.65664364
S66x8/64-090,-327.38464794
S66x8/64-095,-327.38630801
S66x8/64-100,-327.38732534
S66x8/64-105,-327.38791903
S66x8/64-110,-327.38824836
S66x8/64-125,-327.38842063
S66x8/64-150,-327.38794161
S66x8/64-200,-327.38729043
S66x8/65-A,-248.51331997
S66x8/65-B,-77.40689962
S66x8/65-090,-325.92395118
S66x8/65-095,-325.92476646
S66x8/65-100,-325.92510334
S66x8/65-105,-325.92514734
S66x8/65-110,-325.92500767
S66x8/65-125,-325.92414163
S66x8/65-150,-325.92272107
S66x8/65-200,-325.921281
S66x8/66-A,-95.93320436
S66x8/66-B,-248.51332452
S66x8/66-090,-344.44442628
S66x8/66-095,-344.44622081
S66x8/66-100,-344.4473443
S66x8/66-105,-344.44801253
S66x8/66-110,-344.44837955
S66x8/66-125,-344.44857543
S66x8/66-150,-344.44800012
S66x8/66-200,-344.44708245
NCIBLIND10/01-A,-232.46250411
NCIBLIND10/01-B,-40.54354581
NCIBLIND10/01-1,-273.00011542
NCIBLIND10/01-2,-273.00541253
NCIBLIND10/01-3,-273.00638569
NCIBLIND10/01-4,-273.0061705
NCIBLIND10/01-5,-273.00608683
NCIBLIND10/01-6,-273.00606238
NCIBLIND10/01-7,-273.00605515
NCIBLIND10/02-A,-232.46344616
NCIBLIND10/02-B,-76.48717308
NCIBLIND10/02-1,-308.93393775
NCIBLIND10/02-2,-308.95067888
NCIBLIND10/02-3,-308.95318808
NCIBLIND10/02-4,-308.95294734
NCIBLIND10/02-5,-308.95232056
NCIBLIND10/02-6,-308.95179553
NCIBLIND10/02-7,-308.95115836
NCIBLIND10/02-8,-308.95091415
NCIBLIND10/02-9,-308.95080181
NCIBLIND10/03-A,-155.16174031
NCIBLIND10/03-B,-155.16169804
NCIBLIND10/03-1,-310.31789879
NCIBLIND10/03-2,-310.32276094
NCIBLIND10/03-3,-310.32454814
NCIBLIND10/03-4,-310.32394787
NCIBLIND10/03-5,-310.32364655
NCIBLIND10/03-6,-310.32354363
NCIBLIND10/03-7,-310.32350558
NCIBLIND10/04-A,-600.00378719
NCIBLIND10/04-B,-600.00437672
NCIBLIND10/04-1,-1199.99735311
NCIBLIND10/04-2,-1200.00944359
NCIBLIND10/04-3,-1200.0158215
NCIBLIND10/04-4,-1200.01322024
