system,cam-B3LYP(w=75)/def2-QZVP/Q-Chem
S22x5/19-A,-307.6162381513
S22x5/19-B,-307.616172657
S22x5/19-0.9,-615.2385457087
S22x5/19-1.0,-615.2399894804
S22x5/19-1.2,-615.2391952097
S22x5/19-1.5,-615.2363602831
S22x5/19-2.0,-615.2340296286
S22x5/20-A,-415.0436888356
S22x5/20-B,-415.0436888356
S22x5/20-0.9,-830.083586816
S22x5/20-1.0,-830.0936854205
S22x5/20-1.2,-830.0929503417
S22x5/20-1.5,-830.0897210756
S22x5/20-2.0,-830.0882209227
S22x5/21-A,-415.0429358005
S22x5/21-B,-415.0429358005
S22x5/21-0.9,-830.1145638055
S22x5/21-1.0,-830.1174917401
S22x5/21-1.2,-830.1121422628
S22x5/21-1.5,-830.1016306965
S22x5/21-2.0,-830.0925198484
S22x5/22-A,-232.3452622477
S22x5/22-B,-93.4708117635
S22x5/22-0.9,-325.8195989284
S22x5/22-1.0,-325.8210202018
S22x5/22-1.2,-325.8205988663
S22x5/22-1.5,-325.8187041143
S22x5/22-2.0,-325.8171683893
S66x8/01-A,-76.472037301
S66x8/01-B,-76.472037002
S66x8/01-090,-152.9525604988
S66x8/01-095,-152.9529124027
S66x8/01-100,-152.9527976925
S66x8/01-105,-152.952405001
S66x8/01-110,-152.9518609075
S66x8/01-125,-152.9500057569
S66x8/01-150,-152.9475813447
S66x8/01-200,-152.9454587569
S66x8/02-A,-76.4720458631
S66x8/02-B,-115.7806096297
S66x8/02-090,-192.2614024768
S66x8/02-095,-192.2618955076
S66x8/02-100,-192.2618571441
S66x8/02-105,-192.2614962455
S66x8/02-110,-192.2609509181
S66x8/02-125,-192.2589894601
S66x8/02-150,-192.2563508893
S66x8/02-200,-192.2540467864
S66x8/03-A,-76.472057332
S66x8/03-B,-95.8977367986
S66x8/03-090,-172.3810300295
S66x8/03-095,-172.3815264667
S66x8/03-100,-172.3814344073
S66x8/03-105,-172.3809781884
S66x8/03-110,-172.3803093603
S66x8/03-125,-172.3778949439
S66x8/03-150,-172.374534482
S66x8/03-200,-172.3714439
S66x8/04-A,-76.4720564034
S66x8/04-B,-248.6437336386
S66x8/04-090,-325.1279740434
S66x8/04-095,-325.1285676325
S66x8/04-100,-325.1285425395
S66x8/04-105,-325.12813296
S66x8/04-110,-325.1274892504
S66x8/04-125,-325.1250590269
S66x8/04-150,-325.1215565373
S66x8/04-200,-325.1178252264
S66x8/05-A,-115.780464194
S66x8/05-B,-115.7806307694
S66x8/05-090,-231.56957454
S66x8/05-095,-231.5702003273
S66x8/05-100,-231.5702574574
S66x8/05-105,-231.5699653778
S66x8/05-110,-231.569469355
S66x8/05-125,-231.5675828971
S66x8/05-150,-231.5649516747
S66x8/05-200,-231.5625808225
S66x8/06-A,-115.7802300132
S66x8/06-B,-95.8977931486
S66x8/06-090,-211.688943525
S66x8/06-095,-211.6897745174
S66x8/06-100,-211.6899042627
S66x8/06-105,-211.6895850439
S66x8/06-110,-211.6889907455
S66x8/06-125,-211.6866343135
S66x8/06-150,-211.6831882135
S66x8/06-200,-211.6799221775
S66x8/07-A,-115.7803364706
S66x8/07-B,-248.6435735909
S66x8/07-090,-364.4356193063
S66x8/07-095,-364.4364150678
S66x8/07-100,-364.4365366973
S66x8/07-105,-364.4362288284
S66x8/07-110,-364.4356485949
S66x8/07-125,-364.4332981321
S66x8/07-150,-364.4293329831
S66x8/07-200,-364.425484468
S66x8/08-A,-115.7804726184
S66x8/08-B,-76.4720422769
S66x8/08-090,-192.2607012451
S66x8/08-095,-192.261174645
S66x8/08-100,-192.2611482692
S66x8/08-105,-192.2608190706
S66x8/08-110,-192.260319178
S66x8/08-125,-192.258527388
S66x8/08-150,-192.2561113523
S66x8/08-200,-192.2539573336
S66x8/09-A,-95.8977082221
S66x8/09-B,-115.7806009746
S66x8/09-090,-211.682036018
S66x8/09-095,-211.682462255
S66x8/09-100,-211.6825049146
S66x8/09-105,-211.6823337817
S66x8/09-110,-211.6820508088
S66x8/09-125,-211.6810232207
S66x8/09-150,-211.6797832749
S66x8/09-200,-211.6788756632
S66x8/10-A,-95.8977048693
S66x8/10-B,-95.8977450058
S66x8/10-090,-191.7998953628
S66x8/10-095,-191.8006949564
S66x8/10-100,-191.8009252134
S66x8/10-105,-191.8008038826
S66x8/10-110,-191.8004886546
S66x8/10-125,-191.7991819406
S66x8/10-150,-191.7971107007
S66x8/10-200,-191.7959524016
S66x8/11-A,-95.8975331049
S66x8/11-B,-248.6437248467
S66x8/11-090,-344.5466073695
S66x8/11-095,-344.547548151
S66x8/11-100,-344.5478957375
S66x8/11-105,-344.5478541517
S66x8/11-110,-344.5475694579
S66x8/11-125,-344.5454099132
S66x8/11-150,-344.5430925538
S66x8/11-200,-344.5419986153
S66x8/12-A,-95.8977622015
S66x8/12-B,-76.4717440457
S66x8/12-090,-172.3809297189
S66x8/12-095,-172.3816057636
S66x8/12-100,-172.3816142645
S66x8/12-105,-172.381207393
S66x8/12-110,-172.3805595318
S66x8/12-125,-172.3781366685
S66x8/12-150,-172.3746774517
S66x8/12-200,-172.3714967142
S66x8/13-A,-248.6437041141
S66x8/13-B,-115.780645773
S66x8/13-090,-364.4317424951
S66x8/13-095,-364.4325754241
S66x8/13-100,-364.4328220773
S66x8/13-105,-364.4326977651
S66x8/13-110,-364.4323482827
S66x8/13-125,-364.4307817282
S66x8/13-150,-364.4283975315
S66x8/13-200,-364.426153338
S66x8/14-A,-248.6434779973
S66x8/14-B,-95.8977471087
S66x8/14-090,-344.5501574614
S66x8/14-095,-344.5511826931
S66x8/14-100,-344.5515295594
S66x8/14-105,-344.5514293143
S66x8/14-110,-344.5510401431
S66x8/14-125,-344.5491554028
S66x8/14-150,-344.5462172032
S66x8/14-200,-344.543300765
S66x8/15-A,-248.6435815039
S66x8/15-B,-248.6437390568
S66x8/15-090,-497.2972750104
S66x8/15-095,-497.2983140269
S66x8/15-100,-497.2986656878
S66x8/15-105,-497.2985557456
S66x8/15-110,-497.2981546629
S66x8/15-125,-497.2962614789
S66x8/15-150,-497.2932247385
S66x8/15-200,-497.2897164815
S66x8/16-A,-248.6437687044
S66x8/16-B,-76.4720447899
S66x8/16-090,-325.1232198788
S66x8/16-095,-325.1237869173
S66x8/16-100,-325.1238615764
S66x8/16-105,-325.123635238
S66x8/16-110,-325.1232375932
S66x8/16-125,-325.1217056085
S66x8/16-150,-325.1195539138
S66x8/16-200,-325.1175474827
S66x8/17-A,-415.0431438132
S66x8/17-B,-415.0432015754
S66x8/17-090,-830.110641137
S66x8/17-095,-830.1125278683
S66x8/17-100,-830.1129444707
S66x8/17-105,-830.1124049861
S66x8/17-110,-830.1112707879
S66x8/17-125,-830.1064241231
S66x8/17-150,-830.0988886827
S66x8/17-200,-830.0912249
S66x8/18-A,-76.472050244
S66x8/18-B,-248.3941871264
S66x8/18-090,-324.8770519446
S66x8/18-095,-324.8775974604
S66x8/18-100,-324.8775458635
S66x8/18-105,-324.877120262
S66x8/18-110,-324.8764725732
S66x8/18-125,-324.8741165838
S66x8/18-150,-324.8708601289
S66x8/18-200,-324.8679080855
S66x8/19-A,-115.7802376541
S66x8/19-B,-248.3941842471
S66x8/19-090,-364.1848394191
S66x8/19-095,-364.1856627971
S66x8/19-100,-364.1858091743
S66x8/19-105,-364.1855213387
S66x8/19-110,-364.1850232019
S66x8/19-125,-364.1826844436
S66x8/19-150,-364.1793825855
S66x8/19-200,-364.1762011353
S66x8/20-A,-229.2100339484
S66x8/20-B,-229.2100418964
S66x8/20-090,-458.4493040567
S66x8/20-095,-458.4512627242
S66x8/20-100,-458.4515758678
S66x8/20-105,-458.4508029357
S66x8/20-110,-458.4493706888
S66x8/20-125,-458.4435924847
S66x8/20-150,-458.4346787648
S66x8/20-200,-458.4255902679
S66x8/21-A,-209.3234482072
S66x8/21-B,-209.3234523743
S66x8/21-090,-418.6705492717
S66x8/21-095,-418.6722250371
S66x8/21-100,-418.6725365279
S66x8/21-105,-418.6719830774
S66x8/21-110,-418.6708851987
S66x8/21-125,-418.6663029371
S66x8/21-150,-418.6592527102
S66x8/21-200,-418.6514949195
S66x8/22-A,-229.2099843736
S66x8/22-B,-415.0429082585
S66x8/22-090,-644.2818372568
S66x8/22-095,-644.283776391
S66x8/22-100,-644.2841575108
S66x8/22-105,-644.2835131756
S66x8/22-110,-644.2822374444
S66x8/22-125,-644.2768315035
S66x8/22-150,-644.26826391
S66x8/22-200,-644.2592394261
S66x8/23-A,-209.3233255486
S66x8/23-B,-415.0428033544
S66x8/23-090,-624.3939702216
S66x8/23-095,-624.3958412897
S66x8/23-100,-624.3962892121
S66x8/23-105,-624.3957884575
S66x8/23-110,-624.3946863586
S66x8/23-125,-624.3898453918
S66x8/23-150,-624.3819347055
S66x8/23-200,-624.3732515972
S66x8/24-A,-232.345313699
S66x8/24-B,-232.34529298
S66x8/24-090,-464.6796360272
S66x8/24-095,-464.684694625
S66x8/24-100,-464.6879012934
S66x8/24-105,-464.6893674551
S66x8/24-110,-464.6897793331
S66x8/24-125,-464.690369703
S66x8/24-150,-464.6902576343
S66x8/24-200,-464.6903908831
S66x8/25-A,-248.3941389335
S66x8/25-B,-248.394161988
S66x8/25-090,-496.7792721685
S66x8/25-095,-496.7841345329
S66x8/25-100,-496.787016457
S66x8/25-105,-496.7885890905
S66x8/25-110,-496.7891489259
S66x8/25-125,-496.7892431975
S66x8/25-150,-496.7886641059
S66x8/25-200,-496.788468402
S66x8/26-A,-415.043689332
S66x8/26-B,-415.043689332
S66x8/26-090,-830.0863604689
S66x8/26-095,-830.0912068482
S66x8/26-100,-830.0936864448
S66x8/26-105,-830.0945394368
S66x8/26-110,-830.0944422858
S66x8/26-125,-830.0928554069
S66x8/26-150,-830.090249592
S66x8/26-200,-830.0884889442
S66x8/27-A,-232.3453081542
S66x8/27-B,-248.3941706013
S66x8/27-090,-480.7293229578
S66x8/27-095,-480.7344137296
S66x8/27-100,-480.7375490719
S66x8/27-105,-480.7391703303
S66x8/27-110,-480.7395982221
S66x8/27-125,-480.7398840113
S66x8/27-150,-480.7394656431
S66x8/27-200,-480.7394165986
S66x8/28-A,-232.3452405135
S66x8/28-B,-415.044209914
S66x8/28-090,-647.3818019527
S66x8/28-095,-647.3865718114
S66x8/28-100,-647.3893735796
S66x8/28-105,-647.3908619064
S66x8/28-110,-647.3913679843
S66x8/28-125,-647.3908083042
S66x8/28-150,-647.389811541
S66x8/28-200,-647.3893859996
S66x8/29-A,-248.3941360965
S66x8/29-B,-415.0441790753
S66x8/29-090,-663.4308661387
S66x8/29-095,-663.4371860818
S66x8/29-100,-663.4402749098
S66x8/29-105,-663.441753031
S66x8/29-110,-663.4421323082
S66x8/29-125,-663.4411366844
S66x8/29-150,-663.4396743861
S66x8/29-200,-663.4388214706
S66x8/30-A,-232.3453032647
S66x8/30-B,-78.6174738048
S66x8/30-090,-310.9575260604
S66x8/30-095,-310.9598822868
S66x8/30-100,-310.9613442305
S66x8/30-105,-310.9620144647
S66x8/30-110,-310.962178442
S66x8/30-125,-310.9624236872
S66x8/30-150,-310.9623686492
S66x8/30-200,-310.962584259
S66x8/31-A,-415.0442294323
S66x8/31-B,-78.6174607608
S66x8/31-090,-493.6598126969
S66x8/31-095,-493.6618829645
S66x8/31-100,-493.6629650094
S66x8/31-105,-493.6633863729
S66x8/31-110,-493.6634433102
S66x8/31-125,-493.6630287616
S66x8/31-150,-493.662291848
S66x8/31-200,-493.6618470014
S66x8/32-A,-415.0442362454
S66x8/32-B,-77.3647447181
S66x8/32-090,-492.4079993392
S66x8/32-095,-492.410128284
S66x8/32-100,-492.4111232402
S66x8/32-105,-492.4114674384
S66x8/32-110,-492.4114626305
S66x8/32-125,-492.4107573196
S66x8/32-150,-492.4096752202
S66x8/32-200,-492.4090034699
S66x8/33-A,-248.3941788155
S66x8/33-B,-78.6174431222
S66x8/33-090,-327.0076451741
S66x8/33-095,-327.0097764352
S66x8/33-100,-327.0109455875
S66x8/33-105,-327.0115320432
S66x8/33-110,-327.0117575843
S66x8/33-125,-327.011785738
S66x8/33-150,-327.011555957
S66x8/33-200,-327.0116022498
S66x8/34-A,-197.8303102684
S66x8/34-B,-197.8303074973
S66x8/34-090,-395.6579173658
S66x8/34-095,-395.6602776894
S66x8/34-100,-395.6614706669
S66x8/34-105,-395.6620002135
S66x8/34-110,-395.6621162323
S66x8/34-125,-395.6617467595
S66x8/34-150,-395.6611612132
S66x8/34-200,-395.6610324375
S66x8/35-A,-197.8303090506
S66x8/35-B,-197.8328514307
S66x8/35-090,-395.6608562954
S66x8/35-095,-395.6626784965
S66x8/35-100,-395.6635328812
S66x8/35-105,-395.6638954831
S66x8/35-110,-395.6639508032
S66x8/35-125,-395.6636400289
S66x8/35-150,-395.6632549688
S66x8/35-200,-395.6631882366
S66x8/36-A,-197.8328319232
S66x8/36-B,-197.8328799718
S66x8/36-090,-395.6642709518
S66x8/36-095,-395.6651525491
S66x8/36-100,-395.6655847154
S66x8/36-105,-395.665766321
S66x8/36-110,-395.6657806571
S66x8/36-125,-395.6656151795
S66x8/36-150,-395.6653823113
S66x8/36-200,-395.665345271
S66x8/37-A,-196.6201763488
S66x8/37-B,-197.8326825051
S66x8/37-090,-394.4502739081
S66x8/37-095,-394.4521761205
S66x8/37-100,-394.4530863584
S66x8/37-105,-394.4534785778
S66x8/37-110,-394.4536066099
S66x8/37-125,-394.4533949001
S66x8/37-150,-394.4530312998
S66x8/37-200,-394.4529451283
S66x8/38-A,-196.620036075
S66x8/38-B,-196.6202223156
S66x8/38-090,-393.2378855117
S66x8/38-095,-393.2396798964
S66x8/38-100,-393.2406353603
S66x8/38-105,-393.2410351464
S66x8/38-110,-393.2411142444
S66x8/38-125,-393.2407103035
S66x8/38-150,-393.2402198602
S66x8/38-200,-393.2401204169
S66x8/39-A,-232.3452961261
S66x8/39-B,-196.6199570333
S66x8/39-090,-428.9601878904
S66x8/39-095,-428.9633502116
S66x8/39-100,-428.9650989396
S66x8/39-105,-428.9658789017
S66x8/39-110,-428.9660834573
S66x8/39-125,-428.9660279675
S66x8/39-150,-428.9654545876
S66x8/39-200,-428.965230109
S66x8/40-A,-232.3452893371
S66x8/40-B,-197.8327827668
S66x8/40-090,-430.1743981354
S66x8/40-095,-430.1768308855
S66x8/40-100,-430.1782124448
S66x8/40-105,-430.1787033345
S66x8/40-110,-430.1788206908
S66x8/40-125,-430.178772411
S66x8/40-150,-430.1782998398
S66x8/40-200,-430.178100288
S66x8/41-A,-415.0442303687
S66x8/41-B,-197.8305590458
S66x8/41-090,-612.8709634669
S66x8/41-095,-612.8739817238
S66x8/41-100,-612.8756040266
S66x8/41-105,-612.8761817386
S66x8/41-110,-612.8761424682
S66x8/41-125,-612.8757504741
S66x8/41-150,-612.8749763384
S66x8/41-200,-612.8748187986
S66x8/42-A,-415.0443037763
S66x8/42-B,-196.6199876566
S66x8/42-090,-611.6600331474
S66x8/42-095,-611.6630384395
S66x8/42-100,-611.6645420032
S66x8/42-105,-611.6651765648
S66x8/42-110,-611.6653391082
S66x8/42-125,-611.665090465
S66x8/42-150,-611.6644671215
S66x8/42-200,-611.6642731095
S66x8/43-A,-415.0443192088
S66x8/43-B,-197.8328108294
S66x8/43-090,-612.8743953534
S66x8/43-095,-612.8767919347
S66x8/43-100,-612.8779027329
S66x8/43-105,-612.8782266903
S66x8/43-110,-612.8782631217
S66x8/43-125,-612.877927448
S66x8/43-150,-612.8772711361
S66x8/43-200,-612.8769959222
S66x8/44-A,-78.61747179
S66x8/44-B,-197.830330627
S66x8/44-090,-276.4470834173
S66x8/44-095,-276.4481412587
S66x8/44-100,-276.4486256834
S66x8/44-105,-276.4487660322
S66x8/44-110,-276.4487181577
S66x8/44-125,-276.4484277325
S66x8/44-150,-276.4481050177
S66x8/44-200,-276.4480389145
S66x8/45-A,-77.3647628752
S66x8/45-B,-197.8303537967
S66x8/45-090,-275.1933816271
S66x8/45-095,-275.1947012463
S66x8/45-100,-275.1953646072
S66x8/45-105,-275.1956774507
S66x8/45-110,-275.1957190721
S66x8/45-125,-275.1954594346
S66x8/45-150,-275.1951070305
S66x8/45-200,-275.1949684228
S66x8/46-A,-248.6438820881
S66x8/46-B,-197.8303837559
S66x8/46-090,-446.4730226239
S66x8/46-095,-446.4747619193
S66x8/46-100,-446.4756832096
S66x8/46-105,-446.4760454543
S66x8/46-110,-446.4760658801
S66x8/46-125,-446.4756411104
S66x8/46-150,-446.4747542405
S66x8/46-200,-446.4744016708
S66x8/47-A,-232.3452829151
S66x8/47-B,-232.3452173445
S66x8/47-090,-464.6871755565
S66x8/47-095,-464.6896866541
S66x8/47-100,-464.6909889408
S66x8/47-105,-464.6916057067
S66x8/47-110,-464.6917678911
S66x8/47-125,-464.6915279298
S66x8/47-150,-464.690931655
S66x8/47-200,-464.6906355392
S66x8/48-A,-248.3941558437
S66x8/48-B,-248.3941007142
S66x8/48-090,-496.7868881807
S66x8/48-095,-496.7889294634
S66x8/48-100,-496.7900006514
S66x8/48-105,-496.7904814391
S66x8/48-110,-496.7905433812
S66x8/48-125,-496.7900875103
S66x8/48-150,-496.7891992449
S66x8/48-200,-496.7886375274
S66x8/49-A,-232.3452818825
S66x8/49-B,-248.3941324988
S66x8/49-090,-480.7366767533
S66x8/49-095,-480.7392446225
S66x8/49-100,-480.7405238681
S66x8/49-105,-480.7411190154
S66x8/49-110,-480.7412605469
S66x8/49-125,-480.7408777012
S66x8/49-150,-480.7400966661
S66x8/49-200,-480.7396078827
S66x8/50-A,-232.3452781303
S66x8/50-B,-77.3648073675
S66x8/50-090,-309.7096466404
S66x8/50-095,-309.7113897921
S66x8/50-100,-309.7120975784
S66x8/50-105,-309.7124040158
S66x8/50-110,-309.7123969883
S66x8/50-125,-309.711756599
S66x8/50-150,-309.7108142925
S66x8/50-200,-309.7102252754
S66x8/51-A,-77.3647739587
S66x8/51-B,-77.3648232768
S66x8/51-090,-154.7310082417
S66x8/51-095,-154.7314624229
S66x8/51-100,-154.7315733544
S66x8/51-105,-154.7314989381
S66x8/51-110,-154.7313359072
S66x8/51-125,-154.7307398007
S66x8/51-150,-154.7300937678
S66x8/51-200,-154.7296994796
S66x8/52-A,-232.3452783139
S66x8/52-B,-229.2119137884
S66x8/52-090,-461.5590576299
S66x8/52-095,-461.5606275537
S66x8/52-100,-461.5613573003
S66x8/52-105,-461.5615776841
S66x8/52-110,-461.5614703248
S66x8/52-125,-461.5604371162
S66x8/52-150,-461.5588945909
S66x8/52-200,-461.5577170493
S66x8/53-A,-232.3452828608
S66x8/53-B,-209.3243542807
S66x8/53-090,-441.6721846705
S66x8/53-095,-441.6733410439
S66x8/53-100,-441.673842253
S66x8/53-105,-441.6739323423
S66x8/53-110,-441.6737818663
S66x8/53-125,-441.6727600225
S66x8/53-150,-441.6712643403
S66x8/53-200,-441.6700223999
S66x8/54-A,-232.345269806
S66x8/54-B,-76.4719615642
S66x8/54-090,-308.8197361977
S66x8/54-095,-308.820819106
S66x8/54-100,-308.8212055044
S66x8/54-105,-308.8211666785
S66x8/54-110,-308.8209240326
S66x8/54-125,-308.819967807
S66x8/54-150,-308.8187316558
S66x8/54-200,-308.8177841875
S66x8/55-A,-232.3452572098
S66x8/55-B,-115.7805319553
S66x8/55-090,-348.1269055538
S66x8/55-095,-348.1284777215
S66x8/55-100,-348.1292258517
S66x8/55-105,-348.1295206207
S66x8/55-110,-348.129510866
S66x8/55-125,-348.1285928783
S66x8/55-150,-348.1272801202
S66x8/55-200,-348.1263063866
S66x8/56-A,-232.3452819043
S66x8/56-B,-95.8976852711
S66x8/56-090,-328.2420971223
S66x8/56-095,-328.2437310378
S66x8/56-100,-328.2445803909
S66x8/56-105,-328.2450225601
S66x8/56-110,-328.245096143
S66x8/56-125,-328.2445361434
S66x8/56-150,-328.2437088617
S66x8/56-200,-328.243189908
S66x8/57-A,-232.3452573656
S66x8/57-B,-248.6438272577
S66x8/57-090,-480.9873985226
S66x8/57-095,-480.9906057286
S66x8/57-100,-480.9921071843
S66x8/57-105,-480.99276125
S66x8/57-110,-480.9929402752
S66x8/57-125,-480.9920833445
S66x8/57-150,-480.9907027649
S66x8/57-200,-480.9897108169
S66x8/58-A,-248.3941408271
S66x8/58-B,-248.3940919574
S66x8/58-090,-496.7902439057
S66x8/58-095,-496.7921211476
S66x8/58-100,-496.792965819
S66x8/58-105,-496.792809399
S66x8/58-110,-496.7923297302
S66x8/58-125,-496.7907709366
S66x8/58-150,-496.7893482546
S66x8/58-200,-496.7885761972
S66x8/59-A,-77.3648423012
S66x8/59-B,-76.4720329812
S66x8/59-090,-153.8413051838
S66x8/59-095,-153.8416125247
S66x8/59-100,-153.8415732252
S66x8/59-105,-153.8413361762
S66x8/59-110,-153.840995132
S66x8/59-125,-153.8398438675
S66x8/59-150,-153.8384281404
S66x8/59-200,-153.8372887178
S66x8/60-A,-77.3647480695
S66x8/60-B,-229.2118959308
S66x8/60-090,-306.5826798076
S66x8/60-095,-306.5835113929
S66x8/60-100,-306.5836719659
S66x8/60-105,-306.5834397626
S66x8/60-110,-306.5829889031
S66x8/60-125,-306.5812628778
S66x8/60-150,-306.5789993972
S66x8/60-200,-306.5772734122
S66x8/61-A,-197.8304274755
S66x8/61-B,-229.2119538401
S66x8/61-090,-427.0420563855
S66x8/61-095,-427.0429545176
S66x8/61-100,-427.0434008358
S66x8/61-105,-427.0435511394
S66x8/61-110,-427.0435376401
S66x8/61-125,-427.0432483901
S66x8/61-150,-427.0426113101
S66x8/61-200,-427.0424286167
S66x8/62-A,-197.8304163532
S66x8/62-B,-209.3243661673
S66x8/62-090,-407.1544409135
S66x8/62-095,-407.1557360839
S66x8/62-100,-407.1563575734
S66x8/62-105,-407.1565514681
S66x8/62-110,-407.1565309125
S66x8/62-125,-407.1560102338
S66x8/62-150,-407.1552540516
S66x8/62-200,-407.1548676075
S66x8/63-A,-232.3453012502
S66x8/63-B,-229.211910788
S66x8/63-090,-461.5548608425
S66x8/63-095,-461.5573122586
S66x8/63-100,-461.5585807764
S66x8/63-105,-461.5591427971
S66x8/63-110,-461.5591929629
S66x8/63-125,-461.558751809
S66x8/63-150,-461.5578246469
S66x8/63-200,-461.5573320492
S66x8/64-A,-248.6438018647
S66x8/64-B,-78.6175112382
S66x8/64-090,-327.2621141447
S66x8/64-095,-327.2631188872
S66x8/64-100,-327.2635419693
S66x8/64-105,-327.2636279376
S66x8/64-110,-327.2635152109
S66x8/64-125,-327.2628807688
S66x8/64-150,-327.2619289902
S66x8/64-200,-327.2614059815
S66x8/65-A,-248.3941874458
S66x8/65-B,-77.36429968
S66x8/65-090,-325.7645019552
S66x8/65-095,-325.7650020558
S66x8/65-100,-325.7650559433
S66x8/65-105,-325.7648393617
S66x8/65-110,-325.7644731307
S66x8/65-125,-325.7630963123
S66x8/65-150,-325.7612679333
S66x8/65-200,-325.7597712639
S66x8/66-A,-95.8976690711
S66x8/66-B,-248.394172509
S66x8/66-090,-344.2935651799
S66x8/66-095,-344.294676487
S66x8/66-100,-344.2952298849
S66x8/66-105,-344.2954178755
S66x8/66-110,-344.295351044
S66x8/66-125,-344.2945647988
