system,LC-wPBE08(w=150)/def2-QZVP/Q-Chem
S66x8/18-090,-324.5110843058
S66x8/18-095,-324.5115845353
S66x8/18-100,-324.5115247615
S66x8/18-105,-324.5111195652
S66x8/18-110,-324.5105163075
S66x8/18-125,-324.5083678506
S66x8/18-150,-324.5054268322
S66x8/18-200,-324.5026508058
S66x8/19-A,-115.6549337478
S66x8/19-B,-248.1071103196
S66x8/19-090,-363.7718948456
S66x8/19-095,-363.7726417996
S66x8/19-100,-363.7727529776
S66x8/19-105,-363.7724634296
S66x8/19-110,-363.7719295554
S66x8/19-125,-363.7698322301
S66x8/19-150,-363.7667855862
S66x8/19-200,-363.7638189407
S66x8/20-A,-228.965650043
S66x8/20-B,-228.9656559835
S66x8/20-090,-457.9588998634
S66x8/20-095,-457.9607351382
S66x8/20-100,-457.9609827608
S66x8/20-105,-457.9601982248
S66x8/20-110,-457.9588101665
S66x8/20-125,-457.9531872213
S66x8/20-150,-457.9450080318
S66x8/20-200,-457.9367091641
S66x8/21-A,-209.0964490292
S66x8/21-B,-209.096452908
S66x8/21-090,-418.2145915887
S66x8/21-095,-418.2161769034
S66x8/21-100,-418.2164809205
S66x8/21-105,-418.2159906887
S66x8/21-110,-418.2150038211
S66x8/21-125,-418.2108880926
S66x8/21-150,-418.2046078424
S66x8/21-200,-418.1974640659
S66x8/22-A,-228.9655566404
S66x8/22-B,-414.596054107
S66x8/22-090,-643.5884020523
S66x8/22-095,-643.5902240018
S66x8/22-100,-643.5905538195
S66x8/22-105,-643.5899199488
S66x8/22-110,-643.5887126862
S66x8/22-125,-643.5837116464
S66x8/22-150,-643.5759628347
S66x8/22-200,-643.5677572645
S66x8/23-A,-209.0963149107
S66x8/23-B,-414.5960421187
S66x8/23-090,-623.7180072034
S66x8/23-095,-623.7197735122
S66x8/23-100,-623.7201924234
S66x8/23-105,-623.719728415
S66x8/23-110,-623.7187165027
S66x8/23-125,-623.7143119748
S66x8/23-150,-623.7072047488
S66x8/23-200,-623.6992824046
S66x8/24-A,-232.0699876564
S66x8/24-B,-232.0700153882
S66x8/24-090,-464.1292959312
S66x8/24-095,-464.133810398
S66x8/24-100,-464.1368195146
S66x8/24-105,-464.1382984881
S66x8/24-110,-464.1387798065
S66x8/24-125,-464.1396499168
S66x8/24-150,-464.139657061
S66x8/24-200,-464.1397327195
S66x8/25-A,-248.1071526852
S66x8/25-B,-248.1071724498
S66x8/25-090,-496.2054971396
S66x8/25-095,-496.2097709533
S66x8/25-100,-496.2124474783
S66x8/25-105,-496.2140297609
S66x8/25-110,-496.2146557921
S66x8/25-125,-496.2150976757
S66x8/25-150,-496.2147385126
S66x8/25-200,-496.2144697557
S66x8/26-A,-414.5966004602
S66x8/26-B,-414.5966004602
S66x8/26-090,-829.1905443829
S66x8/26-095,-829.1951614448
S66x8/26-100,-829.1976740287
S66x8/26-105,-829.1987440741
S66x8/26-110,-829.1989715394
S66x8/26-125,-829.1982242268
S66x8/26-150,-829.1961455465
S66x8/26-200,-829.1943183272
S66x8/27-A,-232.0700108599
S66x8/27-B,-248.1071715014
S66x8/27-090,-480.1672710787
S66x8/27-095,-480.1717896819
S66x8/27-100,-480.1747768104
S66x8/27-105,-480.176350257
S66x8/27-110,-480.1768447919
S66x8/27-125,-480.1774569682
S66x8/27-150,-480.1772305609
S66x8/27-200,-480.1771196293
S66x8/28-A,-232.0699663337
S66x8/28-B,-414.596989744
S66x8/28-090,-646.6590710764
S66x8/28-095,-646.6632015841
S66x8/28-100,-646.665899059
S66x8/28-105,-646.6675566294
S66x8/28-110,-646.6681315816
S66x8/28-125,-646.6681016252
S66x8/28-150,-646.6674050414
S66x8/28-200,-646.6669034165
S66x8/29-A,-248.1071422678
S66x8/29-B,-414.5969407085
S66x8/29-090,-662.6962442956
S66x8/29-095,-662.7018635453
S66x8/29-100,-662.7047879214
S66x8/29-105,-662.706469042
S66x8/29-110,-662.7070338178
S66x8/29-125,-662.7066519203
S66x8/29-150,-662.7054826301
S66x8/29-200,-662.7045674873
S66x8/30-A,-232.0700034722
S66x8/30-B,-78.521402952
S66x8/30-090,-310.5859426989
S66x8/30-095,-310.588087457
S66x8/30-100,-310.5895317761
S66x8/30-105,-310.5902172441
S66x8/30-110,-310.5904447704
S66x8/30-125,-310.5909625484
S66x8/30-150,-310.5910291662
S66x8/30-200,-310.5911894855
S66x8/31-A,-414.5970249296
S66x8/31-B,-78.5214980023
S66x8/31-090,-493.1156896008
S66x8/31-095,-493.1177230968
S66x8/31-100,-493.1188929933
S66x8/31-105,-493.1194574503
S66x8/31-110,-493.1196627268
S66x8/31-125,-493.1196425507
S66x8/31-150,-493.1190925467
S66x8/31-200,-493.1186361062
S66x8/32-A,-414.596968215
S66x8/32-B,-77.2688238069
S66x8/32-090,-491.8639692563
S66x8/32-095,-491.8660352266
S66x8/32-100,-491.8671663191
S66x8/32-105,-491.8676068988
S66x8/32-110,-491.8677142344
S66x8/32-125,-491.8674245912
S66x8/32-150,-491.8665826404
S66x8/32-200,-491.865925534
S66x8/33-A,-248.1071610056
S66x8/33-B,-78.5213505085
S66x8/33-090,-326.624242157
S66x8/33-095,-326.6261527009
S66x8/33-100,-326.6273633072
S66x8/33-105,-326.6280110903
S66x8/33-110,-326.6282658283
S66x8/33-125,-326.6286303562
S66x8/33-150,-326.6285411168
S66x8/33-200,-326.6285241748
S66x8/34-A,-197.5993387795
S66x8/34-B,-197.5991201123
S66x8/34-090,-395.1938760054
S66x8/34-095,-395.1964880253
S66x8/34-100,-395.1979391018
S66x8/34-105,-395.1986874049
S66x8/34-110,-395.1991418355
S66x8/34-125,-395.1994131164
S66x8/34-150,-395.1991363164
S66x8/34-200,-395.1989458309
S66x8/35-A,-197.5992559963
S66x8/35-B,-197.6019466101
S66x8/35-090,-395.1976558025
S66x8/35-095,-395.1996573207
S66x8/35-100,-395.2007760756
S66x8/35-105,-395.2013065102
S66x8/35-110,-395.2015892787
S66x8/35-125,-395.2016981612
S66x8/35-150,-395.2014865552
S66x8/35-200,-395.201361016
S66x8/36-A,-197.6020038952
S66x8/36-B,-197.6021080191
S66x8/36-090,-395.2018546392
S66x8/36-095,-395.2029873371
S66x8/36-100,-395.2036110923
S66x8/36-105,-395.2039302473
S66x8/36-110,-395.2041545557
S66x8/36-125,-395.2042219625
S66x8/36-150,-395.2041101736
S66x8/36-200,-395.2040202745
S66x8/37-A,-196.3950768932
S66x8/37-B,-197.6018243322
S66x8/37-090,-393.993129444
S66x8/37-095,-393.9951713196
S66x8/37-100,-393.9963249617
S66x8/37-105,-393.9969232261
S66x8/37-110,-393.9972122037
S66x8/37-125,-393.9974625925
S66x8/37-150,-393.997293291
S66x8/37-200,-393.9971508321
S66x8/38-A,-196.39495757
S66x8/38-B,-196.3951500763
S66x8/38-090,-392.7861129837
S66x8/38-095,-392.7880233678
S66x8/38-100,-392.7893081035
S66x8/38-105,-392.7899412519
S66x8/38-110,-392.7902188929
S66x8/38-125,-392.7904013564
S66x8/38-150,-392.7901552006
S66x8/38-200,-392.7900082153
S66x8/39-A,-232.0700104379
S66x8/39-B,-196.3949078584
S66x8/39-090,-428.4592507313
S66x8/39-095,-428.4622165929
S66x8/39-100,-428.4639375407
S66x8/39-105,-428.4648390482
S66x8/39-110,-428.4652389273
S66x8/39-125,-428.4655347115
S66x8/39-150,-428.4651630437
S66x8/39-200,-428.4648966064
S66x8/40-A,-232.070013391
S66x8/40-B,-197.6022131246
S66x8/40-090,-429.6678166027
S66x8/40-095,-429.6701413749
S66x8/40-100,-429.6715501793
S66x8/40-105,-429.6721766303
S66x8/40-110,-429.6724159031
S66x8/40-125,-429.6726393468
S66x8/40-150,-429.6722816393
S66x8/40-200,-429.6720265213
S66x8/41-A,-414.5970733979
S66x8/41-B,-197.5995193992
S66x8/41-090,-612.191262793
S66x8/41-095,-612.1943019129
S66x8/41-100,-612.1960858218
S66x8/41-105,-612.1968738731
S66x8/41-110,-612.1972675726
S66x8/41-125,-612.1974251932
S66x8/41-150,-612.1969204752
S66x8/41-200,-612.1966459753
S66x8/42-A,-414.5971389103
S66x8/42-B,-196.3949154384
S66x8/42-090,-610.9863617205
S66x8/42-095,-610.9893941319
S66x8/42-100,-610.9911202995
S66x8/42-105,-610.9919687249
S66x8/42-110,-610.9924037617
S66x8/42-125,-610.9926705929
S66x8/42-150,-610.9923028887
S66x8/42-200,-610.9920548264
S66x8/43-A,-414.5971156257
S66x8/43-B,-197.6017138422
S66x8/43-090,-612.1952585004
S66x8/43-095,-612.1977181233
S66x8/43-100,-612.1990152863
S66x8/43-105,-612.1995792515
S66x8/43-110,-612.1998595041
S66x8/43-125,-612.1998993658
S66x8/43-150,-612.1994391087
S66x8/43-200,-612.1991025356
S66x8/44-A,-78.5214131662
S66x8/44-B,-197.5994421045
S66x8/44-090,-276.118853648
S66x8/44-095,-276.1201006235
S66x8/44-100,-276.1207305063
S66x8/44-105,-276.1210145805
S66x8/44-110,-276.1212024262
S66x8/44-125,-276.1212030311
S66x8/44-150,-276.1210238906
S66x8/44-200,-276.1209044909
S66x8/45-A,-77.268807027
S66x8/45-B,-197.5992624959
S66x8/45-090,-274.8656154543
S66x8/45-095,-274.8670793097
S66x8/45-100,-274.8678316777
S66x8/45-105,-274.8682560014
S66x8/45-110,-274.8684779426
S66x8/45-125,-274.8684737838
S66x8/45-150,-274.8682357421
S66x8/45-200,-274.8680678306
S66x8/46-A,-248.3706694785
S66x8/46-B,-197.5992523086
S66x8/46-090,-445.9670514517
S66x8/46-095,-445.9689622042
S66x8/46-100,-445.9700841683
S66x8/46-105,-445.9706733677
S66x8/46-110,-445.9709822502
S66x8/46-125,-445.9711419923
S66x8/46-150,-445.97062086
S66x8/46-200,-445.9701786502
S66x8/47-A,-232.0700028011
S66x8/47-B,-232.0699953905
S66x8/47-090,-464.1362583421
S66x8/47-095,-464.1385821597
S66x8/47-100,-464.1398265291
S66x8/47-105,-464.140502034
S66x8/47-110,-464.1407897184
S66x8/47-125,-464.1408228262
S66x8/47-150,-464.140401719
S66x8/47-200,-464.1400565569
S66x8/48-A,-248.1071626855
S66x8/48-B,-248.1071600046
S66x8/48-090,-496.2121391696
S66x8/48-095,-496.2140895051
S66x8/48-100,-496.2151928385
S66x8/48-105,-496.2157845609
S66x8/48-110,-496.2159881303
S66x8/48-125,-496.21590334
S66x8/48-150,-496.215271176
S66x8/48-200,-496.214668308
S66x8/49-A,-232.0700094272
S66x8/49-B,-248.1071431986
S66x8/49-090,-480.1740643157
S66x8/49-095,-480.1764184908
S66x8/49-100,-480.1776429747
S66x8/49-105,-480.1782841043
S66x8/49-110,-480.1785477167
S66x8/49-125,-480.1784293264
S66x8/49-150,-480.1778513421
S66x8/49-200,-480.1773298285
S66x8/50-A,-232.0699903963
S66x8/50-B,-77.2688830442
S66x8/50-090,-309.3382362732
S66x8/50-095,-309.3398201771
S66x8/50-100,-309.3405285497
S66x8/50-105,-309.3408613476
S66x8/50-110,-309.3409318782
S66x8/50-125,-309.3405031571
S66x8/50-150,-309.3397275958
S66x8/50-200,-309.3391100727
S66x8/51-A,-77.2688162996
S66x8/51-B,-77.2688808943
S66x8/51-090,-154.5386030052
S66x8/51-095,-154.5390960352
S66x8/51-100,-154.5392795916
S66x8/51-105,-154.5392871043
S66x8/51-110,-154.5391975744
S66x8/51-125,-154.5387663263
S66x8/51-150,-154.5382112453
S66x8/51-200,-154.5378115967
S66x8/52-A,-232.069984447
S66x8/52-B,-228.9673066495
S66x8/52-090,-461.0389621827
S66x8/52-095,-461.0403571355
S66x8/52-100,-461.0410023328
S66x8/52-105,-461.0412084269
S66x8/52-110,-461.0411555399
S66x8/52-125,-461.0403377759
S66x8/52-150,-461.0390376526
S66x8/52-200,-461.0378286318
S66x8/53-A,-232.0699727384
S66x8/53-B,-209.0971240079
S66x8/53-090,-441.1688340978
S66x8/53-095,-441.1699679256
S66x8/53-100,-441.1705063625
S66x8/53-105,-441.1706709354
S66x8/53-110,-441.1706233445
S66x8/53-125,-441.1699786661
S66x8/53-150,-441.1687407726
S66x8/53-200,-441.1675109913
S66x8/54-A,-232.0699923106
S66x8/54-B,-76.393633559
S66x8/54-090,-308.4659219052
S66x8/54-095,-308.466892717
S66x8/54-100,-308.467248419
S66x8/54-105,-308.467250787
S66x8/54-110,-308.4670811869
S66x8/54-125,-308.4663121592
S66x8/54-150,-308.465190553
S66x8/54-200,-308.4641831399
S66x8/55-A,-232.069988413
S66x8/55-B,-115.6550389035
S66x8/55-090,-347.7258833094
S66x8/55-095,-347.7272735539
S66x8/55-100,-347.72798786
S66x8/55-105,-347.728284533
S66x8/55-110,-347.7282877558
S66x8/55-125,-347.7276630751
S66x8/55-150,-347.7265596303
S66x8/55-200,-347.7255187014
S66x8/56-A,-232.0699995698
S66x8/56-B,-95.7906943293
S66x8/56-090,-327.8594571001
S66x8/56-095,-327.8609627775
S66x8/56-100,-327.8618285139
S66x8/56-105,-327.8623076813
S66x8/56-110,-327.8624416536
S66x8/56-125,-327.8621782561
S66x8/56-150,-327.8615168921
S66x8/56-200,-327.8609490545
S66x8/57-A,-232.0700021054
S66x8/57-B,-248.3706544914
S66x8/57-090,-480.438765807
S66x8/57-095,-480.4416470411
S66x8/57-100,-480.4430856682
S66x8/57-105,-480.4437305289
S66x8/57-110,-480.443945745
S66x8/57-125,-480.443459445
S66x8/57-150,-480.4422951032
S66x8/57-200,-480.4412557065
S66x8/58-A,-248.1071573978
S66x8/58-B,-248.1071244124
S66x8/58-090,-496.2150576665
S66x8/58-095,-496.2169295639
S66x8/58-100,-496.2179425947
S66x8/58-105,-496.2180198337
S66x8/58-110,-496.2177363791
S66x8/58-125,-496.2166167749
S66x8/58-150,-496.2154064943
S66x8/58-200,-496.2146077846
S66x8/59-A,-77.2689426585
S66x8/59-B,-76.3936896878
S66x8/59-090,-153.6658107014
S66x8/59-095,-153.6662309339
S66x8/59-100,-153.666312773
S66x8/59-105,-153.6662022541
S66x8/59-110,-153.6659806771
S66x8/59-125,-153.6650972126
S66x8/59-150,-153.6638870236
S66x8/59-200,-153.6627716647
S66x8/60-A,-77.2688447069
S66x8/60-B,-228.9672888202
S66x8/60-090,-306.2413626028
S66x8/60-095,-306.2421395785
S66x8/60-100,-306.2423197315
S66x8/60-105,-306.2421427524
S66x8/60-110,-306.2417810645
S66x8/60-125,-306.2403645235
S66x8/60-150,-306.2384608727
S66x8/60-200,-306.2368557095
S66x8/61-A,-197.5993582088
S66x8/61-B,-228.9673389547
S66x8/61-090,-426.5650575448
S66x8/61-095,-426.5661128514
S66x8/61-100,-426.5667430161
S66x8/61-105,-426.5671126524
S66x8/61-110,-426.5673379681
S66x8/61-125,-426.5674083704
S66x8/61-150,-426.5670401443
S66x8/61-200,-426.5667768332
S66x8/62-A,-197.5993567897
S66x8/62-B,-209.0970823079
S66x8/62-090,-406.6946842163
S66x8/62-095,-406.6961003486
S66x8/62-100,-406.696884716
S66x8/62-105,-406.6973408204
S66x8/62-110,-406.6975762384
S66x8/62-125,-406.6975012946
S66x8/62-150,-406.6970190223
S66x8/62-200,-406.696564411
S66x8/63-A,-232.0699914101
S66x8/63-B,-228.9673283239
S66x8/63-090,-461.0343840187
S66x8/63-095,-461.0366448906
S66x8/63-100,-461.0379106091
S66x8/63-105,-461.0385922444
S66x8/63-110,-461.0387856578
S66x8/63-125,-461.0386941809
S66x8/63-150,-461.037972702
S66x8/63-200,-461.0374313893
S66x8/64-A,-248.3705552871
S66x8/64-B,-78.5215249919
S66x8/64-090,-326.8915727489
S66x8/64-095,-326.8926967986
S66x8/64-100,-326.8933106411
S66x8/64-105,-326.8935630792
S66x8/64-110,-326.8936183364
S66x8/64-125,-326.8933904977
S66x8/64-150,-326.8926930379
S66x8/64-200,-326.8921166169
S66x8/65-A,-248.107147712
S66x8/65-B,-77.2685479963
S66x8/65-090,-325.3808017529
S66x8/65-095,-325.3813153957
S66x8/65-100,-325.3814170438
S66x8/65-105,-325.3812746169
S66x8/65-110,-325.3809895427
S66x8/65-125,-325.3798624153
S66x8/65-150,-325.3782878138
S66x8/65-200,-325.3768526875
S66x8/66-A,-95.7906067805
S66x8/66-B,-248.1071357622
S66x8/66-090,-343.8986270959
S66x8/66-095,-343.8997310207
S66x8/66-100,-343.9003336108
S66x8/66-105,-343.9006000456
S66x8/66-110,-343.9006497519
