system,LC-wPBE08(w=75)/def2-QZVP/Q-Chem
S66x8/09-095,-211.4254583347
S66x8/09-100,-211.4256121681
S66x8/09-105,-211.4255430347
S66x8/09-110,-211.4253494046
S66x8/09-125,-211.4245250126
S66x8/09-150,-211.4233918914
S66x8/09-200,-211.4224068951
S66x8/10-A,-95.7782130521
S66x8/10-B,-95.7781331734
S66x8/10-090,-191.5603269233
S66x8/10-095,-191.5611001107
S66x8/10-100,-191.5613611909
S66x8/10-105,-191.5613168996
S66x8/10-110,-191.5610823425
S66x8/10-125,-191.5599878444
S66x8/10-150,-191.5581028742
S66x8/10-200,-191.5568331434
S66x8/11-A,-95.7781531939
S66x8/11-B,-248.3457386568
S66x8/11-090,-344.1281165702
S66x8/11-095,-344.1290908487
S66x8/11-100,-344.1295122555
S66x8/11-105,-344.1295810301
S66x8/11-110,-344.1294264149
S66x8/11-125,-344.1277662686
S66x8/11-150,-344.1256736443
S66x8/11-200,-344.1244788707
S66x8/12-A,-95.7781134001
S66x8/12-B,-76.3882030863
S66x8/12-090,-172.1772130345
S66x8/12-095,-172.1778398743
S66x8/12-100,-172.1778291724
S66x8/12-105,-172.1774258195
S66x8/12-110,-172.1768020593
S66x8/12-125,-172.1745135592
S66x8/12-150,-172.1712541733
S66x8/12-200,-172.168127023
S66x8/13-A,-248.345710588
S66x8/13-B,-115.643669279
S66x8/13-090,-363.9957055396
S66x8/13-095,-363.9965848751
S66x8/13-100,-363.9969192884
S66x8/13-105,-363.9969019899
S66x8/13-110,-363.9966676164
S66x8/13-125,-363.9954249805
S66x8/13-150,-363.993384763
S66x8/13-200,-363.9911956965
S66x8/14-A,-248.3455891
S66x8/14-B,-95.7781655677
S66x8/14-090,-344.1324481357
S66x8/14-095,-344.1333952174
S66x8/14-100,-344.1337034628
S66x8/14-105,-344.133601435
S66x8/14-110,-344.1332390463
S66x8/14-125,-344.1314904944
S66x8/14-150,-344.1287647861
S66x8/14-200,-344.1258662366
S66x8/15-A,-248.3460059132
S66x8/15-B,-248.3459821388
S66x8/15-090,-496.7008726552
S66x8/15-095,-496.7019291569
S66x8/15-100,-496.7023458427
S66x8/15-105,-496.702328498
S66x8/15-110,-496.7020269786
S66x8/15-125,-496.7004427995
S66x8/15-150,-496.6978083694
S66x8/15-200,-496.694423208
S66x8/16-A,-248.34610475
S66x8/16-B,-76.3881105282
S66x8/16-090,-324.7408186679
S66x8/16-095,-324.7414400804
S66x8/16-100,-324.7415982268
S66x8/16-105,-324.7414608575
S66x8/16-110,-324.7411558508
S66x8/16-125,-324.7398844431
S66x8/16-150,-324.7379478159
S66x8/16-200,-324.7359502573
S66x8/17-A,-414.566923196
S66x8/17-B,-414.5669786174
S66x8/17-090,-829.1566668249
S66x8/17-095,-829.1584381944
S66x8/17-100,-829.158812095
S66x8/17-105,-829.158296279
S66x8/17-110,-829.157238201
S66x8/17-125,-829.1527727814
S66x8/17-150,-829.1459207387
S66x8/17-200,-829.1387631855
S66x8/18-A,-76.3880664506
S66x8/18-B,-248.0827999157
S66x8/18-090,-324.4816310857
S66x8/18-095,-324.4821196804
S66x8/18-100,-324.4820447594
S66x8/18-105,-324.481620326
S66x8/18-110,-324.4809934184
S66x8/18-125,-324.4787607439
S66x8/18-150,-324.4756944072
S66x8/18-200,-324.4727937001
S66x8/19-A,-115.6435714918
S66x8/19-B,-248.0827942102
S66x8/19-090,-363.7366786249
S66x8/19-095,-363.7374129609
S66x8/19-100,-363.7375099735
S66x8/19-105,-363.7372022326
S66x8/19-110,-363.7366945851
S66x8/19-125,-363.7344578715
S66x8/19-150,-363.7313308347
S66x8/19-200,-363.7282167256
S66x8/20-A,-228.9477799612
S66x8/20-B,-228.9477887318
S66x8/20-090,-457.9236128174
S66x8/20-095,-457.9254895756
S66x8/20-100,-457.9257647543
S66x8/20-105,-457.9249924754
S66x8/20-110,-457.9236037127
S66x8/20-125,-457.9179162117
S66x8/20-150,-457.9095989365
S66x8/20-200,-457.9010839263
S66x8/21-A,-209.0776287966
S66x8/21-B,-209.0776326543
S66x8/21-090,-418.1775610104
S66x8/21-095,-418.1791318522
S66x8/21-100,-418.1794168853
S66x8/21-105,-418.1789036741
S66x8/21-110,-418.1778906472
S66x8/21-125,-418.1736799152
S66x8/21-150,-418.1672310213
S66x8/21-200,-418.1598725926
S66x8/22-A,-228.9476931585
S66x8/22-B,-414.5666753028
S66x8/22-090,-643.5417333178
S66x8/22-095,-643.5435632365
S66x8/22-100,-643.543893773
S66x8/22-105,-643.5432524153
S66x8/22-110,-643.5420303184
S66x8/22-125,-643.5369544604
S66x8/22-150,-643.529042908
S66x8/22-200,-643.5206229343
S66x8/23-A,-209.0774888867
S66x8/23-B,-414.5666882013
S66x8/23-090,-623.6704537412
S66x8/23-095,-623.6722112375
S66x8/23-100,-623.6726142425
S66x8/23-105,-623.6721267198
S66x8/23-110,-623.6710861148
S66x8/23-125,-623.6665832857
S66x8/23-150,-623.6593089718
S66x8/23-200,-623.6511726694
S66x8/24-A,-232.0444774731
S66x8/24-B,-232.0445161105
S66x8/24-090,-464.0784520559
S66x8/24-095,-464.0830227526
S66x8/24-100,-464.0861577864
S66x8/24-105,-464.0876322548
S66x8/24-110,-464.0880333144
S66x8/24-125,-464.0888644961
S66x8/24-150,-464.0887301615
S66x8/24-200,-464.0887148334
S66x8/25-A,-248.0828420263
S66x8/25-B,-248.0828589111
S66x8/25-090,-496.1571054311
S66x8/25-095,-496.161414403
S66x8/25-100,-496.1641467871
S66x8/25-105,-496.1657614114
S66x8/25-110,-496.1663594706
S66x8/25-125,-496.1667147479
S66x8/25-150,-496.1662038297
S66x8/25-200,-496.1658535325
S66x8/26-A,-414.5672498481
S66x8/26-B,-414.5672498481
S66x8/26-090,-829.1319646779
S66x8/26-095,-829.1366916615
S66x8/26-100,-829.1393011331
S66x8/26-105,-829.1403976164
S66x8/26-110,-829.1405897682
S66x8/26-125,-829.1397937349
S66x8/26-150,-829.1375793284
S66x8/26-200,-829.1356261296
S66x8/27-A,-232.0445036602
S66x8/27-B,-248.0828552362
S66x8/27-090,-480.117675951
S66x8/27-095,-480.1221986871
S66x8/27-100,-480.1252656178
S66x8/27-105,-480.1268914886
S66x8/27-110,-480.1273244217
S66x8/27-125,-480.1278750738
S66x8/27-150,-480.1274848049
S66x8/27-200,-480.1272881705
S66x8/28-A,-232.0444872761
S66x8/28-B,-414.567609868
S66x8/28-090,-646.6042711315
S66x8/28-095,-646.6084797684
S66x8/28-100,-646.6112627665
S66x8/28-105,-646.6129580724
S66x8/28-110,-646.6135529144
S66x8/28-125,-646.6134373321
S66x8/28-150,-646.6126459358
S66x8/28-200,-646.612031852
S66x8/29-A,-248.0828384582
S66x8/29-B,-414.5675561634
S66x8/29-090,-662.642756591
S66x8/29-095,-662.6484227051
S66x8/29-100,-662.6513886694
S66x8/29-105,-662.6531055287
S66x8/29-110,-662.6536762069
S66x8/29-125,-662.6532137065
S66x8/29-150,-662.6519199913
S66x8/29-200,-662.6509157091
S66x8/30-A,-232.044499067
S66x8/30-B,-78.5104443221
S66x8/30-090,-310.5498320157
S66x8/30-095,-310.5519587467
S66x8/30-100,-310.5534194644
S66x8/30-105,-310.5540822502
S66x8/30-110,-310.5542543475
S66x8/30-125,-310.5546873933
S66x8/30-150,-310.5546247332
S66x8/30-200,-310.5547165829
S66x8/31-A,-414.5676279075
S66x8/31-B,-78.5105504672
S66x8/31-090,-493.0756499059
S66x8/31-095,-493.0776979629
S66x8/31-100,-493.0788681515
S66x8/31-105,-493.0794103484
S66x8/31-110,-493.0795862507
S66x8/31-125,-493.0794920695
S66x8/31-150,-493.078850326
S66x8/31-200,-493.0783031781
S66x8/32-A,-414.5675548807
S66x8/32-B,-77.2602563184
S66x8/32-090,-491.8262992306
S66x8/32-095,-491.8283805924
S66x8/32-100,-491.8294871109
S66x8/32-105,-491.829912572
S66x8/32-110,-491.830012077
S66x8/32-125,-491.8296519638
S66x8/32-150,-491.8287185665
S66x8/32-200,-491.8279724255
S66x8/33-A,-248.0828392275
S66x8/33-B,-78.5103900769
S66x8/33-090,-326.5893546322
S66x8/33-095,-326.5912715276
S66x8/33-100,-326.592452651
S66x8/33-105,-326.5930717717
S66x8/33-110,-326.5933063628
S66x8/33-125,-326.5935642529
S66x8/33-150,-326.5933520809
S66x8/33-200,-326.5932566246
S66x8/34-A,-197.5676023963
S66x8/34-B,-197.5673709922
S66x8/34-090,-395.1309585506
S66x8/34-095,-395.133552485
S66x8/34-100,-395.1349865709
S66x8/34-105,-395.1357267933
S66x8/34-110,-395.1361294394
S66x8/34-125,-395.1362792725
S66x8/34-150,-395.1358484511
S66x8/34-200,-395.1354875711
S66x8/35-A,-197.5675145495
S66x8/35-B,-197.5701120591
S66x8/35-090,-395.1345521053
S66x8/35-095,-395.1365063882
S66x8/35-100,-395.1375846135
S66x8/35-105,-395.1380947078
S66x8/35-110,-395.1383292427
S66x8/35-125,-395.1383259287
S66x8/35-150,-395.1379838405
S66x8/35-200,-395.1377419912
S66x8/36-A,-197.570168761
S66x8/36-B,-197.5702853377
S66x8/36-090,-395.1385789695
S66x8/36-095,-395.1396481824
S66x8/36-100,-395.1402249209
S66x8/36-105,-395.1405074293
S66x8/36-110,-395.1406692264
S66x8/36-125,-395.1406472555
S66x8/36-150,-395.1404157405
S66x8/36-200,-395.1402314996
S66x8/37-A,-196.3648848893
S66x8/37-B,-197.5699662794
S66x8/37-090,-393.9315608334
S66x8/37-095,-393.9335841269
S66x8/37-100,-393.9347030706
S66x8/37-105,-393.9352670909
S66x8/37-110,-393.9355269712
S66x8/37-125,-393.9356525467
S66x8/37-150,-393.9353553974
S66x8/37-200,-393.9351024844
S66x8/38-A,-196.3647517932
S66x8/38-B,-196.3649825258
S66x8/38-090,-392.726292854
S66x8/38-095,-392.7281878089
S66x8/38-100,-392.7294170964
S66x8/38-105,-392.7300135809
S66x8/38-110,-392.7302601265
S66x8/38-125,-392.7302979599
S66x8/38-150,-392.7299028241
S66x8/38-200,-392.7296239971
S66x8/39-A,-232.0445096533
S66x8/39-B,-196.3646861929
S66x8/39-090,-428.4038002005
S66x8/39-095,-428.4068131352
S66x8/39-100,-428.4085642367
S66x8/39-105,-428.4094462703
S66x8/39-110,-428.409788456
S66x8/39-125,-428.4100593928
S66x8/39-150,-428.4095615299
S66x8/39-200,-428.4091717495
S66x8/40-A,-232.0445158648
S66x8/40-B,-197.5703876315
S66x8/40-090,-429.6107192483
S66x8/40-095,-429.6130743679
S66x8/40-100,-429.6145263987
S66x8/40-105,-429.6151071059
S66x8/40-110,-429.6152940386
S66x8/40-125,-429.6154841255
S66x8/40-150,-429.6150140358
S66x8/40-200,-429.614642363
S66x8/41-A,-414.5676883834
S66x8/41-B,-197.5677953824
S66x8/41-090,-612.1304362834
S66x8/41-095,-612.1335480373
S66x8/41-100,-612.1354062676
S66x8/41-105,-612.1361743095
S66x8/41-110,-612.1364534517
S66x8/41-125,-612.1366196022
S66x8/41-150,-612.1359341573
S66x8/41-200,-612.1355512123
S66x8/42-A,-414.5677737022
S66x8/42-B,-196.364702164
S66x8/42-090,-610.9270755381
S66x8/42-095,-610.930154171
S66x8/42-100,-610.9318950553
S66x8/42-105,-610.9327355227
S66x8/42-110,-610.9331365868
S66x8/42-125,-610.933369914
S66x8/42-150,-610.9328652411
S66x8/42-200,-610.9324795995
S66x8/43-A,-414.5677366144
S66x8/43-B,-197.5698701294
S66x8/43-090,-612.1343067418
S66x8/43-095,-612.1368075718
S66x8/43-100,-612.1381101507
S66x8/43-105,-612.1386276645
S66x8/43-110,-612.1388694284
S66x8/43-125,-612.1388940549
S66x8/43-150,-612.1383165287
S66x8/43-200,-612.1378728361
S66x8/44-A,-78.5104555673
S66x8/44-B,-197.5677080061
S66x8/44-090,-276.0765894924
S66x8/44-095,-276.0778093737
S66x8/44-100,-276.0784193056
S66x8/44-105,-276.0786773362
S66x8/44-110,-276.0788094205
S66x8/44-125,-276.0787372489
S66x8/44-150,-276.0784482705
S66x8/44-200,-276.0782346228
S66x8/45-A,-77.2602388546
S66x8/45-B,-197.5675131136
S66x8/45-090,-274.8257023949
S66x8/45-095,-274.8271190942
S66x8/45-100,-274.8278536014
S66x8/45-105,-274.8282637266
S66x8/45-110,-274.8284415221
S66x8/45-125,-274.8283513033
S66x8/45-150,-274.8279970672
S66x8/45-200,-274.8277626903
S66x8/46-A,-248.3461143081
S66x8/46-B,-197.5675008068
S66x8/46-090,-445.9111455003
S66x8/46-095,-445.9130759755
S66x8/46-100,-445.914207223
S66x8/46-105,-445.9147809224
S66x8/46-110,-445.9150468683
S66x8/46-125,-445.9151402712
S66x8/46-150,-445.91447769
S66x8/46-200,-445.9138887224
S66x8/47-A,-232.0445081716
S66x8/47-B,-232.044524839
S66x8/47-090,-464.085472547
S66x8/47-095,-464.0878216579
S66x8/47-100,-464.0890789741
S66x8/47-105,-464.0897566303
S66x8/47-110,-464.0900189299
S66x8/47-125,-464.0899934451
S66x8/47-150,-464.0894747797
S66x8/47-200,-464.0890492215
S66x8/48-A,-248.0828562144
S66x8/48-B,-248.0828586282
S66x8/48-090,-496.1638318608
S66x8/48-095,-496.1657630591
S66x8/48-100,-496.1668603636
S66x8/48-105,-496.1674488148
S66x8/48-110,-496.1676218532
S66x8/48-125,-496.1674743154
S66x8/48-150,-496.1667414392
S66x8/48-200,-496.1660542271
S66x8/49-A,-232.0445152841
S66x8/49-B,-248.0828310906
S66x8/49-090,-480.1244358568
S66x8/49-095,-480.1268282304
S66x8/49-100,-480.1280619266
S66x8/49-105,-480.1287084421
S66x8/49-110,-480.1289542924
S66x8/49-125,-480.1287827282
S66x8/49-150,-480.1281063444
S66x8/49-200,-480.1275028554
S66x8/50-A,-232.0444976725
S66x8/50-B,-77.2603076994
S66x8/50-090,-309.3044230992
S66x8/50-095,-309.3060037354
S66x8/50-100,-309.3066888547
S66x8/50-105,-309.3070236784
S66x8/50-110,-309.3070885999
S66x8/50-125,-309.3066183147
S66x8/50-150,-309.3057500114
S66x8/50-200,-309.3050729238
S66x8/51-A,-77.2602469304
S66x8/51-B,-77.2603045552
S66x8/51-090,-154.5217951326
S66x8/51-095,-154.5222521028
S66x8/51-100,-154.5224004918
S66x8/51-105,-154.5223735183
S66x8/51-110,-154.5222539489
S66x8/51-125,-154.5217505562
S66x8/51-150,-154.5211183623
S66x8/51-200,-154.5206745801
S66x8/52-A,-232.0444915313
S66x8/52-B,-228.9494030022
S66x8/52-090,-460.995681905
S66x8/52-095,-460.9971073955
S66x8/52-100,-460.9977802036
S66x8/52-105,-460.9980073461
S66x8/52-110,-460.9979548461
S66x8/52-125,-460.9970975553
S66x8/52-150,-460.9957155473
S66x8/52-200,-460.9944381564
S66x8/53-A,-232.0444776012
S66x8/53-B,-209.0782712269
S66x8/53-090,-441.1248092956
S66x8/53-095,-441.1259302055
S66x8/53-100,-441.1264579708
S66x8/53-105,-441.1266084124
S66x8/53-110,-441.1265408161
S66x8/53-125,-441.1258073573
S66x8/53-150,-441.1244825974
S66x8/53-200,-441.1231680766
S66x8/54-A,-232.0445030444
S66x8/54-B,-76.3880421985
S66x8/54-090,-308.434986558
S66x8/54-095,-308.436003573
S66x8/54-100,-308.4363763569
S66x8/54-105,-308.436367542
S66x8/54-110,-308.4361751535
S66x8/54-125,-308.4353617435
S66x8/54-150,-308.4341731521
S66x8/54-200,-308.4331116799
S66x8/55-A,-232.0445039513
S66x8/55-B,-115.6436633902
S66x8/55-090,-347.6892357007
S66x8/55-095,-347.6906373708
S66x8/55-100,-347.6913467388
S66x8/55-105,-347.691653606
S66x8/55-110,-347.6916679708
S66x8/55-125,-347.6909488226
S66x8/55-150,-347.6897562953
S66x8/55-200,-347.6886492931
S66x8/56-A,-232.0445053551
S66x8/56-B,-95.7780825702
S66x8/56-090,-327.8215925324
S66x8/56-095,-327.8231062189
S66x8/56-100,-327.8239682719
S66x8/56-105,-327.8244590837
S66x8/56-110,-327.8245926236
S66x8/56-125,-327.8242506513
S66x8/56-150,-327.8234957151
S66x8/56-200,-327.8228457881
S66x8/57-A,-232.0445178325
S66x8/57-B,-248.346092688
S66x8/57-090,-480.388849973
S66x8/57-095,-480.3917946166
S66x8/57-100,-480.3932458397
S66x8/57-105,-480.3939159533
S66x8/57-110,-480.3941591466
S66x8/57-125,-480.3935952521
S66x8/57-150,-480.3923348991
S66x8/57-200,-480.3912066955
S66x8/58-A,-248.0828545982
S66x8/58-B,-248.0828246136
S66x8/58-090,-496.1669238537
S66x8/58-095,-496.1687555928
S66x8/58-100,-496.1697056449
S66x8/58-105,-496.1697290388
S66x8/58-110,-496.1694061904
S66x8/58-125,-496.1681863851
S66x8/58-150,-496.1668729944
S66x8/58-200,-496.1660188113
S66x8/59-A,-77.2603591693
S66x8/59-B,-76.3880968461
S66x8/59-090,-153.6519487153
S66x8/59-095,-153.6523321925
S66x8/59-100,-153.6523806567
S66x8/59-105,-153.6522391805
S66x8/59-110,-153.6519879654
S66x8/59-125,-153.6510370895
S66x8/59-150,-153.6497507749
S66x8/59-200,-153.648583281
S66x8/60-A,-77.2602758883
S66x8/60-B,-228.9493883998
S66x8/60-090,-306.215335494
S66x8/60-095,-306.2160930588
S66x8/60-100,-306.2162486848
S66x8/60-105,-306.2160476651
S66x8/60-110,-306.2156596054
S66x8/60-125,-306.2141581995
S66x8/60-150,-306.2121318173
S66x8/60-200,-306.2104159272
S66x8/61-A,-197.567606957
S66x8/61-B,-228.9494226894
S66x8/61-090,-426.5157970139
S66x8/61-095,-426.5168503305
S66x8/61-100,-426.5174669799
S66x8/61-105,-426.5178028606
S66x8/61-110,-426.5179842926
S66x8/61-125,-426.5180078379
S66x8/61-150,-426.517498446
S66x8/61-200,-426.5171272246
S66x8/62-A,-197.5676158252
S66x8/62-B,-209.0782240803
S66x8/62-090,-406.6445237563
S66x8/62-095,-406.6459406837
S66x8/62-100,-406.6467142913
S66x8/62-105,-406.6471320338
S66x8/62-110,-406.647330695
S66x8/62-125,-406.6471775842
S66x8/62-150,-406.6465722633
S66x8/62-200,-406.6459822732
S66x8/63-A,-232.0444880453
S66x8/63-B,-228.9494177604
S66x8/63-090,-460.9911369197
S66x8/63-095,-460.9934326887
S66x8/63-100,-460.9947284357
S66x8/63-105,-460.9954186583
S66x8/63-110,-460.9955845044
S66x8/63-125,-460.9954725644
S66x8/63-150,-460.9946451213
S66x8/63-200,-460.9940177157
S66x8/64-A,-248.3459735755
S66x8/64-B,-78.5105638221
S66x8/64-090,-326.856441885
S66x8/64-095,-326.8575500696
S66x8/64-100,-326.8581346584
S66x8/64-105,-326.8583566905
S66x8/64-110,-326.8583771116
S66x8/64-125,-326.8580739695
S66x8/64-150,-326.8572569775
S66x8/64-200,-326.8565892906
S66x8/65-A,-248.0828323933
S66x8/65-B,-77.2600171862
S66x8/65-090,-325.3483798682
S66x8/65-095,-325.3488529827
S66x8/65-100,-325.3489154507
S66x8/65-105,-325.348735007
S66x8/65-110,-325.3484142137
S66x8/65-125,-325.3471902331
S66x8/65-150,-325.3455048907
S66x8/65-200,-325.343978817
S66x8/66-A,-95.7779899272
S66x8/66-B,-248.0828234801
S66x8/66-090,-343.8621684419
S66x8/66-095,-343.8632272619
S66x8/66-100,-343.8638014175
S66x8/66-105,-343.8640453027
S66x8/66-110,-343.864066162
