system,cam-QTP-01(w=450)/def2-QZVP/Q-Chem
S22x5/12-2.0,-272.4814548825
S22x5/13-A,-232.002371828
S22x5/13-B,-232.0023446848
S22x5/13-0.9,-464.0046686246
S22x5/13-1.0,-464.0063689651
S22x5/13-1.2,-464.0065232261
S22x5/13-1.5,-464.0055524502
S22x5/13-2.0,-464.0049610267
S22x5/14-A,-232.0024032138
S22x5/14-B,-232.0024032138
S22x5/14-0.9,-463.9959511591
S22x5/14-1.0,-464.0033313016
S22x5/14-1.2,-464.0049027985
S22x5/14-1.5,-464.0045811673
S22x5/14-2.0,-464.0046772987
S22x5/15-A,-232.0021460103
S22x5/15-B,-363.4589120788
S22x5/15-0.9,-595.4641956678
S22x5/15-1.0,-595.466454732
S22x5/15-1.2,-595.4663207225
S22x5/15-1.5,-595.4641418285
S22x5/15-2.0,-595.4623269556
S22x5/16-A,-232.0023104715
S22x5/16-B,-363.4589870051
S22x5/16-0.9,-595.4515306255
S22x5/16-1.0,-595.4600605173
S22x5/16-1.2,-595.4618703993
S22x5/16-1.5,-595.4609273785
S22x5/16-2.0,-595.4609929767
S22x5/17-A,-264.0724202343
S22x5/17-B,-264.0723930281
S22x5/17-0.9,-528.1386304511
S22x5/17-1.0,-528.1460221515
S22x5/17-1.2,-528.1467120071
S22x5/17-1.5,-528.1453325814
S22x5/17-2.0,-528.1449367787
S22x5/18-A,-323.2539892785
S22x5/18-B,-303.3789971295
S22x5/18-0.9,-626.6571244509
S22x5/18-1.0,-626.6593758416
S22x5/18-1.2,-626.6547023848
S22x5/18-1.5,-626.6454763971
S22x5/18-2.0,-626.6378084609
S22x5/19-A,-307.2026529617
S22x5/19-B,-307.2025455216
S22x5/19-0.9,-614.4139695716
S22x5/19-1.0,-614.4148598651
S22x5/19-1.2,-614.413168257
S22x5/19-1.5,-614.4096987734
S22x5/19-2.0,-614.4069947625
S22x5/20-A,-414.5428538294
S22x5/20-B,-414.5428538295
S22x5/20-0.9,-829.087873818
S22x5/20-1.0,-829.0952470857
S22x5/20-1.2,-829.0923176131
S22x5/20-1.5,-829.0883089778
S22x5/20-2.0,-829.0866192169
S22x5/21-A,-414.5420489239
S22x5/21-B,-414.5420489239
S22x5/21-0.9,-829.1159845764
S22x5/21-1.0,-829.1182416112
S22x5/21-1.2,-829.1121845022
S22x5/21-1.5,-829.100999106
S22x5/21-2.0,-829.091398067
S22x5/22-A,-232.0022152325
S22x5/22-B,-93.3396362242
S22x5/22-0.9,-325.3476422308
S22x5/22-1.0,-325.3486170208
S22x5/22-1.2,-325.3474217429
S22x5/22-1.5,-325.3449899294
S22x5/22-2.0,-325.3431691567
S66x8/01-A,-76.4045050689
S66x8/01-B,-76.4044466757
S66x8/01-090,-152.8183202329
S66x8/01-095,-152.8185113331
S66x8/01-100,-152.8182648725
S66x8/01-105,-152.8177634029
S66x8/01-110,-152.8171301178
S66x8/01-125,-152.8151006639
S66x8/01-150,-152.8125464041
S66x8/01-200,-152.8103175635
S66x8/02-A,-76.4045234645
S66x8/02-B,-115.6618172961
S66x8/02-090,-192.0764018561
S66x8/02-095,-192.0766658099
S66x8/02-100,-192.0764361876
S66x8/02-105,-192.0759160542
S66x8/02-110,-192.0752400906
S66x8/02-125,-192.073022523
S66x8/02-150,-192.0701890804
S66x8/02-200,-192.0677349649
S66x8/03-A,-76.4045614333
S66x8/03-B,-95.7893148751
S66x8/03-090,-172.205564178
S66x8/03-095,-172.2059312726
S66x8/03-100,-172.2057332737
S66x8/03-105,-172.2051902712
S66x8/03-110,-172.2044529453
S66x8/03-125,-172.2019180946
S66x8/03-150,-172.1984973456
S66x8/03-200,-172.1953734286
S66x8/04-A,-76.404554485
S66x8/04-B,-248.3539473626
S66x8/04-090,-324.7727236865
S66x8/04-095,-324.773037496
S66x8/04-100,-324.7727667034
S66x8/04-105,-324.7721400197
S66x8/04-110,-324.7713091728
S66x8/04-125,-324.7684770928
S66x8/04-150,-324.7645902303
S66x8/04-200,-324.7605457203
S66x8/05-A,-115.6617999673
S66x8/05-B,-115.6618365528
S66x8/05-090,-231.3335369274
S66x8/05-095,-231.3339409605
S66x8/05-100,-231.3338143776
S66x8/05-105,-231.3333699542
S66x8/05-110,-231.3327480693
S66x8/05-125,-231.3306057849
S66x8/05-150,-231.3277738925
S66x8/05-200,-231.3252711424
S66x8/06-A,-115.6615028964
S66x8/06-B,-95.7893246585
S66x8/06-090,-211.4626995903
S66x8/06-095,-211.4633463122
S66x8/06-100,-211.4633224701
S66x8/06-105,-211.4628807942
S66x8/06-110,-211.4621964743
S66x8/06-125,-211.4596687592
S66x8/06-150,-211.4561083245
S66x8/06-200,-211.4528105281
S66x8/07-A,-115.6615873002
S66x8/07-B,-248.3539713669
S66x8/07-090,-364.0292714614
S66x8/07-095,-364.0297959506
S66x8/07-100,-364.0296791269
S66x8/07-105,-364.0291649995
S66x8/07-110,-364.02841235
S66x8/07-125,-364.0256895536
S66x8/07-150,-364.0213503794
S66x8/07-200,-364.0172808196
S66x8/08-A,-115.6618414816
S66x8/08-B,-76.4044566114
S66x8/08-090,-192.0755001208
S66x8/08-095,-192.0758164292
S66x8/08-100,-192.0756608108
S66x8/08-105,-192.0752250448
S66x8/08-110,-192.0746371726
S66x8/08-125,-192.0726704146
S66x8/08-150,-192.0701221823
S66x8/08-200,-192.0678746201
S66x8/09-A,-95.7893017513
S66x8/09-B,-115.6618984401
S66x8/09-090,-211.4557089323
S66x8/09-095,-211.4559898468
S66x8/09-100,-211.4559178848
S66x8/09-105,-211.4556506806
S66x8/09-110,-211.45528669
S66x8/09-125,-211.4541123685
S66x8/09-150,-211.4527641842
S66x8/09-200,-211.4517800815
S66x8/10-A,-95.7892330193
S66x8/10-B,-95.7892689037
S66x8/10-090,-191.5840385371
S66x8/10-095,-191.5846638502
S66x8/10-100,-191.5847467438
S66x8/10-105,-191.5845068665
S66x8/10-110,-191.5840913604
S66x8/10-125,-191.5825698473
S66x8/10-150,-191.5803237635
S66x8/10-200,-191.5790770106
S66x8/11-A,-95.7889411762
S66x8/11-B,-248.3541035101
S66x8/11-090,-344.1504401693
S66x8/11-095,-344.1511078614
S66x8/11-100,-344.1512054985
S66x8/11-105,-344.1509521054
S66x8/11-110,-344.1504954006
S66x8/11-125,-344.1478404287
S66x8/11-150,-344.145214396
S66x8/11-200,-344.1439861694
S66x8/12-A,-95.7892885301
S66x8/12-B,-76.403713175
S66x8/12-090,-172.2059130255
S66x8/12-095,-172.2063922344
S66x8/12-100,-172.2062400286
S66x8/12-105,-172.205700376
S66x8/12-110,-172.2049413286
S66x8/12-125,-172.2022815189
S66x8/12-150,-172.1986635413
S66x8/12-200,-172.1953945108
S66x8/13-A,-248.3541034299
S66x8/13-B,-115.6618862979
S66x8/13-090,-364.0251808383
S66x8/13-095,-364.0258025402
S66x8/13-100,-364.025857988
S66x8/13-105,-364.0255605432
S66x8/13-110,-364.0250578487
S66x8/13-125,-364.0231548039
S66x8/13-150,-364.0204868626
S66x8/13-200,-364.018009084
S66x8/14-A,-248.3538240089
S66x8/14-B,-95.7892123902
S66x8/14-090,-344.1530823713
S66x8/14-095,-344.1539684039
S66x8/14-100,-344.1541827744
S66x8/14-105,-344.153965563
S66x8/14-110,-344.1534825049
S66x8/14-125,-344.1514193142
S66x8/14-150,-344.148305634
S66x8/14-200,-344.1452899908
S66x8/15-A,-248.3537243711
S66x8/15-B,-248.3539360604
S66x8/15-090,-496.7196845067
S66x8/15-095,-496.7204792466
S66x8/15-100,-496.7206133836
S66x8/15-105,-496.7203177875
S66x8/15-110,-496.7197592296
S66x8/15-125,-496.7174995894
S66x8/15-150,-496.7140722355
S66x8/15-200,-496.7102684141
S66x8/16-A,-248.3539815341
S66x8/16-B,-76.4044672062
S66x8/16-090,-324.7669748347
S66x8/16-095,-324.7674240628
S66x8/16-100,-324.7673925041
S66x8/16-105,-324.7670686515
S66x8/16-110,-324.7665839957
S66x8/16-125,-324.7648547272
S66x8/16-150,-324.7625194376
S66x8/16-200,-324.7603566484
S66x8/17-A,-414.5422325759
S66x8/17-B,-414.5424107459
S66x8/17-090,-829.1115593135
S66x8/17-095,-829.1131350472
S66x8/17-100,-829.1132833508
S66x8/17-105,-829.1125173042
S66x8/17-110,-829.111190374
S66x8/17-125,-829.105888011
S66x8/17-150,-829.0978554291
S66x8/17-200,-829.0898109541
S66x8/18-A,-76.4045321174
S66x8/18-B,-248.0399890067
S66x8/18-090,-324.4558691881
S66x8/18-095,-324.4562802701
S66x8/18-100,-324.4561168846
S66x8/18-105,-324.4556009843
S66x8/18-110,-324.4548845487
S66x8/18-125,-324.4524054987
S66x8/18-150,-324.4490614792
S66x8/18-200,-324.4460304043
S66x8/19-A,-115.6614951183
S66x8/19-B,-248.0399872689
S66x8/19-090,-363.7130197458
S66x8/19-095,-363.7137039437
S66x8/19-100,-363.7137312509
S66x8/19-105,-363.7133462915
S66x8/19-110,-363.7122841601
S66x8/19-125,-363.710324215
S66x8/19-150,-363.7063687735
S66x8/19-200,-363.7030863391
S66x8/20-A,-228.9602340268
S66x8/20-B,-228.9602295917
S66x8/20-090,-457.9539297339
S66x8/20-095,-457.955269931
S66x8/20-100,-457.9550568643
S66x8/20-105,-457.9538439816
S66x8/20-110,-457.9520437517
S66x8/20-125,-457.9456215301
S66x8/20-150,-457.9359594578
S66x8/20-200,-457.9263316283
S66x8/21-A,-209.0837188509
S66x8/21-B,-209.0837239154
S66x8/21-090,-418.1936954851
S66x8/21-095,-418.1950788003
S66x8/21-100,-418.1951295267
S66x8/21-105,-418.1943388838
S66x8/21-110,-418.193029201
S66x8/21-125,-418.1879559964
S66x8/21-150,-418.1804384587
S66x8/21-200,-418.1722985217
S66x8/22-A,-228.9601758413
S66x8/22-B,-414.5421609528
S66x8/22-090,-643.5348862955
S66x8/22-095,-643.5363915037
S66x8/22-100,-643.5363938276
S66x8/22-105,-643.5354216958
S66x8/22-110,-643.5338611108
S66x8/22-125,-643.5278037058
S66x8/22-150,-643.518613805
S66x8/22-200,-643.5090870018
S66x8/23-A,-209.0836481621
S66x8/23-B,-414.5418778579
S66x8/23-090,-623.6563726459
S66x8/23-095,-623.6579292982
S66x8/23-100,-623.6581038496
S66x8/23-105,-623.6573663632
S66x8/23-110,-623.656056431
S66x8/23-125,-623.6507086245
S66x8/23-150,-623.6422736416
S66x8/23-200,-623.6331469075
S66x8/24-A,-232.0025484904
S66x8/24-B,-232.0024011764
S66x8/24-090,-463.9964163846
S66x8/24-095,-464.0009146788
S66x8/24-100,-464.0033819474
S66x8/24-105,-464.0044858703
S66x8/24-110,-464.0048057874
S66x8/24-125,-464.0048355344
S66x8/24-150,-464.0045699124
S66x8/24-200,-464.0046964492
S66x8/25-A,-248.0398107443
S66x8/25-B,-248.0398696739
S66x8/25-090,-496.0733866682
S66x8/25-095,-496.0777048301
S66x8/25-100,-496.0799887736
S66x8/25-105,-496.0810641864
S66x8/25-110,-496.0813593898
S66x8/25-125,-496.0809408219
S66x8/25-150,-496.080136253
S66x8/25-200,-496.0798460505
S66x8/26-A,-414.5428532078
S66x8/26-B,-414.5428532078
S66x8/26-090,-829.0901422353
S66x8/26-095,-829.0938140648
S66x8/26-100,-829.0952457305
S66x8/26-105,-829.0953543565
S66x8/26-110,-829.0947700789
S66x8/26-125,-829.0920970226
S66x8/26-150,-829.0889246249
S66x8/26-200,-829.086898351
S66x8/27-A,-232.0025039235
S66x8/27-B,-248.0399092921
S66x8/27-090,-480.0348218245
S66x8/27-095,-480.0394340728
S66x8/27-100,-480.0418787134
S66x8/27-105,-480.0429792108
S66x8/27-110,-480.0432351607
S66x8/27-125,-480.0429754843
S66x8/27-150,-480.0423929412
S66x8/27-200,-480.0422972966
S66x8/28-A,-232.0021389
S66x8/28-B,-414.5436028544
S66x8/28-090,-646.5425243194
S66x8/28-095,-646.5464741316
S66x8/28-100,-646.5484335249
S66x8/28-105,-646.5492196028
S66x8/28-110,-646.5492331634
S66x8/28-125,-646.5479400857
S66x8/28-150,-646.5464455416
S66x8/28-200,-646.5458396469
S66x8/29-A,-248.0397498803
S66x8/29-B,-414.5436297382
S66x8/29-090,-662.5802970706
S66x8/29-095,-662.5857108951
S66x8/29-100,-662.5879531211
S66x8/29-105,-662.5886614145
S66x8/29-110,-662.5885050348
S66x8/29-125,-662.5866941052
S66x8/29-150,-662.5848066261
S66x8/29-200,-662.5837659438
S66x8/30-A,-232.0024708004
S66x8/30-B,-78.5070087782
S66x8/30-090,-310.5054084065
S66x8/30-095,-310.5075071737
S66x8/30-100,-310.5086419928
S66x8/30-105,-310.5091196995
S66x8/30-110,-310.5092197562
S66x8/30-125,-310.509201041
S66x8/30-150,-310.5091098306
S66x8/30-200,-310.5093154788
S66x8/31-A,-414.5437196308
S66x8/31-B,-78.5068631188
S66x8/31-090,-493.0508819243
S66x8/31-095,-493.0524726911
S66x8/31-100,-493.053150714
S66x8/31-105,-493.0532857551
S66x8/31-110,-493.0531274603
S66x8/31-125,-493.0522793592
S66x8/31-150,-493.051289515
S66x8/31-200,-493.0507480443
S66x8/32-A,-414.5438945447
S66x8/32-B,-77.2446525388
S66x8/32-090,-491.7894921626
S66x8/32-095,-491.7911842452
S66x8/32-100,-491.7918427784
S66x8/32-105,-491.7918975787
S66x8/32-110,-491.7916436841
S66x8/32-125,-491.79048851
S66x8/32-150,-491.7891416123
S66x8/32-200,-491.7883608733
S66x8/33-A,-248.0399770303
S66x8/33-B,-78.506988988
S66x8/33-090,-326.544173237
S66x8/33-095,-326.5459956876
S66x8/33-100,-326.5469271594
S66x8/33-105,-326.5473246273
S66x8/33-110,-326.5474092879
S66x8/33-125,-326.5471763124
S66x8/33-150,-326.5468776948
S66x8/33-200,-326.5469094718
S66x8/34-A,-197.5837068942
S66x8/34-B,-197.583879662
S66x8/34-090,-395.1674845656
S66x8/34-095,-395.1692590254
S66x8/34-100,-395.1699620534
S66x8/34-105,-395.170094467
S66x8/34-110,-395.169948155
S66x8/34-125,-395.1690877392
S66x8/34-150,-395.1682189613
S66x8/34-200,-395.1679717149
S66x8/35-A,-197.583773204
S66x8/35-B,-197.5879432152
S66x8/35-090,-395.1711808805
S66x8/35-095,-395.172624141
S66x8/35-100,-395.1731664115
S66x8/35-105,-395.1732604801
S66x8/35-110,-395.1731485632
S66x8/35-125,-395.1725551167
S66x8/35-150,-395.1720107071
S66x8/35-200,-395.171868191
S66x8/36-A,-197.5879125518
S66x8/36-B,-197.5878672891
S66x8/36-090,-395.1753497202
S66x8/36-095,-395.1760709013
S66x8/36-100,-395.1763661975
S66x8/36-105,-395.1764350182
S66x8/36-110,-395.1763896316
S66x8/36-125,-395.1760780617
S66x8/36-150,-395.1757772373
S66x8/36-200,-395.1757135486
S66x8/37-A,-196.3701141909
S66x8/37-B,-197.5880375079
S66x8/37-090,-393.9569520903
S66x8/37-095,-393.9584207896
S66x8/37-100,-393.9590215681
S66x8/37-105,-393.959184755
S66x8/37-110,-393.9591396736
S66x8/37-125,-393.958674024
S66x8/37-150,-393.958160749
S66x8/37-200,-393.9579959281
S66x8/38-A,-196.3700657812
S66x8/38-B,-196.3701338585
S66x8/38-090,-392.7396175763
S66x8/38-095,-392.7410269388
S66x8/38-100,-392.7416799109
S66x8/38-105,-392.7418129605
S66x8/38-110,-392.7416916761
S66x8/38-125,-392.7409960304
S66x8/38-150,-392.7403421051
S66x8/38-200,-392.7401658141
S66x8/39-A,-232.0024222023
S66x8/39-B,-196.3700345652
S66x8/39-090,-428.3698463743
S66x8/39-095,-428.3724628848
S66x8/39-100,-428.3737275761
S66x8/39-105,-428.3741750425
S66x8/39-110,-428.374182547
S66x8/39-125,-428.3735380761
S66x8/39-150,-428.3727306557
S66x8/39-200,-428.3724384573
S66x8/40-A,-232.0023789495
S66x8/40-B,-197.5876658192
S66x8/40-090,-429.5885826651
S66x8/40-095,-429.5905627645
S66x8/40-100,-429.5914942719
S66x8/40-105,-429.5917997338
S66x8/40-110,-429.591797926
S66x8/40-125,-429.5912993163
S66x8/40-150,-429.5906759035
S66x8/40-200,-429.5904836816
S66x8/41-A,-414.5435698199
S66x8/41-B,-197.5839271646
S66x8/41-090,-612.1272721012
S66x8/41-095,-612.1294226638
S66x8/41-100,-612.1302999638
S66x8/41-105,-612.1304294523
S66x8/41-110,-612.1301159064
S66x8/41-125,-612.1288154474
S66x8/41-150,-612.1277676715
S66x8/41-200,-612.1274977698
S66x8/42-A,-414.5435790568
S66x8/42-B,-196.3700084361
S66x8/42-090,-610.9124448159
S66x8/42-095,-610.9146940129
S66x8/42-100,-610.9155977197
S66x8/42-105,-610.9157896656
S66x8/42-110,-610.9156432273
S66x8/42-125,-610.9147464957
S66x8/42-150,-610.913856658
S66x8/42-200,-610.9135838854
S66x8/43-A,-414.5437193721
S66x8/43-B,-197.5880684773
S66x8/43-090,-612.131337931
S66x8/43-095,-612.1331096123
S66x8/43-100,-612.1337515677
S66x8/43-105,-612.1338003263
S66x8/43-110,-612.1335928374
S66x8/43-125,-612.132676704
S66x8/43-150,-612.1317782249
S66x8/43-200,-612.1314203013
S66x8/44-A,-78.5069923085
S66x8/44-B,-197.5836774829
S66x8/44-090,-276.0913311046
S66x8/44-095,-276.0920846547
S66x8/44-100,-276.0923132061
S66x8/44-105,-276.0922767895
S66x8/44-110,-276.0921246384
S66x8/44-125,-276.0915760852
S66x8/44-150,-276.0911070549
S66x8/44-200,-276.0909779068
S66x8/45-A,-77.2446943055
S66x8/45-B,-197.5838966168
S66x8/45-090,-274.8278624224
S66x8/45-095,-274.8289551961
S66x8/45-100,-274.8293905076
S66x8/45-105,-274.8294897855
S66x8/45-110,-274.8294136844
S66x8/45-125,-274.8289508058
S66x8/45-150,-274.8284930652
S66x8/45-200,-274.8282570956
S66x8/46-A,-248.3540969007
S66x8/46-B,-197.5839176661
S66x8/46-090,-445.9395856277
S66x8/46-095,-445.9407269033
S66x8/46-100,-445.9411471159
S66x8/46-105,-445.9411393581
S66x8/46-110,-445.9409038171
S66x8/46-125,-445.9398678715
S66x8/46-150,-445.9385917665
S66x8/46-200,-445.9381118861
S66x8/47-A,-232.0023437518
S66x8/47-B,-232.0020131924
S66x8/47-090,-464.0033225719
S66x8/47-095,-464.0054385037
S66x8/47-100,-464.006394843
S66x8/47-105,-464.0067180025
S66x8/47-110,-464.0066974541
S66x8/47-125,-464.0060641155
S66x8/47-150,-464.0052583928
S66x8/47-200,-464.0048630259
S66x8/48-A,-248.0397998113
S66x8/48-B,-248.0396718555
S66x8/48-090,-496.0802366536
S66x8/48-095,-496.0819454777
S66x8/48-100,-496.0826842276
S66x8/48-105,-496.0828703127
S66x8/48-110,-496.082746684
S66x8/48-125,-496.0818588139
S66x8/48-150,-496.0807017361
S66x8/48-200,-496.0799941719
S66x8/49-A,-232.0023355233
S66x8/49-B,-248.0398199189
S66x8/49-090,-480.0416599493
S66x8/49-095,-480.0437807376
S66x8/49-100,-480.0447028933
S66x8/49-105,-480.0449775527
S66x8/49-110,-480.0449011143
S66x8/49-125,-480.0440882331
S66x8/49-150,-480.0430612108
S66x8/49-200,-480.0424527229
S66x8/50-A,-232.002321432
S66x8/50-B,-77.2447877457
S66x8/50-090,-309.2480048227
S66x8/50-095,-309.2494685611
S66x8/50-100,-309.2499747063
S66x8/50-105,-309.2500079055
S66x8/50-110,-309.2497894919
S66x8/50-125,-309.2487772746
S66x8/50-150,-309.247634374
S66x8/50-200,-309.2469362158
S66x8/51-A,-77.2447170925
S66x8/51-B,-77.2448216587
S66x8/51-090,-154.4911857351
S66x8/51-095,-154.4916057835
S66x8/51-100,-154.4916846494
S66x8/51-105,-154.4915793964
S66x8/51-110,-154.4913861022
S66x8/51-125,-154.4907257412
S66x8/51-150,-154.4900242585
S66x8/51-200,-154.4895860104
S66x8/52-A,-232.0023253389
S66x8/52-B,-228.9621476962
S66x8/52-090,-460.968767192
S66x8/52-095,-460.969925964
S66x8/52-100,-460.9702869985
S66x8/52-105,-460.9701879784
S66x8/52-110,-460.969834738
S66x8/52-125,-460.9683379647
S66x8/52-150,-460.966451677
S66x8/52-200,-460.9650433801
S66x8/53-A,-232.0023574543
S66x8/53-B,-209.0848272955
S66x8/53-090,-441.0913322647
S66x8/53-095,-441.0922699589
S66x8/53-100,-441.0925617602
S66x8/53-105,-441.0924669685
S66x8/53-110,-441.0921553775
S66x8/53-125,-441.090813155
S66x8/53-150,-441.0890220647
S66x8/53-200,-441.087575755
S66x8/54-A,-232.0022744845
S66x8/54-B,-76.4043496226
S66x8/54-090,-308.4106471099
S66x8/54-095,-308.4113837229
S66x8/54-100,-308.4115196004
S66x8/54-105,-308.411321575
S66x8/54-110,-308.4109633249
S66x8/54-125,-308.4097293677
S66x8/54-150,-308.4082966596
S66x8/54-200,-308.4072139995
S66x8/55-A,-232.0022098109
S66x8/55-B,-115.6618973501
S66x8/55-090,-347.6672693668
S66x8/55-095,-347.6685364596
S66x8/55-100,-347.6690194902
S66x8/55-105,-347.6690490922
S66x8/55-110,-347.6688159376
S66x8/55-125,-347.6675919013
S66x8/55-150,-347.6659937135
S66x8/55-200,-347.6647999773
S66x8/56-A,-232.0023390833
S66x8/56-B,-95.7892826111
S66x8/56-090,-327.7925749004
S66x8/56-095,-327.7939006797
S66x8/56-100,-327.7944701925
S66x8/56-105,-327.7946036469
S66x8/56-110,-327.7944507589
S66x8/56-125,-327.7935375287
S66x8/56-150,-327.7924787335
S66x8/56-200,-327.7918526859
S66x8/57-A,-232.0022041764
S66x8/57-B,-248.3540575754
S66x8/57-090,-480.3575814909
S66x8/57-095,-480.3602028111
S66x8/57-100,-480.3612678592
S66x8/57-105,-480.3615105868
S66x8/57-110,-480.3613229959
S66x8/57-125,-480.3599568379
S66x8/57-150,-480.3582165437
S66x8/57-200,-480.3570179471
S66x8/58-A,-248.0397689836
S66x8/58-B,-248.0396614604
S66x8/58-090,-496.0830223533
S66x8/58-095,-496.0846628501
S66x8/58-100,-496.0852174526
S66x8/58-105,-496.0848350855
S66x8/58-110,-496.0841714913
S66x8/58-125,-496.0822978081
S66x8/58-150,-496.0806839077
S66x8/58-200,-496.0797915989
S66x8/59-A,-77.2448837432
S66x8/59-B,-76.4044538343
S66x8/59-090,-153.6545924737
S66x8/59-095,-153.6548385332
S66x8/59-100,-153.6547389989
S66x8/59-105,-153.6544464895
S66x8/59-110,-153.6540551831
S66x8/59-125,-153.652785394
S66x8/59-150,-153.6512545592
S66x8/59-200,-153.650015503
S66x8/60-A,-77.244659122
S66x8/60-B,-228.9621317209
S66x8/60-090,-306.214178309
S66x8/60-095,-306.2147858783
S66x8/60-100,-306.2147527861
S66x8/60-105,-306.2143515599
S66x8/60-110,-306.2137578293
S66x8/60-125,-306.2117269809
S66x8/60-150,-306.2092407082
S66x8/60-200,-306.2073744691
S66x8/61-A,-197.5838783929
S66x8/61-B,-228.9622139635
S66x8/61-090,-426.5475517253
S66x8/61-095,-426.5480981975
S66x8/61-100,-426.5482642533
S66x8/61-105,-426.5482046579
S66x8/61-110,-426.5480268497
S66x8/61-125,-426.5473363262
S66x8/61-150,-426.5464524493
S66x8/61-200,-426.5461536176
S66x8/62-A,-197.5838725216
S66x8/62-B,-209.0848807094
S66x8/62-090,-406.6704710513
S66x8/62-095,-406.6713269851
S66x8/62-100,-406.6715928582
S66x8/62-105,-406.67152455
S66x8/62-110,-406.6712884337
S66x8/62-125,-406.6703539912
S66x8/62-150,-406.6693394715
S66x8/62-200,-406.6688611556
S66x8/63-A,-232.002460856
S66x8/63-B,-228.9621137122
S66x8/63-090,-460.9649136151
S66x8/63-095,-460.9668329368
S66x8/63-100,-460.9676085062
S66x8/63-105,-460.9677691934
S66x8/63-110,-460.9675777355
S66x8/63-125,-460.9665164612
S66x8/63-150,-460.9653010199
S66x8/63-200,-460.9646652811
S66x8/64-A,-248.3541051654
S66x8/64-B,-78.5070657728
S66x8/64-090,-326.8634514781
S66x8/64-095,-326.864163134
S66x8/64-100,-326.8643542929
S66x8/64-105,-326.8642509218
S66x8/64-110,-326.863995544
S66x8/64-125,-326.8630326492
S66x8/64-150,-326.8618702973
S66x8/64-200,-326.8612220804
S66x8/65-A,-248.0399505937
S66x8/65-B,-77.2437929615
S66x8/65-090,-325.2904444253
S66x8/65-095,-325.2909532715
S66x8/65-100,-325.2910046862
S66x8/65-105,-325.2907798368
S66x8/65-110,-325.2903994361
S66x8/65-125,-325.2889815648
S66x8/65-150,-325.2871089635
S66x8/65-200,-325.2855937443
S66x8/66-A,-95.7893341362
S66x8/66-B,-248.0398949578
S66x8/66-090,-343.8322999354
S66x8/66-095,-343.8332291426
S66x8/66-100,-343.8335814002
S66x8/66-105,-343.833575426
S66x8/66-110,-343.8333555084
