system,LC-BLYP(w=300)/def2-QZVP/Q-Chem
S66x8/06-B,-95.6432989419
S66x8/06-090,-211.1763880171
S66x8/06-095,-211.1766527549
S66x8/06-100,-211.1762793091
S66x8/06-105,-211.1755209307
S66x8/06-110,-211.1745539097
S66x8/06-125,-211.1713671972
S66x8/06-150,-211.1671875395
S66x8/06-200,-211.1635044335
S66x8/07-A,-115.5182360619
S66x8/07-B,-248.0547506288
S66x8/07-090,-363.5895312793
S66x8/07-095,-363.5897126933
S66x8/07-100,-363.5892787308
S66x8/07-105,-363.5884750179
S66x8/07-110,-363.5874588437
S66x8/07-125,-363.5841061332
S66x8/07-150,-363.5791016813
S66x8/07-200,-363.574649872
S66x8/08-A,-115.5182677956
S66x8/08-B,-76.3244675137
S66x8/08-090,-191.854006757
S66x8/08-095,-191.8540173268
S66x8/08-100,-191.8535879342
S66x8/08-105,-191.8529095374
S66x8/08-110,-191.8521095208
S66x8/08-125,-191.8496698008
S66x8/08-150,-191.8467208894
S66x8/08-200,-191.8442749412
S66x8/09-A,-95.6432318744
S66x8/09-B,-115.5182712333
S66x8/09-090,-211.1680096845
S66x8/09-095,-211.1679358978
S66x8/09-100,-211.1675674145
S66x8/09-105,-211.1670545273
S66x8/09-110,-211.1664888045
S66x8/09-125,-211.16490688
S66x8/09-150,-211.1632698859
S66x8/09-200,-211.1621681554
S66x8/10-A,-95.643329053
S66x8/10-B,-95.6432582612
S66x8/10-090,-191.2948582158
S66x8/10-095,-191.2950086657
S66x8/10-100,-191.2946867444
S66x8/10-105,-191.2941034664
S66x8/10-110,-191.293401037
S66x8/10-125,-191.2912838503
S66x8/10-150,-191.2885241601
S66x8/10-200,-191.2871169626
S66x8/11-A,-95.6431862078
S66x8/11-B,-248.0548969805
S66x8/11-090,-343.7081738546
S66x8/11-095,-343.7083628961
S66x8/11-100,-343.7080507321
S66x8/11-105,-343.7074467795
S66x8/11-110,-343.7066925157
S66x8/11-125,-343.7031793028
S66x8/11-150,-343.7001062075
S66x8/11-200,-343.6987860524
S66x8/12-A,-95.6432614521
S66x8/12-B,-76.3244229116
S66x8/12-090,-171.9830079622
S66x8/12-095,-171.9831323704
S66x8/12-100,-171.9826530596
S66x8/12-105,-171.9818162542
S66x8/12-110,-171.9807919951
S66x8/12-125,-171.9775135153
S66x8/12-150,-171.9733171436
S66x8/12-200,-171.969705917
S66x8/13-A,-248.0549267847
S66x8/13-B,-115.5182921285
S66x8/13-090,-363.5849076959
S66x8/13-095,-363.5851340005
S66x8/13-100,-363.5848437595
S66x8/13-105,-363.5842451662
S66x8/13-110,-363.5834829441
S66x8/13-125,-363.5810126376
S66x8/13-150,-363.5778805684
S66x8/13-200,-363.5751913609
S66x8/14-A,-248.0547921641
S66x8/14-B,-95.643270015
S66x8/14-090,-343.7110954805
S66x8/14-095,-343.7115566956
S66x8/14-100,-343.7113957244
S66x8/14-105,-343.710847915
S66x8/14-110,-343.7100754261
S66x8/14-125,-343.707355557
S66x8/14-150,-343.703657635
S66x8/14-200,-343.7002974139
S66x8/15-A,-248.0548381133
S66x8/15-B,-248.0548515979
S66x8/15-090,-496.1244799321
S66x8/15-095,-496.12487178
S66x8/15-100,-496.1246491063
S66x8/15-105,-496.1240369067
S66x8/15-110,-496.1232012822
S66x8/15-125,-496.1203252199
S66x8/15-150,-496.1163601703
S66x8/15-200,-496.1122547468
S66x8/16-A,-248.0549585369
S66x8/16-B,-76.3244679349
S66x8/16-090,-324.3898444499
S66x8/16-095,-324.3899737156
S66x8/16-100,-324.3896654748
S66x8/16-105,-324.3891033173
S66x8/16-110,-324.3884164091
S66x8/16-125,-324.3862547494
S66x8/16-150,-324.3835799468
S66x8/16-200,-324.381283752
S66x8/17-A,-414.1492448245
S66x8/17-B,-414.1493794991
S66x8/17-090,-828.3295116625
S66x8/17-095,-828.3306074446
S66x8/17-100,-828.330295607
S66x8/17-105,-828.329101641
S66x8/17-110,-828.3273867167
S66x8/17-125,-828.3211602122
S66x8/17-150,-828.3122652275
S66x8/17-200,-828.3037493555
S66x8/18-A,-76.3244505267
S66x8/18-B,-247.7466502773
S66x8/18-090,-324.0854155333
S66x8/18-095,-324.0854911379
S66x8/18-100,-324.0850233384
S66x8/18-105,-324.0842332234
S66x8/18-110,-324.0832722384
S66x8/18-125,-324.0802281129
S66x8/18-150,-324.0763686656
S66x8/18-200,-324.0730320294
S66x8/19-A,-115.5181379831
S66x8/19-B,-247.7466481136
S66x8/19-090,-363.2792131616
S66x8/19-095,-363.2795237543
S66x8/19-100,-363.2792101993
S66x8/19-105,-363.2785169486
S66x8/19-110,-363.2773275339
S66x8/19-125,-363.2745673345
S66x8/19-150,-363.2701963456
S66x8/19-200,-363.2665683841
S66x8/20-A,-228.7272694643
S66x8/20-B,-228.7272745976
S66x8/20-090,-457.4921070777
S66x8/20-095,-457.4931668651
S66x8/20-100,-457.4926363968
S66x8/20-105,-457.4910852968
S66x8/20-110,-457.4889496439
S66x8/20-125,-457.4813503754
S66x8/20-150,-457.4707120761
S66x8/20-200,-457.4604433493
S66x8/21-A,-208.8477081828
S66x8/21-B,-208.8477117621
S66x8/21-090,-417.7255246089
S66x8/21-095,-417.7264154222
S66x8/21-100,-417.7260063382
S66x8/21-105,-417.7247983593
S66x8/21-110,-417.72311341
S66x8/21-125,-417.717162089
S66x8/21-150,-417.7088477012
S66x8/21-200,-417.7002549838
S66x8/22-A,-228.7271776689
S66x8/22-B,-414.1491323906
S66x8/22-090,-642.9126557088
S66x8/22-095,-642.9137805898
S66x8/22-100,-642.9133942645
S66x8/22-105,-642.9120394372
S66x8/22-110,-642.9101186753
S66x8/22-125,-642.9031517262
S66x8/22-150,-642.8930406266
S66x8/22-200,-642.8829699682
S66x8/23-A,-208.8476007063
S66x8/23-B,-414.1490224256
S66x8/23-090,-623.0311257336
S66x8/23-095,-623.0322450353
S66x8/23-100,-623.0319983733
S66x8/23-105,-623.0308642517
S66x8/23-110,-623.0291912713
S66x8/23-125,-623.0229698216
S66x8/23-150,-623.0136934193
S66x8/23-200,-623.0040933845
S66x8/24-A,-231.7010336408
S66x8/24-B,-231.7009871188
S66x8/24-090,-463.3980734977
S66x8/24-095,-463.4013239967
S66x8/24-100,-463.4029443096
S66x8/24-105,-463.4033868382
S66x8/24-110,-463.4031862633
S66x8/24-125,-463.4024077536
S66x8/24-150,-463.4017495535
S66x8/24-200,-463.4017963273
S66x8/25-A,-247.7465759275
S66x8/25-B,-247.7466185613
S66x8/25-090,-495.4916373929
S66x8/25-095,-495.4946996838
S66x8/25-100,-495.496069567
S66x8/25-105,-495.4964763397
S66x8/25-110,-495.4962494759
S66x8/25-125,-495.4949638548
S66x8/25-150,-495.4937283747
S66x8/25-200,-495.4933625196
S66x8/26-A,-414.1495005279
S66x8/26-B,-414.1495005279
S66x8/26-090,-828.3094164929
S66x8/26-095,-828.3117192114
S66x8/26-100,-828.3120829915
S66x8/26-105,-828.3113291675
S66x8/26-110,-828.3100589266
S66x8/26-125,-828.3061727102
S66x8/26-150,-828.3023090728
S66x8/26-200,-828.3001464247
S66x8/27-A,-231.701033717
S66x8/27-B,-247.7466347268
S66x8/27-090,-479.4448647004
S66x8/27-095,-479.4481391932
S66x8/27-100,-479.449686821
S66x8/27-105,-479.4501231091
S66x8/27-110,-479.4498496118
S66x8/27-125,-479.4487686266
S66x8/27-150,-479.44777658
S66x8/27-200,-479.4476062809
S66x8/28-A,-231.7008165412
S66x8/28-B,-414.1500115201
S66x8/28-090,-645.8530004579
S66x8/28-095,-645.8555763195
S66x8/28-100,-645.8565305361
S66x8/28-105,-645.8565647436
S66x8/28-110,-645.8559809898
S66x8/28-125,-645.8536154175
S66x8/28-150,-645.8515933276
S66x8/28-200,-645.8508890448
S66x8/29-A,-247.7465473167
S66x8/29-B,-414.1499762542
S66x8/29-090,-661.8994512117
S66x8/29-095,-661.9031795283
S66x8/29-100,-661.9042093048
S66x8/29-105,-661.9040671862
S66x8/29-110,-661.9032791611
S66x8/29-125,-661.9004212177
S66x8/29-150,-661.898090132
S66x8/29-200,-661.897010254
S66x8/30-A,-231.7010099929
S66x8/30-B,-78.3799189144
S66x8/30-090,-310.0799197643
S66x8/30-095,-310.0811977655
S66x8/30-100,-310.0817573483
S66x8/30-105,-310.0817921953
S66x8/30-110,-310.0815475151
S66x8/30-125,-310.0809951774
S66x8/30-150,-310.0806294826
S66x8/30-200,-310.0807597663
S66x8/31-A,-414.15007833
S66x8/31-B,-78.3799301827
S66x8/31-090,-492.5332166055
S66x8/31-095,-492.5340978468
S66x8/31-100,-492.5342271227
S66x8/31-105,-492.533929368
S66x8/31-110,-492.5334347641
S66x8/31-125,-492.5320113879
S66x8/31-150,-492.5307208471
S66x8/31-200,-492.5301330795
S66x8/32-A,-414.1501055383
S66x8/32-B,-77.1439394779
S66x8/32-090,-491.2978658505
S66x8/32-095,-491.2988949845
S66x8/32-100,-491.2990433503
S66x8/32-105,-491.2987034499
S66x8/32-110,-491.2981488132
S66x8/32-125,-491.2964807334
S66x8/32-150,-491.2948700673
S66x8/32-200,-491.2940591424
S66x8/33-A,-247.7466554814
S66x8/33-B,-78.3798751628
S66x8/33-090,-326.1268707971
S66x8/33-095,-326.1279384523
S66x8/33-100,-326.1282979925
S66x8/33-105,-326.1282582661
S66x8/33-110,-326.128006268
S66x8/33-125,-326.1272128
S66x8/33-150,-326.1265902875
S66x8/33-200,-326.1265288575
S66x8/34-A,-197.2403755169
S66x8/34-B,-197.2402454978
S66x8/34-090,-394.4854427372
S66x8/34-095,-394.4860933235
S66x8/34-100,-394.4859248805
S66x8/34-105,-394.4853810304
S66x8/34-110,-394.4847096712
S66x8/34-125,-394.482894752
S66x8/34-150,-394.4814586053
S66x8/34-200,-394.4810526594
S66x8/35-A,-197.2403240523
S66x8/35-B,-197.2460512641
S66x8/35-090,-394.4892662382
S66x8/35-095,-394.4898458521
S66x8/35-100,-394.4897551053
S66x8/35-105,-394.4893784349
S66x8/35-110,-394.4889113944
S66x8/35-125,-394.4876985917
S66x8/35-150,-394.4868074317
S66x8/35-200,-394.4865733423
S66x8/36-A,-197.2461121525
S66x8/36-B,-197.2461548332
S66x8/36-090,-394.4940070777
S66x8/36-095,-394.4942266373
S66x8/36-100,-394.4941443344
S66x8/36-105,-394.4939278389
S66x8/36-110,-394.4936647824
S66x8/36-125,-394.4929657157
S66x8/36-150,-394.4924347084
S66x8/36-200,-394.4922977349
S66x8/37-A,-196.0519847307
S66x8/37-B,-197.2461087159
S66x8/37-090,-393.3004411088
S66x8/37-095,-393.3010765543
S66x8/37-100,-393.3010601038
S66x8/37-105,-393.3007602883
S66x8/37-110,-393.3003680252
S66x8/37-125,-393.2992884917
S66x8/37-150,-393.2984170403
S66x8/37-200,-393.2981439128
S66x8/38-A,-196.0519281972
S66x8/38-B,-196.0520396576
S66x8/38-090,-392.1072148764
S66x8/38-095,-392.1077897951
S66x8/38-100,-392.1077081248
S66x8/38-105,-392.1072685463
S66x8/38-110,-392.1067191486
S66x8/38-125,-392.1052759788
S66x8/38-150,-392.1042038355
S66x8/38-200,-392.1039154763
S66x8/39-A,-231.7009926742
S66x8/39-B,-196.0518996579
S66x8/39-090,-427.7543992384
S66x8/39-095,-427.7560281803
S66x8/39-100,-427.7565107586
S66x8/39-105,-427.7563415332
S66x8/39-110,-427.7558854559
S66x8/39-125,-427.7544788667
S66x8/39-150,-427.7532640492
S66x8/39-200,-427.7528852575
S66x8/40-A,-231.7009743198
S66x8/40-B,-197.246232448
S66x8/40-090,-428.9483821852
S66x8/40-095,-428.9495974344
S66x8/40-100,-428.9499654453
S66x8/40-105,-428.9498258052
S66x8/40-110,-428.9494862843
S66x8/40-125,-428.9484236255
S66x8/40-150,-428.9474809557
S66x8/40-200,-428.9471777571
S66x8/41-A,-414.1500520441
S66x8/41-B,-197.2405384193
S66x8/41-090,-611.3954166034
S66x8/41-095,-611.3964708435
S66x8/41-100,-611.3964704493
S66x8/41-105,-611.395875879
S66x8/41-110,-611.3948908502
S66x8/41-125,-611.3925440195
S66x8/41-150,-611.3909923967
S66x8/41-200,-611.3906209708
S66x8/42-A,-414.1500864069
S66x8/42-B,-196.0518849162
S66x8/42-090,-610.2053614053
S66x8/42-095,-610.2065416855
S66x8/42-100,-610.2066177116
S66x8/42-105,-610.2061672755
S66x8/42-110,-610.2055278461
S66x8/42-125,-610.2037604096
S66x8/42-150,-610.2023730342
S66x8/42-200,-610.201972503
S66x8/43-A,-414.1501232055
S66x8/43-B,-197.2458986221
S66x8/43-090,-611.3995902388
S66x8/43-095,-611.4005262805
S66x8/43-100,-611.4005201873
S66x8/43-105,-611.400061156
S66x8/43-110,-611.3994745962
S66x8/43-125,-611.3979044523
S66x8/43-150,-611.3966382527
S66x8/43-200,-611.3961939782
S66x8/44-A,-78.3799202076
S66x8/44-B,-197.2404566496
S66x8/44-090,-275.6233688702
S66x8/44-095,-275.6235076096
S66x8/44-100,-275.6232640507
S66x8/44-105,-275.62286262
S66x8/44-110,-275.6224310789
S66x8/44-125,-275.6213943714
S66x8/44-150,-275.6206516583
S66x8/44-200,-275.6204549021
S66x8/45-A,-77.1439377432
S66x8/45-B,-197.240389214
S66x8/45-090,-274.386003747
S66x8/45-095,-274.3864952545
S66x8/45-100,-274.3864877179
S66x8/45-105,-274.3862643584
S66x8/45-110,-274.3859438239
S66x8/45-125,-274.3850725645
S66x8/45-150,-274.3844257474
S66x8/45-200,-274.3841881028
S66x8/46-A,-248.054960028
S66x8/46-B,-197.2403559923
S66x8/46-090,-445.3013254236
S66x8/46-095,-445.3016216039
S66x8/46-100,-445.3013472762
S66x8/46-105,-445.3007656314
S66x8/46-110,-445.3000631282
S66x8/46-125,-445.2981303951
S66x8/46-150,-445.2962096045
S66x8/46-200,-445.2955516241
S66x8/47-A,-231.7009471284
S66x8/47-B,-231.7007853022
S66x8/47-090,-463.4031560807
S66x8/47-095,-463.4045972753
S66x8/47-100,-463.4050442663
S66x8/47-105,-463.404981246
S66x8/47-110,-463.4046614182
S66x8/47-125,-463.4035224479
S66x8/47-150,-463.402458478
S66x8/47-200,-463.4020258099
S66x8/48-A,-247.7465806683
S66x8/48-B,-247.746517178
S66x8/48-090,-495.4964876705
S66x8/48-095,-495.4975659946
S66x8/48-100,-495.4978148552
S66x8/48-105,-495.4976177537
S66x8/48-110,-495.4971897394
S66x8/48-125,-495.4957637763
S66x8/48-150,-495.494306452
S66x8/48-200,-495.4935480427
S66x8/49-A,-231.700949449
S66x8/49-B,-247.7465785653
S66x8/49-090,-479.449595089
S66x8/49-095,-479.4510524361
S66x8/49-100,-479.4514695194
S66x8/49-105,-479.4513648068
S66x8/49-110,-479.4509946843
S66x8/49-125,-479.4496826615
S66x8/49-150,-479.4484080237
S66x8/49-200,-479.4477797289
S66x8/50-A,-231.700924706
S66x8/50-B,-77.1440445557
S66x8/50-090,-308.8478767374
S66x8/50-095,-308.8488549505
S66x8/50-100,-308.8489861977
S66x8/50-105,-308.8487545932
S66x8/50-110,-308.8483368334
S66x8/50-125,-308.8469872408
S66x8/50-150,-308.8456943055
S66x8/50-200,-308.8450009613
S66x8/51-A,-77.1439543968
S66x8/51-B,-77.1440538202
S66x8/51-090,-154.2905368655
S66x8/51-095,-154.2907334883
S66x8/51-100,-154.2906413111
S66x8/51-105,-154.2904064634
S66x8/51-110,-154.290116672
S66x8/51-125,-154.2892954743
S66x8/51-150,-154.2885216996
S66x8/51-200,-154.2880816461
S66x8/52-A,-231.7009210265
S66x8/52-B,-228.7287657554
S66x8/52-090,-460.4363123811
S66x8/52-095,-460.4369439523
S66x8/52-100,-460.4368913359
S66x8/52-105,-460.4364662428
S66x8/52-110,-460.4358538128
S66x8/52-125,-460.4338663184
S66x8/52-150,-460.4316984273
S66x8/52-200,-460.430243633
S66x8/53-A,-231.7009255854
S66x8/53-B,-208.8483854465
S66x8/53-090,-440.5557270076
S66x8/53-095,-440.556181783
S66x8/53-100,-440.556086653
S66x8/53-105,-440.5556830172
S66x8/53-110,-440.5551277137
S66x8/53-125,-440.5533260187
S66x8/53-150,-440.5512586533
S66x8/53-200,-440.5497489415
S66x8/54-A,-231.7009040684
S66x8/54-B,-76.3243434323
S66x8/54-090,-308.0312070345
S66x8/54-095,-308.0315333803
S66x8/54-100,-308.0313367732
S66x8/54-105,-308.0308676173
S66x8/54-110,-308.0302943231
S66x8/54-125,-308.0286675904
S66x8/54-150,-308.0269998745
S66x8/54-200,-308.0258576493
S66x8/55-A,-231.700869868
S66x8/55-B,-115.5182933704
S66x8/55-090,-347.2251971813
S66x8/55-095,-347.2258081839
S66x8/55-100,-347.2257705366
S66x8/55-105,-347.2253914925
S66x8/55-110,-347.2248338968
S66x8/55-125,-347.2229907336
S66x8/55-150,-347.2210322915
S66x8/55-200,-347.2197575373
S66x8/56-A,-231.7009418183
S66x8/56-B,-95.643200687
S66x8/56-090,-327.3479018545
S66x8/56-095,-327.3485950545
S66x8/56-100,-327.3486716022
S66x8/56-105,-327.3484005508
S66x8/56-110,-327.3479261174
S66x8/56-125,-327.3464528474
S66x8/56-150,-327.3451017587
S66x8/56-200,-327.3444225323
S66x8/57-A,-231.7008799552
S66x8/57-B,-248.054956273
S66x8/57-090,-479.7606896873
S66x8/57-095,-479.7623967044
S66x8/57-100,-479.76276313
S66x8/57-105,-479.7624857335
S66x8/57-110,-479.7619089904
S66x8/57-125,-479.759847677
S66x8/57-150,-479.7577547569
S66x8/57-200,-479.7565123412
S66x8/58-A,-247.746587111
S66x8/58-B,-247.7465168509
S66x8/58-090,-495.499122133
S66x8/58-095,-495.5002472214
S66x8/58-100,-495.5002393579
S66x8/58-105,-495.4994678852
S66x8/58-110,-495.4985297955
S66x8/58-125,-495.4962188139
S66x8/58-150,-495.4943919865
S66x8/58-200,-495.4934547363
S66x8/59-A,-77.1441429671
S66x8/59-B,-76.324444527
S66x8/59-090,-153.4745362187
S66x8/59-095,-153.474545816
S66x8/59-100,-153.4742499495
S66x8/59-105,-153.4737964447
S66x8/59-110,-153.4732740594
S66x8/59-125,-153.4717457603
S66x8/59-150,-153.47004322
S66x8/59-200,-153.468747973
S66x8/60-A,-77.1439623612
S66x8/60-B,-228.7287633646
S66x8/60-090,-305.8821984013
S66x8/60-095,-305.8824018587
S66x8/60-100,-305.8820385526
S66x8/60-105,-305.8813690278
S66x8/60-110,-305.8805591
S66x8/60-125,-305.8781072104
S66x8/60-150,-305.8753462152
S66x8/60-200,-305.8734157136
S66x8/61-A,-197.2404190627
S66x8/61-B,-228.7287843203
S66x8/61-090,-425.9735743303
S66x8/61-095,-425.9735698038
S66x8/61-100,-425.9732784355
S66x8/61-105,-425.9728408885
S66x8/61-110,-425.9723557762
S66x8/61-125,-425.9710589835
S66x8/61-150,-425.9697033465
S66x8/61-200,-425.9692784379
S66x8/62-A,-197.2404284201
S66x8/62-B,-208.8483497322
S66x8/62-090,-406.0940614491
S66x8/62-095,-406.0941827227
S66x8/62-100,-406.0938558252
S66x8/62-105,-406.0933092502
S66x8/62-110,-406.0926934768
S66x8/62-125,-406.0910352473
S66x8/62-150,-406.0895442583
S66x8/62-200,-406.0888982375
S66x8/63-A,-231.7009935074
S66x8/63-B,-228.7287544862
S66x8/63-090,-460.4331934924
S66x8/63-095,-460.4343251763
S66x8/63-100,-460.4345085709
S66x8/63-105,-460.434224738
S66x8/63-110,-460.4336866838
S66x8/63-125,-460.4320407841
S66x8/63-150,-460.4305271625
S66x8/63-200,-460.4298635291
S66x8/64-A,-248.0549106603
S66x8/64-B,-78.3800517449
S66x8/64-090,-326.4395442843
S66x8/64-095,-326.4397703234
S66x8/64-100,-326.4395658566
S66x8/64-105,-326.4391431916
S66x8/64-110,-326.4386319166
S66x8/64-125,-326.4371861629
S66x8/64-150,-326.4357043578
S66x8/64-200,-326.4349831984
S66x8/65-A,-247.7466451221
S66x8/65-B,-77.1434027011
S66x8/65-090,-324.8979682321
S66x8/65-095,-324.8982088756
S66x8/65-100,-324.8980354426
S66x8/65-105,-324.8976232684
S66x8/65-110,-324.8970886339
S66x8/65-125,-324.8953539903
S66x8/65-150,-324.8932386065
S66x8/65-200,-324.891582033
S66x8/66-A,-95.6431438363
S66x8/66-B,-247.7466066173
S66x8/66-090,-343.3960825053
S66x8/66-095,-343.3964425927
S66x8/66-100,-343.3963281571
S66x8/66-105,-343.3959378864
S66x8/66-110,-343.3954005978
