system,wB97M(w=400)/def2-QZVP/Q-Chem
S22x5/10-A,-232.40630527
S22x5/10-B,-76.49243531
S22x5/10-0.9,-308.90122217
S22x5/10-1.0,-308.90222587
S22x5/10-1.2,-308.90174684
S22x5/10-1.5,-308.90050301
S22x5/10-2.0,-308.89946321
S22x5/11-A,-232.40634633
S22x5/11-B,-56.60632115
S22x5/11-0.9,-289.01299737
S22x5/11-1.0,-289.01416826
S22x5/11-1.2,-289.01414568
S22x5/11-1.5,-289.01351424
S22x5/11-2.0,-289.01298407
S22x5/12-A,-232.40639611
S22x5/12-B,-40.54491925
S22x5/12-0.9,-272.94993198
S22x5/12-1.0,-272.95127318
S22x5/12-1.2,-272.95167439
S22x5/12-1.5,-272.95150484
S22x5/12-2.0,-272.9513658
S22x5/13-A,-232.40636271
S22x5/13-B,-232.40635146
S22x5/13-0.9,-464.81083627
S22x5/13-1.0,-464.81295818
S22x5/13-1.2,-464.81370022
S22x5/13-1.5,-464.81331574
S22x5/13-2.0,-464.81294529
S22x5/14-A,-232.40637801
S22x5/14-B,-232.40637801
S22x5/14-0.9,-464.80250416
S22x5/14-1.0,-464.81005042
S22x5/14-1.2,-464.81236806
S22x5/14-1.5,-464.81256734
S22x5/14-2.0,-464.81269912
S22x5/15-A,-232.40623593
S22x5/15-B,-364.07192072
S22x5/15-0.9,-596.47862407
S22x5/15-1.0,-596.48141645
S22x5/15-1.2,-596.48208113
S22x5/15-1.5,-596.48077013
S22x5/15-2.0,-596.47934222
S22x5/16-A,-232.40632833
S22x5/16-B,-364.07193045
S22x5/16-0.9,-596.46629938
S22x5/16-1.0,-596.47543966
S22x5/16-1.2,-596.47794151
S22x5/16-1.5,-596.47781052
S22x5/16-2.0,-596.47795561
S22x5/17-A,-264.50166883
S22x5/17-B,-264.50165946
S22x5/17-0.9,-528.9943753
S22x5/17-1.0,-529.00256309
S22x5/17-1.2,-529.00431435
S22x5/17-1.5,-529.0037571
S22x5/17-2.0,-529.00342054
S22x5/18-A,-323.75265068
S22x5/18-B,-303.86956553
S22x5/18-0.9,-627.63944212
S22x5/18-1.0,-627.64323384
S22x5/18-1.2,-627.64078971
S22x5/18-1.5,-627.63332026
S22x5/18-2.0,-627.62678089
S22x5/19-A,-307.6909817
S22x5/19-B,-307.69106614
S22x5/19-0.9,-615.38617055
S22x5/19-1.0,-615.38819236
S22x5/19-1.2,-615.38778427
S22x5/19-1.5,-615.38553417
S22x5/19-2.0,-615.38358919
S22x5/20-A,-415.13491271
S22x5/20-B,-415.1349127
S22x5/20-0.9,-830.26619529
S22x5/20-1.0,-830.27534252
S22x5/20-1.2,-830.27489043
S22x5/20-1.5,-830.27230089
S22x5/20-2.0,-830.27071679
S22x5/21-A,-415.13402281
S22x5/21-B,-415.13402283
S22x5/21-0.9,-830.29211436
S22x5/21-1.0,-830.29595668
S22x5/21-1.2,-830.29238632
S22x5/21-1.5,-830.28318043
S22x5/21-2.0,-830.27494051
S22x5/22-A,-232.4062818
S22x5/22-B,-93.49689625
S22x5/22-0.9,-325.90671143
S22x5/22-1.0,-325.90814113
S22x5/22-1.2,-325.90763374
S22x5/22-1.5,-325.90590575
S22x5/22-2.0,-325.90441056
S66x8/01-A,-76.49258421
S66x8/01-B,-76.49255206
S66x8/01-090,-152.99157295
S66x8/01-095,-152.99219563
S66x8/01-100,-152.99231416
S66x8/01-105,-152.99212906
S66x8/01-110,-152.99176448
S66x8/01-125,-152.99034531
S66x8/01-150,-152.98837901
S66x8/01-200,-152.98648524
S66x8/02-A,-76.4925938
S66x8/02-B,-115.81304565
S66x8/02-090,-192.31219762
S66x8/02-095,-192.31296242
S66x8/02-100,-192.31316276
S66x8/02-105,-192.31301255
S66x8/02-110,-192.31265611
S66x8/02-125,-192.31116227
S66x8/02-150,-192.30902908
S66x8/02-200,-192.30700382
S66x8/03-A,-76.49260998
S66x8/03-B,-95.93211079
S66x8/03-090,-172.4331606
S66x8/03-095,-172.43398243
S66x8/03-100,-172.43418131
S66x8/03-105,-172.43398169
S66x8/03-110,-172.43354339
S66x8/03-125,-172.431682
S66x8/03-150,-172.42890771
S66x8/03-200,-172.42623697
S66x8/04-A,-76.49260739
S66x8/04-B,-248.71161518
S66x8/04-090,-325.2140186
S66x8/04-095,-325.214895
S66x8/04-100,-325.21512126
S66x8/04-105,-325.21491829
S66x8/04-110,-325.21446063
S66x8/04-125,-325.21249721
S66x8/04-150,-325.20953263
S66x8/04-200,-325.2062127
S66x8/05-A,-115.81290254
S66x8/05-B,-115.8130488
S66x8/05-090,-231.63227704
S66x8/05-095,-231.63318062
S66x8/05-100,-231.63348669
S66x8/05-105,-231.63341345
S66x8/05-110,-231.6331134
S66x8/05-125,-231.6316963
S66x8/05-150,-231.62956218
S66x8/05-200,-231.6274988
S66x8/06-A,-115.81261385
S66x8/06-B,-95.932108
S66x8/06-090,-211.75277994
S66x8/06-095,-211.75394374
S66x8/06-100,-211.7543812
S66x8/06-105,-211.75433733
S66x8/06-110,-211.75399808
S66x8/06-125,-211.75225967
S66x8/06-150,-211.74942447
S66x8/06-200,-211.74661944
S66x8/07-A,-115.81270911
S66x8/07-B,-248.71171103
S66x8/07-090,-364.53366137
S66x8/07-095,-364.53474412
S66x8/07-100,-364.53512192
S66x8/07-105,-364.53503209
S66x8/07-110,-364.53465606
S66x8/07-125,-364.53281279
S66x8/07-150,-364.52946888
S66x8/07-200,-364.52608006
S66x8/08-A,-115.81294231
S66x8/08-B,-76.4925577
S66x8/08-090,-192.31167602
S66x8/08-095,-192.31242675
S66x8/08-100,-192.31263908
S66x8/08-105,-192.31252253
S66x8/08-110,-192.31220693
S66x8/08-125,-192.31085593
S66x8/08-150,-192.30889848
S66x8/08-200,-192.30699635
S66x8/09-A,-95.93204517
S66x8/09-B,-115.81307282
S66x8/09-090,-211.74716177
S66x8/09-095,-211.7478434
S66x8/09-100,-211.74811298
S66x8/09-105,-211.74813971
S66x8/09-110,-211.74802389
S66x8/09-125,-211.74739695
S66x8/09-150,-211.74650516
S66x8/09-200,-211.74568156
S66x8/10-A,-95.93200695
S66x8/10-B,-95.93206625
S66x8/10-090,-191.86666753
S66x8/10-095,-191.86770732
S66x8/10-100,-191.86815157
S66x8/10-105,-191.86823442
S66x8/10-110,-191.86809638
S66x8/10-125,-191.86721918
S66x8/10-150,-191.86568033
S66x8/10-200,-191.86462529
S66x8/11-A,-95.93176006
S66x8/11-B,-248.71186054
S66x8/11-090,-344.64741336
S66x8/11-095,-344.64852642
S66x8/11-100,-344.64901541
S66x8/11-105,-344.6491078
S66x8/11-110,-344.64895712
S66x8/11-125,-344.64736972
S66x8/11-150,-344.64554606
S66x8/11-200,-344.64447833
S66x8/12-A,-95.93208351
S66x8/12-B,-76.49200665
S66x8/12-090,-172.43299794
S66x8/12-095,-172.43398906
S66x8/12-100,-172.43429134
S66x8/12-105,-172.43414592
S66x8/12-110,-172.43373143
S66x8/12-125,-172.43185302
S66x8/12-150,-172.42899105
S66x8/12-200,-172.42624489
S66x8/13-A,-248.71184344
S66x8/13-B,-115.81307668
S66x8/13-090,-364.53046009
S66x8/13-095,-364.53154549
S66x8/13-100,-364.53200972
S66x8/13-105,-364.53207253
S66x8/13-110,-364.53188098
S66x8/13-125,-364.53072046
S66x8/13-150,-364.52881654
S66x8/13-200,-364.52682214
S66x8/14-A,-248.71157203
S66x8/14-B,-95.93203951
S66x8/14-090,-344.65016163
S66x8/14-095,-344.6514892
S66x8/14-100,-344.65209367
S66x8/14-105,-344.65222412
S66x8/14-110,-344.65204169
S66x8/14-125,-344.65069288
S66x8/14-150,-344.64828929
S66x8/14-200,-344.64576219
S66x8/15-A,-248.71140492
S66x8/15-B,-248.71160033
S66x8/15-090,-497.43082085
S66x8/15-095,-497.4321212
S66x8/15-100,-497.43269475
S66x8/15-105,-497.43279603
S66x8/15-110,-497.43258404
S66x8/15-125,-497.43113599
S66x8/15-150,-497.4285854
S66x8/15-200,-497.42549234
S66x8/16-A,-248.71163308
S66x8/16-B,-76.4925637
S66x8/16-090,-325.20987724
S66x8/16-095,-325.21070682
S66x8/16-100,-325.21101199
S66x8/16-105,-325.21097423
S66x8/16-110,-325.2107396
S66x8/16-125,-325.20960044
S66x8/16-150,-325.20784798
S66x8/16-200,-325.20601117
S66x8/17-A,-415.13421173
S66x8/17-B,-415.13439779
S66x8/17-090,-830.28814547
S66x8/17-095,-830.29056602
S66x8/17-100,-830.2914867
S66x8/17-105,-830.29141751
S66x8/17-110,-830.29070099
S66x8/17-125,-830.28683868
S66x8/17-150,-830.280271
S66x8/17-200,-830.2734649
S66x8/18-A,-76.49259793
S66x8/18-B,-248.4561655
S66x8/18-090,-324.95670661
S66x8/18-095,-324.95759636
S66x8/18-100,-324.95785056
S66x8/18-105,-324.95769427
S66x8/18-110,-324.95729222
S66x8/18-125,-324.95551731
S66x8/18-150,-324.95284693
S66x8/18-200,-324.95028495
S66x8/19-A,-115.81262502
S66x8/19-B,-248.4561596
S66x8/19-090,-364.27645462
S66x8/19-095,-364.27762049
S66x8/19-100,-364.27807578
S66x8/19-105,-364.27805946
S66x8/19-110,-364.27764766
S66x8/19-125,-364.27608441
S66x8/19-150,-364.27320364
S66x8/19-200,-364.27045679
S66x8/20-A,-229.26470012
S66x8/20-B,-229.26470055
S66x8/20-090,-458.55386743
S66x8/20-095,-458.55628018
S66x8/20-100,-458.55703366
S66x8/20-105,-458.55668886
S66x8/20-110,-458.55565405
S66x8/20-125,-458.55097171
S66x8/20-150,-458.54301969
S66x8/20-200,-458.53484975
S66x8/21-A,-209.37859009
S66x8/21-B,-209.37859399
S66x8/21-090,-418.77647141
S66x8/21-095,-418.77869246
S66x8/21-100,-418.77950246
S66x8/21-105,-418.77937143
S66x8/21-110,-418.77864163
S66x8/21-125,-418.77491198
S66x8/21-150,-418.7687675
S66x8/21-200,-418.76181153
S66x8/22-A,-229.26464424
S66x8/22-B,-415.13412776
S66x8/22-090,-644.42298831
S66x8/22-095,-644.42543828
S66x8/22-100,-644.42630212
S66x8/22-105,-644.42610833
S66x8/22-110,-644.42523002
S66x8/22-125,-644.4207504
S66x8/22-150,-644.4131569
S66x8/22-200,-644.40504381
S66x8/23-A,-209.37849833
S66x8/23-B,-415.13390448
S66x8/23-090,-624.53570506
S66x8/23-095,-624.53808005
S66x8/23-100,-624.539005
S66x8/23-105,-624.53893989
S66x8/23-110,-624.53823324
S66x8/23-125,-624.53429233
S66x8/23-150,-624.52732495
S66x8/23-200,-624.51951885
S66x8/24-A,-232.40645921
S66x8/24-B,-232.40637844
S66x8/24-090,-464.80305053
S66x8/24-095,-464.8076988
S66x8/24-100,-464.81014595
S66x8/24-105,-464.81135819
S66x8/24-110,-464.81191481
S66x8/24-125,-464.8123678
S66x8/24-150,-464.81252586
S66x8/24-200,-464.81268427
S66x8/25-A,-248.45609128
S66x8/25-B,-248.45611889
S66x8/25-090,-496.90387347
S66x8/25-095,-496.90851936
S66x8/25-100,-496.91097083
S66x8/25-105,-496.91215982
S66x8/25-110,-496.91267089
S66x8/25-125,-496.91283802
S66x8/25-150,-496.91258463
S66x8/25-200,-496.91235435
S66x8/26-A,-415.13491259
S66x8/26-B,-415.1349126
S66x8/26-090,-830.26879504
S66x8/26-095,-830.2732584
S66x8/26-100,-830.27534233
S66x8/26-105,-830.27605253
S66x8/26-110,-830.27603458
S66x8/26-125,-830.27473326
S66x8/26-150,-830.27275995
S66x8/26-200,-830.27099092
S66x8/27-A,-232.40643181
S66x8/27-B,-248.45614232
S66x8/27-090,-480.85330254
S66x8/27-095,-480.85821693
S66x8/27-100,-480.86071962
S66x8/27-105,-480.86192017
S66x8/27-110,-480.86242052
S66x8/27-125,-480.86266516
S66x8/27-150,-480.8625794
S66x8/27-200,-480.86252699
S66x8/28-A,-232.40624491
S66x8/28-B,-415.13557317
S66x8/28-090,-647.53531323
S66x8/28-095,-647.53978402
S66x8/28-100,-647.54204024
S66x8/28-105,-647.54307222
S66x8/28-110,-647.5433945
S66x8/28-125,-647.54304947
S66x8/28-150,-647.54234567
S66x8/28-200,-647.54186218
S66x8/29-A,-248.4560541
S66x8/29-B,-415.13556052
S66x8/29-090,-663.58468046
S66x8/29-095,-663.59073146
S66x8/29-100,-663.5934849
S66x8/29-105,-663.59454671
S66x8/29-110,-663.59472472
S66x8/29-125,-663.59403941
S66x8/29-150,-663.59294425
S66x8/29-200,-663.59200368
S66x8/30-A,-232.40641676
S66x8/30-B,-78.64358073
S66x8/30-090,-311.04485073
S66x8/30-095,-311.04713786
S66x8/30-100,-311.0483205
S66x8/30-105,-311.04891049
S66x8/30-110,-311.04918632
S66x8/30-125,-311.04943414
S66x8/30-150,-311.04964306
S66x8/30-200,-311.04985793
S66x8/31-A,-415.13564409
S66x8/31-B,-78.64348357
S66x8/31-090,-493.77715393
S66x8/31-095,-493.77909166
S66x8/31-100,-493.78001016
S66x8/31-105,-493.78040831
S66x8/31-110,-493.78051675
S66x8/31-125,-493.78024546
S66x8/31-150,-493.77973482
S66x8/31-200,-493.7793058
S66x8/32-A,-415.1357246
S66x8/32-B,-77.38815811
S66x8/32-090,-492.52271798
S66x8/32-095,-492.52471704
S66x8/32-100,-492.52564499
S66x8/32-105,-492.52594991
S66x8/32-110,-492.5259417
S66x8/32-125,-492.52534332
S66x8/32-150,-492.5244982
S66x8/32-200,-492.52382368
S66x8/33-A,-248.45618056
S66x8/33-B,-78.64356442
S66x8/33-090,-327.09557582
S66x8/33-095,-327.09758462
S66x8/33-100,-327.09865396
S66x8/33-105,-327.09919063
S66x8/33-110,-327.09943396
S66x8/33-125,-327.09955332
S66x8/33-150,-327.0996017
S66x8/33-200,-327.09967635
S66x8/34-A,-197.90549359
S66x8/34-B,-197.90562831
S66x8/34-090,-395.80662018
S66x8/34-095,-395.80901254
S66x8/34-100,-395.8102076
S66x8/34-105,-395.81081298
S66x8/34-110,-395.81112666
S66x8/34-125,-395.81141973
S66x8/34-150,-395.81139844
S66x8/34-200,-395.81134081
S66x8/35-A,-197.90554488
S66x8/35-B,-197.90892538
S66x8/35-090,-395.81067416
S66x8/35-095,-395.81265839
S66x8/35-100,-395.81365336
S66x8/35-105,-395.81410856
S66x8/35-110,-395.81434268
S66x8/35-125,-395.8145397
S66x8/35-150,-395.81453963
S66x8/35-200,-395.81450281
S66x8/36-A,-197.90887942
S66x8/36-B,-197.90885823
S66x8/36-090,-395.81497749
S66x8/36-095,-395.81607022
S66x8/36-100,-395.8166708
S66x8/36-105,-395.8170121
S66x8/36-110,-395.81719882
S66x8/36-125,-395.8174079
S66x8/36-150,-395.81746832
S66x8/36-200,-395.81745518
S66x8/37-A,-196.69343373
S66x8/37-B,-197.90884848
S66x8/37-090,-394.59816313
S66x8/37-095,-394.60015786
S66x8/37-100,-394.60119117
S66x8/37-105,-394.60171628
S66x8/37-110,-394.60199332
S66x8/37-125,-394.60225213
S66x8/37-150,-394.60229387
S66x8/37-200,-394.60225188
S66x8/38-A,-196.69339105
S66x8/38-B,-196.69339431
S66x8/38-090,-393.38277494
S66x8/38-095,-393.38466813
S66x8/38-100,-393.38577757
S66x8/38-105,-393.38634043
S66x8/38-110,-393.38663249
S66x8/38-125,-393.38684588
S66x8/38-150,-393.38683775
S66x8/38-200,-393.38678442
S66x8/39-A,-232.40639038
S66x8/39-B,-196.69335847
S66x8/39-090,-429.09453513
S66x8/39-095,-429.09751643
S66x8/39-100,-429.09908717
S66x8/39-105,-429.0998614
S66x8/39-110,-429.10014144
S66x8/39-125,-429.10017329
S66x8/39-150,-429.09994134
S66x8/39-200,-429.09976056
S66x8/40-A,-232.40636731
S66x8/40-B,-197.9086833
S66x8/40-090,-430.31134772
S66x8/40-095,-430.31363667
S66x8/40-100,-430.31482905
S66x8/40-105,-430.31538541
S66x8/40-110,-430.31558394
S66x8/40-125,-430.31562246
S66x8/40-150,-430.31543863
S66x8/40-200,-430.3153222
S66x8/41-A,-415.13559212
S66x8/41-B,-197.90561374
S66x8/41-090,-613.03664638
S66x8/41-095,-613.03933694
S66x8/41-100,-613.04076157
S66x8/41-105,-613.04148122
S66x8/41-110,-613.04172299
S66x8/41-125,-613.04168977
S66x8/41-150,-613.04140326
S66x8/41-200,-613.04120495
S66x8/42-A,-415.13559272
S66x8/42-B,-196.69336711
S66x8/42-090,-611.82398461
S66x8/42-095,-611.82684314
S66x8/42-100,-611.82826972
S66x8/42-105,-611.82893413
S66x8/42-110,-611.82921305
S66x8/42-125,-611.82931879
S66x8/42-150,-611.82916842
S66x8/42-200,-611.82898746
S66x8/43-A,-415.13563976
S66x8/43-B,-197.90900284
S66x8/43-090,-613.04105988
S66x8/43-095,-613.04332808
S66x8/43-100,-613.04442378
S66x8/43-105,-613.04489882
S66x8/43-110,-613.04503843
S66x8/43-125,-613.04493287
S66x8/43-150,-613.04461529
S66x8/43-200,-613.04433828
S66x8/44-A,-78.64357
S66x8/44-B,-197.90546631
S66x8/44-090,-276.5472117
S66x8/44-095,-276.54831093
S66x8/44-100,-276.54884961
S66x8/44-105,-276.54913823
S66x8/44-110,-276.54925098
S66x8/44-125,-276.54934642
S66x8/44-150,-276.54930947
S66x8/44-200,-276.54923771
S66x8/45-A,-77.38819085
S66x8/45-B,-197.9056251
S66x8/45-090,-275.2911511
S66x8/45-095,-275.29259083
S66x8/45-100,-275.29330797
S66x8/45-105,-275.29365842
S66x8/45-110,-275.29379696
S66x8/45-125,-275.29383742
S66x8/45-150,-275.29371068
S66x8/45-200,-275.2935223
S66x8/46-A,-248.71176669
S66x8/46-B,-197.9055728
S66x8/46-090,-446.61486949
S66x8/46-095,-446.61651736
S66x8/46-100,-446.61740534
S66x8/46-105,-446.61786378
S66x8/46-110,-446.61804467
S66x8/46-125,-446.61805021
S66x8/46-150,-446.6177741
S66x8/46-200,-446.61746713
S66x8/47-A,-232.4063509
S66x8/47-B,-232.40616984
S66x8/47-090,-464.8092464
S66x8/47-095,-464.8116699
S66x8/47-100,-464.81285408
S66x8/47-105,-464.81340469
S66x8/47-110,-464.81361179
S66x8/47-125,-464.81349829
S66x8/47-150,-464.81314026
S66x8/47-200,-464.81284161
S66x8/48-A,-248.45608406
S66x8/48-B,-248.45600549
S66x8/48-090,-496.91018773
S66x8/48-095,-496.9122357
S66x8/48-100,-496.91326843
S66x8/48-105,-496.9137397
S66x8/48-110,-496.91386262
S66x8/48-125,-496.91359606
S66x8/48-150,-496.9130233
S66x8/48-200,-496.91247672
S66x8/49-A,-232.40634527
S66x8/49-B,-248.45608589
S66x8/49-090,-480.85978277
S66x8/49-095,-480.86221289
S66x8/49-100,-480.8633812
S66x8/49-105,-480.863885
S66x8/49-110,-480.86405284
S66x8/49-125,-480.86378519
S66x8/49-150,-480.86323804
S66x8/49-200,-480.86274841
S66x8/50-A,-232.40634126
S66x8/50-B,-77.38824628
S66x8/50-090,-309.79378449
S66x8/50-095,-309.79553914
S66x8/50-100,-309.7962997
S66x8/50-105,-309.79649194
S66x8/50-110,-309.7965055
S66x8/50-125,-309.79597307
S66x8/50-150,-309.7952295
S66x8/50-200,-309.79461005
S66x8/51-A,-77.38820629
S66x8/51-B,-77.38827171
S66x8/51-090,-154.77702486
S66x8/51-095,-154.7776359
S66x8/51-100,-154.77788019
S66x8/51-105,-154.77792086
S66x8/51-110,-154.77785139
S66x8/51-125,-154.77747154
S66x8/51-150,-154.77697175
S66x8/51-200,-154.77656921
S66x8/52-A,-232.40634435
S66x8/52-B,-229.266803
S66x8/52-090,-461.67474823
S66x8/52-095,-461.67631128
S66x8/52-100,-461.6770191
S66x8/52-105,-461.67720651
S66x8/52-110,-461.67711323
S66x8/52-125,-461.67623728
S66x8/52-150,-461.67492464
S66x8/52-200,-461.6737441
S66x8/53-A,-232.40636336
S66x8/53-B,-209.37970718
S66x8/53-090,-441.78763217
S66x8/53-095,-441.78892196
S66x8/53-100,-441.78952616
S66x8/53-105,-441.78971639
S66x8/53-110,-441.78966541
S66x8/53-125,-441.78891459
S66x8/53-150,-441.78771224
S66x8/53-200,-441.78651888
S66x8/54-A,-232.40631569
S66x8/54-B,-76.49248689
S66x8/54-090,-308.90082312
S66x8/54-095,-308.90183349
S66x8/54-100,-308.90222294
S66x8/54-105,-308.90226222
S66x8/54-110,-308.90211465
S66x8/54-125,-308.90135796
S66x8/54-150,-308.90031231
S66x8/54-200,-308.89934335
S66x8/55-A,-232.40628107
S66x8/55-B,-115.81299828
S66x8/55-090,-348.21998213
S66x8/55-095,-348.22157002
S66x8/55-100,-348.22231369
S66x8/55-105,-348.22258637
S66x8/55-110,-348.22259844
S66x8/55-125,-348.22196431
S66x8/55-150,-348.22093359
S66x8/55-200,-348.21994056
S66x8/56-A,-232.40634903
S66x8/56-B,-95.93203925
S66x8/56-090,-328.33722202
S66x8/56-095,-328.33882946
S66x8/56-100,-328.33963985
S66x8/56-105,-328.34000545
S66x8/56-110,-328.34009528
S66x8/56-125,-328.33974026
S66x8/56-150,-328.33915078
S66x8/56-200,-328.33862614
S66x8/57-A,-232.40627574
S66x8/57-B,-248.71170958
S66x8/57-090,-481.11641879
S66x8/57-095,-481.11944433
S66x8/57-100,-481.1208661
S66x8/57-105,-481.12140247
S66x8/57-110,-481.12148975
S66x8/57-125,-481.1208191
S66x8/57-150,-481.11972148
S66x8/57-200,-481.11870786
S66x8/58-A,-248.456032
S66x8/58-B,-248.45598868
S66x8/58-090,-496.9120534
S66x8/58-095,-496.91428751
S66x8/58-100,-496.91551503
S66x8/58-105,-496.91562569
S66x8/58-110,-496.91534085
S66x8/58-125,-496.91423095
S66x8/58-150,-496.91312109
S66x8/58-200,-496.9123427
S66x8/59-A,-77.38829743
S66x8/59-B,-76.49255619
S66x8/59-090,-153.88407101
S66x8/59-095,-153.88461402
S66x8/59-100,-153.88476822
S66x8/59-105,-153.88469988
S66x8/59-110,-153.8845011
S66x8/59-125,-153.88367586
S66x8/59-150,-153.88253935
S66x8/59-200,-153.88145419
S66x8/60-A,-77.38815932
S66x8/60-B,-229.26677001
S66x8/60-090,-306.65936102
S66x8/60-095,-306.66044733
S66x8/60-100,-306.6608066
S66x8/60-105,-306.66073353
S66x8/60-110,-306.66041918
S66x8/60-125,-306.65900836
S66x8/60-150,-306.65711471
S66x8/60-200,-306.65553913
S66x8/61-A,-197.90556892
S66x8/61-B,-229.26689955
S66x8/61-090,-427.17084416
S66x8/61-095,-427.17181065
S66x8/61-100,-427.17236806
S66x8/61-105,-427.17266016
S66x8/61-110,-427.17280063
S66x8/61-125,-427.17287868
S66x8/61-150,-427.17272894
S66x8/61-200,-427.17254807
S66x8/62-A,-197.90561201
S66x8/62-B,-209.37977517
S66x8/62-090,-407.28364279
S66x8/62-095,-407.2849862
S66x8/62-100,-407.28570028
S66x8/62-105,-407.28603218
S66x8/62-110,-407.28615318
S66x8/62-125,-407.28609168
S66x8/62-150,-407.28582483
S66x8/62-200,-407.28551561
S66x8/63-A,-232.40641416
S66x8/63-B,-229.26682403
S66x8/63-090,-461.67104734
S66x8/63-095,-461.67338135
S66x8/63-100,-461.67445458
S66x8/63-105,-461.67490389
S66x8/63-110,-461.67498926
S66x8/63-125,-461.67459227
S66x8/63-150,-461.67392923
S66x8/63-200,-461.67339739
S66x8/64-A,-248.71179593
S66x8/64-B,-78.64360025
S66x8/64-090,-327.35508463
S66x8/64-095,-327.35616889
S66x8/64-100,-327.35670147
S66x8/64-105,-327.35689123
S66x8/64-110,-327.3569072
S66x8/64-125,-327.35658831
S66x8/64-150,-327.35601106
S66x8/64-200,-327.35548531
S66x8/65-A,-248.45615897
S66x8/65-B,-77.38753801
S66x8/65-090,-325.84795541
S66x8/65-095,-325.84876336
S66x8/65-100,-325.84907119
S66x8/65-105,-325.84907424
S66x8/65-110,-325.84888843
S66x8/65-125,-325.84791192
S66x8/65-150,-325.84646491
S66x8/65-200,-325.84514603
S66x8/66-A,-95.93207444
S66x8/66-B,-248.45613218
S66x8/66-090,-344.38853045
S66x8/66-095,-344.38982442
S66x8/66-100,-344.39049095
S66x8/66-105,-344.39076279
S66x8/66-110,-344.39079689
S66x8/66-125,-344.39032586
S66x8/66-150,-344.38946265
S66x8/66-200,-344.38865037
NCIBLIND10/01-A,-232.40288164
NCIBLIND10/01-B,-40.54420513
NCIBLIND10/01-1,-272.94350908
NCIBLIND10/01-2,-272.94724373
NCIBLIND10/01-3,-272.94733526
NCIBLIND10/01-4,-272.9471764
NCIBLIND10/01-5,-272.94712114
NCIBLIND10/01-6,-272.94710097
NCIBLIND10/01-7,-272.9470935
NCIBLIND10/02-A,-232.40516661
NCIBLIND10/02-B,-76.49217839
NCIBLIND10/02-1,-308.88516926
NCIBLIND10/02-2,-308.89954502
NCIBLIND10/02-3,-308.90054131
NCIBLIND10/02-4,-308.89972346
NCIBLIND10/02-5,-308.89901678
NCIBLIND10/02-6,-308.89851535
NCIBLIND10/02-7,-308.89793107
NCIBLIND10/02-8,-308.89767732
NCIBLIND10/02-9,-308.89755172
NCIBLIND10/03-A,-155.1577762
NCIBLIND10/03-B,-155.15775023
NCIBLIND10/03-1,-310.31312403
NCIBLIND10/03-2,-310.31650987
NCIBLIND10/03-3,-310.31655641
NCIBLIND10/03-4,-310.31599657
NCIBLIND10/03-5,-310.31574872
NCIBLIND10/03-6,-310.31564881
NCIBLIND10/03-7,-310.31560609
NCIBLIND10/04-A,-599.93189953
NCIBLIND10/04-B,-599.93321729
NCIBLIND10/04-1,-1199.86415026
NCIBLIND10/04-2,-1199.87301809
NCIBLIND10/04-3,-1199.87363131
NCIBLIND10/04-4,-1199.87006212
