system,wB97M(w=450)/def2-QZVP/Q-Chem
S22x5/11-0.9,-289.01592508
S22x5/11-1.0,-289.0170787
S22x5/11-1.2,-289.0170349
S22x5/11-1.5,-289.01639768
S22x5/11-2.0,-289.01586597
S22x5/12-A,-232.40606787
S22x5/12-B,-40.54747657
S22x5/12-0.9,-272.95221093
S22x5/12-1.0,-272.95352878
S22x5/12-1.2,-272.95390723
S22x5/12-1.5,-272.95373459
S22x5/12-2.0,-272.9535952
S22x5/13-A,-232.40602744
S22x5/13-B,-232.4060136
S22x5/13-0.9,-464.81024739
S22x5/13-1.0,-464.81234241
S22x5/13-1.2,-464.81304691
S22x5/13-1.5,-464.8126494
S22x5/13-2.0,-464.8122756
S22x5/14-A,-232.40604804
S22x5/14-B,-232.40604804
S22x5/14-0.9,-464.80193798
S22x5/14-1.0,-464.80942716
S22x5/14-1.2,-464.81169045
S22x5/14-1.5,-464.81189752
S22x5/14-2.0,-464.81203744
S22x5/15-A,-232.40587797
S22x5/15-B,-364.07160638
S22x5/15-0.9,-596.47805461
S22x5/15-1.0,-596.48082452
S22x5/15-1.2,-596.48144801
S22x5/15-1.5,-596.48011594
S22x5/15-2.0,-596.47868023
S22x5/16-A,-232.40598924
S22x5/16-B,-364.07163017
S22x5/16-0.9,-596.46579318
S22x5/16-1.0,-596.47485712
S22x5/16-1.2,-596.47727079
S22x5/16-1.5,-596.47714463
S22x5/16-2.0,-596.4773068
S22x5/17-A,-264.50167154
S22x5/17-B,-264.50165851
S22x5/17-0.9,-528.99450295
S22x5/17-1.0,-529.00263465
S22x5/17-1.2,-529.00431447
S22x5/17-1.5,-529.00375389
S22x5/17-2.0,-529.00342173
S22x5/18-A,-323.75555064
S22x5/18-B,-303.87138804
S22x5/18-0.9,-627.64412285
S22x5/18-1.0,-627.64795285
S22x5/18-1.2,-627.64553091
S22x5/18-1.5,-627.63804863
S22x5/18-2.0,-627.63150468
S22x5/19-A,-307.69363675
S22x5/19-B,-307.69371982
S22x5/19-0.9,-615.39158821
S22x5/19-1.0,-615.39359409
S22x5/19-1.2,-615.39314972
S22x5/19-1.5,-615.39087083
S22x5/19-2.0,-615.38891156
S22x5/20-A,-415.14197449
S22x5/20-B,-415.14197448
S22x5/20-0.9,-830.28055412
S22x5/20-1.0,-830.28958137
S22x5/20-1.2,-830.28903002
S22x5/20-1.5,-830.28643459
S22x5/20-2.0,-830.28484688
S22x5/21-A,-415.14103872
S22x5/21-B,-415.14103873
S22x5/21-0.9,-830.30628502
S22x5/21-1.0,-830.31014733
S22x5/21-1.2,-830.30657217
S22x5/21-1.5,-830.29732137
S22x5/21-2.0,-830.28903898
S22x5/22-A,-232.40593096
S22x5/22-B,-93.49677265
S22x5/22-0.9,-325.90642716
S22x5/22-1.0,-325.90781371
S22x5/22-1.2,-325.90724273
S22x5/22-1.5,-325.90547619
S22x5/22-2.0,-325.90395729
S66x8/01-A,-76.49729035
S66x8/01-B,-76.49724523
S66x8/01-090,-153.00096248
S66x8/01-095,-153.00158777
S66x8/01-100,-153.00170707
S66x8/01-105,-153.0015214
S66x8/01-110,-153.0011558
S66x8/01-125,-152.9997322
S66x8/01-150,-152.99776207
S66x8/01-200,-152.99586274
S66x8/02-A,-76.49730146
S66x8/02-B,-115.8186582
S66x8/02-090,-192.32252277
S66x8/02-095,-192.323288
S66x8/02-100,-192.32348789
S66x8/02-105,-192.32333589
S66x8/02-110,-192.32297727
S66x8/02-125,-192.32147666
S66x8/02-150,-192.31933697
S66x8/02-200,-192.31730494
S66x8/03-A,-76.49732202
S66x8/03-B,-95.93637892
S66x8/03-090,-172.44205916
S66x8/03-095,-172.44288961
S66x8/03-100,-172.4430949
S66x8/03-105,-172.44289913
S66x8/03-110,-172.44246327
S66x8/03-125,-172.44060343
S66x8/03-150,-172.43782963
S66x8/03-200,-172.43516361
S66x8/04-A,-76.49731834
S66x8/04-B,-248.71890371
S66x8/04-090,-325.2260694
S66x8/04-095,-325.22694124
S66x8/04-100,-325.22716203
S66x8/04-105,-325.22695289
S66x8/04-110,-325.22648857
S66x8/04-125,-325.22450688
S66x8/04-150,-325.22152225
S66x8/04-200,-325.21818369
S66x8/05-A,-115.81851163
S66x8/05-B,-115.81865843
S66x8/05-090,-231.64351845
S66x8/05-095,-231.64442514
S66x8/05-100,-231.64473306
S66x8/05-105,-231.64466004
S66x8/05-110,-231.64435938
S66x8/05-125,-231.64293888
S66x8/05-150,-231.64080152
S66x8/05-200,-231.63873463
S66x8/06-A,-115.818199
S66x8/06-B,-95.93637426
S66x8/06-090,-211.76258916
S66x8/06-095,-211.76376188
S66x8/06-100,-211.76420629
S66x8/06-105,-211.76416732
S66x8/06-110,-211.76383148
S66x8/06-125,-211.76209849
S66x8/06-150,-211.75926736
S66x8/06-200,-211.7564703
S66x8/07-A,-115.81829075
S66x8/07-B,-248.71900242
S66x8/07-090,-364.54660175
S66x8/07-095,-364.54768282
S66x8/07-100,-364.54805754
S66x8/07-105,-364.54796383
S66x8/07-110,-364.54758295
S66x8/07-125,-364.54572547
S66x8/07-150,-364.54236566
S66x8/07-200,-364.5389704
S66x8/08-A,-115.81855759
S66x8/08-B,-76.49725157
S66x8/08-090,-192.3219942
S66x8/08-095,-192.32275005
S66x8/08-100,-192.32296545
S66x8/08-105,-192.32285011
S66x8/08-110,-192.32253489
S66x8/08-125,-192.32118262
S66x8/08-150,-192.31922422
S66x8/08-200,-192.31731932
S66x8/09-A,-95.93631794
S66x8/09-B,-115.81869495
S66x8/09-090,-211.75703358
S66x8/09-095,-211.75771892
S66x8/09-100,-211.7579906
S66x8/09-105,-211.75801856
S66x8/09-110,-211.75790328
S66x8/09-125,-211.75727784
S66x8/09-150,-211.7563879
S66x8/09-200,-211.75556528
S66x8/10-A,-95.93625244
S66x8/10-B,-95.93632754
S66x8/10-090,-191.87517052
S66x8/10-095,-191.87621407
S66x8/10-100,-191.87665949
S66x8/10-105,-191.87674241
S66x8/10-110,-191.87660409
S66x8/10-125,-191.87572609
S66x8/10-150,-191.87419215
S66x8/10-200,-191.87314197
S66x8/11-A,-95.93597705
S66x8/11-B,-248.719145
S66x8/11-090,-344.65900953
S66x8/11-095,-344.66011847
S66x8/11-100,-344.66060156
S66x8/11-105,-344.66068749
S66x8/11-110,-344.66053046
S66x8/11-125,-344.65892469
S66x8/11-150,-344.65709449
S66x8/11-200,-344.65602485
S66x8/12-A,-95.93635019
S66x8/12-B,-76.49660097
S66x8/12-090,-172.44191171
S66x8/12-095,-172.44290823
S66x8/12-100,-172.44321446
S66x8/12-105,-172.44307113
S66x8/12-110,-172.44265744
S66x8/12-125,-172.44077796
S66x8/12-150,-172.43791459
S66x8/12-200,-172.43517104
S66x8/13-A,-248.71912253
S66x8/13-B,-115.81869439
S66x8/13-090,-364.54339288
S66x8/13-095,-364.54448319
S66x8/13-100,-364.54494902
S66x8/13-105,-364.54501136
S66x8/13-110,-364.54481806
S66x8/13-125,-364.54365038
S66x8/13-150,-364.54173867
S66x8/13-200,-364.53973529
S66x8/14-A,-248.71883133
S66x8/14-B,-95.93628989
S66x8/14-090,-344.6616421
S66x8/14-095,-344.66298148
S66x8/14-100,-344.66359381
S66x8/14-105,-344.66372924
S66x8/14-110,-344.66354988
S66x8/14-125,-344.66220336
S66x8/14-150,-344.65980262
S66x8/14-200,-344.65728295
S66x8/15-A,-248.71866582
S66x8/15-B,-248.71888988
S66x8/15-090,-497.44542902
S66x8/15-095,-497.44673243
S66x8/15-100,-497.44730588
S66x8/15-105,-497.44740458
S66x8/15-110,-497.44718874
S66x8/15-125,-497.44572696
S66x8/15-150,-497.44316141
S66x8/15-200,-497.44005627
S66x8/16-A,-248.71891506
S66x8/16-B,-76.49725923
S66x8/16-090,-325.22186895
S66x8/16-095,-325.22270577
S66x8/16-100,-325.22301475
S66x8/16-105,-325.22297859
S66x8/16-110,-325.22274408
S66x8/16-125,-325.22160235
S66x8/16-150,-325.21984696
S66x8/16-200,-325.21800305
S66x8/17-A,-415.14123399
S66x8/17-B,-415.14142377
S66x8/17-090,-830.30227508
S66x8/17-095,-830.30470737
S66x8/17-100,-830.30563505
S66x8/17-105,-830.30556869
S66x8/17-110,-830.30485142
S66x8/17-125,-830.30097302
S66x8/17-150,-830.29437476
S66x8/17-200,-830.28754047
S66x8/18-A,-76.49730613
S66x8/18-B,-248.45610255
S66x8/18-090,-324.96126764
S66x8/18-095,-324.96216712
S66x8/18-100,-324.96242856
S66x8/18-105,-324.9622768
S66x8/18-110,-324.96187758
S66x8/18-125,-324.96010531
S66x8/18-150,-324.95743602
S66x8/18-200,-324.95487747
S66x8/19-A,-115.81820913
S66x8/19-B,-248.45609704
S66x8/19-090,-364.28194318
S66x8/19-095,-364.28312232
S66x8/19-100,-364.28358799
S66x8/19-105,-364.2835794
S66x8/19-110,-364.28313855
S66x8/19-125,-364.28161914
S66x8/19-150,-364.27870218
S66x8/19-200,-364.2759579
S66x8/20-A,-229.27212583
S66x8/20-B,-229.27212531
S66x8/20-090,-458.56889395
S66x8/20-095,-458.57129021
S66x8/20-100,-458.5720292
S66x8/20-105,-458.57167094
S66x8/20-110,-458.5706216
S66x8/20-125,-458.56594771
S66x8/20-150,-458.55794201
S66x8/20-200,-458.5497303
S66x8/21-A,-209.38481208
S66x8/21-B,-209.38481624
S66x8/21-090,-418.78899017
S66x8/21-095,-418.79122317
S66x8/21-100,-418.79203946
S66x8/21-105,-418.79191091
S66x8/21-110,-418.79117925
S66x8/21-125,-418.78743273
S66x8/21-150,-418.78125863
S66x8/21-200,-418.77427558
S66x8/22-A,-229.27207448
S66x8/22-B,-415.14115557
S66x8/22-090,-644.43761616
S66x8/22-095,-644.44006548
S66x8/22-100,-644.44092721
S66x8/22-105,-644.44072914
S66x8/22-110,-644.43984453
S66x8/22-125,-644.43533804
S66x8/22-150,-644.42770084
S66x8/22-200,-644.41954696
S66x8/23-A,-209.38472857
S66x8/23-B,-415.14090479
S66x8/23-090,-624.54906289
S66x8/23-095,-624.55144638
S66x8/23-100,-624.55237672
S66x8/23-105,-624.55231308
S66x8/23-110,-624.55160471
S66x8/23-125,-624.54764686
S66x8/23-150,-624.54064472
S66x8/23-200,-624.53280226
S66x8/24-A,-232.40614491
S66x8/24-B,-232.40604393
S66x8/24-090,-464.80247862
S66x8/24-095,-464.80709943
S66x8/24-100,-464.80951858
S66x8/24-105,-464.81070875
S66x8/24-110,-464.8112497
S66x8/24-125,-464.81168779
S66x8/24-150,-464.81185556
S66x8/24-200,-464.81202237
S66x8/25-A,-248.45600607
S66x8/25-B,-248.45603611
S66x8/25-090,-496.90382655
S66x8/25-095,-496.9084426
S66x8/25-100,-496.91086399
S66x8/25-105,-496.91202706
S66x8/25-110,-496.91251878
S66x8/25-125,-496.91266151
S66x8/25-150,-496.91241059
S66x8/25-200,-496.91218526
S66x8/26-A,-415.14197423
S66x8/26-B,-415.14197425
S66x8/26-090,-830.28313343
S66x8/26-095,-830.28754412
S66x8/26-100,-830.28958091
S66x8/26-105,-830.29025433
S66x8/26-110,-830.29020782
S66x8/26-125,-830.28887034
S66x8/26-150,-830.28689232
S66x8/26-200,-830.28512073
S66x8/27-A,-232.40610899
S66x8/27-B,-248.45606421
S66x8/27-090,-480.85300444
S66x8/27-095,-480.85788679
S66x8/27-100,-480.86035804
S66x8/27-105,-480.86153273
S66x8/27-110,-480.86201454
S66x8/27-125,-480.8622387
S66x8/27-150,-480.86215862
S66x8/27-200,-480.86211286
S66x8/28-A,-232.40588963
S66x8/28-B,-415.14267039
S66x8/28-090,-647.54224946
S66x8/28-095,-647.54667474
S66x8/28-100,-647.54888881
S66x8/28-105,-647.54988666
S66x8/28-110,-647.55018245
S66x8/28-125,-647.54980282
S66x8/28-150,-647.54909515
S66x8/28-200,-647.54861268
S66x8/29-A,-248.45596319
S66x8/29-B,-415.14266933
S66x8/29-090,-663.59188989
S66x8/29-095,-663.59789019
S66x8/29-100,-663.60059563
S66x8/29-105,-663.60161819
S66x8/29-110,-663.60176806
S66x8/29-125,-663.60105008
S66x8/29-150,-663.59994967
S66x8/29-200,-663.59900544
S66x8/30-A,-232.40609163
S66x8/30-B,-78.64498638
S66x8/30-090,-311.04596971
S66x8/30-095,-311.04824091
S66x8/30-100,-311.04940826
S66x8/30-105,-311.04998551
S66x8/30-110,-311.05025302
S66x8/30-125,-311.05049546
S66x8/30-150,-311.05071402
S66x8/30-200,-311.05093701
S66x8/31-A,-415.14275157
S66x8/31-B,-78.6448593
S66x8/31-090,-493.78574742
S66x8/31-095,-493.78765731
S66x8/31-100,-493.78855239
S66x8/31-105,-493.7889319
S66x8/31-110,-493.7890273
S66x8/31-125,-493.7887406
S66x8/31-150,-493.78822802
S66x8/31-200,-493.78779737
S66x8/32-A,-415.14285564
S66x8/32-B,-77.38764848
S66x8/32-090,-492.52941684
S66x8/32-095,-492.53138991
S66x8/32-100,-492.53229526
S66x8/32-105,-492.53258083
S66x8/32-110,-492.53255766
S66x8/32-125,-492.53194002
S66x8/32-150,-492.5310897
S66x8/32-200,-492.53041179
S66x8/33-A,-248.45611149
S66x8/33-B,-78.64497453
S66x8/33-090,-327.09695215
S66x8/33-095,-327.09894479
S66x8/33-100,-327.0999986
S66x8/33-105,-327.1005226
S66x8/33-110,-327.1007569
S66x8/33-125,-327.10086651
S66x8/33-150,-327.10092496
S66x8/33-200,-327.10100834
S66x8/34-A,-197.91243943
S66x8/34-B,-197.91263119
S66x8/34-090,-395.82064285
S66x8/34-095,-395.82300048
S66x8/34-100,-395.82417204
S66x8/34-105,-395.82476251
S66x8/34-110,-395.82506741
S66x8/34-125,-395.82535765
S66x8/34-150,-395.82534499
S66x8/34-200,-395.82529058
S66x8/35-A,-197.91251243
S66x8/35-B,-197.91591569
S66x8/35-090,-395.82467954
S66x8/35-095,-395.82663976
S66x8/35-100,-395.82761788
S66x8/35-105,-395.82806274
S66x8/35-110,-395.82829141
S66x8/35-125,-395.82848736
S66x8/35-150,-395.82849217
S66x8/35-200,-395.82845698
S66x8/36-A,-197.91585498
S66x8/36-B,-197.91581509
S66x8/36-090,-395.82891778
S66x8/36-095,-395.8299988
S66x8/36-100,-395.83059109
S66x8/36-105,-395.83092798
S66x8/36-110,-395.83111263
S66x8/36-125,-395.83132311
S66x8/36-150,-395.83138855
S66x8/36-200,-395.83137969
S66x8/37-A,-196.69882033
S66x8/37-B,-197.91585976
S66x8/37-090,-394.61055903
S66x8/37-095,-394.61253227
S66x8/37-100,-394.61355002
S66x8/37-105,-394.61406572
S66x8/37-110,-394.61433718
S66x8/37-125,-394.61459402
S66x8/37-150,-394.61464047
S66x8/37-200,-394.61460097
S66x8/38-A,-196.69878172
S66x8/38-B,-196.6987852
S66x8/38-090,-393.39358818
S66x8/38-095,-393.39546504
S66x8/38-100,-393.39656086
S66x8/38-105,-393.39711464
S66x8/38-110,-393.39740144
S66x8/38-125,-393.39761654
S66x8/38-150,-393.3976157
S66x8/38-200,-393.39756512
S66x8/39-A,-232.40605893
S66x8/39-B,-196.69874784
S66x8/39-090,-429.09967975
S66x8/39-095,-429.10263485
S66x8/39-100,-429.10418152
S66x8/39-105,-429.10493701
S66x8/39-110,-429.10520226
S66x8/39-125,-429.10522103
S66x8/39-150,-429.10499134
S66x8/39-200,-429.10481336
S66x8/40-A,-232.40603073
S66x8/40-B,-197.91559099
S66x8/40-090,-430.31806928
S66x8/40-095,-430.3203334
S66x8/40-100,-430.32150575
S66x8/40-105,-430.3220469
S66x8/40-110,-430.32223418
S66x8/40-125,-430.32226464
S66x8/40-150,-430.32208784
S66x8/40-200,-430.32198214
S66x8/41-A,-415.14267757
S66x8/41-B,-197.9125795
S66x8/41-090,-613.05080611
S66x8/41-095,-613.05345399
S66x8/41-100,-613.05484751
S66x8/41-105,-613.05554405
S66x8/41-110,-613.05576688
S66x8/41-125,-613.05572535
S66x8/41-150,-613.05544579
S66x8/41-200,-613.05525209
S66x8/42-A,-415.14267548
S66x8/42-B,-196.69875125
S66x8/42-090,-611.83653474
S66x8/42-095,-611.83935718
S66x8/42-100,-611.84075649
S66x8/42-105,-611.84140247
S66x8/42-110,-611.84166959
S66x8/42-125,-611.84177071
S66x8/42-150,-611.84162795
S66x8/42-200,-611.84145267
S66x8/43-A,-415.14274091
S66x8/43-B,-197.91604565
S66x8/43-090,-613.055186
S66x8/43-095,-613.05742385
S66x8/43-100,-613.05849607
S66x8/43-105,-613.05895429
S66x8/43-110,-613.05908324
S66x8/43-125,-613.05897092
S66x8/43-150,-613.05865699
S66x8/43-200,-613.05838284
S66x8/44-A,-78.64497228
S66x8/44-B,-197.91239144
S66x8/44-090,-276.55562069
S66x8/44-095,-276.55670417
S66x8/44-100,-276.55723211
S66x8/44-105,-276.55751342
S66x8/44-110,-276.55762286
S66x8/44-125,-276.55771756
S66x8/44-150,-276.55768482
S66x8/44-200,-276.55761508
S66x8/45-A,-77.38768886
S66x8/45-B,-197.91260777
S66x8/45-090,-275.2976453
S66x8/45-095,-275.29907121
S66x8/45-100,-275.29977737
S66x8/45-105,-275.30011998
S66x8/45-110,-275.30025378
S66x8/45-125,-275.3002907
S66x8/45-150,-275.30016389
S66x8/45-200,-275.29997066
S66x8/46-A,-248.71906057
S66x8/46-B,-197.91257051
S66x8/46-090,-446.62920725
S66x8/46-095,-446.6308254
S66x8/46-100,-446.63169113
S66x8/46-105,-446.63213376
S66x8/46-110,-446.63230405
S66x8/46-125,-446.63230205
S66x8/46-150,-446.63203226
S66x8/46-200,-446.63173146
S66x8/47-A,-232.40601225
S66x8/47-B,-232.40579604
S66x8/47-090,-464.80867212
S66x8/47-095,-464.81107337
S66x8/47-100,-464.81223595
S66x8/47-105,-464.81276946
S66x8/47-110,-464.81296429
S66x8/47-125,-464.8128333
S66x8/47-150,-464.81247089
S66x8/47-200,-464.81216978
S66x8/48-A,-248.45599577
S66x8/48-B,-248.45590404
S66x8/48-090,-496.91011836
S66x8/48-095,-496.91214442
S66x8/48-100,-496.91315601
S66x8/48-105,-496.91361097
S66x8/48-110,-496.91372081
S66x8/48-125,-496.91343399
S66x8/48-150,-496.91285369
S66x8/48-200,-496.91230161
S66x8/49-A,-232.40600465
S66x8/49-B,-248.45600166
S66x8/49-090,-480.85947892
S66x8/49-095,-480.86188417
S66x8/49-100,-480.86302896
S66x8/49-105,-480.86351305
S66x8/49-110,-480.86366692
S66x8/49-125,-480.86337754
S66x8/49-150,-480.86282257
S66x8/49-200,-480.86232702
S66x8/50-A,-232.40600217
S66x8/50-B,-77.38774272
S66x8/50-090,-309.79300613
S66x8/50-095,-309.79473855
S66x8/50-100,-309.7954795
S66x8/50-105,-309.79565423
S66x8/50-110,-309.79565454
S66x8/50-125,-309.79510146
S66x8/50-150,-309.79434832
S66x8/50-200,-309.79372358
S66x8/51-A,-77.38770549
S66x8/51-B,-77.38777254
S66x8/51-090,-154.77603698
S66x8/51-095,-154.7766466
S66x8/51-100,-154.77688822
S66x8/51-105,-154.77692607
S66x8/51-110,-154.77685382
S66x8/51-125,-154.77646943
S66x8/51-150,-154.77596715
S66x8/51-200,-154.77556301
S66x8/52-A,-232.40600664
S66x8/52-B,-229.27426823
S66x8/52-090,-461.68199969
S66x8/52-095,-461.68354425
S66x8/52-100,-461.68423356
S66x8/52-105,-461.68440395
S66x8/52-110,-461.68429551
S66x8/52-125,-461.6833916
S66x8/52-150,-461.68206251
S66x8/52-200,-461.68087009
S66x8/53-A,-232.40603101
S66x8/53-B,-209.38598281
S66x8/53-090,-441.79363423
S66x8/53-095,-441.79491881
S66x8/53-100,-441.79551524
S66x8/53-105,-441.79569681
S66x8/53-110,-441.7956378
S66x8/53-125,-441.79486831
S66x8/53-150,-441.79365221
S66x8/53-200,-441.79244885
S66x8/54-A,-232.40597119
S66x8/54-B,-76.4971786
S66x8/54-090,-308.9052262
S66x8/54-095,-308.90622515
S66x8/54-100,-308.90660351
S66x8/54-105,-308.90663341
S66x8/54-110,-308.90647866
S66x8/54-125,-308.90571053
S66x8/54-150,-308.90466076
S66x8/54-200,-308.90368879
S66x8/55-A,-232.40593012
S66x8/55-B,-115.81861656
S66x8/55-090,-348.22531794
S66x8/55-095,-348.22689974
S66x8/55-100,-348.22763503
S66x8/55-105,-348.22789872
S66x8/55-110,-348.22790355
S66x8/55-125,-348.22725677
S66x8/55-150,-348.22622123
S66x8/55-200,-348.22522257
S66x8/56-A,-232.40601039
S66x8/56-B,-95.93631071
S66x8/56-090,-328.34120804
S66x8/56-095,-328.34280197
S66x8/56-100,-328.34359959
S66x8/56-105,-328.3439534
S66x8/56-110,-328.34403381
S66x8/56-125,-328.34366704
S66x8/56-150,-328.343076
S66x8/56-200,-328.34255005
S66x8/57-A,-232.40592199
S66x8/57-B,-248.71899622
S66x8/57-090,-481.12349109
S66x8/57-095,-481.1264906
S66x8/57-100,-481.12788746
S66x8/57-105,-481.12840223
S66x8/57-110,-481.12847313
S66x8/57-125,-481.12777806
S66x8/57-150,-481.12667193
S66x8/57-200,-481.12565173
S66x8/58-A,-248.45593796
S66x8/58-B,-248.45589006
S66x8/58-090,-496.91194399
S66x8/58-095,-496.91416851
S66x8/58-100,-496.91537821
S66x8/58-105,-496.91547308
S66x8/58-110,-496.9151767
S66x8/58-125,-496.91405136
S66x8/58-150,-496.91293518
S66x8/58-200,-496.91215343
S66x8/59-A,-77.38779435
S66x8/59-B,-76.49725216
S66x8/59-090,-153.8883404
S66x8/59-095,-153.88888819
S66x8/59-100,-153.88904411
S66x8/59-105,-153.88897597
S66x8/59-110,-153.88877636
S66x8/59-125,-153.88794787
S66x8/59-150,-153.88680739
S66x8/59-200,-153.88571831
S66x8/60-A,-77.387647
S66x8/60-B,-229.27423476
S66x8/60-090,-306.66638857
S66x8/60-095,-306.66746667
S66x8/60-100,-306.66781508
S66x8/60-105,-306.66773033
S66x8/60-110,-306.66740524
S66x8/60-125,-306.66597002
S66x8/60-150,-306.66405878
S66x8/60-200,-306.66247111
S66x8/61-A,-197.91254414
S66x8/61-B,-229.27437069
S66x8/61-090,-427.18531804
S66x8/61-095,-427.18627013
S66x8/61-100,-427.18681705
S66x8/61-105,-427.18710185
S66x8/61-110,-427.18723765
S66x8/61-125,-427.1873131
S66x8/61-150,-427.18716873
S66x8/61-200,-427.18699193
S66x8/62-A,-197.91258232
S66x8/62-B,-209.38605977
S66x8/62-090,-407.29693505
S66x8/62-095,-407.29825964
S66x8/62-100,-407.29895907
S66x8/62-105,-407.29928101
S66x8/62-110,-407.29939669
S66x8/62-125,-407.29933192
S66x8/62-150,-407.29907111
S66x8/62-200,-407.29876811
S66x8/63-A,-232.40608993
S66x8/63-B,-229.27428599
S66x8/63-090,-461.67831501
S66x8/63-095,-461.68061569
S66x8/63-100,-461.68166014
S66x8/63-105,-461.682087
S66x8/63-110,-461.68215439
S66x8/63-125,-461.68173356
S66x8/63-150,-461.68106175
S66x8/63-200,-461.68052507
S66x8/64-A,-248.71909426
S66x8/64-B,-78.64499329
S66x8/64-090,-327.36383032
S66x8/64-095,-327.3649021
S66x8/64-100,-327.36542364
S66x8/64-105,-327.36560414
S66x8/64-110,-327.36561345
S66x8/64-125,-327.36528618
S66x8/64-150,-327.36470724
S66x8/64-200,-327.36418079
S66x8/65-A,-248.4560886
S66x8/65-B,-77.38696855
S66x8/65-090,-325.84735325
S66x8/65-095,-325.84817089
S66x8/65-100,-325.84848412
S66x8/65-105,-325.84848949
S66x8/65-110,-325.8483042
S66x8/65-125,-325.84732609
S66x8/65-150,-325.84587962
S66x8/65-200,-325.8445684
S66x8/66-A,-95.93636545
S66x8/66-B,-248.45605739
S66x8/66-090,-344.39272789
S66x8/66-095,-344.39402046
S66x8/66-100,-344.39468315
S66x8/66-105,-344.39495064
S66x8/66-110,-344.39498074
S66x8/66-125,-344.39450223
S66x8/66-150,-344.39363939
S66x8/66-200,-344.39282964
NCIBLIND10/01-A,-232.4020032
NCIBLIND10/01-B,-40.54662229
NCIBLIND10/01-1,-272.9451139
NCIBLIND10/01-2,-272.94880553
NCIBLIND10/01-3,-272.94887453
NCIBLIND10/01-4,-272.94871571
NCIBLIND10/01-5,-272.94866023
NCIBLIND10/01-6,-272.94863996
NCIBLIND10/01-7,-272.94863241
NCIBLIND10/02-A,-232.40458486
NCIBLIND10/02-B,-76.49679455
NCIBLIND10/02-1,-308.88928718
NCIBLIND10/02-2,-308.90364576
NCIBLIND10/02-3,-308.90460011
NCIBLIND10/02-4,-308.90376952
NCIBLIND10/02-5,-308.90306131
NCIBLIND10/02-6,-308.90255989
NCIBLIND10/02-7,-308.90197512
NCIBLIND10/02-8,-308.90171837
NCIBLIND10/02-9,-308.90159034
NCIBLIND10/03-A,-155.16420895
NCIBLIND10/03-B,-155.16418417
NCIBLIND10/03-1,-310.32604179
NCIBLIND10/03-2,-310.32940222
NCIBLIND10/03-3,-310.32942226
NCIBLIND10/03-4,-310.32886469
NCIBLIND10/03-5,-310.32861848
NCIBLIND10/03-6,-310.32851831
NCIBLIND10/03-7,-310.32847477
NCIBLIND10/04-A,-599.94209127
NCIBLIND10/04-B,-599.94348622
NCIBLIND10/04-1,-1199.8847912
NCIBLIND10/04-2,-1199.89362221
NCIBLIND10/04-3,-1199.89413963
NCIBLIND10/04-4,-1199.89055141
