system,LC-wPBEh(w=300)/def2-QZVP/Q-Chem
S22x5/21-B,-414.6469772426
S22x5/21-0.9,-829.3208285498
S22x5/21-1.0,-829.3232779622
S22x5/21-1.2,-829.3182757948
S22x5/21-1.5,-829.3088726289
S22x5/21-2.0,-829.3006257903
S22x5/22-A,-232.1270558587
S22x5/22-B,-93.3716002226
S22x5/22-0.9,-325.5029601448
S22x5/22-1.0,-325.5039608143
S22x5/22-1.2,-325.5032653673
S22x5/22-1.5,-325.5014740243
S22x5/22-2.0,-325.4999068183
S66x8/01-A,-76.4063508382
S66x8/01-B,-76.4063222452
S66x8/01-090,-152.8197247256
S66x8/01-095,-152.8201265453
S66x8/01-100,-152.820101762
S66x8/01-105,-152.8198215132
S66x8/01-110,-152.8194002216
S66x8/01-125,-152.8179277689
S66x8/01-150,-152.8159323028
S66x8/01-200,-152.814024909
S66x8/02-A,-76.406359092
S66x8/02-B,-115.6835196435
S66x8/02-090,-192.0971216201
S66x8/02-095,-192.0976356384
S66x8/02-100,-192.0976636432
S66x8/02-105,-192.0974009121
S66x8/02-110,-192.0969727565
S66x8/02-125,-192.0954106918
S66x8/02-150,-192.0932558506
S66x8/02-200,-192.091224477
S66x8/03-A,-76.4063719995
S66x8/03-B,-95.8243469097
S66x8/03-090,-172.2406216359
S66x8/03-095,-172.2410682198
S66x8/03-100,-172.2409713486
S66x8/03-105,-172.2405467124
S66x8/03-110,-172.2399410703
S66x8/03-125,-172.2378168703
S66x8/03-150,-172.2349403443
S66x8/03-200,-172.2322418331
S66x8/04-A,-76.4063700518
S66x8/04-B,-248.4279490302
S66x8/04-090,-324.8450546817
S66x8/04-095,-324.8456204142
S66x8/04-100,-324.8456116911
S66x8/04-105,-324.8452567055
S66x8/04-110,-324.844698938
S66x8/04-125,-324.8426478972
S66x8/04-150,-324.8396409569
S66x8/04-200,-324.8362974396
S66x8/05-A,-115.6835518362
S66x8/05-B,-115.6835436231
S66x8/05-090,-231.3741095459
S66x8/05-095,-231.3747469292
S66x8/05-100,-231.3748648591
S66x8/05-105,-231.3746681734
S66x8/05-110,-231.3742872641
S66x8/05-125,-231.3727935212
S66x8/05-150,-231.3706509577
S66x8/05-200,-231.3685895263
S66x8/06-A,-115.6833293677
S66x8/06-B,-95.8243689206
S66x8/06-090,-211.5173926973
S66x8/06-095,-211.5181583968
S66x8/06-100,-211.5182469649
S66x8/06-105,-211.5179282378
S66x8/06-110,-211.5173962464
S66x8/06-125,-211.5153521006
S66x8/06-150,-211.5123942018
S66x8/06-200,-211.5095707836
S66x8/07-A,-115.6834248542
S66x8/07-B,-248.4278193963
S66x8/07-090,-364.1214841068
S66x8/07-095,-364.1222266105
S66x8/07-100,-364.1223487383
S66x8/07-105,-364.1220883458
S66x8/07-110,-364.1215930928
S66x8/07-125,-364.1196061465
S66x8/07-150,-364.1162394786
S66x8/07-200,-364.1128361165
S66x8/08-A,-115.6835809876
S66x8/08-B,-76.4063272168
S66x8/08-090,-192.0966994621
S66x8/08-095,-192.0972133558
S66x8/08-100,-192.0972709132
S66x8/08-105,-192.0970525267
S66x8/08-110,-192.0966746777
S66x8/08-125,-192.0952682099
S66x8/08-150,-192.0932913517
S66x8/08-200,-192.0913836014
S66x8/09-A,-95.8243601729
S66x8/09-B,-115.6835914449
S66x8/09-090,-211.5102579931
S66x8/09-095,-211.5108312099
S66x8/09-100,-211.51104537
S66x8/09-105,-211.5110369265
S66x8/09-110,-211.5109019688
S66x8/09-125,-211.5102586208
S66x8/09-150,-211.5093501104
S66x8/09-200,-211.5085395858
S66x8/10-A,-95.8243533556
S66x8/10-B,-95.8243366176
S66x8/10-090,-191.6518536948
S66x8/10-095,-191.6526501446
S66x8/10-100,-191.6529435665
S66x8/10-105,-191.652948367
S66x8/10-110,-191.6527703279
S66x8/10-125,-191.651839509
S66x8/10-150,-191.65026407
S66x8/10-200,-191.6492122036
S66x8/11-A,-95.8241683269
S66x8/11-B,-248.4279554652
S66x8/11-090,-344.256161313
S66x8/11-095,-344.2570826364
S66x8/11-100,-344.2574572398
S66x8/11-105,-344.257505944
S66x8/11-110,-344.2573598407
S66x8/11-125,-344.2558110442
S66x8/11-150,-344.2539423291
S66x8/11-200,-344.2529019607
S66x8/12-A,-95.8243295453
S66x8/12-B,-76.4057989524
S66x8/12-090,-172.2404857579
S66x8/12-095,-172.2410977166
S66x8/12-100,-172.2410947049
S66x8/12-105,-172.2407161468
S66x8/12-110,-172.2401292695
S66x8/12-125,-172.2379916917
S66x8/12-150,-172.2350324211
S66x8/12-200,-172.2322522015
S66x8/13-A,-248.4279349184
S66x8/13-B,-115.6835627758
S66x8/13-090,-364.1175140313
S66x8/13-095,-364.118383783
S66x8/13-100,-364.1187133373
S66x8/13-105,-364.1186963697
S66x8/13-110,-364.1184690509
S66x8/13-125,-364.1172879531
S66x8/13-150,-364.1153998086
S66x8/13-200,-364.1133755627
S66x8/14-A,-248.4277054096
S66x8/14-B,-95.8243072583
S66x8/14-090,-344.2598599761
S66x8/14-095,-344.2608183627
S66x8/14-100,-344.2611351756
S66x8/14-105,-344.2610532672
S66x8/14-110,-344.2607308972
S66x8/14-125,-344.2591570416
S66x8/14-150,-344.2566884783
S66x8/14-200,-344.2541274134
S66x8/15-A,-248.4278337423
S66x8/15-B,-248.4279433835
S66x8/15-090,-496.8644633155
S66x8/15-095,-496.8654648693
S66x8/15-100,-496.8658410766
S66x8/15-105,-496.8658044294
S66x8/15-110,-496.8655018891
S66x8/15-125,-496.8639555323
S66x8/15-150,-496.8614017083
S66x8/15-200,-496.8582403168
S66x8/16-A,-248.4280378816
S66x8/16-B,-76.4063325692
S66x8/16-090,-324.8404451659
S66x8/16-095,-324.8411092189
S66x8/16-100,-324.8413116925
S66x8/16-105,-324.841218232
S66x8/16-110,-324.8409536638
S66x8/16-125,-324.8398032567
S66x8/16-150,-324.8380294683
S66x8/16-200,-324.8361771675
S66x8/17-A,-414.6471202743
S66x8/17-B,-414.6473035347
S66x8/17-090,-829.3166403215
S66x8/17-095,-829.3183048703
S66x8/17-100,-829.3186196211
S66x8/17-105,-829.3180858931
S66x8/17-110,-829.3170406189
S66x8/17-125,-829.3126991598
S66x8/17-150,-829.3060746074
S66x8/17-200,-829.2992357234
S66x8/18-A,-76.4063625171
S66x8/18-B,-248.156370823
S66x8/18-090,-324.5720016027
S66x8/18-095,-324.572526788
S66x8/18-100,-324.5724984866
S66x8/18-105,-324.5721322501
S66x8/18-110,-324.5715755441
S66x8/18-125,-324.5695780184
S66x8/18-150,-324.5668412504
S66x8/18-200,-324.5642576153
S66x8/19-A,-115.6833360797
S66x8/19-B,-248.1563643968
S66x8/19-090,-363.8488977359
S66x8/19-095,-363.8496711318
S66x8/19-100,-363.8498141914
S66x8/19-105,-363.8495642772
S66x8/19-110,-363.848821262
S66x8/19-125,-363.8471572801
S66x8/19-150,-363.8440332053
S66x8/19-200,-363.8412644641
S66x8/20-A,-229.0016267296
S66x8/20-B,-229.0016236352
S66x8/20-090,-458.0316932125
S66x8/20-095,-458.0331835149
S66x8/20-100,-458.0331697184
S66x8/20-105,-458.0321983643
S66x8/20-110,-458.0306786997
S66x8/20-125,-458.0250762664
S66x8/20-150,-458.0168808655
S66x8/20-200,-458.0086646232
S66x8/21-A,-209.1373456651
S66x8/21-B,-209.1373505284
S66x8/21-090,-418.2965709043
S66x8/21-095,-418.2980540132
S66x8/21-100,-418.298284059
S66x8/21-105,-418.2977382325
S66x8/21-110,-418.2967141173
S66x8/21-125,-418.29256963
S66x8/21-150,-418.2863370413
S66x8/21-200,-418.2792999986
S66x8/22-A,-229.0015371672
S66x8/22-B,-414.6470186941
S66x8/22-090,-643.6760614582
S66x8/22-095,-643.6776640937
S66x8/22-100,-643.6778296499
S66x8/22-105,-643.6770776433
S66x8/22-110,-643.6757856212
S66x8/22-125,-643.6706705327
S66x8/22-150,-643.6629303848
S66x8/22-200,-643.6547871464
S66x8/23-A,-209.1372484082
S66x8/23-B,-414.6468389793
S66x8/23-090,-623.8102295608
S66x8/23-095,-623.811857909
S66x8/23-100,-623.8121767895
S66x8/23-105,-623.8116439915
S66x8/23-110,-623.8105853031
S66x8/23-125,-623.806118798
S66x8/23-150,-623.7990277141
S66x8/23-200,-623.7911723207
S66x8/24-A,-232.1272493429
S66x8/24-B,-232.1271765162
S66x8/24-090,-464.2446479769
S66x8/24-095,-464.2488174699
S66x8/24-100,-464.2514287275
S66x8/24-105,-464.2527123095
S66x8/24-110,-464.2531132032
S66x8/24-125,-464.253796154
S66x8/24-150,-464.2539282565
S66x8/24-200,-464.2541207305
S66x8/25-A,-248.1563084979
S66x8/25-B,-248.1563511717
S66x8/25-090,-496.3048910647
S66x8/25-095,-496.3088554477
S66x8/25-100,-496.311199109
S66x8/25-105,-496.3125248773
S66x8/25-110,-496.3130094162
S66x8/25-125,-496.3132419948
S66x8/25-150,-496.3129640354
S66x8/25-200,-496.3127857584
S66x8/26-A,-414.6477121784
S66x8/26-B,-414.6477121784
S66x8/26-090,-829.2947644793
S66x8/26-095,-829.2988120744
S66x8/26-100,-829.3008103092
S66x8/26-105,-829.3015392012
S66x8/26-110,-829.3015556494
S66x8/26-125,-829.3003973098
S66x8/26-150,-829.2983082912
S66x8/26-200,-829.2965762197
S66x8/27-A,-232.127234278
S66x8/27-B,-248.1563741704
S66x8/27-090,-480.274681823
S66x8/27-095,-480.278900828
S66x8/27-100,-480.2815095736
S66x8/27-105,-480.2828164363
S66x8/27-110,-480.2831975138
S66x8/27-125,-480.2836070424
S66x8/27-150,-480.2834930937
S66x8/27-200,-480.2834832242
S66x8/28-A,-232.1270010815
S66x8/28-B,-414.6483234839
S66x8/28-090,-646.7692786264
S66x8/28-095,-646.7729367463
S66x8/28-100,-646.7751771481
S66x8/28-105,-646.7764923437
S66x8/28-110,-646.7768159257
S66x8/28-125,-646.7764540754
S66x8/28-150,-646.7757338146
S66x8/28-200,-646.7753364196
S66x8/29-A,-248.1562577492
S66x8/29-B,-414.6483356739
S66x8/29-090,-662.7984052313
S66x8/29-095,-662.803557694
S66x8/29-100,-662.8060283304
S66x8/29-105,-662.8073404814
S66x8/29-110,-662.8076606411
S66x8/29-125,-662.8069492325
S66x8/29-150,-662.8058187147
S66x8/29-200,-662.8049649075
S66x8/30-A,-232.1272114733
S66x8/30-B,-78.5485457397
S66x8/30-090,-310.6704733676
S66x8/30-095,-310.6724929325
S66x8/30-100,-310.673788591
S66x8/30-105,-310.6743942233
S66x8/30-110,-310.6745907228
S66x8/30-125,-310.6750827176
S66x8/30-150,-310.6752741814
S66x8/30-200,-310.6755373299
S66x8/31-A,-414.6484329441
S66x8/31-B,-78.548503042
S66x8/31-090,-493.1947852482
S66x8/31-095,-493.1965781062
S66x8/31-100,-493.19756335
S66x8/31-105,-493.1980067307
S66x8/31-110,-493.1981178183
S66x8/31-125,-493.1979688743
S66x8/31-150,-493.1974500931
S66x8/31-200,-493.1970588513
S66x8/32-A,-414.6485277801
S66x8/32-B,-77.2838612985
S66x8/32-090,-491.9310644342
S66x8/32-095,-491.9329073072
S66x8/32-100,-491.9338822013
S66x8/32-105,-491.9342027191
S66x8/32-110,-491.934194048
S66x8/32-125,-491.9337531391
S66x8/32-150,-491.9329184324
S66x8/32-200,-491.932310109
S66x8/33-A,-248.1564113683
S66x8/33-B,-78.5485138813
S66x8/33-090,-326.7007738652
S66x8/33-095,-326.7025459216
S66x8/33-100,-326.7036499693
S66x8/33-105,-326.7042226626
S66x8/33-110,-326.7044204584
S66x8/33-125,-326.7047442803
S66x8/33-150,-326.7047777163
S66x8/33-200,-326.7048788839
S66x8/34-A,-197.6910282778
S66x8/34-B,-197.6910308957
S66x8/34-090,-395.377711154
S66x8/34-095,-395.3800912908
S66x8/34-100,-395.3813676226
S66x8/34-105,-395.3819904176
S66x8/34-110,-395.3823810507
S66x8/34-125,-395.3826239484
S66x8/34-150,-395.3825026824
S66x8/34-200,-395.3824781905
S66x8/35-A,-197.6910311456
S66x8/35-B,-197.6943606421
S66x8/35-090,-395.3818961077
S66x8/35-095,-395.3837901363
S66x8/35-100,-395.3848172334
S66x8/35-105,-395.3852838557
S66x8/35-110,-395.3855407112
S66x8/35-125,-395.3856708694
S66x8/35-150,-395.385585206
S66x8/35-200,-395.3855650579
S66x8/36-A,-197.6943711594
S66x8/36-B,-197.6943831129
S66x8/36-090,-395.3863152381
S66x8/36-095,-395.3874365647
S66x8/36-100,-395.3880539721
S66x8/36-105,-395.3883730033
S66x8/36-110,-395.3886132915
S66x8/36-125,-395.3887342952
S66x8/36-150,-395.3887431978
S66x8/36-200,-395.3887496898
S66x8/37-A,-196.4795915367
S66x8/37-B,-197.6943805951
S66x8/37-090,-394.1700232193
S66x8/37-095,-394.1719250985
S66x8/37-100,-394.1729893998
S66x8/37-105,-394.173536304
S66x8/37-110,-394.173798946
S66x8/37-125,-394.1740751218
S66x8/37-150,-394.1740213677
S66x8/37-200,-394.1739879603
S66x8/38-A,-196.4795247033
S66x8/38-B,-196.4796407811
S66x8/38-090,-392.955107433
S66x8/38-095,-392.9569089917
S66x8/38-100,-392.9581221999
S66x8/38-105,-392.9587100583
S66x8/38-110,-392.9589671514
S66x8/38-125,-392.9592060714
S66x8/38-150,-392.9591221887
S66x8/38-200,-392.9591011761
S66x8/39-A,-232.1271864315
S66x8/39-B,-196.4794992505
S66x8/39-090,-428.6017393101
S66x8/39-095,-428.6044363213
S66x8/39-100,-428.6059201291
S66x8/39-105,-428.6066703487
S66x8/39-110,-428.6070019461
S66x8/39-125,-428.6070977888
S66x8/39-150,-428.6068086317
S66x8/39-200,-428.6066480858
S66x8/40-A,-232.1271626306
S66x8/40-B,-197.6943231099
S66x8/40-090,-429.817959092
S66x8/40-095,-429.8200583794
S66x8/40-100,-429.8212341086
S66x8/40-105,-429.8217847399
S66x8/40-110,-429.821989377
S66x8/40-125,-429.8220687763
S66x8/40-150,-429.8218013555
S66x8/40-200,-429.821675439
S66x8/41-A,-414.6483523956
S66x8/41-B,-197.6912208102
S66x8/41-090,-612.3351820883
S66x8/41-095,-612.3378147558
S66x8/41-100,-612.3392387243
S66x8/41-105,-612.3398633985
S66x8/41-110,-612.3401892898
S66x8/41-125,-612.3400959446
S66x8/41-150,-612.3397499608
S66x8/41-200,-612.3395834328
S66x8/42-A,-414.6483768995
S66x8/42-B,-196.4794720038
S66x8/42-090,-611.1228899754
S66x8/42-095,-611.1255848778
S66x8/42-100,-611.127042902
S66x8/42-105,-611.1277256804
S66x8/42-110,-611.1280663472
S66x8/42-125,-611.1281843394
S66x8/42-150,-611.1279507106
S66x8/42-200,-611.1278357135
S66x8/43-A,-414.6484622451
S66x8/43-B,-197.6943311627
S66x8/43-090,-612.3394989766
S66x8/43-095,-612.3416622398
S66x8/43-100,-612.3427524427
S66x8/43-105,-612.343224981
S66x8/43-110,-612.3434239084
S66x8/43-125,-612.343313851
S66x8/43-150,-612.342946818
S66x8/43-200,-612.3427067693
S66x8/44-A,-78.5485410264
S66x8/44-B,-197.691058901
S66x8/44-090,-276.2377249652
S66x8/44-095,-276.2388650245
S66x8/44-100,-276.2394251932
S66x8/44-105,-276.2396763529
S66x8/44-110,-276.2398589886
S66x8/44-125,-276.2398772728
S66x8/44-150,-276.2398072522
S66x8/44-200,-276.2397744855
S66x8/45-A,-77.2838756184
S66x8/45-B,-197.6911089636
S66x8/45-090,-274.9724232985
S66x8/45-095,-274.9738241427
S66x8/45-100,-274.9745118385
S66x8/45-105,-274.9748723395
S66x8/45-110,-274.97507419
S66x8/45-125,-274.9750889757
S66x8/45-150,-274.9749446927
S66x8/45-200,-274.9748055312
S66x8/46-A,-248.4281152417
S66x8/46-B,-197.6911105338
S66x8/46-090,-446.1167558176
S66x8/46-095,-446.1184103574
S66x8/46-100,-446.119332036
S66x8/46-105,-446.1197960948
S66x8/46-110,-446.120034608
S66x8/46-125,-446.12006572
S66x8/46-150,-446.1196554033
S66x8/46-200,-446.1193801742
S66x8/47-A,-232.127137162
S66x8/47-B,-232.1269417651
S66x8/47-090,-464.2512896532
S66x8/47-095,-464.2533994003
S66x8/47-100,-464.2544654651
S66x8/47-105,-464.2549873885
S66x8/47-110,-464.2551901606
S66x8/47-125,-464.2550839955
S66x8/47-150,-464.2546876849
S66x8/47-200,-464.2543863591
S66x8/48-A,-248.1562984157
S66x8/48-B,-248.1562340652
S66x8/48-090,-496.3110660467
S66x8/48-095,-496.3128632073
S66x8/48-100,-496.3138036634
S66x8/48-105,-496.3142515816
S66x8/48-110,-496.3143860313
S66x8/48-125,-496.3141526208
S66x8/48-150,-496.3135241934
S66x8/48-200,-496.3129603591
S66x8/49-A,-232.1271354894
S66x8/49-B,-248.1563096929
S66x8/49-090,-480.2812518517
S66x8/49-095,-480.2833654591
S66x8/49-100,-480.2844056071
S66x8/49-105,-480.2848786292
S66x8/49-110,-480.2850332847
S66x8/49-125,-480.284754349
S66x8/49-150,-480.2841742411
S66x8/49-200,-480.2836770421
S66x8/50-A,-232.1271183562
S66x8/50-B,-77.2839627851
S66x8/50-090,-309.4109085775
S66x8/50-095,-309.4123434757
S66x8/50-100,-309.4129392311
S66x8/50-105,-309.4131309822
S66x8/50-110,-309.4130876718
S66x8/50-125,-309.4125154472
S66x8/50-150,-309.4117175172
S66x8/50-200,-309.4110964209
S66x8/51-A,-77.2838923624
S66x8/51-B,-77.283979958
S66x8/51-090,-154.5685999129
S66x8/51-095,-154.569110949
S66x8/51-100,-154.5693078958
S66x8/51-105,-154.569327459
S66x8/51-110,-154.5692465565
S66x8/51-125,-154.5688503656
S66x8/51-150,-154.5683372833
S66x8/51-200,-154.5679517631
S66x8/52-A,-232.1271178403
S66x8/52-B,-229.0035810863
S66x8/52-090,-461.1332596229
S66x8/52-095,-461.1344931111
S66x8/52-100,-461.1349790652
S66x8/52-105,-461.1350416783
S66x8/52-110,-461.1348796764
S66x8/52-125,-461.1338797347
S66x8/52-150,-461.132487391
S66x8/52-200,-461.1312586367
S66x8/53-A,-232.1271310387
S66x8/53-B,-209.1383533287
S66x8/53-090,-441.267560653
S66x8/53-095,-441.2686398829
S66x8/53-100,-441.2691120541
S66x8/53-105,-441.2692138471
S66x8/53-110,-441.2691125734
S66x8/53-125,-441.2683790828
S66x8/53-150,-441.2670964416
S66x8/53-200,-441.2658674038
S66x8/54-A,-232.1270919585
S66x8/54-B,-76.4062622599
S66x8/54-090,-308.5359708346
S66x8/54-095,-308.5368010496
S66x8/54-100,-308.5370613999
S66x8/54-105,-308.5370102558
S66x8/54-110,-308.5368114358
S66x8/54-125,-308.5359861757
S66x8/54-150,-308.5348888811
S66x8/54-200,-308.5339153454
S66x8/55-A,-232.1270525594
S66x8/55-B,-115.6836274625
S66x8/55-090,-347.811992218
S66x8/55-095,-347.8133034122
S66x8/55-100,-347.8139350212
S66x8/55-105,-347.8141424217
S66x8/55-110,-347.8140761935
S66x8/55-125,-347.813401198
S66x8/55-150,-347.8122981094
S66x8/55-200,-347.8112803897
S66x8/56-A,-232.1271329279
S66x8/56-B,-95.8243574173
S66x8/56-090,-327.950675424
S66x8/56-095,-327.9520612031
S66x8/56-100,-327.9528087569
S66x8/56-105,-327.9531583438
S66x8/56-110,-327.9532065442
S66x8/56-125,-327.9528652224
S66x8/56-150,-327.9522328075
S66x8/56-200,-327.9517195302
S66x8/57-A,-232.1270557023
S66x8/57-B,-248.428082029
S66x8/57-090,-480.5544294077
S66x8/57-095,-480.5570276305
S66x8/57-100,-480.5582510291
S66x8/57-105,-480.5586967096
S66x8/57-110,-480.5587346509
S66x8/57-125,-480.5580635065
S66x8/57-150,-480.5568543345
S66x8/57-200,-480.5558272136
S66x8/58-A,-248.1562647072
S66x8/58-B,-248.156189491
S66x8/58-090,-496.3133543515
S66x8/58-095,-496.3151747586
S66x8/58-100,-496.3161240359
S66x8/58-105,-496.3161547218
S66x8/58-110,-496.3158411417
S66x8/58-125,-496.3147102149
S66x8/58-150,-496.3135484051
S66x8/58-200,-496.3127752222
S66x8/59-A,-77.2840436338
S66x8/59-B,-76.4063260346
S66x8/59-090,-153.6937256321
S66x8/59-095,-153.6941710991
S66x8/59-100,-153.694274516
S66x8/59-105,-153.6941841864
S66x8/59-110,-153.6939823715
S66x8/59-125,-153.6931471222
S66x8/59-150,-153.6919944161
S66x8/59-200,-153.6909142185
S66x8/60-A,-77.2838749973
S66x8/60-B,-229.0035473948
S66x8/60-090,-306.2927602275
S66x8/60-095,-306.293495725
S66x8/60-100,-306.2936356737
S66x8/60-105,-306.2934202081
S66x8/60-110,-306.2930250062
S66x8/60-125,-306.2915470895
S66x8/60-150,-306.2896319067
S66x8/60-200,-306.2880516665
S66x8/61-A,-197.6911317577
S66x8/61-B,-229.0036666556
S66x8/61-090,-426.6932163756
S66x8/61-095,-426.6941551956
S66x8/61-100,-426.6947035343
S66x8/61-105,-426.695024498
S66x8/61-110,-426.695220748
S66x8/61-125,-426.6952495575
S66x8/61-150,-426.6950110221
S66x8/61-200,-426.6948633226
S66x8/62-A,-197.6911297039
S66x8/62-B,-209.1383868255
S66x8/62-090,-406.8278637743
S66x8/62-095,-406.8291348658
S66x8/62-100,-406.8298119713
S66x8/62-105,-406.8301998402
S66x8/62-110,-406.8303860415
S66x8/62-125,-406.8302825067
S66x8/62-150,-406.8299134101
S66x8/62-200,-406.8296202207
S66x8/63-A,-232.1271999993
S66x8/63-B,-229.0035971156
S66x8/63-090,-461.1288925912
S66x8/63-095,-461.1308713979
S66x8/63-100,-461.1318755249
S66x8/63-105,-461.1323501029
S66x8/63-110,-461.1324363422
S66x8/63-125,-461.1320890137
S66x8/63-150,-461.1313857095
S66x8/63-200,-461.1308808672
S66x8/64-A,-248.4280782062
S66x8/64-B,-78.5486302786
S66x8/64-090,-326.9763588903
S66x8/64-095,-326.9773861253
S66x8/64-100,-326.9779245343
S66x8/64-105,-326.9781268207
S66x8/64-110,-326.9781532938
S66x8/64-125,-326.9778796787
S66x8/64-150,-326.9772533677
S66x8/64-200,-326.9767486824
S66x8/65-A,-248.1563719079
S66x8/65-B,-77.2832661345
S66x8/65-090,-325.4446136608
S66x8/65-095,-325.4451879633
S66x8/65-100,-325.4453405446
S66x8/65-105,-325.4452412226
S66x8/65-110,-325.4449926184
S66x8/65-125,-325.4439562584
S66x8/65-150,-325.4424851555
S66x8/65-200,-325.4411652677
S66x8/66-A,-95.8243561492
S66x8/66-B,-248.1563375609
S66x8/66-090,-343.9813133204
S66x8/66-095,-343.982410457
S66x8/66-100,-343.9829831495
S66x8/66-105,-343.9832162185
S66x8/66-110,-343.9832432297
