system,wB97M(w=75)/def2-QZVP/Q-Chem
S66x8/16-095,-325.19188379
S66x8/16-100,-325.19228691
S66x8/16-105,-325.19234284
S66x8/16-110,-325.19219422
S66x8/16-125,-325.19123976
S66x8/16-150,-325.1895473
S66x8/16-200,-325.18765883
S66x8/17-A,-415.15469996
S66x8/17-B,-415.15481249
S66x8/17-090,-830.32755089
S66x8/17-095,-830.33004907
S66x8/17-100,-830.33107728
S66x8/17-105,-830.33113765
S66x8/17-110,-830.330566
S66x8/17-125,-830.32714967
S66x8/17-150,-830.32106008
S66x8/17-200,-830.31435727
S66x8/18-A,-76.48052504
S66x8/18-B,-248.48761357
S66x8/18-090,-324.97581394
S66x8/18-095,-324.97676526
S66x8/18-100,-324.97708217
S66x8/18-105,-324.97698998
S66x8/18-110,-324.97664772
S66x8/18-125,-324.9750159
S66x8/18-150,-324.97243662
S66x8/18-200,-324.96979976
S66x8/19-A,-115.80059736
S66x8/19-B,-248.4876058
S66x8/19-090,-364.2953049
S66x8/19-095,-364.29652455
S66x8/19-100,-364.29703704
S66x8/19-105,-364.2970789
S66x8/19-110,-364.29704165
S66x8/19-125,-364.29528919
S66x8/19-150,-364.29286492
S66x8/19-200,-364.29005497
S66x8/20-A,-229.25826614
S66x8/20-B,-229.25826756
S66x8/20-090,-458.53827105
S66x8/20-095,-458.54093324
S66x8/20-100,-458.54193582
S66x8/20-105,-458.54183772
S66x8/20-110,-458.54105097
S66x8/20-125,-458.53692196
S66x8/20-150,-458.52972685
S66x8/20-200,-458.52194018
S66x8/21-A,-209.37360951
S66x8/21-B,-209.37361212
S66x8/21-090,-418.76487708
S66x8/21-095,-418.76720947
S66x8/21-100,-418.76815739
S66x8/21-105,-418.76817642
S66x8/21-110,-418.76760705
S66x8/21-125,-418.76433077
S66x8/21-150,-418.75865789
S66x8/21-200,-418.75180375
S66x8/22-A,-229.25821769
S66x8/22-B,-415.15451337
S66x8/22-090,-644.4346781
S66x8/22-095,-644.43728121
S66x8/22-100,-644.43831638
S66x8/22-105,-644.43830709
S66x8/22-110,-644.4376186
S66x8/22-125,-644.43368414
S66x8/22-150,-644.4267261
S66x8/22-200,-644.41889706
S66x8/23-A,-209.37349713
S66x8/23-B,-415.15440329
S66x8/23-090,-624.5494406
S66x8/23-095,-624.55190824
S66x8/23-100,-624.55294705
S66x8/23-105,-624.55301574
S66x8/23-110,-624.55245338
S66x8/23-125,-624.5489442
S66x8/23-150,-624.54248336
S66x8/23-200,-624.53486443
S66x8/24-A,-232.43792518
S66x8/24-B,-232.43793594
S66x8/24-090,-464.8627447
S66x8/24-095,-464.86837505
S66x8/24-100,-464.87164661
S66x8/24-105,-464.8734942
S66x8/24-110,-464.87452954
S66x8/24-125,-464.87563794
S66x8/24-150,-464.87577325
S66x8/24-200,-464.8757778
S66x8/25-A,-248.48764026
S66x8/25-B,-248.48764752
S66x8/25-090,-496.9632648
S66x8/25-095,-496.96888391
S66x8/25-100,-496.97217146
S66x8/25-105,-496.97404234
S66x8/25-110,-496.97506338
S66x8/25-125,-496.97599476
S66x8/25-150,-496.97581093
S66x8/25-200,-496.97544208
S66x8/26-A,-415.15535842
S66x8/26-B,-415.15535842
S66x8/26-090,-830.3038432
S66x8/26-095,-830.30980022
S66x8/26-100,-830.3131429
S66x8/26-105,-830.31485367
S66x8/26-110,-830.31562989
S66x8/26-125,-830.31558456
S66x8/26-150,-830.31384643
S66x8/26-200,-830.31188105
S66x8/27-A,-232.43792704
S66x8/27-B,-248.48764879
S66x8/27-090,-480.91271632
S66x8/27-095,-480.91866588
S66x8/27-100,-480.9220329
S66x8/27-105,-480.92391736
S66x8/27-110,-480.92492719
S66x8/27-125,-480.92587865
S66x8/27-150,-480.92581187
S66x8/27-200,-480.92561264
S66x8/28-A,-232.43794816
S66x8/28-B,-415.15587941
S66x8/28-090,-647.58200288
S66x8/28-095,-647.58780831
S66x8/28-100,-647.5911876
S66x8/28-105,-647.59311294
S66x8/28-110,-647.59418012
S66x8/28-125,-647.59493628
S66x8/28-150,-647.59444842
S66x8/28-200,-647.59380029
S66x8/29-A,-248.48763874
S66x8/29-B,-415.15583498
S66x8/29-090,-663.63103774
S66x8/29-095,-663.63860392
S66x8/29-100,-663.6426163
S66x8/29-105,-663.64467272
S66x8/29-110,-663.6456356
S66x8/29-125,-663.64596016
S66x8/29-150,-663.64496205
S66x8/29-200,-663.64391979
S66x8/30-A,-232.43793139
S66x8/30-B,-78.64542554
S66x8/30-090,-311.07640459
S66x8/30-095,-311.0792567
S66x8/30-100,-311.0809028
S66x8/30-105,-311.0818684
S66x8/30-110,-311.08240954
S66x8/30-125,-311.08300582
S66x8/30-150,-311.08314885
S66x8/30-200,-311.0832289
S66x8/31-A,-415.15589096
S66x8/31-B,-78.64543391
S66x8/31-090,-493.79688478
S66x8/31-095,-493.79950962
S66x8/31-100,-493.80098975
S66x8/31-105,-493.80185656
S66x8/31-110,-493.80231214
S66x8/31-125,-493.8025096
S66x8/31-150,-493.80203094
S66x8/31-200,-493.80151023
S66x8/32-A,-415.15586711
S66x8/32-B,-77.39756347
S66x8/32-090,-492.55009451
S66x8/32-095,-492.55271627
S66x8/32-100,-492.55415402
S66x8/32-105,-492.55488642
S66x8/32-110,-492.55522448
S66x8/32-125,-492.55509004
S66x8/32-150,-492.55430106
S66x8/32-200,-492.55353708
S66x8/33-A,-248.48764532
S66x8/33-B,-78.64539793
S66x8/33-090,-327.12706651
S66x8/33-095,-327.12961204
S66x8/33-100,-327.13113865
S66x8/33-105,-327.13203477
S66x8/33-110,-327.13255556
S66x8/33-125,-327.13306101
S66x8/33-150,-327.13307964
S66x8/33-200,-327.13301027
S66x8/34-A,-197.89044126
S66x8/34-B,-197.89042674
S66x8/34-090,-395.77312391
S66x8/34-095,-395.77660333
S66x8/34-100,-395.7786056
S66x8/34-105,-395.77982618
S66x8/34-110,-395.78059408
S66x8/34-125,-395.78143323
S66x8/34-150,-395.78136765
S66x8/34-200,-395.78108365
S66x8/35-A,-197.89043675
S66x8/35-B,-197.89178177
S66x8/35-090,-395.77651075
S66x8/35-095,-395.7792173
S66x8/35-100,-395.78073681
S66x8/35-105,-395.78157389
S66x8/35-110,-395.7820752
S66x8/35-125,-395.78254819
S66x8/35-150,-395.78245395
S66x8/35-200,-395.78226929
S66x8/36-A,-197.89175268
S66x8/36-B,-197.89180175
S66x8/36-090,-395.78012285
S66x8/36-095,-395.78154386
S66x8/36-100,-395.78238018
S66x8/36-105,-395.78289332
S66x8/36-110,-395.78318883
S66x8/36-125,-395.78347694
S66x8/36-150,-395.78341029
S66x8/36-200,-395.78326717
S66x8/37-A,-196.68584233
S66x8/37-B,-197.89152821
S66x8/37-090,-394.57165057
S66x8/37-095,-394.574332
S66x8/37-100,-394.57587637
S66x8/37-105,-394.57675701
S66x8/37-110,-394.57728925
S66x8/37-125,-394.57782815
S66x8/37-150,-394.57780578
S66x8/37-200,-394.5776137
S66x8/38-A,-196.68575163
S66x8/38-B,-196.68575136
S66x8/38-090,-393.36550085
S66x8/38-095,-393.36805589
S66x8/38-100,-393.3697326
S66x8/38-105,-393.37071564
S66x8/38-110,-393.37133055
S66x8/38-125,-393.37185695
S66x8/38-150,-393.37174398
S66x8/38-200,-393.37151647
S66x8/39-A,-232.43793485
S66x8/39-B,-196.68571021
S66x8/39-090,-429.11537493
S66x8/39-095,-429.11922525
S66x8/39-100,-429.12152157
S66x8/39-105,-429.12287926
S66x8/39-110,-429.12361406
S66x8/39-125,-429.12424064
S66x8/39-150,-429.12404123
S66x8/39-200,-429.12370465
S66x8/40-A,-232.43793782
S66x8/40-B,-197.89172388
S66x8/40-090,-430.32363481
S66x8/40-095,-430.32660395
S66x8/40-100,-430.32832314
S66x8/40-105,-430.32928836
S66x8/40-110,-430.32980166
S66x8/40-125,-430.33022515
S66x8/40-150,-430.32999095
S66x8/40-200,-430.32970616
S66x8/41-A,-415.15593313
S66x8/41-B,-197.89050869
S66x8/41-090,-613.03774343
S66x8/41-095,-613.04166023
S66x8/41-100,-613.04402111
S66x8/41-105,-613.04549688
S66x8/41-110,-613.04647603
S66x8/41-125,-613.04717803
S66x8/41-150,-613.04681946
S66x8/41-200,-613.04646699
S66x8/42-A,-415.15594604
S66x8/42-B,-196.68575811
S66x8/42-090,-611.83320436
S66x8/42-095,-611.83717557
S66x8/42-100,-611.83946765
S66x8/42-105,-611.8407892
S66x8/42-110,-611.84157727
S66x8/42-125,-611.8422643
S66x8/42-150,-611.84210004
S66x8/42-200,-611.8417502
S66x8/43-A,-415.15591357
S66x8/43-B,-197.89172116
S66x8/43-090,-613.04163351
S66x8/43-095,-613.04476389
S66x8/43-100,-613.04651995
S66x8/43-105,-613.04751968
S66x8/43-110,-613.04804896
S66x8/43-125,-613.04837497
S66x8/43-150,-613.04801843
S66x8/43-200,-613.04761651
S66x8/44-A,-78.64542614
S66x8/44-B,-197.89046139
S66x8/44-090,-276.53254609
S66x8/44-095,-276.53417314
S66x8/44-100,-276.53510421
S66x8/44-105,-276.53570264
S66x8/44-110,-276.53600315
S66x8/44-125,-276.536311
S66x8/44-150,-276.5361709
S66x8/44-200,-276.53597006
S66x8/45-A,-77.39757883
S66x8/45-B,-197.89044752
S66x8/45-090,-275.28426748
S66x8/45-095,-275.28616158
S66x8/45-100,-275.28722566
S66x8/45-105,-275.28784007
S66x8/45-110,-275.28814778
S66x8/45-125,-275.28835952
S66x8/45-150,-275.28814452
S66x8/45-200,-275.28787801
S66x8/46-A,-248.70549283
S66x8/46-B,-197.89036041
S66x8/46-090,-446.59037636
S66x8/46-095,-446.59290946
S66x8/46-100,-446.59451793
S66x8/46-105,-446.59555646
S66x8/46-110,-446.59617764
S66x8/46-125,-446.59682973
S66x8/46-150,-446.59659587
S66x8/46-200,-446.59607422
S66x8/47-A,-232.43794106
S66x8/47-B,-232.43794821
S66x8/47-090,-464.87024001
S66x8/47-095,-464.87326507
S66x8/47-100,-464.87495836
S66x8/47-105,-464.87590692
S66x8/47-110,-464.87640783
S66x8/47-125,-464.87672598
S66x8/47-150,-464.87639591
S66x8/47-200,-464.87600112
S66x8/48-A,-248.48765158
S66x8/48-B,-248.48763058
S66x8/48-090,-496.97114356
S66x8/48-095,-496.97373684
S66x8/48-100,-496.97524942
S66x8/48-105,-496.97610738
S66x8/48-110,-496.97653099
S66x8/48-125,-496.97674233
S66x8/48-150,-496.97623752
S66x8/48-200,-496.9756064
S66x8/49-A,-232.437941
S66x8/49-B,-248.48762631
S66x8/49-090,-480.92062718
S66x8/49-095,-480.92366989
S66x8/49-100,-480.92535578
S66x8/49-105,-480.92627697
S66x8/49-110,-480.9267515
S66x8/49-125,-480.92694747
S66x8/49-150,-480.92644993
S66x8/49-200,-480.92588141
S66x8/50-A,-232.43794299
S66x8/50-B,-77.39759833
S66x8/50-090,-309.83342042
S66x8/50-095,-309.83559783
S66x8/50-100,-309.83672308
S66x8/50-105,-309.83720222
S66x8/50-110,-309.83744301
S66x8/50-125,-309.837225
S66x8/50-150,-309.83650342
S66x8/50-200,-309.83581533
S66x8/51-A,-77.39758568
S66x8/51-B,-77.39761054
S66x8/51-090,-154.79581735
S66x8/51-095,-154.7964712
S66x8/51-100,-154.7967564
S66x8/51-105,-154.79682669
S66x8/51-110,-154.79677898
S66x8/51-125,-154.79638933
S66x8/51-150,-154.79580539
S66x8/51-200,-154.79534429
S66x8/52-A,-232.43794303
S66x8/52-B,-229.26034105
S66x8/52-090,-461.69775823
S66x8/52-095,-461.69980019
S66x8/52-100,-461.70091838
S66x8/52-105,-461.70145504
S66x8/52-110,-461.70165418
S66x8/52-125,-461.70127606
S66x8/52-150,-461.70014118
S66x8/52-200,-461.69890985
S66x8/53-A,-232.43794168
S66x8/53-B,-209.37459662
S66x8/53-090,-441.81280824
S66x8/53-095,-441.81439042
S66x8/53-100,-441.81525371
S66x8/53-105,-441.8156628
S66x8/53-110,-441.81579693
S66x8/53-125,-441.81541825
S66x8/53-150,-441.81432353
S66x8/53-200,-441.81305774
S66x8/54-A,-232.437945
S66x8/54-B,-76.48048898
S66x8/54-090,-308.91911545
S66x8/54-095,-308.92048945
S66x8/54-100,-308.92118404
S66x8/54-105,-308.92146779
S66x8/54-110,-308.9215015
S66x8/54-125,-308.92102481
S66x8/54-150,-308.91999913
S66x8/54-200,-308.91895828
S66x8/55-A,-232.43794716
S66x8/55-B,-115.80089911
S66x8/55-090,-348.23754921
S66x8/55-095,-348.2396
S66x8/55-100,-348.24074928
S66x8/55-105,-348.24136711
S66x8/55-110,-348.24164702
S66x8/55-125,-348.24147724
S66x8/55-150,-348.24054004
S66x8/55-200,-348.23945091
S66x8/56-A,-232.43794156
S66x8/56-B,-95.92109294
S66x8/56-090,-328.35593029
S66x8/56-095,-328.35805615
S66x8/56-100,-328.35929623
S66x8/56-105,-328.36003933
S66x8/56-110,-328.36042812
S66x8/56-125,-328.36048727
S66x8/56-150,-328.3599232
S66x8/56-200,-328.35929514
S66x8/57-A,-232.43794688
S66x8/57-B,-248.70545742
S66x8/57-090,-481.13865195
S66x8/57-095,-481.14251737
S66x8/57-100,-481.14461984
S66x8/57-105,-481.14571522
S66x8/57-110,-481.14622986
S66x8/57-125,-481.14620521
S66x8/57-150,-481.14521521
S66x8/57-200,-481.14408894
S66x8/58-A,-248.48760881
S66x8/58-B,-248.48759484
S66x8/58-090,-496.97396656
S66x8/58-095,-496.97645117
S66x8/58-100,-496.97803152
S66x8/58-105,-496.97842085
S66x8/58-110,-496.9783329
S66x8/58-125,-496.97746824
S66x8/58-150,-496.97633374
S66x8/58-200,-496.97551258
S66x8/59-A,-77.39760444
S66x8/59-B,-76.48052455
S66x8/59-090,-153.88111417
S66x8/59-095,-153.88169202
S66x8/59-100,-153.88188888
S66x8/59-105,-153.88185995
S66x8/59-110,-153.88169507
S66x8/59-125,-153.88092296
S66x8/59-150,-153.87976215
S66x8/59-200,-153.87863107
S66x8/60-A,-77.39756232
S66x8/60-B,-229.26030804
S66x8/60-090,-306.66135564
S66x8/60-095,-306.66264088
S66x8/60-100,-306.663193
S66x8/60-105,-306.66329875
S66x8/60-110,-306.66313443
S66x8/60-125,-306.66202723
S66x8/60-150,-306.66024373
S66x8/60-200,-306.6585926
S66x8/61-A,-197.89043354
S66x8/61-B,-229.26041698
S66x8/61-090,-427.14761645
S66x8/61-095,-427.14909351
S66x8/61-100,-427.15005867
S66x8/61-105,-427.15066721
S66x8/61-110,-427.15104843
S66x8/61-125,-427.15146728
S66x8/61-150,-427.15128768
S66x8/61-200,-427.15094617
S66x8/62-A,-197.89048577
S66x8/62-B,-209.37463989
S66x8/62-090,-407.26127774
S66x8/62-095,-407.26328418
S66x8/62-100,-407.26455809
S66x8/62-105,-407.26531229
S66x8/62-110,-407.26571986
S66x8/62-125,-407.266101
S66x8/62-150,-407.26579939
S66x8/62-200,-407.26528708
S66x8/63-A,-232.43793353
S66x8/63-B,-229.26036218
S66x8/63-090,-461.69324476
S66x8/63-095,-461.69637388
S66x8/63-100,-461.69809892
S66x8/63-105,-461.69906012
S66x8/63-110,-461.69955349
S66x8/63-125,-461.69971819
S66x8/63-150,-461.69913798
S66x8/63-200,-461.69851627
S66x8/64-A,-248.7054734
S66x8/64-B,-78.64543779
S66x8/64-090,-327.34927851
S66x8/64-095,-327.35076155
S66x8/64-100,-327.35162663
S66x8/64-105,-327.35208994
S66x8/64-110,-327.35231173
S66x8/64-125,-327.35227798
S66x8/64-150,-327.3516792
S66x8/64-200,-327.35102839
S66x8/65-A,-248.48763904
S66x8/65-B,-77.39724732
S66x8/65-090,-325.88905154
S66x8/65-095,-325.88980083
S66x8/65-100,-325.89007774
S66x8/65-105,-325.89006799
S66x8/65-110,-325.88988078
S66x8/65-125,-325.88890893
S66x8/65-150,-325.88740892
S66x8/65-200,-325.88595496
S66x8/66-A,-95.92106911
S66x8/66-B,-248.48764224
S66x8/66-090,-344.40761622
S66x8/66-095,-344.4092391
S66x8/66-100,-344.41021093
S66x8/66-105,-344.41074746
S66x8/66-110,-344.41100164
S66x8/66-125,-344.41095438
S66x8/66-150,-344.41021185
S66x8/66-200,-344.40926364
NCIBLIND10/01-A,-232.43658571
NCIBLIND10/01-B,-40.53597019
NCIBLIND10/01-1,-272.96743763
NCIBLIND10/01-2,-272.9722751
NCIBLIND10/01-3,-272.97291256
NCIBLIND10/01-4,-272.97267178
NCIBLIND10/01-5,-272.97259215
NCIBLIND10/01-6,-272.97256856
NCIBLIND10/01-7,-272.97256128
NCIBLIND10/02-A,-232.43755974
NCIBLIND10/02-B,-76.48030354
NCIBLIND10/02-1,-308.90264872
NCIBLIND10/02-2,-308.91869878
NCIBLIND10/02-3,-308.92075957
NCIBLIND10/02-4,-308.9202941
NCIBLIND10/02-5,-308.91958818
NCIBLIND10/02-6,-308.91904
NCIBLIND10/02-7,-308.91840492
NCIBLIND10/02-8,-308.91816059
NCIBLIND10/02-9,-308.91804737
NCIBLIND10/03-A,-155.14470095
NCIBLIND10/03-B,-155.14466249
NCIBLIND10/03-1,-310.28500174
NCIBLIND10/03-2,-310.28939998
NCIBLIND10/03-3,-310.29053199
NCIBLIND10/03-4,-310.28986458
NCIBLIND10/03-5,-310.28957007
NCIBLIND10/03-6,-310.28946877
NCIBLIND10/03-7,-310.28943073
NCIBLIND10/04-A,-599.95748878
NCIBLIND10/04-B,-599.95812332
NCIBLIND10/04-1,-1199.90782841
NCIBLIND10/04-2,-1199.91903226
NCIBLIND10/04-3,-1199.92374014
NCIBLIND10/04-4,-1199.92070542
