system,wB97M(w=100)/def2-QZVP/Q-Chem
S66x8/14-090,-344.60806759
S66x8/14-095,-344.60940554
S66x8/14-100,-344.61003314
S66x8/14-105,-344.61019309
S66x8/14-110,-344.61004056
S66x8/14-125,-344.60876245
S66x8/14-150,-344.6063569
S66x8/14-200,-344.60367792
S66x8/15-A,-248.68837749
S66x8/15-B,-248.68849829
S66x8/15-090,-497.38389075
S66x8/15-095,-497.38529395
S66x8/15-100,-497.38597702
S66x8/15-105,-497.38618878
S66x8/15-110,-497.38608074
S66x8/15-125,-497.38487866
S66x8/15-150,-497.3824938
S66x8/15-200,-497.37933127
S66x8/16-A,-248.68854916
S66x8/16-B,-76.47594716
S66x8/16-090,-325.16993237
S66x8/16-095,-325.17079454
S66x8/16-100,-325.17113975
S66x8/16-105,-325.17114403
S66x8/16-110,-325.17094992
S66x8/16-125,-325.16989458
S66x8/16-150,-325.168133
S66x8/16-200,-325.16623784
S66x8/17-A,-415.13085393
S66x8/17-B,-415.13097312
S66x8/17-090,-830.28079794
S66x8/17-095,-830.2831959
S66x8/17-100,-830.28412818
S66x8/17-105,-830.28409704
S66x8/17-110,-830.2834391
S66x8/17-125,-830.27980109
S66x8/17-150,-830.27348009
S66x8/17-200,-830.26666383
S66x8/18-A,-76.47594406
S66x8/18-B,-248.46990601
S66x8/18-090,-324.95394089
S66x8/18-095,-324.95483865
S66x8/18-100,-324.95510573
S66x8/18-105,-324.95496758
S66x8/18-110,-324.9545836
S66x8/18-125,-324.95285156
S66x8/18-150,-324.95018013
S66x8/18-200,-324.94751411
S66x8/19-A,-115.79250857
S66x8/19-B,-248.46989824
S66x8/19-090,-364.26998405
S66x8/19-095,-364.27114448
S66x8/19-100,-364.271602
S66x8/19-105,-364.27159318
S66x8/19-110,-364.27148793
S66x8/19-125,-364.26964675
S66x8/19-150,-364.26709329
S66x8/19-200,-364.26424426
S66x8/20-A,-229.2445342
S66x8/20-B,-229.24453605
S66x8/20-090,-458.51185512
S66x8/20-095,-458.51442298
S66x8/20-100,-458.51533341
S66x8/20-105,-458.51514591
S66x8/20-110,-458.51427338
S66x8/20-125,-458.50990598
S66x8/20-150,-458.50244672
S66x8/20-200,-458.49448136
S66x8/21-A,-209.36000558
S66x8/21-B,-209.36000822
S66x8/21-090,-418.73857647
S66x8/21-095,-418.74080695
S66x8/21-100,-418.74165776
S66x8/21-105,-418.74158518
S66x8/21-110,-418.74093059
S66x8/21-125,-418.73744029
S66x8/21-150,-418.73154943
S66x8/21-200,-418.724592
S66x8/22-A,-229.24448127
S66x8/22-B,-415.13067762
S66x8/22-090,-644.39809884
S66x8/22-095,-644.40060617
S66x8/22-100,-644.40154805
S66x8/22-105,-644.40144876
S66x8/22-110,-644.40067477
S66x8/22-125,-644.39651683
S66x8/22-150,-644.38930726
S66x8/22-200,-644.3813244
S66x8/23-A,-209.35989407
S66x8/23-B,-415.13056501
S66x8/23-090,-624.51293441
S66x8/23-095,-624.51530619
S66x8/23-100,-624.51625293
S66x8/23-105,-624.51623361
S66x8/23-110,-624.51558837
S66x8/23-125,-624.51186566
S66x8/23-150,-624.5051724
S66x8/23-200,-624.49742268
S66x8/24-A,-232.42016605
S66x8/24-B,-232.42017438
S66x8/24-090,-464.82843084
S66x8/24-095,-464.83376214
S66x8/24-100,-464.83678892
S66x8/24-105,-464.83844176
S66x8/24-110,-464.83932298
S66x8/24-125,-464.84017116
S66x8/24-150,-464.84022821
S66x8/24-200,-464.84025409
S66x8/25-A,-248.46993067
S66x8/25-B,-248.4699393
S66x8/25-090,-496.92911525
S66x8/25-095,-496.93443931
S66x8/25-100,-496.93747848
S66x8/25-105,-496.93914578
S66x8/25-110,-496.94000806
S66x8/25-125,-496.94066131
S66x8/25-150,-496.94037405
S66x8/25-200,-496.94002318
S66x8/26-A,-415.13149687
S66x8/26-B,-415.13149687
S66x8/26-090,-830.25794344
S66x8/26-095,-830.26350567
S66x8/26-100,-830.26651367
S66x8/26-105,-830.26794856
S66x8/26-110,-830.26849829
S66x8/26-125,-830.26803326
S66x8/26-150,-830.26610777
S66x8/26-200,-830.26415601
S66x8/27-A,-232.42016789
S66x8/27-B,-248.46994121
S66x8/27-090,-480.87851306
S66x8/27-095,-480.88415011
S66x8/27-100,-480.88726247
S66x8/27-105,-480.88894235
S66x8/27-110,-480.88979217
S66x8/27-125,-480.89047705
S66x8/27-150,-480.89032064
S66x8/27-200,-480.89014141
S66x8/28-A,-232.42017856
S66x8/28-B,-415.1320188
S66x8/28-090,-647.54198354
S66x8/28-095,-647.54743093
S66x8/28-100,-647.55051178
S66x8/28-105,-647.55219317
S66x8/28-110,-647.55305073
S66x8/28-125,-647.55344615
S66x8/28-150,-647.55280344
S66x8/28-200,-647.55217315
S66x8/29-A,-248.46992738
S66x8/29-B,-415.13197553
S66x8/29-090,-663.59117076
S66x8/29-095,-663.59831436
S66x8/29-100,-663.60198387
S66x8/29-105,-663.60376504
S66x8/29-110,-663.60450371
S66x8/29-125,-663.60447877
S66x8/29-150,-663.6033698
S66x8/29-200,-663.6023467
S66x8/30-A,-232.420171
S66x8/30-B,-78.63799951
S66x8/30-090,-311.05197799
S66x8/30-095,-311.05463865
S66x8/30-100,-311.05612905
S66x8/30-105,-311.05696712
S66x8/30-110,-311.05741113
S66x8/30-125,-311.05784344
S66x8/30-150,-311.05794107
S66x8/30-200,-311.05804073
S66x8/31-A,-415.13203291
S66x8/31-B,-78.63800778
S66x8/31-090,-493.76646031
S66x8/31-095,-493.76888501
S66x8/31-100,-493.77020012
S66x8/31-105,-493.77092656
S66x8/31-110,-493.77127183
S66x8/31-125,-493.77128272
S66x8/31-150,-493.77073352
S66x8/31-200,-493.77022183
S66x8/32-A,-415.13201168
S66x8/32-B,-77.39108706
S66x8/32-090,-492.52056753
S66x8/32-095,-492.52300341
S66x8/32-100,-492.52428825
S66x8/32-105,-492.52489223
S66x8/32-110,-492.52512353
S66x8/32-125,-492.52481153
S66x8/32-150,-492.52395117
S66x8/32-200,-492.52319962
S66x8/33-A,-248.46993893
S66x8/33-B,-78.63797185
S66x8/33-090,-327.10269768
S66x8/33-095,-327.10506258
S66x8/33-100,-327.10643791
S66x8/33-105,-327.10721225
S66x8/33-110,-327.10763485
S66x8/33-125,-327.1079713
S66x8/33-150,-327.10792819
S66x8/33-200,-327.10787585
S66x8/34-A,-197.87270493
S66x8/34-B,-197.87268296
S66x8/34-090,-395.73897008
S66x8/34-095,-395.74211543
S66x8/34-100,-395.74385433
S66x8/34-105,-395.74486244
S66x8/34-110,-395.74546244
S66x8/34-125,-395.74602579
S66x8/34-150,-395.74585465
S66x8/34-200,-395.74560246
S66x8/35-A,-197.87269706
S66x8/35-B,-197.87450688
S66x8/35-090,-395.7423821
S66x8/35-095,-395.74484498
S66x8/35-100,-395.7461787
S66x8/35-105,-395.74687089
S66x8/35-110,-395.74726124
S66x8/35-125,-395.7475621
S66x8/35-150,-395.74741614
S66x8/35-200,-395.74725518
S66x8/36-A,-197.87448449
S66x8/36-B,-197.8745311
S66x8/36-090,-395.74609077
S66x8/36-095,-395.74737285
S66x8/36-100,-395.74810158
S66x8/36-105,-395.74852909
S66x8/36-110,-395.7487612
S66x8/36-125,-395.74894893
S66x8/36-150,-395.74885916
S66x8/36-200,-395.74873742
S66x8/37-A,-196.66940697
S66x8/37-B,-197.87427754
S66x8/37-090,-394.53881502
S66x8/37-095,-394.54126208
S66x8/37-100,-394.54262492
S66x8/37-105,-394.54336785
S66x8/37-110,-394.54379362
S66x8/37-125,-394.54416189
S66x8/37-150,-394.54407702
S66x8/37-200,-394.54390354
S66x8/38-A,-196.66932425
S66x8/38-B,-196.66932432
S66x8/38-090,-393.33360833
S66x8/38-095,-393.33593485
S66x8/38-100,-393.33740656
S66x8/38-105,-393.33822655
S66x8/38-110,-393.33871045
S66x8/38-125,-393.33903797
S66x8/38-150,-393.33886084
S66x8/38-200,-393.33865972
S66x8/39-A,-232.42017357
S66x8/39-B,-196.66928484
S66x8/39-090,-429.0823286
S66x8/39-095,-429.08591385
S66x8/39-100,-429.08798653
S66x8/39-105,-429.08915805
S66x8/39-110,-429.08974415
S66x8/39-125,-429.09012448
S66x8/39-150,-429.08983193
S66x8/39-200,-429.08951407
S66x8/40-A,-232.42017562
S66x8/40-B,-197.87446688
S66x8/40-090,-430.28945577
S66x8/40-095,-430.29221294
S66x8/40-100,-430.29376204
S66x8/40-105,-430.29459006
S66x8/40-110,-430.29499292
S66x8/40-125,-430.29523352
S66x8/40-150,-430.29493745
S66x8/40-200,-430.29467287
S66x8/41-A,-415.13207184
S66x8/41-B,-197.87276976
S66x8/41-090,-612.99758984
S66x8/41-095,-613.00116847
S66x8/41-100,-613.00325762
S66x8/41-105,-613.00450591
S66x8/41-110,-613.00525594
S66x8/41-125,-613.00563652
S66x8/41-150,-613.00519624
S66x8/41-200,-613.0048658
S66x8/42-A,-415.13208416
S66x8/42-B,-196.66932868
S66x8/42-090,-611.79417781
S66x8/42-095,-611.79783466
S66x8/42-100,-611.79987361
S66x8/42-105,-611.80099218
S66x8/42-110,-611.80161518
S66x8/42-125,-611.80204446
S66x8/42-150,-611.80178713
S66x8/42-200,-611.80145695
S66x8/43-A,-415.1320545
S66x8/43-B,-197.87443962
S66x8/43-090,-613.00149202
S66x8/43-095,-613.0043709
S66x8/43-100,-613.00592776
S66x8/43-105,-613.00676339
S66x8/43-110,-613.00716324
S66x8/43-125,-613.00729125
S66x8/43-150,-613.00687233
S66x8/43-200,-613.00648732
S66x8/44-A,-78.6380002
S66x8/44-B,-197.87272888
S66x8/44-090,-276.5080338
S66x8/44-095,-276.50948489
S66x8/44-100,-276.5102774
S66x8/44-105,-276.5107623
S66x8/44-110,-276.51098174
S66x8/44-125,-276.5111565
S66x8/44-150,-276.51098345
S66x8/44-200,-276.51080394
S66x8/45-A,-77.39110129
S66x8/45-B,-197.87271275
S66x8/45-090,-275.26063443
S66x8/45-095,-275.26236882
S66x8/45-100,-275.26330643
S66x8/45-105,-275.26381984
S66x8/45-110,-275.26405434
S66x8/45-125,-275.26415297
S66x8/45-150,-275.2639147
S66x8/45-200,-275.26366673
S66x8/46-A,-248.68864277
S66x8/46-B,-197.87262182
S66x8/46-090,-446.55698555
S66x8/46-095,-446.55925901
S66x8/46-100,-446.56064826
S66x8/46-105,-446.56150248
S66x8/46-110,-446.56197488
S66x8/46-125,-446.56235286
S66x8/46-150,-446.5619863
S66x8/46-200,-446.56148616
S66x8/47-A,-232.42017751
S66x8/47-B,-232.42017732
S66x8/47-090,-464.83548561
S66x8/47-095,-464.83832983
S66x8/47-100,-464.839872
S66x8/47-105,-464.84069783
S66x8/47-110,-464.84110267
S66x8/47-125,-464.8412509
S66x8/47-150,-464.84085669
S66x8/47-200,-464.84047477
S66x8/48-A,-248.46994103
S66x8/48-B,-248.4699188
S66x8/48-090,-496.93650478
S66x8/48-095,-496.93893048
S66x8/48-100,-496.94029815
S66x8/48-105,-496.94103541
S66x8/48-110,-496.94136156
S66x8/48-125,-496.94139113
S66x8/48-150,-496.94080795
S66x8/48-200,-496.94018567
S66x8/49-A,-232.42017757
S66x8/49-B,-248.46991732
S66x8/49-090,-480.88594147
S66x8/49-095,-480.88880282
S66x8/49-100,-480.89033736
S66x8/49-105,-480.89113358
S66x8/49-110,-480.89151006
S66x8/49-125,-480.89153138
S66x8/49-150,-480.89096614
S66x8/49-200,-480.890409
S66x8/50-A,-232.42017835
S66x8/50-B,-77.39112388
S66x8/50-090,-309.80973924
S66x8/50-095,-309.8117847
S66x8/50-100,-309.81279796
S66x8/50-105,-309.81318828
S66x8/50-110,-309.8133552
S66x8/50-125,-309.81301289
S66x8/50-150,-309.81224563
S66x8/50-200,-309.81156868
S66x8/51-A,-77.39110839
S66x8/51-B,-77.39113567
S66x8/51-090,-154.78304762
S66x8/51-095,-154.78365319
S66x8/51-100,-154.78389808
S66x8/51-105,-154.78393631
S66x8/51-110,-154.78386307
S66x8/51-125,-154.78343352
S66x8/51-150,-154.78284235
S66x8/51-200,-154.78239078
S66x8/52-A,-232.42017822
S66x8/52-B,-229.24658279
S66x8/52-090,-461.66695335
S66x8/52-095,-461.66885671
S66x8/52-100,-461.66985622
S66x8/52-105,-461.67029056
S66x8/52-110,-461.67040263
S66x8/52-125,-461.66985488
S66x8/52-150,-461.66862009
S66x8/52-200,-461.66738468
S66x8/53-A,-232.42017709
S66x8/53-B,-209.36097798
S66x8/53-090,-441.78203376
S66x8/53-095,-441.7835014
S66x8/53-100,-441.78426589
S66x8/53-105,-441.78459137
S66x8/53-110,-441.78465384
S66x8/53-125,-441.78412263
S66x8/53-150,-441.78294143
S66x8/53-200,-441.78167267
S66x8/54-A,-232.42017938
S66x8/54-B,-76.47590664
S66x8/54-090,-308.89729092
S66x8/54-095,-308.89855472
S66x8/54-100,-308.8991552
S66x8/54-105,-308.89936012
S66x8/54-110,-308.89933048
S66x8/54-125,-308.89873394
S66x8/54-150,-308.89765257
S66x8/54-200,-308.89661436
S66x8/55-A,-232.42017995
S66x8/55-B,-115.792801
S66x8/55-090,-348.21245859
S66x8/55-095,-348.2143552
S66x8/55-100,-348.21537089
S66x8/55-105,-348.21587474
S66x8/55-110,-348.21606173
S66x8/55-125,-348.21570711
S66x8/55-150,-348.21467437
S66x8/55-200,-348.21358699
S66x8/56-A,-232.42017774
S66x8/56-B,-95.91317579
S66x8/56-090,-328.33100516
S66x8/56-095,-328.33296826
S66x8/56-100,-328.334072
S66x8/56-105,-328.33469263
S66x8/56-110,-328.33498039
S66x8/56-125,-328.33486637
S66x8/56-150,-328.33423319
S66x8/56-200,-328.33361594
S66x8/57-A,-232.42018016
S66x8/57-B,-248.68860866
S66x8/57-090,-481.10510873
S66x8/57-095,-481.10872982
S66x8/57-100,-481.11063392
S66x8/57-105,-481.11156397
S66x8/57-110,-481.11194608
S66x8/57-125,-481.11168496
S66x8/57-150,-481.11059087
S66x8/57-200,-481.10947477
S66x8/58-A,-248.46989932
S66x8/58-B,-248.46988348
S66x8/58-090,-496.93916705
S66x8/58-095,-496.94153
S66x8/58-100,-496.94296115
S66x8/58-105,-496.94323817
S66x8/58-110,-496.94306791
S66x8/58-125,-496.94207526
S66x8/58-150,-496.94090567
S66x8/58-200,-496.94009253
S66x8/59-A,-77.39113309
S66x8/59-B,-76.47594396
S66x8/59-090,-153.87029416
S66x8/59-095,-153.87082325
S66x8/59-100,-153.87097729
S66x8/59-105,-153.87091194
S66x8/59-110,-153.87071675
S66x8/59-125,-153.86988492
S66x8/59-150,-153.86869404
S66x8/59-200,-153.86756602
S66x8/60-A,-77.39108692
S66x8/60-B,-229.2465501
S66x8/60-090,-306.64164827
S66x8/60-095,-306.64284371
S66x8/60-100,-306.64331544
S66x8/60-105,-306.64334967
S66x8/60-110,-306.64312405
S66x8/60-125,-306.64188426
S66x8/60-150,-306.64001308
S66x8/60-200,-306.63835547
S66x8/61-A,-197.87269337
S66x8/61-B,-229.24665765
S66x8/61-090,-427.11685826
S66x8/61-095,-427.11817107
S66x8/61-100,-427.11899876
S66x8/61-105,-427.11949416
S66x8/61-110,-427.11978326
S66x8/61-125,-427.1200314
S66x8/61-150,-427.11976841
S66x8/61-200,-427.11944594
S66x8/62-A,-197.87274835
S66x8/62-B,-209.36101881
S66x8/62-090,-407.23084836
S66x8/62-095,-407.23264432
S66x8/62-100,-407.23373669
S66x8/62-105,-407.23434499
S66x8/62-110,-407.23464105
S66x8/62-125,-407.23480891
S66x8/62-150,-407.23441973
S66x8/62-200,-407.23392529
S66x8/63-A,-232.42017229
S66x8/63-B,-229.24660467
S66x8/63-090,-461.66268062
S66x8/63-095,-461.66558623
S66x8/63-100,-461.66712678
S66x8/63-105,-461.66793799
S66x8/63-110,-461.66830859
S66x8/63-125,-461.66826686
S66x8/63-150,-461.66760352
S66x8/63-200,-461.66699499
S66x8/64-A,-248.68862332
S66x8/64-B,-78.63801629
S66x8/64-090,-327.32562073
S66x8/64-095,-327.32696921
S66x8/64-100,-327.32771961
S66x8/64-105,-327.32808581
S66x8/64-110,-327.32822894
S66x8/64-125,-327.32805288
S66x8/64-150,-327.32739087
S66x8/64-200,-327.3267545
S66x8/65-A,-248.46993103
S66x8/65-B,-77.39076764
S66x8/65-090,-325.86514122
S66x8/65-095,-325.86584636
S66x8/65-100,-325.86608285
S66x8/65-105,-325.86603685
S66x8/65-110,-325.8658176
S66x8/65-125,-325.86477607
S66x8/65-150,-325.86323027
S66x8/65-200,-325.86177879
S66x8/66-A,-95.91315053
S66x8/66-B,-248.46993277
S66x8/66-090,-344.38269544
S66x8/66-095,-344.38418951
S66x8/66-100,-344.38504747
S66x8/66-105,-344.38548558
S66x8/66-110,-344.38565618
S66x8/66-125,-344.38543353
S66x8/66-150,-344.38458543
S66x8/66-200,-344.3836359
NCIBLIND10/01-A,-232.41879388
NCIBLIND10/01-B,-40.53113489
NCIBLIND10/01-1,-272.94538378
NCIBLIND10/01-2,-272.94987572
NCIBLIND10/01-3,-272.95028301
NCIBLIND10/01-4,-272.95003927
NCIBLIND10/01-5,-272.94996474
NCIBLIND10/01-6,-272.94994163
NCIBLIND10/01-7,-272.94993427
NCIBLIND10/02-A,-232.41979922
NCIBLIND10/02-B,-76.4757369
NCIBLIND10/02-1,-308.881401
NCIBLIND10/02-2,-308.89691586
NCIBLIND10/02-3,-308.89863816
NCIBLIND10/02-4,-308.89801568
NCIBLIND10/02-5,-308.8972655
NCIBLIND10/02-6,-308.89671007
NCIBLIND10/02-7,-308.89608064
NCIBLIND10/02-8,-308.89583569
NCIBLIND10/02-9,-308.89572163
NCIBLIND10/03-A,-155.13341649
NCIBLIND10/03-B,-155.13338087
NCIBLIND10/03-1,-310.26327523
NCIBLIND10/03-2,-310.26731854
NCIBLIND10/03-3,-310.26798097
NCIBLIND10/03-4,-310.26728978
NCIBLIND10/03-5,-310.26700357
NCIBLIND10/03-6,-310.26690299
NCIBLIND10/03-7,-310.26686485
NCIBLIND10/04-A,-599.92510948
NCIBLIND10/04-B,-599.92579154
NCIBLIND10/04-1,-1199.84538889
NCIBLIND10/04-2,-1199.85589281
NCIBLIND10/04-3,-1199.85931309
NCIBLIND10/04-4,-1199.85599059
