system,cam-QTP-01(w=15)/def2-QZVP/Q-Chem
S22x5/21-1.2,-830.319543751
S22x5/21-1.5,-830.3097588587
S22x5/21-2.0,-830.3010861642
S22x5/22-A,-232.4250807292
S22x5/22-B,-93.4988208958
S22x5/22-0.9,-325.926135131
S22x5/22-1.0,-325.9279139306
S22x5/22-1.2,-325.9280057861
S22x5/22-1.5,-325.9264755231
S22x5/22-2.0,-325.9250273643
S66x8/01-A,-76.4922271994
S66x8/01-B,-76.4922167374
S66x8/01-090,-152.9919088843
S66x8/01-095,-152.9923937132
S66x8/01-100,-152.9923994028
S66x8/01-105,-152.9921156001
S66x8/01-110,-152.9916690831
S66x8/01-125,-152.9900433839
S66x8/01-150,-152.9878343355
S66x8/01-200,-152.9858150016
S66x8/02-A,-76.4922359585
S66x8/02-B,-115.8165590574
S66x8/02-090,-192.316343693
S66x8/02-095,-192.3169891487
S66x8/02-100,-192.3170898433
S66x8/02-105,-192.316855159
S66x8/02-110,-192.3164231823
S66x8/02-125,-192.3147302664
S66x8/02-150,-192.3123495702
S66x8/02-200,-192.3101784117
S66x8/03-A,-76.4922485597
S66x8/03-B,-95.9339862378
S66x8/03-090,-172.4362269182
S66x8/03-095,-172.4368614685
S66x8/03-100,-172.4368966038
S66x8/03-105,-172.4365573109
S66x8/03-110,-172.4359948745
S66x8/03-125,-172.4338409455
S66x8/03-150,-172.430752767
S66x8/03-200,-172.4278405568
S66x8/04-A,-76.4922471708
S66x8/04-B,-248.7196253964
S66x8/04-090,-325.2225248992
S66x8/04-095,-325.2232848491
S66x8/04-100,-325.2234143397
S66x8/04-105,-325.2231477898
S66x8/04-110,-325.2226350815
S66x8/04-125,-325.220528901
S66x8/04-150,-325.2173800987
S66x8/04-200,-325.2138929123
S66x8/05-A,-115.8163897998
S66x8/05-B,-115.8165789972
S66x8/05-090,-231.6402140326
S66x8/05-095,-231.6409999218
S66x8/05-100,-231.6412023489
S66x8/05-105,-231.6410417198
S66x8/05-110,-231.6406636345
S66x8/05-125,-231.6390577541
S66x8/05-150,-231.6367007909
S66x8/05-200,-231.6344746938
S66x8/06-A,-115.816126732
S66x8/06-B,-95.9340448665
S66x8/06-090,-211.7595653328
S66x8/06-095,-211.7605819842
S66x8/06-100,-211.7608823619
S66x8/06-105,-211.7607182912
S66x8/06-110,-211.7602617522
S66x8/06-125,-211.7582352219
S66x8/06-150,-211.7551276577
S66x8/06-200,-211.7520725308
S66x8/07-A,-115.8162357068
S66x8/07-B,-248.7195195491
S66x8/07-090,-364.5458363048
S66x8/07-095,-364.5468108379
S66x8/07-100,-364.5470979871
S66x8/07-105,-364.546942562
S66x8/07-110,-364.5465018595
S66x8/07-125,-364.5444997594
S66x8/07-150,-364.5409572206
S66x8/07-200,-364.5373620282
S66x8/08-A,-115.8164023927
S66x8/08-B,-76.492222071
S66x8/08-090,-192.3157552696
S66x8/08-095,-192.3163701047
S66x8/08-100,-192.3164714116
S66x8/08-105,-192.3162572192
S66x8/08-110,-192.3158602395
S66x8/08-125,-192.3143109901
S66x8/08-150,-192.3121256058
S66x8/08-200,-192.3100843557
S66x8/09-A,-95.9339572937
S66x8/09-B,-115.8165493003
S66x8/09-090,-211.7531756146
S66x8/09-095,-211.7537841904
S66x8/09-100,-211.7539838868
S66x8/09-105,-211.7539484867
S66x8/09-110,-211.7537821731
S66x8/09-125,-211.7530025107
S66x8/09-150,-211.7519489544
S66x8/09-200,-211.7510832195
S66x8/10-A,-95.9339307174
S66x8/10-B,-95.9339935725
S66x8/10-090,-191.8708649459
S66x8/10-095,-191.8718943235
S66x8/10-100,-191.8723280215
S66x8/10-105,-191.8723853294
S66x8/10-110,-191.8722264294
S66x8/10-125,-191.87127339
S66x8/10-150,-191.8695453019
S66x8/10-200,-191.8684524095
S66x8/11-A,-95.9337447345
S66x8/11-B,-248.7196728071
S66x8/11-090,-344.6570159193
S66x8/11-095,-344.6582022828
S66x8/11-100,-344.6587717077
S66x8/11-105,-344.6589280903
S66x8/11-110,-344.6588179165
S66x8/11-125,-344.6572249603
S66x8/11-150,-344.6552660432
S66x8/11-200,-344.6542053556
S66x8/12-A,-95.9340149257
S66x8/12-B,-76.4918442252
S66x8/12-090,-172.4359162091
S66x8/12-095,-172.436757578
S66x8/12-100,-172.4369180382
S66x8/12-105,-172.4366504827
S66x8/12-110,-172.4361293146
S66x8/12-125,-172.4340175625
S66x8/12-150,-172.4308796783
S66x8/12-200,-172.4279005794
S66x8/13-A,-248.7196574263
S66x8/13-B,-115.8165983103
S66x8/13-090,-364.542181645
S66x8/13-095,-364.5432105222
S66x8/13-100,-364.5436344441
S66x8/13-105,-364.543670681
S66x8/13-110,-364.5434652118
S66x8/13-125,-364.542238099
S66x8/13-150,-364.5401739195
S66x8/13-200,-364.5380924214
S66x8/14-A,-248.7194089731
S66x8/14-B,-95.9339901652
S66x8/14-090,-344.6606967705
S66x8/14-095,-344.6619266082
S66x8/14-100,-344.662460508
S66x8/14-105,-344.6625297045
S66x8/14-110,-344.6622919834
S66x8/14-125,-344.6607681723
S66x8/14-150,-344.6581981387
S66x8/14-200,-344.6555001096
S66x8/15-A,-248.7194478769
S66x8/15-B,-248.7196445455
S66x8/15-090,-497.4472820875
S66x8/15-095,-497.4485338379
S66x8/15-100,-497.4490796789
S66x8/15-105,-497.4491462735
S66x8/15-110,-497.4489043286
S66x8/15-125,-497.4473964474
S66x8/15-150,-497.4447651783
S66x8/15-200,-497.4415249084
S66x8/16-A,-248.7196522135
S66x8/16-B,-76.49222567
S66x8/16-090,-325.2182069296
S66x8/16-095,-325.2189263276
S66x8/16-100,-325.2191375134
S66x8/16-105,-325.2190339836
S66x8/16-110,-325.218745657
S66x8/16-125,-325.2174688329
S66x8/16-150,-325.2155502175
S66x8/16-200,-325.2136377514
S66x8/17-A,-415.1474237554
S66x8/17-B,-415.1474824677
S66x8/17-090,-830.3168231593
S66x8/17-095,-830.3189613442
S66x8/17-100,-830.3196131205
S66x8/17-105,-830.3192909706
S66x8/17-110,-830.3183556831
S66x8/17-125,-830.3140082749
S66x8/17-150,-830.3070296435
S66x8/17-200,-830.2997860229
S66x8/18-A,-76.4922401699
S66x8/18-B,-248.4729025234
S66x8/18-090,-324.9747115139
S66x8/18-095,-324.9754024108
S66x8/18-100,-324.9754836822
S66x8/18-105,-324.975179043
S66x8/18-110,-324.9746403218
S66x8/18-125,-324.9725472462
S66x8/18-150,-324.9695622979
S66x8/18-200,-324.9667811713
S66x8/19-A,-115.8161361526
S66x8/19-B,-248.4728996871
S66x8/19-090,-364.2980728854
S66x8/19-095,-364.2990599358
S66x8/19-100,-364.2993567183
S66x8/19-105,-364.2992059334
S66x8/19-110,-364.2988447216
S66x8/19-125,-364.2967884574
S66x8/19-150,-364.2938068996
S66x8/19-200,-364.2908251383
S66x8/20-A,-229.2703526328
S66x8/20-B,-229.2703600923
S66x8/20-090,-458.5673764315
S66x8/20-095,-458.5695579222
S66x8/20-100,-458.5700865362
S66x8/20-105,-458.5695199374
S66x8/20-110,-458.5682816721
S66x8/20-125,-458.5630443083
S66x8/20-150,-458.5547324459
S66x8/20-200,-458.5461668574
S66x8/21-A,-209.3840959111
S66x8/21-B,-209.3841003149
S66x8/21-090,-418.7895475377
S66x8/21-095,-418.7914705633
S66x8/21-100,-418.792012782
S66x8/21-105,-418.7916732958
S66x8/21-110,-418.7907724931
S66x8/21-125,-418.7866825711
S66x8/21-150,-418.7801618038
S66x8/21-200,-418.772804006
S66x8/22-A,-229.2703120854
S66x8/22-B,-415.1471867462
S66x8/22-090,-644.4439962759
S66x8/22-095,-644.4461668193
S66x8/22-100,-644.4467693574
S66x8/22-105,-644.4463348915
S66x8/22-110,-644.44525495
S66x8/22-125,-644.4403528866
S66x8/22-150,-644.4323646596
S66x8/22-200,-644.423822116
S66x8/23-A,-209.3839704651
S66x8/23-B,-415.1470635018
S66x8/23-090,-624.5565300588
S66x8/23-095,-624.5586376134
S66x8/23-100,-624.5593076822
S66x8/23-105,-624.5590143753
S66x8/23-110,-624.5581039978
S66x8/23-125,-624.5537503627
S66x8/23-150,-624.5463910297
S66x8/23-200,-624.5381483281
S66x8/24-A,-232.4251368903
S66x8/24-B,-232.4251103569
S66x8/24-090,-464.8365293097
S66x8/24-095,-464.8422098038
S66x8/24-100,-464.8459305198
S66x8/24-105,-464.8477964572
S66x8/24-110,-464.8485203777
S66x8/24-125,-464.8497421256
S66x8/24-150,-464.8499492984
S66x8/24-200,-464.8500547292
S66x8/25-A,-248.4728470126
S66x8/25-B,-248.4728703206
S66x8/25-090,-496.9338179406
S66x8/25-095,-496.9392934087
S66x8/25-100,-496.9426892668
S66x8/25-105,-496.9446789824
S66x8/25-110,-496.9455714642
S66x8/25-125,-496.9463125749
S66x8/25-150,-496.9461036973
S66x8/25-200,-496.9459036427
S66x8/26-A,-415.1480318096
S66x8/26-B,-415.1480318096
S66x8/26-090,-830.2911527394
S66x8/26-095,-830.2967338533
S66x8/26-100,-830.2998451489
S66x8/26-105,-830.3012245328
S66x8/26-110,-830.3015596779
S66x8/26-125,-830.3008872821
S66x8/26-150,-830.2989006472
S66x8/26-200,-830.2972201543
S66x8/27-A,-232.4251275113
S66x8/27-B,-248.4728802243
S66x8/27-090,-480.8849906143
S66x8/27-095,-480.8907225882
S66x8/27-100,-480.8943826785
S66x8/27-105,-480.8964286244
S66x8/27-110,-480.897183582
S66x8/27-125,-480.8981022385
S66x8/27-150,-480.8980218405
S66x8/27-200,-480.8979541194
S66x8/28-A,-232.4250595694
S66x8/28-B,-415.1485843459
S66x8/28-090,-647.5625373794
S66x8/28-095,-647.5680004966
S66x8/28-100,-647.571378737
S66x8/28-105,-647.5733400667
S66x8/28-110,-647.5742462247
S66x8/28-125,-647.5744811234
S66x8/28-150,-647.5739927479
S66x8/28-200,-647.5736005622
S66x8/29-A,-248.4728437996
S66x8/29-B,-415.1485535969
S66x8/29-090,-663.610279687
S66x8/29-095,-663.6174231002
S66x8/29-100,-663.6211800922
S66x8/29-105,-663.6231941012
S66x8/29-110,-663.6240024384
S66x8/29-125,-663.6238218528
S66x8/29-150,-663.6227924298
S66x8/29-200,-663.6219241972
S66x8/30-A,-232.4251232932
S66x8/30-B,-78.6506696847
S66x8/30-090,-311.0687343261
S66x8/30-095,-311.0714982925
S66x8/30-100,-311.0732948078
S66x8/30-105,-311.074235138
S66x8/30-110,-311.0746131112
S66x8/30-125,-311.0752639833
S66x8/30-150,-311.0754157924
S66x8/30-200,-311.0756154848
S66x8/31-A,-415.1485976445
S66x8/31-B,-78.6506427837
S66x8/31-090,-493.7954070625
S66x8/31-095,-493.7978724184
S66x8/31-100,-493.7992865103
S66x8/31-105,-493.7999832927
S66x8/31-110,-493.8002702699
S66x8/31-125,-493.8003146445
S66x8/31-150,-493.7998649453
S66x8/31-200,-493.7994237485
S66x8/32-A,-415.1486158448
S66x8/32-B,-77.3935142912
S66x8/32-090,-492.5392958319
S66x8/32-095,-492.5417935274
S66x8/32-100,-492.5430919762
S66x8/32-105,-492.5436954588
S66x8/32-110,-492.5439102299
S66x8/32-125,-492.5436344753
S66x8/32-150,-492.5428239676
S66x8/32-200,-492.542155713
S66x8/33-A,-248.4728911822
S66x8/33-B,-78.6506413577
S66x8/33-090,-327.1177337974
S66x8/33-095,-327.1202499709
S66x8/33-100,-327.1217322023
S66x8/33-105,-327.1225797391
S66x8/33-110,-327.1230227783
S66x8/33-125,-327.1234623762
S66x8/33-150,-327.1234779232
S66x8/33-200,-327.1235262004
S66x8/34-A,-197.9136627448
S66x8/34-B,-197.9136961866
S66x8/34-090,-395.8215294886
S66x8/34-095,-395.8245120778
S66x8/34-100,-395.8262292509
S66x8/34-105,-395.8271979798
S66x8/34-110,-395.8276678844
S66x8/34-125,-395.8280218806
S66x8/34-150,-395.8279115365
S66x8/34-200,-395.8278165333
S66x8/35-A,-197.9136763164
S66x8/35-B,-197.9154165236
S66x8/35-090,-395.8245874704
S66x8/35-095,-395.8268918042
S66x8/35-100,-395.8281327686
S66x8/35-105,-395.8288132882
S66x8/35-110,-395.829118025
S66x8/35-125,-395.8292915096
S66x8/35-150,-395.8291948286
S66x8/35-200,-395.8291305085
S66x8/36-A,-197.9153794196
S66x8/36-B,-197.9154248318
S66x8/36-090,-395.8279069247
S66x8/36-095,-395.8290945333
S66x8/36-100,-395.8297785029
S66x8/36-105,-395.8301661007
S66x8/36-110,-395.8303418819
S66x8/36-125,-395.8305031501
S66x8/36-150,-395.830457393
S66x8/36-200,-395.8304090641
S66x8/37-A,-196.6978486304
S66x8/37-B,-197.9152129521
S66x8/37-090,-394.6083266407
S66x8/37-095,-394.6107015687
S66x8/37-100,-394.6119862196
S66x8/37-105,-394.6126802789
S66x8/37-110,-394.61305104
S66x8/37-125,-394.6133056833
S66x8/37-150,-394.6132414918
S66x8/37-200,-394.6131848553
S66x8/38-A,-196.6976957218
S66x8/38-B,-196.6978848462
S66x8/38-090,-393.390812625
S66x8/38-095,-393.3930576213
S66x8/38-100,-393.3944304979
S66x8/38-105,-393.3951881382
S66x8/38-110,-393.3955552617
S66x8/38-125,-393.3957035746
S66x8/38-150,-393.3955553161
S66x8/38-200,-393.3954716643
S66x8/39-A,-232.4251145104
S66x8/39-B,-196.6976100365
S66x8/39-090,-429.1150659452
S66x8/39-095,-429.1187493108
S66x8/39-100,-429.1209494098
S66x8/39-105,-429.1221048473
S66x8/39-110,-429.1226053146
S66x8/39-125,-429.1231560088
S66x8/39-150,-429.1229435789
S66x8/39-200,-429.122725708
S66x8/40-A,-232.4251066674
S66x8/40-B,-197.9152838091
S66x8/40-090,-430.3347362174
S66x8/40-095,-430.3375997826
S66x8/40-100,-430.3393437999
S66x8/40-105,-430.3401147716
S66x8/40-110,-430.3404597959
S66x8/40-125,-430.3408872274
S66x8/40-150,-430.3406943461
S66x8/40-200,-430.3404875728
S66x8/41-A,-415.1485918346
S66x8/41-B,-197.9139241306
S66x8/41-090,-613.0554561659
S66x8/41-095,-613.0590946111
S66x8/41-100,-613.0612539816
S66x8/41-105,-613.0622784187
S66x8/41-110,-613.0626588214
S66x8/41-125,-613.0631118039
S66x8/41-150,-613.0627421761
S66x8/41-200,-613.0625648074
S66x8/42-A,-415.1486702329
S66x8/42-B,-196.6976474271
S66x8/42-090,-611.8391924066
S66x8/42-095,-611.8427848655
S66x8/42-100,-611.8447774858
S66x8/42-105,-611.8458171517
S66x8/42-110,-611.8463069841
S66x8/42-125,-611.8467306096
S66x8/42-150,-611.8465102102
S66x8/42-200,-611.8463242446
S66x8/43-A,-415.1486888304
S66x8/43-B,-197.9154082261
S66x8/43-090,-613.0590090945
S66x8/43-095,-613.0618893519
S66x8/43-100,-613.0633998466
S66x8/43-105,-613.0640439466
S66x8/43-110,-613.0643437615
S66x8/43-125,-613.0645478778
S66x8/43-150,-613.064198828
S66x8/43-200,-613.0639160782
S66x8/44-A,-78.6506660222
S66x8/44-B,-197.9136682477
S66x8/44-090,-276.5620043278
S66x8/44-095,-276.5634105081
S66x8/44-100,-276.5641879226
S66x8/44-105,-276.5645683898
S66x8/44-110,-276.5647101089
S66x8/44-125,-276.5648045349
S66x8/44-150,-276.5647063985
S66x8/44-200,-276.5646296722
S66x8/45-A,-77.3935374436
S66x8/45-B,-197.9137186885
S66x8/45-090,-275.304025205
S66x8/45-095,-275.3056772739
S66x8/45-100,-275.3066185511
S66x8/45-105,-275.3071591943
S66x8/45-110,-275.3073763241
S66x8/45-125,-275.307451738
S66x8/45-150,-275.3072649684
S66x8/45-200,-275.3071001204
S66x8/46-A,-248.7197987381
S66x8/46-B,-197.9137617403
S66x8/46-090,-446.6294978044
S66x8/46-095,-446.6317246024
S66x8/46-100,-446.6330718991
S66x8/46-105,-446.6337992915
S66x8/46-110,-446.6341255254
S66x8/46-125,-446.6343748214
S66x8/46-150,-446.6340191809
S66x8/46-200,-446.6337149721
S66x8/47-A,-232.4251011648
S66x8/47-B,-232.4250297483
S66x8/47-090,-464.8450509939
S66x8/47-095,-464.8479231154
S66x8/47-100,-464.8495276234
S66x8/47-105,-464.8503966516
S66x8/47-110,-464.8507616185
S66x8/47-125,-464.8509305575
S66x8/47-150,-464.8505869693
S66x8/47-200,-464.8502951368
S66x8/48-A,-248.4728640001
S66x8/48-B,-248.4728037622
S66x8/48-090,-496.9425078248
S66x8/48-095,-496.9448806505
S66x8/48-100,-496.9462386872
S66x8/48-105,-496.9469655863
S66x8/48-110,-496.9472298755
S66x8/48-125,-496.9472039941
S66x8/48-150,-496.9466123251
S66x8/48-200,-496.946081212
S66x8/49-A,-232.425099076
S66x8/49-B,-248.4728405619
S66x8/49-090,-480.8934128326
S66x8/49-095,-480.8963464596
S66x8/49-100,-480.8979278491
S66x8/49-105,-480.8987765183
S66x8/49-110,-480.8991243811
S66x8/49-125,-480.8991572598
S66x8/49-150,-480.8986360785
S66x8/49-200,-480.8981518666
S66x8/50-A,-232.4250976888
S66x8/50-B,-77.3935783207
S66x8/50-090,-309.8168991344
S66x8/50-095,-309.8189124728
S66x8/50-100,-309.8198416855
S66x8/50-105,-309.8203420236
S66x8/50-110,-309.8204951149
S66x8/50-125,-309.8201722882
S66x8/50-150,-309.8194131135
S66x8/50-200,-309.8188166409
S66x8/51-A,-77.3935489214
S66x8/51-B,-77.3935968885
S66x8/51-090,-154.787954864
S66x8/51-095,-154.7885350488
S66x8/51-100,-154.7887517025
S66x8/51-105,-154.788766083
S66x8/51-110,-154.7886772584
S66x8/51-125,-154.7882284158
S66x8/51-150,-154.7876608808
S66x8/51-200,-154.787254062
S66x8/52-A,-232.4250987392
S66x8/52-B,-229.2723163712
S66x8/52-090,-461.6976090086
S66x8/52-095,-461.699466724
S66x8/52-100,-461.700445143
S66x8/52-105,-461.7008800135
S66x8/52-110,-461.7009536717
S66x8/52-125,-461.7003132195
S66x8/52-150,-461.6990706386
S66x8/52-200,-461.6979710391
S66x8/53-A,-232.4251053966
S66x8/53-B,-209.3850675286
S66x8/53-090,-441.8111956404
S66x8/53-095,-441.8126005727
S66x8/53-100,-441.813320709
S66x8/53-105,-441.8136015317
S66x8/53-110,-441.8136150198
S66x8/53-125,-441.8129482587
S66x8/53-150,-441.81174508
S66x8/53-200,-441.8105839794
S66x8/54-A,-232.4250882561
S66x8/54-B,-76.4921449192
S66x8/54-090,-308.9184897801
S66x8/54-095,-308.9198036265
S66x8/54-100,-308.9203852263
S66x8/54-105,-308.9205092851
S66x8/54-110,-308.9204036074
S66x8/54-125,-308.9197456213
S66x8/54-150,-308.9187206742
S66x8/54-200,-308.9178043913
S66x8/55-A,-232.4250749163
S66x8/55-B,-115.816465708
S66x8/55-090,-348.2408385295
S66x8/55-095,-348.2427314884
S66x8/55-100,-348.2437538234
S66x8/55-105,-348.2442880776
S66x8/55-110,-348.2444842793
S66x8/55-125,-348.2439873042
S66x8/55-150,-348.2429955376
S66x8/55-200,-348.2420964024
S66x8/56-A,-232.4251005203
S66x8/56-B,-95.9339346341
S66x8/56-090,-328.3563958681
S66x8/56-095,-328.3583569937
S66x8/56-100,-328.3594841606
S66x8/56-105,-328.3601845137
S66x8/56-110,-328.3604762375
S66x8/56-125,-328.3603379429
S66x8/56-150,-328.3597791043
S66x8/56-200,-328.3592718097
S66x8/57-A,-232.4250731346
S66x8/57-B,-248.7197341526
S66x8/57-090,-481.1407326083
S66x8/57-095,-481.1444209745
S66x8/57-100,-481.1463148712
S66x8/57-105,-481.1472994258
S66x8/57-110,-481.1477561158
S66x8/57-125,-481.1474397763
S66x8/57-150,-481.1464212842
S66x8/57-200,-481.1454689893
S66x8/58-A,-248.472845112
S66x8/58-B,-248.472793598
S66x8/58-090,-496.9460840632
S66x8/58-095,-496.9482313007
S66x8/58-100,-496.9493960889
S66x8/58-105,-496.9494854632
S66x8/58-110,-496.949200043
S66x8/58-125,-496.9479969475
S66x8/58-150,-496.946765808
S66x8/58-200,-496.9460010584
S66x8/59-A,-77.3936106704
S66x8/59-B,-76.4922153606
S66x8/59-090,-153.8895920453
S66x8/59-095,-153.8900198004
S66x8/59-100,-153.890086548
S66x8/59-105,-153.8899419288
S66x8/59-110,-153.8896808542
S66x8/59-125,-153.8887048745
S66x8/59-150,-153.887422301
S66x8/59-200,-153.8863135454
S66x8/60-A,-77.393515324
S66x8/60-B,-229.2722973208
S66x8/60-090,-306.6704501182
S66x8/60-095,-306.6714967732
S66x8/60-100,-306.6718459812
S66x8/60-105,-306.6717796321
S66x8/60-110,-306.6714729171
S66x8/60-125,-306.6700713364
S66x8/60-150,-306.6680844935
S66x8/60-200,-306.6664553139
S66x8/61-A,-197.9137987288
S66x8/61-B,-229.2723622963
S66x8/61-090,-427.1839451046
S66x8/61-095,-427.1851708422
S66x8/61-100,-427.1859017204
S66x8/61-105,-427.1862956321
S66x8/61-110,-427.1864886882
S66x8/61-125,-427.1866605745
S66x8/61-150,-427.1863921587
S66x8/61-200,-427.186231981
S66x8/62-A,-197.9137813947
S66x8/62-B,-209.3850958316
S66x8/62-090,-407.2962607764
S66x8/62-095,-407.2979708386
S66x8/62-100,-407.2989486655
S66x8/62-105,-407.2994427982
S66x8/62-110,-407.2996768746
S66x8/62-125,-407.2996965216
S66x8/62-150,-407.2993305969
S66x8/62-200,-407.2989989913
S66x8/63-A,-232.4251228491
S66x8/63-B,-229.2723123909
S66x8/63-090,-461.6929431857
S66x8/63-095,-461.6958319175
S66x8/63-100,-461.6974685367
S66x8/63-105,-461.6983333767
S66x8/63-110,-461.6986257476
S66x8/63-125,-461.6986910833
S66x8/63-150,-461.6980679102
S66x8/63-200,-461.6975764963
S66x8/64-A,-248.7197283438
S66x8/64-B,-78.6506953748
S66x8/64-090,-327.3696796931
S66x8/64-095,-327.3709613277
S66x8/64-100,-327.3716229098
S66x8/64-105,-327.3719149912
S66x8/64-110,-327.371976627
S66x8/64-125,-327.3717200965
S66x8/64-150,-327.3710511047
S66x8/64-200,-327.370542008
S66x8/65-A,-248.4729003005
S66x8/65-B,-77.3930410065
S66x8/65-090,-325.8711212373
S66x8/65-095,-325.8717507462
S66x8/65-100,-325.8719195627
S66x8/65-105,-325.871804354
S66x8/65-110,-325.871526955
S66x8/65-125,-325.8703502647
S66x8/65-150,-325.8686966679
S66x8/65-200,-325.8672672029
S66x8/66-A,-95.933931873
S66x8/66-B,-248.4728857228
S66x8/66-090,-344.4067584991
S66x8/66-095,-344.408145263
S66x8/66-100,-344.4089429343
S66x8/66-105,-344.4093464894
S66x8/66-110,-344.4094650969
