system,LC-wPBE08(w=25)/def2-QZVP/Q-Chem
S66x8/06-125,-211.423959791
S66x8/06-150,-211.4206197654
S66x8/06-200,-211.4173209603
S66x8/07-A,-115.640693055
S66x8/07-B,-248.3386702889
S66x8/07-090,-363.9902694957
S66x8/07-095,-363.9910670396
S66x8/07-100,-363.9912246129
S66x8/07-105,-363.9909783157
S66x8/07-110,-363.9904739679
S66x8/07-125,-363.9883810859
S66x8/07-150,-363.9847664375
S66x8/07-200,-363.9809500012
S66x8/08-A,-115.6406647635
S66x8/08-B,-76.3868092014
S66x8/08-090,-192.0351570865
S66x8/08-095,-192.0356442307
S66x8/08-100,-192.0356580854
S66x8/08-105,-192.0353851134
S66x8/08-110,-192.0349456702
S66x8/08-125,-192.0333426555
S66x8/08-150,-192.0310997988
S66x8/08-200,-192.0289368861
S66x8/09-A,-95.7746687624
S66x8/09-B,-115.6406727844
S66x8/09-090,-211.4186400799
S66x8/09-095,-211.4191611187
S66x8/09-100,-211.4193063331
S66x8/09-105,-211.4192310809
S66x8/09-110,-211.419032874
S66x8/09-125,-211.4181841124
S66x8/09-150,-211.4170200378
S66x8/09-200,-211.4160030693
S66x8/10-A,-95.7747660001
S66x8/10-B,-95.7746919075
S66x8/10-090,-191.5535652011
S66x8/10-095,-191.5543398843
S66x8/10-100,-191.5545987689
S66x8/10-105,-191.5545457989
S66x8/10-110,-191.5543031877
S66x8/10-125,-191.5531896583
S66x8/10-150,-191.5512614984
S66x8/10-200,-191.5499552054
S66x8/11-A,-95.7747101299
S66x8/11-B,-248.3388193593
S66x8/11-090,-344.1178789202
S66x8/11-095,-344.1188567099
S66x8/11-100,-344.1192835752
S66x8/11-105,-344.1193522344
S66x8/11-110,-344.1191910258
S66x8/11-125,-344.1174942893
S66x8/11-150,-344.1153589773
S66x8/11-200,-344.1141253918
S66x8/12-A,-95.7746732157
S66x8/12-B,-76.3869025299
S66x8/12-090,-172.1725869532
S66x8/12-095,-172.1732131847
S66x8/12-100,-172.1732000745
S66x8/12-105,-172.1727933756
S66x8/12-110,-172.1721660526
S66x8/12-125,-172.1698661386
S66x8/12-150,-172.1665777441
S66x8/12-200,-172.1634056596
S66x8/13-A,-248.3388008843
S66x8/13-B,-115.6407000398
S66x8/13-090,-363.9859413989
S66x8/13-095,-363.9868197
S66x8/13-100,-363.9871517287
S66x8/13-105,-363.987132191
S66x8/13-110,-363.986894929
S66x8/13-125,-363.9856394413
S66x8/13-150,-363.9835616411
S66x8/13-200,-363.9813341072
S66x8/14-A,-248.3386784509
S66x8/14-B,-95.7747240055
S66x8/14-090,-344.1222305742
S66x8/14-095,-344.1231794872
S66x8/14-100,-344.1234915052
S66x8/14-105,-344.1233914175
S66x8/14-110,-344.123026247
S66x8/14-125,-344.1212547154
S66x8/14-150,-344.1184944908
S66x8/14-200,-344.1155415864
S66x8/15-A,-248.3391021511
S66x8/15-B,-248.3390890664
S66x8/15-090,-496.6872046189
S66x8/15-095,-496.6882659929
S66x8/15-100,-496.6886836406
S66x8/15-105,-496.6886627337
S66x8/15-110,-496.6883551398
S66x8/15-125,-496.6867496444
S66x8/15-150,-496.6840886987
S66x8/15-200,-496.6806470767
S66x8/16-A,-248.3392013276
S66x8/16-B,-76.3868051854
S66x8/16-090,-324.7327089566
S66x8/16-095,-324.7333239492
S66x8/16-100,-324.7334752009
S66x8/16-105,-324.7333324408
S66x8/16-110,-324.7330226605
S66x8/16-125,-324.7317360023
S66x8/16-150,-324.7297784526
S66x8/16-200,-324.7277489495
S66x8/17-A,-414.5583668033
S66x8/17-B,-414.5584096673
S66x8/17-090,-829.1397324338
S66x8/17-095,-829.1415077132
S66x8/17-100,-829.1418816081
S66x8/17-105,-829.1413604892
S66x8/17-110,-829.140292608
S66x8/17-125,-829.1357921095
S66x8/17-150,-829.1288964283
S66x8/17-200,-829.1216821642
S66x8/18-A,-76.3867605765
S66x8/18-B,-248.0752530596
S66x8/18-090,-324.4729036057
S66x8/18-095,-324.4733929469
S66x8/18-100,-324.4733171609
S66x8/18-105,-324.4728899584
S66x8/18-110,-324.4722579617
S66x8/18-125,-324.4700018573
S66x8/18-150,-324.4669007394
S66x8/18-200,-324.4639654769
S66x8/19-A,-115.6405964156
S66x8/19-B,-248.0752475849
S66x8/19-090,-363.726287294
S66x8/19-095,-363.7270226562
S66x8/19-100,-363.7271201202
S66x8/19-105,-363.7268109931
S66x8/19-110,-363.7263097528
S66x8/19-125,-363.7240398931
S66x8/19-150,-363.7208869442
S66x8/19-200,-363.7177281117
S66x8/20-A,-228.9429444874
S66x8/20-B,-228.9429556973
S66x8/20-090,-457.9140786835
S66x8/20-095,-457.9159704912
S66x8/20-100,-457.91625566
S66x8/20-105,-457.9154872294
S66x8/20-110,-457.9140971302
S66x8/20-125,-457.9083897674
S66x8/20-150,-457.9000420989
S66x8/20-200,-457.8914695328
S66x8/21-A,-209.0724021753
S66x8/21-B,-209.0724060114
S66x8/21-090,-418.1672788906
S66x8/21-095,-418.1688476562
S66x8/21-100,-418.1691295807
S66x8/21-105,-418.1686127717
S66x8/21-110,-418.1675956494
S66x8/21-125,-418.1633690026
S66x8/21-150,-418.1568782083
S66x8/21-200,-418.149453438
S66x8/22-A,-228.9428606798
S66x8/22-B,-414.558098013
S66x8/22-090,-643.528488398
S66x8/22-095,-643.5303235935
S66x8/22-100,-643.530657286
S66x8/22-105,-643.5300164641
S66x8/22-110,-643.5287925335
S66x8/22-125,-643.5237020999
S66x8/22-150,-643.5157524461
S66x8/22-200,-643.507275009
S66x8/23-A,-209.0722578172
S66x8/23-B,-414.5581234828
S66x8/23-090,-623.6568237962
S66x8/23-095,-623.6585847372
S66x8/23-100,-623.6589877394
S66x8/23-105,-623.6584963874
S66x8/23-110,-623.6574495351
S66x8/23-125,-623.6529256412
S66x8/23-150,-623.6456122363
S66x8/23-200,-623.6374168364
S66x8/24-A,-232.0364817906
S66x8/24-B,-232.0365219149
S66x8/24-090,-464.0624472328
S66x8/24-095,-464.0670446773
S66x8/24-100,-464.0703032651
S66x8/24-105,-464.0717909913
S66x8/24-110,-464.0721198482
S66x8/24-125,-464.0729904658
S66x8/24-150,-464.0727974862
S66x8/24-200,-464.0727174357
S66x8/25-A,-248.0752945058
S66x8/25-B,-248.0753108318
S66x8/25-090,-496.1420623976
S66x8/25-095,-496.1463735539
S66x8/25-100,-496.1491591786
S66x8/25-105,-496.1508252022
S66x8/25-110,-496.1514069585
S66x8/25-125,-496.1517341155
S66x8/25-150,-496.1511521053
S66x8/25-200,-496.1507609877
S66x8/26-A,-414.5586968726
S66x8/26-B,-414.5586968726
S66x8/26-090,-829.1148586942
S66x8/26-095,-829.1196368711
S66x8/26-100,-829.1223142076
S66x8/26-105,-829.1234317931
S66x8/26-110,-829.1235978216
S66x8/26-125,-829.1228005507
S66x8/26-150,-829.1205350196
S66x8/26-200,-829.1185348399
S66x8/27-A,-232.0365082105
S66x8/27-B,-248.075306751
S66x8/27-090,-480.1021714791
S66x8/27-095,-480.1066696946
S66x8/27-100,-480.10981922
S66x8/27-105,-480.111511371
S66x8/27-110,-480.1118927624
S66x8/27-125,-480.1124479649
S66x8/27-150,-480.1119783571
S66x8/27-200,-480.1117261362
S66x8/28-A,-232.0364968114
S66x8/28-B,-414.5590441598
S66x8/28-090,-646.5877070555
S66x8/28-095,-646.5919199329
S66x8/28-100,-646.5947557815
S66x8/28-105,-646.5965109727
S66x8/28-110,-646.5971320554
S66x8/28-125,-646.5969468023
S66x8/28-150,-646.5961323956
S66x8/28-200,-646.595479972
S66x8/29-A,-248.0752925466
S66x8/29-B,-414.5589920139
S66x8/29-090,-662.6267092574
S66x8/29-095,-662.6323759566
S66x8/29-100,-662.6353584925
S66x8/29-105,-662.6371314392
S66x8/29-110,-662.6377324948
S66x8/29-125,-662.6372222754
S66x8/29-150,-662.6358856806
S66x8/29-200,-662.634842011
S66x8/30-A,-232.0365041659
S66x8/30-B,-78.5072640124
S66x8/30-090,-310.538747307
S66x8/30-095,-310.5408632572
S66x8/30-100,-310.542363643
S66x8/30-105,-310.5430337038
S66x8/30-110,-310.5431649543
S66x8/30-125,-310.5436043927
S66x8/30-150,-310.5434799088
S66x8/30-200,-310.5435286413
S66x8/31-A,-414.5590589101
S66x8/31-B,-78.507370898
S66x8/31-090,-493.0639940021
S66x8/31-095,-493.0660521932
S66x8/31-100,-493.0672362005
S66x8/31-105,-493.067775732
S66x8/31-110,-493.0679378743
S66x8/31-125,-493.067826485
S66x8/31-150,-493.0671589703
S66x8/31-200,-493.0665653555
S66x8/32-A,-414.5589833462
S66x8/32-B,-77.2577013949
S66x8/32-090,-491.815261029
S66x8/32-095,-491.8173527146
S66x8/32-100,-491.8184559092
S66x8/32-105,-491.8188832248
S66x8/32-110,-491.8189799916
S66x8/32-125,-491.8186103405
S66x8/32-150,-491.8176444688
S66x8/32-200,-491.816852652
S66x8/33-A,-248.0752898338
S66x8/33-B,-78.5072095837
S66x8/33-090,-326.5787437625
S66x8/33-095,-326.5806751132
S66x8/33-100,-326.5818542281
S66x8/33-105,-326.5824727679
S66x8/33-110,-326.5827018827
S66x8/33-125,-326.5829346621
S66x8/33-150,-326.5826764789
S66x8/33-200,-326.582539987
S66x8/34-A,-197.5584761804
S66x8/34-B,-197.5582446517
S66x8/34-090,-395.1128692834
S66x8/34-095,-395.1154605084
S66x8/34-100,-395.1169035992
S66x8/34-105,-395.1176596587
S66x8/34-110,-395.1180483224
S66x8/34-125,-395.1181764783
S66x8/34-150,-395.1176944595
S66x8/34-200,-395.1172593314
S66x8/35-A,-197.5583883143
S66x8/35-B,-197.5610177084
S66x8/35-090,-395.116435417
S66x8/35-095,-395.1183803412
S66x8/35-100,-395.1194513726
S66x8/35-105,-395.1199726391
S66x8/35-110,-395.1201967526
S66x8/35-125,-395.1201644296
S66x8/35-150,-395.1197775939
S66x8/35-200,-395.1194830535
S66x8/36-A,-197.5610726897
S66x8/36-B,-197.5611934359
S66x8/36-090,-395.1204265973
S66x8/36-095,-395.1214787504
S66x8/36-100,-395.1220491847
S66x8/36-105,-395.1223317186
S66x8/36-110,-395.1224706203
S66x8/36-125,-395.1224295315
S66x8/36-150,-395.1221538391
S66x8/36-200,-395.1219260304
S66x8/37-A,-196.3560210507
S66x8/37-B,-197.560864308
S66x8/37-090,-393.9136951093
S66x8/37-095,-393.9157296324
S66x8/37-100,-393.9168457172
S66x8/37-105,-393.9174073294
S66x8/37-110,-393.9176673718
S66x8/37-125,-393.9177568266
S66x8/37-150,-393.9174188278
S66x8/37-200,-393.917115087
S66x8/38-A,-196.3558795961
S66x8/38-B,-196.356139961
S66x8/38-090,-392.7087165092
S66x8/38-095,-392.7106240292
S66x8/38-100,-392.7118349789
S66x8/38-105,-392.7124352155
S66x8/38-110,-392.7126872048
S66x8/38-125,-392.7126870592
S66x8/38-150,-392.712243512
S66x8/38-200,-392.7119036903
S66x8/39-A,-232.0365152679
S66x8/39-B,-196.3558029044
S66x8/39-090,-428.3869782797
S66x8/39-095,-428.3900210926
S66x8/39-100,-428.3917978726
S66x8/39-105,-428.3926762363
S66x8/39-110,-428.3929935217
S66x8/39-125,-428.3932872264
S66x8/39-150,-428.3927510302
S66x8/39-200,-428.3922914415
S66x8/40-A,-232.0365219769
S66x8/40-B,-197.5612883341
S66x8/40-090,-429.5936574732
S66x8/40-095,-429.5960374879
S66x8/40-100,-429.5975263621
S66x8/40-105,-429.5980853128
S66x8/40-110,-429.5982531446
S66x8/40-125,-429.5984602749
S66x8/40-150,-429.5979553633
S66x8/40-200,-429.5975141815
S66x8/41-A,-414.5591202071
S66x8/41-B,-197.5586805124
S66x8/41-090,-612.1128052819
S66x8/41-095,-612.1159690168
S66x8/41-100,-612.1178727268
S66x8/41-105,-612.1186404125
S66x8/41-110,-612.1188535656
S66x8/41-125,-612.1190759616
S66x8/41-150,-612.1183209112
S66x8/41-200,-612.117878582
S66x8/42-A,-414.5592225593
S66x8/42-B,-196.355822595
S66x8/42-090,-610.9096960911
S66x8/42-095,-610.9128059235
S66x8/42-100,-610.9145574789
S66x8/42-105,-610.9154077765
S66x8/42-110,-610.9158027221
S66x8/42-125,-610.9160568183
S66x8/42-150,-610.9155109245
S66x8/42-200,-610.9150496655
S66x8/43-A,-414.5591812792
S66x8/43-B,-197.5607774432
S66x8/43-090,-612.116698709
S66x8/43-095,-612.1192284349
S66x8/43-100,-612.120540462
S66x8/43-105,-612.1210372109
S66x8/43-110,-612.1212671415
S66x8/43-125,-612.1213199493
S66x8/43-150,-612.1207051716
S66x8/43-200,-612.120201212
S66x8/44-A,-78.5072752885
S66x8/44-B,-197.5585812827
S66x8/44-090,-276.0644214088
S66x8/44-095,-276.065634823
S66x8/44-100,-276.0662516853
S66x8/44-105,-276.0665114779
S66x8/44-110,-276.0666207857
S66x8/44-125,-276.0665398152
S66x8/44-150,-276.0662140041
S66x8/44-200,-276.0659545331
S66x8/45-A,-77.2576842779
S66x8/45-B,-197.5583855424
S66x8/45-090,-274.814142865
S66x8/45-095,-274.8155411936
S66x8/45-100,-274.81628139
S66x8/45-105,-274.8167014395
S66x8/45-110,-274.8168639449
S66x8/45-125,-274.8167490179
S66x8/45-150,-274.8163493081
S66x8/45-200,-274.8160786695
S66x8/46-A,-248.3392224159
S66x8/46-B,-197.5583696986
S66x8/46-090,-445.895207405
S66x8/46-095,-445.8971562982
S66x8/46-100,-445.8983094544
S66x8/46-105,-445.8988904667
S66x8/46-110,-445.8991388903
S66x8/46-125,-445.8992338402
S66x8/46-150,-445.8985335158
S66x8/46-200,-445.8978775608
S66x8/47-A,-232.0365148702
S66x8/47-B,-232.0365353742
S66x8/47-090,-464.0695618161
S66x8/47-095,-464.0719180123
S66x8/47-100,-464.0731872214
S66x8/47-105,-464.0738718854
S66x8/47-110,-464.0741204952
S66x8/47-125,-464.0740835438
S66x8/47-150,-464.073528468
S66x8/47-200,-464.0730598001
S66x8/48-A,-248.07530975
S66x8/48-B,-248.0753123973
S66x8/48-090,-496.1488428503
S66x8/48-095,-496.1507672491
S66x8/48-100,-496.1518676695
S66x8/48-105,-496.152459415
S66x8/48-110,-496.1526216686
S66x8/48-125,-496.1524655414
S66x8/48-150,-496.151696513
S66x8/48-200,-496.150968021
S66x8/49-A,-232.0365219872
S66x8/49-B,-248.0752833036
S66x8/49-090,-480.1089397892
S66x8/49-095,-480.1113506625
S66x8/49-100,-480.112595069
S66x8/49-105,-480.1132520593
S66x8/49-110,-480.1134892527
S66x8/49-125,-480.1133103942
S66x8/49-150,-480.112594718
S66x8/49-200,-480.111942952
S66x8/50-A,-232.036504812
S66x8/50-B,-77.2577515131
S66x8/50-090,-309.2939569238
S66x8/50-095,-309.2955387414
S66x8/50-100,-309.2962089328
S66x8/50-105,-309.2965583344
S66x8/50-110,-309.2966273344
S66x8/50-125,-309.2961559973
S66x8/50-150,-309.2952445036
S66x8/50-200,-309.2945306291
S66x8/51-A,-77.2576921781
S66x8/51-B,-77.2577484411
S66x8/51-090,-154.5167896734
S66x8/51-095,-154.5172390376
S66x8/51-100,-154.5173776837
S66x8/51-105,-154.5173417516
S66x8/51-110,-154.517215009
S66x8/51-125,-154.5166930461
S66x8/51-150,-154.516034991
S66x8/51-200,-154.5155671938
S66x8/52-A,-232.0364987038
S66x8/52-B,-228.9445634328
S66x8/52-090,-460.9828827367
S66x8/52-095,-460.9843214887
S66x8/52-100,-460.9850098858
S66x8/52-105,-460.9852504485
S66x8/52-110,-460.9851990739
S66x8/52-125,-460.9843308945
S66x8/52-150,-460.9829201382
S66x8/52-200,-460.9816161295
S66x8/53-A,-232.0364845424
S66x8/53-B,-209.0730360903
S66x8/53-090,-441.11166542
S66x8/53-095,-441.1127885105
S66x8/53-100,-441.1133191537
S66x8/53-105,-441.1134696163
S66x8/53-110,-441.1134001385
S66x8/53-125,-441.1126401223
S66x8/53-150,-441.1112948279
S66x8/53-200,-441.1099458051
S66x8/54-A,-232.036510713
S66x8/54-B,-76.3867367351
S66x8/54-090,-308.4257273104
S66x8/54-095,-308.4267737747
S66x8/54-100,-308.4271597265
S66x8/54-105,-308.4271442208
S66x8/54-110,-308.4269406153
S66x8/54-125,-308.4261208824
S66x8/54-150,-308.4249165884
S66x8/54-200,-308.423834919
S66x8/55-A,-232.0365124182
S66x8/55-B,-115.6406871482
S66x8/55-090,-347.6783091222
S66x8/55-095,-347.6797214035
S66x8/55-100,-347.680431786
S66x8/55-105,-347.6807532594
S66x8/55-110,-347.6807851634
S66x8/55-125,-347.6800274053
S66x8/55-150,-347.6788075527
S66x8/55-200,-347.6776827277
S66x8/56-A,-232.036512156
S66x8/56-B,-95.7746379601
S66x8/56-090,-327.8102180785
S66x8/56-095,-327.8117382952
S66x8/56-100,-327.8126016442
S66x8/56-105,-327.8131117236
S66x8/56-110,-327.813255021
S66x8/56-125,-327.8128927219
S66x8/56-150,-327.8121062308
S66x8/56-200,-327.8114146763
S66x8/57-A,-232.0365261825
S66x8/57-B,-248.3391935386
S66x8/57-090,-480.3739944889
S66x8/57-095,-480.3769664414
S66x8/57-100,-480.3784179403
S66x8/57-105,-480.3791097567
S66x8/57-110,-480.3793792737
S66x8/57-125,-480.378787229
S66x8/57-150,-480.3774955003
S66x8/57-200,-480.3763253826
S66x8/58-A,-248.0753089619
S66x8/58-B,-248.0752797708
S66x8/58-090,-496.1519784028
S66x8/58-095,-496.1537997136
S66x8/58-100,-496.1547305179
S66x8/58-105,-496.1547368339
S66x8/58-110,-496.1544080305
S66x8/58-125,-496.1531675174
S66x8/58-150,-496.151820891
S66x8/58-200,-496.1509369147
S66x8/59-A,-77.2578013066
S66x8/59-B,-76.3867914253
S66x8/59-090,-153.6481737893
S66x8/59-095,-153.6485502549
S66x8/59-100,-153.6485922034
S66x8/59-105,-153.6484442164
S66x8/59-110,-153.6481873014
S66x8/59-125,-153.647221412
S66x8/59-150,-153.6459127186
S66x8/59-200,-153.6447232173
S66x8/60-A,-77.2577205122
S66x8/60-B,-228.9445488889
S66x8/60-090,-306.20806542
S66x8/60-095,-306.2088212452
S66x8/60-100,-306.2089727111
S66x8/60-105,-306.2087686166
S66x8/60-110,-306.2083756335
S66x8/60-125,-306.2068583714
S66x8/60-150,-306.2047964724
S66x8/60-200,-306.203037326
S66x8/61-A,-197.5584719462
S66x8/61-B,-228.9445795839
S66x8/61-090,-426.5019390474
S66x8/61-095,-426.5030047106
S66x8/61-100,-426.503626666
S66x8/61-105,-426.5039533071
S66x8/61-110,-426.5041169066
S66x8/61-125,-426.5041469576
S66x8/61-150,-426.5035884985
S66x8/61-200,-426.5031671008
S66x8/62-A,-197.5584906109
S66x8/62-B,-209.0729914365
S66x8/62-090,-406.6302674831
S66x8/62-095,-406.6317008807
S66x8/62-100,-406.6324879775
S66x8/62-105,-406.6328966386
S66x8/62-110,-406.63308522
S66x8/62-125,-406.6329268658
S66x8/62-150,-406.6322900108
S66x8/62-200,-406.6316384056
S66x8/63-A,-232.0364934508
S66x8/63-B,-228.9445787553
S66x8/63-090,-460.9783442392
S66x8/63-095,-460.9806518938
S66x8/63-100,-460.9819671603
S66x8/63-105,-460.9826724185
S66x8/63-110,-460.9828280585
S66x8/63-125,-460.9827218708
S66x8/63-150,-460.9818583385
S66x8/63-200,-460.9811851213
S66x8/64-A,-248.3390734383
S66x8/64-B,-78.5073823218
S66x8/64-090,-326.8464908722
S66x8/64-095,-326.8476028385
S66x8/64-100,-326.8481790296
S66x8/64-105,-326.8483966973
S66x8/64-110,-326.8484088241
S66x8/64-125,-326.8480912785
S66x8/64-150,-326.847233592
S66x8/64-200,-326.8465243809
S66x8/65-A,-248.0752850978
S66x8/65-B,-77.2574661622
S66x8/65-090,-325.3384238327
S66x8/65-095,-325.338889682
S66x8/65-100,-325.3389446817
S66x8/65-105,-325.3387559291
S66x8/65-110,-325.3384276396
S66x8/65-125,-325.3371790991
S66x8/65-150,-325.3354604057
S66x8/65-200,-325.3339039304
S66x8/66-A,-95.774546024
S66x8/66-B,-248.0752765502
S66x8/66-090,-343.85130705
S66x8/66-095,-343.8523537731
S66x8/66-100,-343.8529264728
S66x8/66-105,-343.8531739068
S66x8/66-110,-343.8531896061
S66x8/66-125,-343.8526574795
