system,wB97M(w=200)/def2-QZVP/Q-Chem
S66x8/11-090,-344.5841589
S66x8/11-095,-344.58526789
S66x8/11-100,-344.58575963
S66x8/11-105,-344.58585663
S66x8/11-110,-344.58571088
S66x8/11-125,-344.58410997
S66x8/11-150,-344.58221981
S66x8/11-200,-344.58112239
S66x8/12-A,-95.90791318
S66x8/12-B,-76.47276875
S66x8/12-090,-172.38978331
S66x8/12-095,-172.39073301
S66x8/12-100,-172.39099806
S66x8/12-105,-172.3908214
S66x8/12-110,-172.39037952
S66x8/12-125,-172.38843288
S66x8/12-150,-172.3854839
S66x8/12-200,-172.38265305
S66x8/13-A,-248.67262141
S66x8/13-B,-115.78669628
S66x8/13-090,-364.4649634
S66x8/13-095,-364.46600903
S66x8/13-100,-364.46644784
S66x8/13-105,-364.46649443
S66x8/13-110,-364.46629257
S66x8/13-125,-364.46511313
S66x8/13-150,-364.46317305
S66x8/13-200,-364.46115496
S66x8/14-A,-248.67239808
S66x8/14-B,-95.90792088
S66x8/14-090,-344.58747878
S66x8/14-095,-344.58870761
S66x8/14-100,-344.58923319
S66x8/14-105,-344.58929966
S66x8/14-110,-344.58906431
S66x8/14-125,-344.58760326
S66x8/14-150,-344.58507923
S66x8/14-200,-344.58244077
S66x8/15-A,-248.67235918
S66x8/15-B,-248.67247117
S66x8/15-090,-497.35281915
S66x8/15-095,-497.35407175
S66x8/15-100,-497.35461337
S66x8/15-105,-497.35469475
S66x8/15-110,-497.35446988
S66x8/15-125,-497.35300226
S66x8/15-150,-497.35042149
S66x8/15-200,-497.3472804
S66x8/16-A,-248.67252975
S66x8/16-B,-76.47305694
S66x8/16-090,-325.15152271
S66x8/16-095,-325.1522893
S66x8/16-100,-325.15254782
S66x8/16-105,-325.15247483
S66x8/16-110,-325.15221352
S66x8/16-125,-325.15101971
S66x8/16-150,-325.14920394
S66x8/16-200,-325.1473461
S66x8/17-A,-415.10022824
S66x8/17-B,-415.10038112
S66x8/17-090,-830.22079489
S66x8/17-095,-830.22306331
S66x8/17-100,-830.22386348
S66x8/17-105,-830.22370042
S66x8/17-110,-830.22291357
S66x8/17-125,-830.21893584
S66x8/17-150,-830.21228974
S66x8/17-200,-830.20541673
S66x8/18-A,-76.47305507
S66x8/18-B,-248.44619426
S66x8/18-090,-324.92780342
S66x8/18-095,-324.92862564
S66x8/18-100,-324.92882212
S66x8/18-105,-324.92861877
S66x8/18-110,-324.92817659
S66x8/18-125,-324.92631261
S66x8/18-150,-324.92354947
S66x8/18-200,-324.92091029
S66x8/19-A,-115.78633435
S66x8/19-B,-248.44618674
S66x8/19-090,-364.24066587
S66x8/19-095,-364.24174687
S66x8/19-100,-364.24212962
S66x8/19-105,-364.24205168
S66x8/19-110,-364.24178007
S66x8/19-125,-364.23990262
S66x8/19-150,-364.23712678
S66x8/19-200,-364.23429689
S66x8/20-A,-229.23071335
S66x8/20-B,-229.23071592
S66x8/20-090,-458.48587426
S66x8/20-095,-458.48828166
S66x8/20-100,-458.48903196
S66x8/20-105,-458.48868695
S66x8/20-110,-458.4876609
S66x8/20-125,-458.48287765
S66x8/20-150,-458.47497935
S66x8/20-200,-458.46681719
S66x8/21-A,-209.3467678
S66x8/21-B,-209.34677068
S66x8/21-090,-418.71334003
S66x8/21-095,-418.71542786
S66x8/21-100,-418.71613585
S66x8/21-105,-418.71592483
S66x8/21-110,-418.71513828
S66x8/21-125,-418.71131544
S66x8/21-150,-418.7051168
S66x8/21-200,-418.69811543
S66x8/22-A,-229.23064933
S66x8/22-B,-415.10009812
S66x8/22-090,-644.35514611
S66x8/22-095,-644.35751263
S66x8/22-100,-644.35831069
S66x8/22-105,-644.35806785
S66x8/22-110,-644.35715457
S66x8/22-125,-644.35262799
S66x8/22-150,-644.34502662
S66x8/22-200,-644.33690114
S66x8/23-A,-209.34665761
S66x8/23-B,-415.09996482
S66x8/23-090,-624.47036545
S66x8/23-095,-624.47261007
S66x8/23-100,-624.47342816
S66x8/23-105,-624.47328034
S66x8/23-110,-624.47251068
S66x8/23-125,-624.46846148
S66x8/23-150,-624.46143379
S66x8/23-200,-624.45359022
S66x8/24-A,-232.39672659
S66x8/24-B,-232.39671736
S66x8/24-090,-464.78338239
S66x8/24-095,-464.7881703
S66x8/24-100,-464.79075326
S66x8/24-105,-464.79206566
S66x8/24-110,-464.79269039
S66x8/24-125,-464.79318002
S66x8/24-150,-464.79324135
S66x8/24-200,-464.79334115
S66x8/25-A,-248.44620065
S66x8/25-B,-248.44621587
S66x8/25-090,-496.88365537
S66x8/25-095,-496.88844124
S66x8/25-100,-496.89102925
S66x8/25-105,-496.89233359
S66x8/25-110,-496.89292548
S66x8/25-125,-496.89317053
S66x8/25-150,-496.89284581
S66x8/25-200,-496.89256656
S66x8/26-A,-415.10084354
S66x8/26-B,-415.10084355
S66x8/26-090,-830.19983726
S66x8/26-095,-830.20458833
S66x8/26-100,-830.20691745
S66x8/26-105,-830.20780961
S66x8/26-110,-830.20792805
S66x8/26-125,-830.20676046
S66x8/26-150,-830.20469063
S66x8/26-200,-830.20284668
S66x8/27-A,-232.39672523
S66x8/27-B,-248.44622224
S66x8/27-090,-480.83331627
S66x8/27-095,-480.83838365
S66x8/27-100,-480.84103234
S66x8/27-105,-480.84234915
S66x8/27-110,-480.84292865
S66x8/27-125,-480.8432335
S66x8/27-150,-480.84306364
S66x8/27-200,-480.84295729
S66x8/28-A,-232.39668014
S66x8/28-B,-415.10138776
S66x8/28-090,-647.49065633
S66x8/28-095,-647.49539115
S66x8/28-100,-647.49787996
S66x8/28-105,-647.49909054
S66x8/28-110,-647.49955475
S66x8/28-125,-647.49936011
S66x8/28-150,-647.4986022
S66x8/28-200,-647.49806496
S66x8/29-A,-248.44618787
S66x8/29-B,-415.10134759
S66x8/29-090,-663.53975323
S66x8/29-095,-663.54607446
S66x8/29-100,-663.54907364
S66x8/29-105,-663.55032851
S66x8/29-110,-663.55065084
S66x8/29-125,-663.55008173
S66x8/29-150,-663.54892998
S66x8/29-200,-663.54797137
S66x8/30-A,-232.39672229
S66x8/30-B,-78.6310264
S66x8/30-090,-311.02258899
S66x8/30-095,-311.02492551
S66x8/30-100,-311.02615738
S66x8/30-105,-311.02678979
S66x8/30-110,-311.02708834
S66x8/30-125,-311.0273245
S66x8/30-150,-311.02745008
S66x8/30-200,-311.02761441
S66x8/31-A,-415.10141682
S66x8/31-B,-78.63102275
S66x8/31-090,-493.73017736
S66x8/31-095,-493.73222851
S66x8/31-100,-493.73324134
S66x8/31-105,-493.73371666
S66x8/31-110,-493.73387509
S66x8/31-125,-493.73362871
S66x8/31-150,-493.73306445
S66x8/31-200,-493.73260752
S66x8/32-A,-415.10141579
S66x8/32-B,-77.38374239
S66x8/32-090,-492.48383278
S66x8/32-095,-492.48592841
S66x8/32-100,-492.48693821
S66x8/32-105,-492.48731501
S66x8/32-110,-492.48736309
S66x8/32-125,-492.48680194
S66x8/32-150,-492.48591771
S66x8/32-200,-492.48522329
S66x8/33-A,-248.44622821
S66x8/33-B,-78.63099921
S66x8/33-090,-327.07306107
S66x8/33-095,-327.07511845
S66x8/33-100,-327.07623877
S66x8/33-105,-327.0768151
S66x8/33-110,-327.07708539
S66x8/33-125,-327.07720772
S66x8/33-150,-327.07716879
S66x8/33-200,-327.07718579
S66x8/34-A,-197.8596663
S66x8/34-B,-197.85964249
S66x8/34-090,-395.71482531
S66x8/34-095,-395.71734438
S66x8/34-100,-395.71861234
S66x8/34-105,-395.71925837
S66x8/34-110,-395.7195892
S66x8/34-125,-395.71981123
S66x8/34-150,-395.71965035
S66x8/34-200,-395.71952443
S66x8/35-A,-197.85965688
S66x8/35-B,-197.86256106
S66x8/35-090,-395.71856747
S66x8/35-095,-395.7206032
S66x8/35-100,-395.72162641
S66x8/35-105,-395.72209089
S66x8/35-110,-395.7223203
S66x8/35-125,-395.72244397
S66x8/35-150,-395.72234502
S66x8/35-200,-395.7222675
S66x8/36-A,-197.86255132
S66x8/36-B,-197.86258698
S66x8/36-090,-395.72268562
S66x8/36-095,-395.72376224
S66x8/36-100,-395.72434384
S66x8/36-105,-395.72466287
S66x8/36-110,-395.72482497
S66x8/36-125,-395.72495307
S66x8/36-150,-395.72493083
S66x8/36-200,-395.72487811
S66x8/37-A,-196.6559113
S66x8/37-B,-197.86239845
S66x8/37-090,-394.51452177
S66x8/37-095,-394.5165581
S66x8/37-100,-394.51761604
S66x8/37-105,-394.51814363
S66x8/37-110,-394.51841405
S66x8/37-125,-394.51859972
S66x8/37-150,-394.51854193
S66x8/37-200,-394.51845245
S66x8/38-A,-196.65584765
S66x8/38-B,-196.65584943
S66x8/38-090,-393.30793656
S66x8/38-095,-393.3098568
S66x8/38-100,-393.31097942
S66x8/38-105,-393.31153891
S66x8/38-110,-393.31182389
S66x8/38-125,-393.31193792
S66x8/38-150,-393.311807
S66x8/38-200,-393.31170231
S66x8/39-A,-232.39671883
S66x8/39-B,-196.65581448
S66x8/39-090,-429.04714509
S66x8/39-095,-429.05023542
S66x8/39-100,-429.05190032
S66x8/39-105,-429.05274487
S66x8/39-110,-429.05307959
S66x8/39-125,-429.05312042
S66x8/39-150,-429.05280606
S66x8/39-200,-429.05257278
S66x8/40-A,-232.39671514
S66x8/40-B,-197.86254226
S66x8/40-090,-430.25526147
S66x8/40-095,-430.25763715
S66x8/40-100,-430.25889262
S66x8/40-105,-430.25949418
S66x8/40-110,-430.25972408
S66x8/40-125,-430.25974305
S66x8/40-150,-430.25946643
S66x8/40-200,-430.25928044
S66x8/41-A,-415.10143753
S66x8/41-B,-197.85973102
S66x8/41-090,-612.95627024
S66x8/41-095,-612.95917341
S66x8/41-100,-612.96074089
S66x8/41-105,-612.96156694
S66x8/41-110,-612.9619055
S66x8/41-125,-612.96184916
S66x8/41-150,-612.9614392
S66x8/41-200,-612.96118644
S66x8/42-A,-415.10144721
S66x8/42-B,-196.6558456
S66x8/42-090,-611.75208869
S66x8/42-095,-611.75512488
S66x8/42-100,-611.75667954
S66x8/42-105,-611.75742697
S66x8/42-110,-611.757761
S66x8/42-125,-611.75783853
S66x8/42-150,-611.75757495
S66x8/42-200,-611.7573306
S66x8/43-A,-415.10143321
S66x8/43-B,-197.86249206
S66x8/43-090,-612.96045048
S66x8/43-095,-612.96284769
S66x8/43-100,-612.96403628
S66x8/43-105,-612.96457923
S66x8/43-110,-612.96476047
S66x8/43-125,-612.96463393
S66x8/43-150,-612.96423156
S66x8/43-200,-612.96391242
S66x8/44-A,-78.63102607
S66x8/44-B,-197.85969456
S66x8/44-090,-276.48887019
S66x8/44-095,-276.49001085
S66x8/44-100,-276.49057101
S66x8/44-105,-276.49087338
S66x8/44-110,-276.49097849
S66x8/44-125,-276.49101841
S66x8/44-150,-276.49089838
S66x8/44-200,-276.49078849
S66x8/45-A,-77.38375514
S66x8/45-B,-197.85968867
S66x8/45-090,-275.24095846
S66x8/45-095,-275.24242509
S66x8/45-100,-275.24316052
S66x8/45-105,-275.24352133
S66x8/45-110,-275.24365744
S66x8/45-125,-275.24365446
S66x8/45-150,-275.24346985
S66x8/45-200,-275.24327474
S66x8/46-A,-248.67261805
S66x8/46-B,-197.85959419
S66x8/46-090,-446.52974318
S66x8/46-095,-446.5315169
S66x8/46-100,-446.53249657
S66x8/46-105,-446.53301862
S66x8/46-110,-446.53323676
S66x8/46-125,-446.53322377
S66x8/46-150,-446.53281459
S66x8/46-200,-446.5324252
S66x8/47-A,-232.39671061
S66x8/47-B,-232.39666677
S66x8/47-090,-464.78973068
S66x8/47-095,-464.79223951
S66x8/47-100,-464.79350514
S66x8/47-105,-464.79411543
S66x8/47-110,-464.79436094
S66x8/47-125,-464.79427418
S66x8/47-150,-464.79386886
S66x8/47-200,-464.79354476
S66x8/48-A,-248.44620611
S66x8/48-B,-248.44617349
S66x8/48-090,-496.89022676
S66x8/48-095,-496.89234524
S66x8/48-100,-496.89344831
S66x8/48-105,-496.89397172
S66x8/48-110,-496.89413268
S66x8/48-125,-496.89389847
S66x8/48-150,-496.89328359
S66x8/48-200,-496.89271829
S66x8/49-A,-232.39671046
S66x8/49-B,-248.44619007
S66x8/49-090,-480.8399605
S66x8/49-095,-480.8424843
S66x8/49-100,-480.84374044
S66x8/49-105,-480.8443142
S66x8/49-110,-480.84452636
S66x8/49-125,-480.84430078
S66x8/49-150,-480.84371706
S66x8/49-200,-480.84321342
S66x8/50-A,-232.39670672
S66x8/50-B,-77.38379429
S66x8/50-090,-309.77968718
S66x8/50-095,-309.78150345
S66x8/50-100,-309.78232285
S66x8/50-105,-309.78256447
S66x8/50-110,-309.78261305
S66x8/50-125,-309.7821097
S66x8/50-150,-309.78134194
S66x8/50-200,-309.78070944
S66x8/51-A,-77.38376443
S66x8/51-B,-77.38380656
S66x8/51-090,-154.7684132
S66x8/51-095,-154.76897127
S66x8/51-100,-154.76917769
S66x8/51-105,-154.76918895
S66x8/51-110,-154.76909722
S66x8/51-125,-154.76866466
S66x8/51-150,-154.76812044
S66x8/51-200,-154.76770214
S66x8/52-A,-232.39670635
S66x8/52-B,-229.23271489
S66x8/52-090,-461.63072892
S66x8/52-095,-461.63236833
S66x8/52-100,-461.63314627
S66x8/52-105,-461.63339465
S66x8/52-110,-461.6333532
S66x8/52-125,-461.63254467
S66x8/52-150,-461.63122444
S66x8/52-200,-461.63003541
S66x8/53-A,-232.39670814
S66x8/53-B,-209.34772911
S66x8/53-090,-441.74611194
S66x8/53-095,-441.74738918
S66x8/53-100,-441.74799143
S66x8/53-105,-441.74818367
S66x8/53-110,-441.7481356
S66x8/53-125,-441.74739052
S66x8/53-150,-441.74615505
S66x8/53-200,-441.74494065
S66x8/54-A,-232.39670167
S66x8/54-B,-76.47300381
S66x8/54-090,-308.87167338
S66x8/54-095,-308.87273099
S66x8/54-100,-308.87316085
S66x8/54-105,-308.87322934
S66x8/54-110,-308.87309768
S66x8/54-125,-308.87234074
S66x8/54-150,-308.8712439
S66x8/54-200,-308.87024525
S66x8/55-A,-232.39669323
S66x8/55-B,-115.786615
S66x8/55-090,-348.18393878
S66x8/55-095,-348.18555498
S66x8/55-100,-348.18633122
S66x8/55-105,-348.18663527
S66x8/55-110,-348.18666707
S66x8/55-125,-348.18604201
S66x8/55-150,-348.18495101
S66x8/55-200,-348.18392413
S66x8/56-A,-232.39670975
S66x8/56-B,-95.9078708
S66x8/56-090,-328.30335008
S66x8/56-095,-328.30501428
S66x8/56-100,-328.3058736
S66x8/56-105,-328.30628146
S66x8/56-110,-328.30640182
S66x8/56-125,-328.30605151
S66x8/56-150,-328.30540211
S66x8/56-200,-328.30484379
S66x8/57-A,-232.39669444
S66x8/57-B,-248.67258473
S66x8/57-090,-481.06731898
S66x8/57-095,-481.07047005
S66x8/57-100,-481.07200051
S66x8/57-105,-481.07262745
S66x8/57-110,-481.07277795
S66x8/57-125,-481.07216431
S66x8/57-150,-481.07101568
S66x8/57-200,-481.06997174
S66x8/58-A,-248.44616672
S66x8/58-B,-248.44614222
S66x8/58-090,-496.89250544
S66x8/58-095,-496.89468454
S66x8/58-100,-496.89588211
S66x8/58-105,-496.89598518
S66x8/58-110,-496.89569467
S66x8/58-125,-496.89455411
S66x8/58-150,-496.89340468
S66x8/58-200,-496.8926221
S66x8/59-A,-77.38382151
S66x8/59-B,-76.47305102
S66x8/59-090,-153.86026613
S66x8/59-095,-153.86073715
S66x8/59-100,-153.8608389
S66x8/59-105,-153.86073002
S66x8/59-110,-153.86050016
S66x8/59-125,-153.85961228
S66x8/59-150,-153.85842571
S66x8/59-200,-153.85732746
S66x8/60-A,-77.38374627
S66x8/60-B,-229.2326828
S66x8/60-090,-306.62103873
S66x8/60-095,-306.62209909
S66x8/60-100,-306.62244895
S66x8/60-105,-306.62237544
S66x8/60-110,-306.62206111
S66x8/60-125,-306.6206483
S66x8/60-150,-306.61872118
S66x8/60-200,-306.61712314
S66x8/61-A,-197.85965605
S66x8/61-B,-229.23279118
S66x8/61-090,-427.09095018
S66x8/61-095,-427.09196483
S66x8/61-100,-427.09255256
S66x8/61-105,-427.09286023
S66x8/61-110,-427.09300532
S66x8/61-125,-427.09303915
S66x8/61-150,-427.09277781
S66x8/61-200,-427.09253879
S66x8/62-A,-197.85971432
S66x8/62-B,-209.34776924
S66x8/62-090,-407.20586598
S66x8/62-095,-407.20727348
S66x8/62-100,-407.20803863
S66x8/62-105,-407.20839743
S66x8/62-110,-407.2085192
S66x8/62-125,-407.20840949
S66x8/62-150,-407.208022
S66x8/62-200,-407.20763048
S66x8/63-A,-232.39672038
S66x8/63-B,-229.23274036
S66x8/63-090,-461.62688839
S66x8/63-095,-461.6293655
S66x8/63-100,-461.63055886
S66x8/63-105,-461.63109775
S66x8/63-110,-461.63125329
S66x8/63-125,-461.63091211
S66x8/63-150,-461.63021445
S66x8/63-200,-461.62966383
S66x8/64-A,-248.67261493
S66x8/64-B,-78.63105982
S66x8/64-090,-327.30345467
S66x8/64-095,-327.30456584
S66x8/64-100,-327.30511996
S66x8/64-105,-327.30532602
S66x8/64-110,-327.30534777
S66x8/64-125,-327.30499766
S66x8/64-150,-327.30434295
S66x8/64-200,-327.30377578
S66x8/65-A,-248.44621407
S66x8/65-B,-77.38336549
S66x8/65-090,-325.83420146
S66x8/65-095,-325.83488174
S66x8/65-100,-325.8350912
S66x8/65-105,-325.83501878
S66x8/65-110,-325.83477509
S66x8/65-125,-325.83368663
S66x8/65-150,-325.83214456
S66x8/65-200,-325.83075315
S66x8/66-A,-95.90784865
S66x8/66-B,-248.44620774
S66x8/66-090,-344.35463858
S66x8/66-095,-344.35591813
S66x8/66-100,-344.35658428
S66x8/66-105,-344.35685867
S66x8/66-110,-344.35689403
S66x8/66-125,-344.35641158
S66x8/66-150,-344.35547922
S66x8/66-200,-344.35460278
NCIBLIND10/01-A,-232.39500821
NCIBLIND10/01-B,-40.52869273
NCIBLIND10/01-1,-272.92000519
NCIBLIND10/01-2,-272.92388244
NCIBLIND10/01-3,-272.92399126
NCIBLIND10/01-4,-272.92379625
NCIBLIND10/01-5,-272.92373575
NCIBLIND10/01-6,-272.92371426
NCIBLIND10/01-7,-272.92370685
NCIBLIND10/02-A,-232.39625587
NCIBLIND10/02-B,-76.47286797
NCIBLIND10/02-1,-308.85678494
NCIBLIND10/02-2,-308.87127139
NCIBLIND10/02-3,-308.87239659
NCIBLIND10/02-4,-308.8715702
NCIBLIND10/02-5,-308.87081486
NCIBLIND10/02-6,-308.87028344
NCIBLIND10/02-7,-308.86967875
NCIBLIND10/02-8,-308.86943218
NCIBLIND10/02-9,-308.86931507
NCIBLIND10/03-A,-155.12464173
NCIBLIND10/03-B,-155.12461187
NCIBLIND10/03-1,-310.24695452
NCIBLIND10/03-2,-310.25036777
NCIBLIND10/03-3,-310.25036047
NCIBLIND10/03-4,-310.24972654
NCIBLIND10/03-5,-310.24946282
NCIBLIND10/03-6,-310.24936304
NCIBLIND10/03-7,-310.2493239
NCIBLIND10/04-A,-599.88352558
NCIBLIND10/04-B,-599.88442747
NCIBLIND10/04-1,-1199.7664364
NCIBLIND10/04-2,-1199.7755397
NCIBLIND10/04-3,-1199.7765679
NCIBLIND10/04-4,-1199.77292862
