system,LC-BLYP(w=400)/def2-QZVP/Q-Chem
S66x8/29-105,-661.7693918987
S66x8/29-110,-661.7688659966
S66x8/29-125,-661.7664362139
S66x8/29-150,-661.7642713073
S66x8/29-200,-661.763204437
S66x8/30-A,-231.6480482446
S66x8/30-B,-78.3703207536
S66x8/30-090,-310.0160751484
S66x8/30-095,-310.0177046101
S66x8/30-100,-310.0185041396
S66x8/30-105,-310.0187277959
S66x8/30-110,-310.0186342544
S66x8/30-125,-310.018299268
S66x8/30-150,-310.0180455832
S66x8/30-200,-310.0182080585
S66x8/31-A,-414.0727816644
S66x8/31-B,-78.3702742171
S66x8/31-090,-492.4450201894
S66x8/31-095,-492.4462061981
S66x8/31-100,-492.4465709697
S66x8/31-105,-492.4464604658
S66x8/31-110,-492.4461107467
S66x8/31-125,-492.4449248948
S66x8/31-150,-492.4437536259
S66x8/31-200,-492.4431890231
S66x8/32-A,-414.0728662398
S66x8/32-B,-77.1268511394
S66x8/32-090,-491.2023084255
S66x8/32-095,-491.2036234825
S66x8/32-100,-491.2039948408
S66x8/32-105,-491.2038274404
S66x8/32-110,-491.2034025603
S66x8/32-125,-491.2019501754
S66x8/32-150,-491.2004450741
S66x8/32-200,-491.1996492428
S66x8/33-A,-247.6902382402
S66x8/33-B,-78.3702826577
S66x8/33-090,-326.0595462923
S66x8/33-095,-326.0609352828
S66x8/33-100,-326.0615393121
S66x8/33-105,-326.0616867392
S66x8/33-110,-326.0615790739
S66x8/33-125,-326.0610165693
S66x8/33-150,-326.0605251132
S66x8/33-200,-326.0605033924
S66x8/34-A,-197.2256172473
S66x8/34-B,-197.2255906779
S66x8/34-090,-394.4538544892
S66x8/34-095,-394.4550268488
S66x8/34-100,-394.4552596156
S66x8/34-105,-394.4550227203
S66x8/34-110,-394.4545864495
S66x8/34-125,-394.4531786929
S66x8/34-150,-394.4519643386
S66x8/34-200,-394.4516222254
S66x8/35-A,-197.2256063249
S66x8/35-B,-197.2308080694
S66x8/35-090,-394.4577839676
S66x8/35-095,-394.4587699874
S66x8/35-100,-394.4589734364
S66x8/35-105,-394.4588113227
S66x8/35-110,-394.4585038473
S66x8/35-125,-394.4575563541
S66x8/35-150,-394.4568015532
S66x8/35-200,-394.4566053799
S66x8/36-A,-197.2308405008
S66x8/36-B,-197.230851714
S66x8/36-090,-394.4624678203
S66x8/36-095,-394.4629310274
S66x8/36-100,-394.4630293947
S66x8/36-105,-394.4629465005
S66x8/36-110,-394.4627833104
S66x8/36-125,-394.4622521584
S66x8/36-150,-394.4618139869
S66x8/36-200,-394.4617092126
S66x8/37-A,-196.0300078239
S66x8/37-B,-197.2308948994
S66x8/37-090,-393.2616612739
S66x8/37-095,-393.2626855964
S66x8/37-100,-393.2629566142
S66x8/37-105,-393.2628705636
S66x8/37-110,-393.2626360061
S66x8/37-125,-393.2618252261
S66x8/37-150,-393.2610983599
S66x8/37-200,-393.2608696465
S66x8/38-A,-196.0299623017
S66x8/38-B,-196.0300482883
S66x8/38-090,-392.0615362336
S66x8/38-095,-392.0625030379
S66x8/38-100,-392.0627664554
S66x8/38-105,-392.0625921553
S66x8/38-110,-392.0622374335
S66x8/38-125,-392.0611192471
S66x8/38-150,-392.060213138
S66x8/38-200,-392.0599703504
S66x8/39-A,-231.648016698
S66x8/39-B,-196.0299367465
S66x8/39-090,-427.6776893995
S66x8/39-095,-427.6797486402
S66x8/39-100,-427.6805722662
S66x8/39-105,-427.6806748593
S66x8/39-110,-427.6804247431
S66x8/39-125,-427.6793329462
S66x8/39-150,-427.6782819062
S66x8/39-200,-427.6779421056
S66x8/40-A,-231.6479864085
S66x8/40-B,-197.2308353247
S66x8/40-090,-428.8788290728
S66x8/40-095,-428.8803798459
S66x8/40-100,-428.8809897149
S66x8/40-105,-428.8810504939
S66x8/40-110,-428.8808633602
S66x8/40-125,-428.8800315765
S66x8/40-150,-428.879218274
S66x8/40-200,-428.8789651203
S66x8/41-A,-414.0727063685
S66x8/41-B,-197.2257946331
S66x8/41-090,-611.3011710702
S66x8/41-095,-611.3027039804
S66x8/41-100,-611.303084725
S66x8/41-105,-611.3028125744
S66x8/41-110,-611.3021277362
S66x8/41-125,-611.3002040869
S66x8/41-150,-611.2988477489
S66x8/41-200,-611.2985203863
S66x8/42-A,-414.0727311727
S66x8/42-B,-196.0299140675
S66x8/42-090,-610.1040934534
S66x8/42-095,-610.1057426744
S66x8/42-100,-610.1061822464
S66x8/42-105,-610.1060141219
S66x8/42-110,-610.1055891671
S66x8/42-125,-610.1041805366
S66x8/42-150,-610.1029875802
S66x8/42-200,-610.1026413555
S66x8/43-A,-414.0728072345
S66x8/43-B,-197.2307512781
S66x8/43-090,-611.3054449266
S66x8/43-095,-611.3067535366
S66x8/43-100,-611.3070369066
S66x8/43-105,-611.3068072191
S66x8/43-110,-611.3063863155
S66x8/43-125,-611.3050810981
S66x8/43-150,-611.3039557535
S66x8/43-200,-611.3035477217
S66x8/44-A,-78.3703154202
S66x8/44-B,-197.2256612807
S66x8/44-090,-275.5979179967
S66x8/44-095,-275.5983387044
S66x8/44-100,-275.5983095947
S66x8/44-105,-275.5980727789
S66x8/44-110,-275.5977651934
S66x8/44-125,-275.5969319098
S66x8/44-150,-275.5962942088
S66x8/44-200,-275.5961260755
S66x8/45-A,-77.1268637564
S66x8/45-B,-197.2256922275
S66x8/45-090,-274.353186225
S66x8/45-095,-274.3539487068
S66x8/45-100,-274.3541379149
S66x8/45-105,-274.3540536291
S66x8/45-110,-274.3538385334
S66x8/45-125,-274.3531381047
S66x8/45-150,-274.3525664533
S66x8/45-200,-274.3523297046
S66x8/46-A,-248.0237142681
S66x8/46-B,-197.2256775098
S66x8/46-090,-445.2534873698
S66x8/46-095,-445.2541659376
S66x8/46-100,-445.2542044734
S66x8/46-105,-445.2538810169
S66x8/46-110,-445.2533870354
S66x8/46-125,-445.2518328743
S66x8/46-150,-445.2501634995
S66x8/46-200,-445.2495780767
S66x8/47-A,-231.6479523772
S66x8/47-B,-231.6477065234
S66x8/47-090,-463.2960431074
S66x8/47-095,-463.2977771325
S66x8/47-100,-463.2984462915
S66x8/47-105,-463.2985506693
S66x8/47-110,-463.298363008
S66x8/47-125,-463.2974383978
S66x8/47-150,-463.2964782101
S66x8/47-200,-463.296063638
S66x8/48-A,-247.6901159376
S66x8/48-B,-247.6900236816
S66x8/48-090,-495.3823877387
S66x8/48-095,-495.3837501714
S66x8/48-100,-495.3842183354
S66x8/48-105,-495.3841916145
S66x8/48-110,-495.3839015224
S66x8/48-125,-495.3827073661
S66x8/48-150,-495.3813682129
S66x8/48-200,-495.3806304765
S66x8/49-A,-231.6479510944
S66x8/49-B,-247.6901249351
S66x8/49-090,-479.3390432259
S66x8/49-095,-479.3407865072
S66x8/49-100,-479.3414243406
S66x8/49-105,-479.3414834884
S66x8/49-110,-479.3412418592
S66x8/49-125,-479.3401418059
S66x8/49-150,-479.3389658458
S66x8/49-200,-479.3383482451
S66x8/50-A,-231.6479268896
S66x8/50-B,-77.1269789133
S66x8/50-090,-308.7769029994
S66x8/50-095,-308.7780979769
S66x8/50-100,-308.7784005163
S66x8/50-105,-308.7782844238
S66x8/50-110,-308.7779536527
S66x8/50-125,-308.7767488606
S66x8/50-150,-308.7755172175
S66x8/50-200,-308.7748267475
S66x8/51-A,-77.1268843339
S66x8/51-B,-77.1269973605
S66x8/51-090,-154.255943336
S66x8/51-095,-154.2562570872
S66x8/51-100,-154.2562549396
S66x8/51-105,-154.2560880394
S66x8/51-110,-154.2558482762
S66x8/51-125,-154.2551078448
S66x8/51-150,-154.2543686865
S66x8/51-200,-154.2539332289
S66x8/52-A,-231.6479255456
S66x8/52-B,-228.700242065
S66x8/52-090,-460.3538159934
S66x8/52-095,-460.3546654774
S66x8/52-100,-460.354785659
S66x8/52-105,-460.3544977807
S66x8/52-110,-460.3539959357
S66x8/52-125,-460.3522189252
S66x8/52-150,-460.3501647286
S66x8/52-200,-460.3487283062
S66x8/53-A,-231.6479410612
S66x8/53-B,-208.8219255612
S66x8/53-090,-440.4752319063
S66x8/53-095,-440.4759109195
S66x8/53-100,-440.4759975787
S66x8/53-105,-440.475740523
S66x8/53-110,-440.4753010279
S66x8/53-125,-440.4737154709
S66x8/53-150,-440.4717686628
S66x8/53-200,-440.4702862278
S66x8/54-A,-231.6478936242
S66x8/54-B,-76.3226297839
S66x8/54-090,-307.9756794486
S66x8/54-095,-307.9761741735
S66x8/54-100,-307.9761186001
S66x8/54-105,-307.9757681336
S66x8/54-110,-307.9752897892
S66x8/54-125,-307.9738313359
S66x8/54-150,-307.9722588313
S66x8/54-200,-307.9711403765
S66x8/55-A,-231.6478435051
S66x8/55-B,-115.5121232124
S66x8/55-090,-347.1647816582
S66x8/55-095,-347.1656727519
S66x8/55-100,-347.1658594242
S66x8/55-105,-347.1656554535
S66x8/55-110,-347.1652372869
S66x8/55-125,-347.1636641564
S66x8/55-150,-347.1618518382
S66x8/55-200,-347.1606077254
S66x8/56-A,-231.647946565
S66x8/56-B,-95.6388169545
S66x8/56-090,-327.2893321144
S66x8/56-095,-327.2903014577
S66x8/56-100,-327.290592619
S66x8/56-105,-327.2904942182
S66x8/56-110,-327.2901583973
S66x8/56-125,-327.2889230081
S66x8/56-150,-327.2876883688
S66x8/56-200,-327.2870331492
S66x8/57-A,-231.6478490914
S66x8/57-B,-248.0237017584
S66x8/57-090,-479.6749002685
S66x8/57-095,-479.6769946305
S66x8/57-100,-479.6776631278
S66x8/57-105,-479.6776087128
S66x8/57-110,-479.6771963944
S66x8/57-125,-479.6754332044
S66x8/57-150,-479.6734821084
S66x8/57-200,-479.6722602091
S66x8/58-A,-247.6901141309
S66x8/58-B,-247.690026292
S66x8/58-090,-495.384987465
S66x8/58-095,-495.3863776175
S66x8/58-100,-495.3866606124
S66x8/58-105,-495.386087295
S66x8/58-110,-495.3852845085
S66x8/58-125,-495.3831714023
S66x8/58-150,-495.3814211034
S66x8/58-200,-495.380495197
S66x8/59-A,-77.1270906929
S66x8/59-B,-76.3227427139
S66x8/59-090,-153.4552950116
S66x8/59-095,-153.4554380235
S66x8/59-100,-153.4552518187
S66x8/59-105,-153.4548872823
S66x8/59-110,-153.4544357199
S66x8/59-125,-153.4530390108
S66x8/59-150,-153.4514083022
S66x8/59-200,-153.4501252481
S66x8/60-A,-77.1268713858
S66x8/60-B,-228.7002405591
S66x8/60-090,-305.8355676796
S66x8/60-095,-305.8359646605
S66x8/60-100,-305.8357629473
S66x8/60-105,-305.8352268735
S66x8/60-110,-305.8345255336
S66x8/60-125,-305.8322845761
S66x8/60-150,-305.82965486
S66x8/60-200,-305.8277551375
S66x8/61-A,-197.2257049462
S66x8/61-B,-228.700269818
S66x8/61-090,-425.929086239
S66x8/61-095,-425.9293329493
S66x8/61-100,-425.9292489898
S66x8/61-105,-425.9289811414
S66x8/61-110,-425.9286312629
S66x8/61-125,-425.9275884716
S66x8/61-150,-425.9264175415
S66x8/61-200,-425.9260428495
S66x8/62-A,-197.2257072669
S66x8/62-B,-208.8219131208
S66x8/62-090,-406.05133394
S66x8/62-095,-406.0517914221
S66x8/62-100,-406.0517349977
S66x8/62-105,-406.0514050462
S66x8/62-110,-406.0509580801
S66x8/62-125,-406.0496103108
S66x8/62-150,-406.0483082727
S66x8/62-200,-406.0477326736
S66x8/63-A,-231.6480318114
S66x8/63-B,-228.7002146964
S66x8/63-090,-460.3503717737
S66x8/63-095,-460.3518446832
S66x8/63-100,-460.3522821109
S66x8/63-105,-460.3521879934
S66x8/63-110,-460.3518015352
S66x8/63-125,-460.3503930283
S66x8/63-150,-460.348997771
S66x8/63-200,-460.3483482434
S66x8/64-A,-248.0236933017
S66x8/64-B,-78.3704431169
S66x8/64-090,-326.3976698476
S66x8/64-095,-326.3981205641
S66x8/64-100,-326.3980993958
S66x8/64-105,-326.3978240174
S66x8/64-110,-326.3974298018
S66x8/64-125,-326.3961935528
S66x8/64-150,-326.3948399247
S66x8/64-200,-326.3941504084
S66x8/65-A,-247.6902222166
S66x8/65-B,-77.1261536697
S66x8/65-090,-324.8236338459
S66x8/65-095,-324.8240312579
S66x8/65-100,-324.8239895624
S66x8/65-105,-324.8236872228
S66x8/65-110,-324.8232424712
S66x8/65-125,-324.8216864917
S66x8/65-150,-324.8196909033
S66x8/65-200,-324.8180894525
S66x8/66-A,-95.6387973536
S66x8/66-B,-247.6901717152
S66x8/66-090,-343.333916253
S66x8/66-095,-343.3345322949
S66x8/66-100,-343.3346269395
S66x8/66-105,-343.3344082344
