system,cam-B3LYP(w=150)/def2-QZVP/Q-Chem
S66x8/13-B,-115.7523265423
S66x8/13-090,-364.3422754801
S66x8/13-095,-364.3429786655
S66x8/13-100,-364.343111703
S66x8/13-105,-364.3428884568
S66x8/13-110,-364.3424544801
S66x8/13-125,-364.3407135042
S66x8/13-150,-364.3382226236
S66x8/13-200,-364.335982477
S66x8/14-A,-248.5816299472
S66x8/14-B,-95.8710643953
S66x8/14-090,-344.4622982013
S66x8/14-095,-344.4632015039
S66x8/14-100,-344.4634396982
S66x8/14-105,-344.4632450149
S66x8/14-110,-344.462776599
S66x8/14-125,-344.4607286948
S66x8/14-150,-344.4576752885
S66x8/14-200,-344.4547661937
S66x8/15-A,-248.5817261669
S66x8/15-B,-248.5818671905
S66x8/15-090,-497.1743675002
S66x8/15-095,-497.175264371
S66x8/15-100,-497.1754907214
S66x8/15-105,-497.175272406
S66x8/15-110,-497.1747788423
S66x8/15-125,-497.1726850352
S66x8/15-150,-497.1694947733
S66x8/15-200,-497.1659867318
S66x8/16-A,-248.5819082924
S66x8/16-B,-76.4553875298
S66x8/16-090,-325.0452044508
S66x8/16-095,-325.0456747886
S66x8/16-100,-325.0456659654
S66x8/16-105,-325.0453676237
S66x8/16-110,-325.0449092062
S66x8/16-125,-325.0432549426
S66x8/16-150,-325.041035047
S66x8/16-200,-325.0390388211
S66x8/17-A,-414.9483501904
S66x8/17-B,-414.9484263363
S66x8/17-090,-829.9224037376
S66x8/17-095,-829.924099778
S66x8/17-100,-829.9243436948
S66x8/17-105,-829.9236500771
S66x8/17-110,-829.9223798584
S66x8/17-125,-829.9172156532
S66x8/17-150,-829.9093904636
S66x8/17-200,-829.9016382156
S66x8/18-A,-76.4553934603
S66x8/18-B,-248.3276623758
S66x8/18-090,-324.7944073373
S66x8/18-095,-324.7948593584
S66x8/18-100,-324.794725269
S66x8/18-105,-324.7942278358
S66x8/18-110,-324.7935189968
S66x8/18-125,-324.7910327718
S66x8/18-150,-324.7876814287
S66x8/18-200,-324.7847228603
S66x8/19-A,-115.7519563716
S66x8/19-B,-248.327659424
S66x8/19-090,-364.090671879
S66x8/19-095,-364.0913933545
S66x8/19-100,-364.091448986
S66x8/19-105,-364.0910817734
S66x8/19-110,-364.0904529913
S66x8/19-125,-364.0880347299
S66x8/19-150,-364.0845522005
S66x8/19-200,-364.0813563617
S66x8/20-A,-229.1579835704
S66x8/20-B,-229.1579909475
S66x8/20-090,-458.3468355414
S66x8/20-095,-458.3485845671
S66x8/20-100,-458.3487057064
S66x8/20-105,-458.3477589986
S66x8/20-110,-458.3461711945
S66x8/20-125,-458.3400094472
S66x8/20-150,-458.3307336327
S66x8/20-200,-458.3214738289
S66x8/21-A,-209.2728930386
S66x8/21-B,-209.2728970919
S66x8/21-090,-418.5707230592
S66x8/21-095,-418.5722116028
S66x8/21-100,-418.5723530778
S66x8/21-105,-418.5716460466
S66x8/21-110,-418.5704116891
S66x8/21-125,-418.5655168729
S66x8/21-150,-418.5582049065
S66x8/21-200,-418.5503819426
S66x8/22-A,-229.1579265636
S66x8/22-B,-414.9481404416
S66x8/22-090,-644.136498178
S66x8/22-095,-644.1382429272
S66x8/22-100,-644.1384450251
S66x8/22-105,-644.1376374375
S66x8/22-110,-644.1362146304
S66x8/22-125,-644.1304579313
S66x8/22-150,-644.1215596681
S66x8/22-200,-644.1123932502
S66x8/23-A,-209.2727745262
S66x8/23-B,-414.9480250312
S66x8/23-090,-624.2499946651
S66x8/23-095,-624.2516830318
S66x8/23-100,-624.2519646664
S66x8/23-105,-624.2513138282
S66x8/23-110,-624.2500774736
S66x8/23-125,-624.2449169284
S66x8/23-150,-624.2367108573
S66x8/23-200,-624.2279169169
S66x8/24-A,-232.2798902329
S66x8/24-B,-232.2798610127
S66x8/24-090,-464.549860568
S66x8/24-095,-464.5545606543
S66x8/24-100,-464.5574544353
S66x8/24-105,-464.5587247593
S66x8/24-110,-464.5590281537
S66x8/24-125,-464.559424175
S66x8/24-150,-464.5593519351
S66x8/24-200,-464.5595344509
S66x8/25-A,-248.3276069238
S66x8/25-B,-248.3276343638
S66x8/25-090,-496.6473957283
S66x8/25-095,-496.65189521
S66x8/25-100,-496.6544757789
S66x8/25-105,-496.6558206732
S66x8/25-110,-496.6562331901
S66x8/25-125,-496.6561170395
S66x8/25-150,-496.6555521771
S66x8/25-200,-496.6554010431
S66x8/26-A,-414.9488703145
S66x8/26-B,-414.9488703144
S66x8/26-090,-829.8987572262
S66x8/26-095,-829.9030648291
S66x8/26-100,-829.9050945824
S66x8/26-105,-829.9056069421
S66x8/26-110,-829.9052658029
S66x8/26-125,-829.9032516092
S66x8/26-150,-829.9005535201
S66x8/26-200,-829.8988518027
S66x8/27-A,-232.2798836566
S66x8/27-B,-248.3276451798
S66x8/27-090,-480.598524103
S66x8/27-095,-480.6032532022
S66x8/27-100,-480.6060740932
S66x8/27-105,-480.6074645633
S66x8/27-110,-480.6077639876
S66x8/27-125,-480.607848574
S66x8/27-150,-480.607462469
S66x8/27-200,-480.6074595186
S66x8/28-A,-232.2797856369
S66x8/28-B,-414.9494014392
S66x8/28-090,-647.2231896539
S66x8/28-095,-647.2275098148
S66x8/28-100,-647.2299336494
S66x8/28-105,-647.231129249
S66x8/28-110,-647.231419521
S66x8/28-125,-647.230551256
S66x8/28-150,-647.2295044649
S66x8/28-200,-647.229138522
S66x8/29-A,-248.3275980897
S66x8/29-B,-414.9493759311
S66x8/29-090,-663.271300052
S66x8/29-095,-663.2770883706
S66x8/29-100,-663.2797518818
S66x8/29-105,-663.2809004085
S66x8/29-110,-663.2810484738
S66x8/29-125,-663.2797428934
S66x8/29-150,-663.278273381
S66x8/29-200,-663.277466889
S66x8/30-A,-232.27987534
S66x8/30-B,-78.5928159086
S66x8/30-090,-310.8680385976
S66x8/30-095,-310.8701784785
S66x8/30-100,-310.8714638177
S66x8/30-105,-310.8720147128
S66x8/30-110,-310.8721091265
S66x8/30-125,-310.87225625
S66x8/30-150,-310.8722434408
S66x8/30-200,-310.8724989039
S66x8/31-A,-414.9494335344
S66x8/31-B,-78.5928003086
S66x8/31-090,-493.5411557426
S66x8/31-095,-493.5429779924
S66x8/31-100,-493.5438637429
S66x8/31-105,-493.5441411009
S66x8/31-110,-493.5440929072
S66x8/31-125,-493.543523162
S66x8/31-150,-493.542782212
S66x8/31-200,-493.5423814125
S66x8/32-A,-414.9494525144
S66x8/32-B,-77.3414521791
S66x8/32-090,-492.2906765398
S66x8/32-095,-492.2925758398
S66x8/32-100,-492.2933963553
S66x8/32-105,-492.2936018259
S66x8/32-110,-492.2934900323
S66x8/32-125,-492.2926310091
S66x8/32-150,-492.2915394775
S66x8/32-200,-492.2909090746
S66x8/33-A,-248.3276576081
S66x8/33-B,-78.5927847258
S66x8/33-090,-326.9170851043
S66x8/33-095,-326.919000898
S66x8/33-100,-326.9200100374
S66x8/33-105,-326.9204767597
S66x8/33-110,-326.9206158862
S66x8/33-125,-326.9205316559
S66x8/33-150,-326.920325985
S66x8/33-200,-326.9204183466
S66x8/34-A,-197.7708375755
S66x8/34-B,-197.7708254286
S66x8/34-090,-395.5401534923
S66x8/34-095,-395.5421321922
S66x8/34-100,-395.5430258461
S66x8/34-105,-395.5433272194
S66x8/34-110,-395.5432881499
S66x8/34-125,-395.5426966189
S66x8/34-150,-395.5421160744
S66x8/34-200,-395.5420648618
S66x8/35-A,-197.7708323401
S66x8/35-B,-197.7739524847
S66x8/35-090,-395.5432598994
S66x8/35-095,-395.5448099989
S66x8/35-100,-395.5454632408
S66x8/35-105,-395.5456749524
S66x8/35-110,-395.5456341502
S66x8/35-125,-395.5452068956
S66x8/35-150,-395.5448504227
S66x8/35-200,-395.5448363984
S66x8/36-A,-197.7739445763
S66x8/36-B,-197.7739864284
S66x8/36-090,-395.5468738096
S66x8/36-095,-395.5476147358
S66x8/36-100,-395.5479434907
S66x8/36-105,-395.5480521349
S66x8/36-110,-395.5480246877
S66x8/36-125,-395.5478138665
S66x8/36-150,-395.547626509
S66x8/36-200,-395.5476351462
S66x8/37-A,-196.5633386254
S66x8/37-B,-197.7738320388
S66x8/37-090,-394.3353255338
S66x8/37-095,-394.3369499301
S66x8/37-100,-394.3376620331
S66x8/37-105,-394.3379125783
S66x8/37-110,-394.3379417204
S66x8/37-125,-394.3376099303
S66x8/37-150,-394.3372601463
S66x8/37-200,-394.3372284334
S66x8/38-A,-196.5632149475
S66x8/38-B,-196.563384886
S66x8/38-090,-393.1251097419
S66x8/38-095,-393.1266318458
S66x8/38-100,-393.1273598824
S66x8/38-105,-393.1275815579
S66x8/38-110,-393.127536383
S66x8/38-125,-393.1269813253
S66x8/38-150,-393.1265103802
S66x8/38-200,-393.1264694333
S66x8/39-A,-232.2798652149
S66x8/39-B,-196.5631454708
S66x8/39-090,-428.8390074599
S66x8/39-095,-428.8418463024
S66x8/39-100,-428.8433298677
S66x8/39-105,-428.8439165391
S66x8/39-110,-428.8439943434
S66x8/39-125,-428.8437207906
S66x8/39-150,-428.8431507826
S66x8/39-200,-428.8429860717
S66x8/40-A,-232.2798554933
S66x8/40-B,-197.773910744
S66x8/40-090,-430.0508345591
S66x8/40-095,-430.0530130296
S66x8/40-100,-430.0541864869
S66x8/40-105,-430.0545536566
S66x8/40-110,-430.0545889522
S66x8/40-125,-430.0543933169
S66x8/40-150,-430.0539462004
S66x8/40-200,-430.0538005111
S66x8/41-A,-414.9494221656
S66x8/41-B,-197.771072077
S66x8/41-090,-612.7181104249
S66x8/41-095,-612.7207024715
S66x8/41-100,-612.7219756258
S66x8/41-105,-612.7223053841
S66x8/41-110,-612.7220794372
S66x8/41-125,-612.7213730359
S66x8/41-150,-612.720625882
S66x8/41-200,-612.7205161264
S66x8/42-A,-414.9494852143
S66x8/42-B,-196.5631671324
S66x8/42-090,-611.5096654577
S66x8/42-095,-611.5122768842
S66x8/42-100,-611.5134746482
S66x8/42-105,-611.5138817346
S66x8/42-110,-611.5138858869
S66x8/42-125,-611.5133911118
S66x8/42-150,-611.5127675744
S66x8/42-200,-611.5126317515
S66x8/43-A,-414.9495116169
S66x8/43-B,-197.7739037142
S66x8/43-090,-612.721670004
S66x8/43-095,-612.7237522588
S66x8/43-100,-612.7246264613
S66x8/43-105,-612.7247912087
S66x8/43-110,-612.7247099879
S66x8/43-125,-612.7241868392
S66x8/43-150,-612.7235415288
S66x8/43-200,-612.7233132502
S66x8/44-A,-78.5928137607
S66x8/44-B,-197.7708643426
S66x8/44-090,-276.3634904741
S66x8/44-095,-276.3643488642
S66x8/44-100,-276.3646790417
S66x8/44-105,-276.3647114682
S66x8/44-110,-276.3645967944
S66x8/44-125,-276.3642135825
S66x8/44-150,-276.3639157185
S66x8/44-200,-276.3638905393
S66x8/45-A,-77.3414687422
S66x8/45-B,-197.7708850947
S66x8/45-090,-275.1110698075
S66x8/45-095,-275.1122179769
S66x8/45-100,-275.1127465617
S66x8/45-105,-275.1129583688
S66x8/45-110,-275.1129408557
S66x8/45-125,-275.1126206571
S66x8/45-150,-275.1123072156
S66x8/45-200,-275.1122003789
S66x8/46-A,-248.5820065311
S66x8/46-B,-197.7709042373
S66x8/46-090,-446.3528276421
S66x8/46-095,-446.3542488382
S66x8/46-100,-446.3549096108
S66x8/46-105,-446.3550715315
S66x8/46-110,-446.3549465847
S66x8/46-125,-446.3542639578
S66x8/46-150,-446.3533346235
S66x8/46-200,-446.3530495575
S66x8/47-A,-232.2798453942
S66x8/47-B,-232.279757083
S66x8/47-090,-464.5570451925
S66x8/47-095,-464.5593354468
S66x8/47-100,-464.5604620688
S66x8/47-105,-464.5609431456
S66x8/47-110,-464.561013938
S66x8/47-125,-464.5606309811
S66x8/47-150,-464.5600316702
S66x8/47-200,-464.5597730501
S66x8/48-A,-248.3276209484
S66x8/48-B,-248.3275618602
S66x8/48-090,-496.6545981748
S66x8/48-095,-496.6564355168
S66x8/48-100,-496.6573329419
S66x8/48-105,-496.6576724052
S66x8/48-110,-496.657635231
S66x8/48-125,-496.6570107333
S66x8/48-150,-496.6560956153
S66x8/48-200,-496.6555727426
S66x8/49-A,-232.2798444421
S66x8/49-B,-248.32760257
S66x8/49-090,-480.6054868025
S66x8/49-095,-480.6078258964
S66x8/49-100,-480.6089282391
S66x8/49-105,-480.6093826641
S66x8/49-110,-480.6094258383
S66x8/49-125,-480.6088919196
S66x8/49-150,-480.6081011413
S66x8/49-200,-480.6076484008
S66x8/50-A,-232.2798377856
S66x8/50-B,-77.3415213874
S66x8/50-090,-309.6214520406
S66x8/50-095,-309.6230370095
S66x8/50-100,-309.6236259189
S66x8/50-105,-309.6238228258
S66x8/50-110,-309.623735947
S66x8/50-125,-309.6229828765
S66x8/50-150,-309.6220394148
S66x8/50-200,-309.6214739671
S66x8/51-A,-77.3414807431
S66x8/51-B,-77.3415370242
S66x8/51-090,-154.684562671
S66x8/51-095,-154.684961647
S66x8/51-100,-154.6850306249
S66x8/51-105,-154.6849252719
S66x8/51-110,-154.6847405483
S66x8/51-125,-154.6841226196
S66x8/51-150,-154.6834937166
S66x8/51-200,-154.6831153164
S66x8/52-A,-232.2798376782
S66x8/52-B,-229.1598209066
S66x8/52-090,-461.442308315
S66x8/52-095,-461.4436879583
S66x8/52-100,-461.4442585513
S66x8/52-105,-461.4443484644
S66x8/52-110,-461.4441413973
S66x8/52-125,-461.4429380501
S66x8/52-150,-461.4413372638
S66x8/52-200,-461.4401842471
S66x8/53-A,-232.2798434201
S66x8/53-B,-209.2737814551
S66x8/53-090,-441.5568067464
S66x8/53-095,-441.5578130614
S66x8/53-100,-441.5581868313
S66x8/53-105,-441.5581725403
S66x8/53-110,-441.5579385325
S66x8/53-125,-441.5567733557
S66x8/53-150,-441.5552261897
S66x8/53-200,-441.5540119987
S66x8/54-A,-232.2798263476
S66x8/54-B,-76.4553002398
S66x8/54-090,-308.7381705456
S66x8/54-095,-308.7391004249
S66x8/54-100,-308.7393693778
S66x8/54-105,-308.7392457333
S66x8/54-110,-308.7389406988
S66x8/54-125,-308.7378772488
S66x8/54-150,-308.7366195558
S66x8/54-200,-308.7356881193
S66x8/55-A,-232.2798089679
S66x8/55-B,-115.7522390182
S66x8/55-090,-348.0339530459
S66x8/55-095,-348.0353300999
S66x8/55-100,-348.0359193359
S66x8/55-105,-348.0360790823
S66x8/55-110,-348.0359620858
S66x8/55-125,-348.0348883337
S66x8/55-150,-348.0335263709
S66x8/55-200,-348.0325772158
S66x8/56-A,-232.2798437217
S66x8/56-B,-95.8710121532
S66x8/56-090,-328.1507061242
S66x8/56-095,-328.1521460584
S66x8/56-100,-328.1528382367
S66x8/56-105,-328.1531381937
S66x8/56-110,-328.1531074597
S66x8/56-125,-328.1524068744
S66x8/56-150,-328.1515677767
S66x8/56-200,-328.1510842189
S66x8/57-A,-232.2798100353
S66x8/57-B,-248.581959237
S66x8/57-090,-480.8611680229
S66x8/57-095,-480.8640653265
S66x8/57-100,-480.8653336305
S66x8/57-105,-480.8657987626
S66x8/57-110,-480.8658289645
S66x8/57-125,-480.8647729959
S66x8/57-150,-480.8633573733
S66x8/57-200,-480.8624041159
S66x8/58-A,-248.3276073475
S66x8/58-B,-248.3275519246
S66x8/58-090,-496.6578828434
S66x8/58-095,-496.659587696
S66x8/58-100,-496.660236582
S66x8/58-105,-496.659942209
S66x8/58-110,-496.659365126
S66x8/58-125,-496.6576809885
S66x8/58-150,-496.6562511727
S66x8/58-200,-496.655497214
S66x8/59-A,-77.341564907
S66x8/59-B,-76.4553748516
S66x8/59-090,-153.801662928
S66x8/59-095,-153.8018995323
S66x8/59-100,-153.8018006164
S66x8/59-105,-153.8015146994
S66x8/59-110,-153.8011345851
S66x8/59-125,-153.7999131507
S66x8/59-150,-153.7984724294
S66x8/59-200,-153.7973429315
S66x8/60-A,-77.3414577747
S66x8/60-B,-229.1598032049
S66x8/60-090,-306.5078854621
S66x8/60-095,-306.5085818845
S66x8/60-100,-306.5086290948
S66x8/60-105,-306.5083024092
S66x8/60-110,-306.5077749979
S66x8/60-125,-306.5059044512
S66x8/60-150,-306.503580618
S66x8/60-200,-306.5018864133
S66x8/61-A,-197.7709457789
S66x8/61-B,-229.1598608369
S66x8/61-090,-426.9311509861
S66x8/61-095,-426.9318548746
S66x8/61-100,-426.9321464203
S66x8/61-105,-426.9321790184
S66x8/61-110,-426.9320777457
S66x8/61-125,-426.9316339418
S66x8/61-150,-426.9309878301
S66x8/61-200,-426.9308523412
S66x8/62-A,-197.770939356
S66x8/62-B,-209.2737923165
S66x8/62-090,-407.0452573473
S66x8/62-095,-407.0462954583
S66x8/62-100,-407.0467126959
S66x8/62-105,-407.046753231
S66x8/62-110,-407.0466163555
S66x8/62-125,-407.0459138506
S66x8/62-150,-407.0451369842
S66x8/62-200,-407.0448125725
S66x8/63-A,-232.2798712882
S66x8/63-B,-229.1598162482
S66x8/63-090,-461.4382798539
S66x8/63-095,-461.4404556672
S66x8/63-100,-461.4415000494
S66x8/63-105,-461.441892107
S66x8/63-110,-461.4418295647
S66x8/63-125,-461.4411905772
S66x8/63-150,-461.4402576808
S66x8/63-200,-461.4398050406
S66x8/64-A,-248.5819338691
S66x8/64-B,-78.5928642042
S66x8/64-090,-327.1761715578
S66x8/64-095,-327.1770084498
S66x8/64-100,-327.1772985784
S66x8/64-105,-327.177279898
S66x8/64-110,-327.1770898242
S66x8/64-125,-327.1763255312
S66x8/64-150,-327.1753646581
S66x8/64-200,-327.1748802798
S66x8/65-A,-248.3276610367
S66x8/65-B,-77.3409862792
S66x8/65-090,-325.6749900529
S66x8/65-095,-325.6754260847
S66x8/65-100,-325.6754249117
S66x8/65-105,-325.6751621121
S66x8/65-110,-325.6747574128
S66x8/65-125,-325.6733073532
S66x8/65-150,-325.6714479575
S66x8/65-200,-325.669975159
S66x8/66-A,-95.8709940933
S66x8/66-B,-248.3276420147
S66x8/66-090,-344.201062652
S66x8/66-095,-344.2020193809
S66x8/66-100,-344.202436015
S66x8/66-105,-344.2025070516
S66x8/66-110,-344.2023476606
