system,cam-B3LYP(w=25)/def2-QZVP/Q-Chem
S66x8/17-150,-830.29949878
S66x8/17-200,-830.2923734083
S66x8/18-A,-76.4919428808
S66x8/18-B,-248.467520625
S66x8/18-090,-324.9688921469
S66x8/18-095,-324.9695980055
S66x8/18-100,-324.9696930402
S66x8/18-105,-324.9694009104
S66x8/18-110,-324.9688733061
S66x8/18-125,-324.9668075292
S66x8/18-150,-324.9638554688
S66x8/18-200,-324.9611178853
S66x8/19-A,-115.814188709
S66x8/19-B,-248.4675178775
S66x8/19-090,-364.290508014
S66x8/19-095,-364.2915117737
S66x8/19-100,-364.2918241468
S66x8/19-105,-364.291687673
S66x8/19-110,-364.2913681908
S66x8/19-125,-364.2893134768
S66x8/19-150,-364.2864062926
S66x8/19-200,-364.2834775881
S66x8/20-A,-229.2681755686
S66x8/20-B,-229.2681845368
S66x8/20-090,-458.5624101538
S66x8/20-095,-458.5646631248
S66x8/20-100,-458.5652512354
S66x8/20-105,-458.5647338736
S66x8/20-110,-458.5635373575
S66x8/20-125,-458.5583656543
S66x8/20-150,-458.5501600119
S66x8/20-200,-458.5417105653
S66x8/21-A,-209.3810547394
S66x8/21-B,-209.381058963
S66x8/21-090,-418.7829230441
S66x8/21-095,-418.784892342
S66x8/21-100,-418.7854758743
S66x8/21-105,-418.7851744816
S66x8/21-110,-418.7843081306
S66x8/21-125,-418.7803045146
S66x8/21-150,-418.7738839368
S66x8/21-200,-418.7666462579
S66x8/22-A,-229.2681353856
S66x8/22-B,-415.1435217462
S66x8/22-090,-644.4375261365
S66x8/22-095,-644.439756318
S66x8/22-100,-644.4404098429
S66x8/22-105,-644.440019584
S66x8/22-110,-644.4389788896
S66x8/22-125,-644.4341713134
S66x8/22-150,-644.4262909224
S66x8/22-200,-644.4178700443
S66x8/23-A,-209.3809228416
S66x8/23-B,-415.143421953
S66x8/23-090,-624.5492262684
S66x8/23-095,-624.5513859144
S66x8/23-100,-624.5521016701
S66x8/23-105,-624.5518488606
S66x8/23-110,-624.5509748918
S66x8/23-125,-624.5467128976
S66x8/23-150,-624.5394621946
S66x8/23-200,-624.5313417447
S66x8/24-A,-232.4184454739
S66x8/24-B,-232.4184322992
S66x8/24-090,-464.8226087505
S66x8/24-095,-464.828349623
S66x8/24-100,-464.8321475512
S66x8/24-105,-464.8340696745
S66x8/24-110,-464.8348335318
S66x8/24-125,-464.8361843248
S66x8/24-150,-464.8365077873
S66x8/24-200,-464.8366849424
S66x8/25-A,-248.4674777352
S66x8/25-B,-248.4674982857
S66x8/25-090,-496.9225008086
S66x8/25-095,-496.9280306505
S66x8/25-100,-496.9314928401
S66x8/25-105,-496.9335453215
S66x8/25-110,-496.9344874334
S66x8/25-125,-496.9353510957
S66x8/25-150,-496.9352644694
S66x8/25-200,-496.9351501013
S66x8/26-A,-415.1443430652
S66x8/26-B,-415.1443430651
S66x8/26-090,-830.2828504354
S66x8/26-095,-830.2885387826
S66x8/26-100,-830.2917547441
S66x8/26-105,-830.293223873
S66x8/26-110,-830.2936324207
S66x8/26-125,-830.2931447855
S66x8/26-150,-830.2913353315
S66x8/26-200,-830.2897988302
S66x8/27-A,-232.4184415543
S66x8/27-B,-248.4675050562
S66x8/27-090,-480.8723647617
S66x8/27-095,-480.8781507321
S66x8/27-100,-480.881884472
S66x8/27-105,-480.8839964888
S66x8/27-110,-480.8847964316
S66x8/27-125,-480.8858412986
S66x8/27-150,-480.8858779623
S66x8/27-200,-480.8858874947
S66x8/28-A,-232.4183962052
S66x8/28-B,-415.1448640677
S66x8/28-090,-647.5513968497
S66x8/28-095,-647.5569361049
S66x8/28-100,-647.5604005573
S66x8/28-105,-647.5624415144
S66x8/28-110,-647.56341454
S66x8/28-125,-647.5637992729
S66x8/28-150,-647.5634643958
S66x8/28-200,-647.5631873065
S66x8/29-A,-248.4674795962
S66x8/29-B,-415.1448225265
S66x8/29-090,-663.6004374197
S66x8/29-095,-663.6076625313
S66x8/29-100,-663.611509444
S66x8/29-105,-663.6136126862
S66x8/29-110,-663.6144953358
S66x8/29-125,-663.6144772506
S66x8/29-150,-663.6135968176
S66x8/29-200,-663.6128348636
S66x8/30-A,-232.4184390229
S66x8/30-B,-78.6480646717
S66x8/30-090,-311.0590684259
S66x8/30-095,-311.0618708943
S66x8/30-100,-311.0637125726
S66x8/30-105,-311.0646904135
S66x8/30-110,-311.0650981583
S66x8/30-125,-311.0658312273
S66x8/30-150,-311.0660581355
S66x8/30-200,-311.0663157024
S66x8/31-A,-415.1448674936
S66x8/31-B,-78.6480570822
S66x8/31-090,-493.7885974848
S66x8/31-095,-493.7911188064
S66x8/31-100,-493.7925857622
S66x8/31-105,-493.793328193
S66x8/31-110,-493.7936555412
S66x8/31-125,-493.7937974184
S66x8/31-150,-493.793448661
S66x8/31-200,-493.7930866803
S66x8/32-A,-415.1448647481
S66x8/32-B,-77.3922816974
S66x8/32-090,-492.5338656702
S66x8/32-095,-492.5364140473
S66x8/32-100,-492.5377592594
S66x8/32-105,-492.5384077643
S66x8/32-110,-492.5386641073
S66x8/32-125,-492.5384848546
S66x8/32-150,-492.5377729249
S66x8/32-200,-492.5371805101
S66x8/33-A,-248.467509653
S66x8/33-B,-78.6480330435
S66x8/33-090,-327.1093720756
S66x8/33-095,-327.1119281419
S66x8/33-100,-327.1134480876
S66x8/33-105,-327.1143313198
S66x8/33-110,-327.1148071705
S66x8/33-125,-327.1153263459
S66x8/33-150,-327.1154198882
S66x8/33-200,-327.1155309735
S66x8/34-A,-197.9041152377
S66x8/34-B,-197.904116622
S66x8/34-090,-395.8016951333
S66x8/34-095,-395.804761788
S66x8/34-100,-395.8065556232
S66x8/34-105,-395.8075930195
S66x8/34-110,-395.8081198716
S66x8/34-125,-395.8086092152
S66x8/34-150,-395.8086361494
S66x8/34-200,-395.8086570995
S66x8/35-A,-197.9041165709
S66x8/35-B,-197.9057183907
S66x8/35-090,-395.8047992946
S66x8/35-095,-395.8071691107
S66x8/35-100,-395.8084688459
S66x8/35-105,-395.8092025578
S66x8/35-110,-395.8095502948
S66x8/35-125,-395.8098222393
S66x8/35-150,-395.8098238242
S66x8/35-200,-395.8098404728
S66x8/36-A,-197.9056879838
S66x8/36-B,-197.9057465233
S66x8/36-090,-395.808139406
S66x8/36-095,-395.8093712242
S66x8/36-100,-395.8100952784
S66x8/36-105,-395.8105185593
S66x8/36-110,-395.8107237274
S66x8/36-125,-395.8109581604
S66x8/36-150,-395.8109864136
S66x8/36-200,-395.8109998226
S66x8/37-A,-196.688921785
S66x8/37-B,-197.9054934946
S66x8/37-090,-394.5892012688
S66x8/37-095,-394.5916440405
S66x8/37-100,-394.5929857086
S66x8/37-105,-394.5937284348
S66x8/37-110,-394.5941411202
S66x8/37-125,-394.5944875316
S66x8/37-150,-394.5945158804
S66x8/37-200,-394.5945398621
S66x8/38-A,-196.6887627607
S66x8/38-B,-196.6889605266
S66x8/38-090,-393.3724166364
S66x8/38-095,-393.3747200478
S66x8/38-100,-393.3761492635
S66x8/38-105,-393.376960156
S66x8/38-110,-393.3773733766
S66x8/38-125,-393.3776232054
S66x8/38-150,-393.377577251
S66x8/38-200,-393.377579048
S66x8/39-A,-232.4184344438
S66x8/39-B,-196.6886742061
S66x8/39-090,-429.0988694607
S66x8/39-095,-429.1026182198
S66x8/39-100,-429.1048832751
S66x8/39-105,-429.1060952513
S66x8/39-110,-429.1066422706
S66x8/39-125,-429.1073180135
S66x8/39-150,-429.1072210107
S66x8/39-200,-429.1070921224
S66x8/40-A,-232.4184300404
S66x8/40-B,-197.905629876
S66x8/40-090,-430.3178538054
S66x8/40-095,-430.3207784283
S66x8/40-100,-430.3225836409
S66x8/40-105,-430.3233980241
S66x8/40-110,-430.3237806337
S66x8/40-125,-430.3243142307
S66x8/40-150,-430.3242177122
S66x8/40-200,-430.3240790963
S66x8/41-A,-415.1448801733
S66x8/41-B,-197.9043728369
S66x8/41-090,-613.0414411794
S66x8/41-095,-613.0451753545
S66x8/41-100,-613.0474244608
S66x8/41-105,-613.0485191694
S66x8/41-110,-613.04896252
S66x8/41-125,-613.0495944794
S66x8/41-150,-613.0493649678
S66x8/41-200,-613.0492890773
S66x8/42-A,-415.1449659159
S66x8/42-B,-196.6887161236
S66x8/42-090,-611.8258921461
S66x8/42-095,-611.8295704538
S66x8/42-100,-611.8316404142
S66x8/42-105,-611.8327465252
S66x8/42-110,-611.8332918386
S66x8/42-125,-611.8338519891
S66x8/42-150,-611.8337548574
S66x8/42-200,-611.8336633716
S66x8/43-A,-415.1449679628
S66x8/43-B,-197.9056804133
S66x8/43-090,-613.0450334556
S66x8/43-095,-613.0479912457
S66x8/43-100,-613.0495687742
S66x8/43-105,-613.0502656168
S66x8/43-110,-613.050613883
S66x8/43-125,-613.0509405939
S66x8/43-150,-613.0507005673
S66x8/43-200,-613.0505008096
S66x8/44-A,-78.6480631057
S66x8/44-B,-197.9041313972
S66x8/44-090,-276.5494316878
S66x8/44-095,-276.5508856487
S66x8/44-100,-276.5517074065
S66x8/44-105,-276.5521257566
S66x8/44-110,-276.5522987699
S66x8/44-125,-276.5524736078
S66x8/44-150,-276.5524576743
S66x8/44-200,-276.5524499405
S66x8/45-A,-77.3923001498
S66x8/45-B,-197.9041483047
S66x8/45-090,-275.2928495225
S66x8/45-095,-275.2945434504
S66x8/45-100,-275.2955271895
S66x8/45-105,-275.296107928
S66x8/45-110,-275.2963571632
S66x8/45-125,-275.2965093396
S66x8/45-150,-275.2963988685
S66x8/45-200,-275.2962996412
S66x8/46-A,-248.7149324908
S66x8/46-B,-197.9041886414
S66x8/46-090,-446.6143996968
S66x8/46-095,-446.6167003799
S66x8/46-100,-446.6181155656
S66x8/46-105,-446.6189014018
S66x8/46-110,-446.6192768757
S66x8/46-125,-446.6196545441
S66x8/46-150,-446.6194452995
S66x8/46-200,-446.6192557747
S66x8/47-A,-232.4184261009
S66x8/47-B,-232.4183784748
S66x8/47-090,-464.8312493296
S66x8/47-095,-464.8341712994
S66x8/47-100,-464.8358239482
S66x8/47-105,-464.8367372675
S66x8/47-110,-464.8371391635
S66x8/47-125,-464.837398885
S66x8/47-150,-464.8371443204
S66x8/47-200,-464.8369250326
S66x8/48-A,-248.4674972853
S66x8/48-B,-248.4674453325
S66x8/48-090,-496.9313193032
S66x8/48-095,-496.9337360897
S66x8/48-100,-496.9351388011
S66x8/48-105,-496.9359083718
S66x8/48-110,-496.9362082174
S66x8/48-125,-496.9362722246
S66x8/48-150,-496.9357737059
S66x8/48-200,-496.9353241891
S66x8/49-A,-232.4184252483
S66x8/49-B,-248.4674698895
S66x8/49-090,-480.8808950247
S66x8/49-095,-480.8838815737
S66x8/49-100,-480.8855117992
S66x8/49-105,-480.8864062851
S66x8/49-110,-480.8867930497
S66x8/49-125,-480.8869198936
S66x8/49-150,-480.8864907625
S66x8/49-200,-480.8860809291
S66x8/50-A,-232.4184230853
S66x8/50-B,-77.3923419744
S66x8/50-090,-309.8086401377
S66x8/50-095,-309.8106916641
S66x8/50-100,-309.8116552128
S66x8/50-105,-309.8121942565
S66x8/50-110,-309.8123811592
S66x8/50-125,-309.8121385688
S66x8/50-150,-309.8114549774
S66x8/50-200,-309.8109200933
S66x8/51-A,-77.3923108905
S66x8/51-B,-77.3923578381
S66x8/51-090,-154.7852856727
S66x8/51-095,-154.7858845117
S66x8/51-100,-154.7861189956
S66x8/51-105,-154.7861502252
S66x8/51-110,-154.7860770323
S66x8/51-125,-154.785667247
S66x8/51-150,-154.785142573
S66x8/51-200,-154.7847721076
S66x8/52-A,-232.4184232856
S66x8/52-B,-229.2700977257
S66x8/52-090,-461.6882566734
S66x8/52-095,-461.6901573181
S66x8/52-100,-461.6911780096
S66x8/52-105,-461.6916530215
S66x8/52-110,-461.691762163
S66x8/52-125,-461.6912081036
S66x8/52-150,-461.6900593022
S66x8/52-200,-461.6890488365
S66x8/53-A,-232.4184264792
S66x8/53-B,-209.3819794085
S66x8/53-090,-441.8010214506
S66x8/53-095,-441.8024586764
S66x8/53-100,-441.803212065
S66x8/53-105,-441.8035251865
S66x8/53-110,-441.8035693697
S66x8/53-125,-441.8029795768
S66x8/53-150,-441.8018682983
S66x8/53-200,-441.8007956704
S66x8/54-A,-232.4184172896
S66x8/54-B,-76.4918559197
S66x8/54-090,-308.9112169515
S66x8/54-095,-308.9125669653
S66x8/54-100,-308.9131797405
S66x8/54-105,-308.9133293756
S66x8/54-110,-308.9132466181
S66x8/54-125,-308.9126509422
S66x8/54-150,-308.9116930818
S66x8/54-200,-308.9108372041
S66x8/55-A,-232.4184083593
S66x8/55-B,-115.8144921897
S66x8/55-090,-348.2317685119
S66x8/55-095,-348.233694333
S66x8/55-100,-348.2347500748
S66x8/55-105,-348.2353195876
S66x8/55-110,-348.235549219
S66x8/55-125,-348.2351268235
S66x8/55-150,-348.2342260825
S66x8/55-200,-348.2334162703
S66x8/56-A,-232.4184254912
S66x8/56-B,-95.9311046473
S66x8/56-090,-328.3464683673
S66x8/56-095,-328.3484683851
S66x8/56-100,-328.3496345679
S66x8/56-105,-328.3503782793
S66x8/56-110,-328.3507084934
S66x8/56-125,-328.3506571595
S66x8/56-150,-328.3501892668
S66x8/56-200,-328.3497568578
S66x8/57-A,-232.4184082874
S66x8/57-B,-248.7148688707
S66x8/57-090,-481.1285982363
S66x8/57-095,-481.1323511356
S66x8/57-100,-481.1343028246
S66x8/57-105,-481.1353442587
S66x8/57-110,-481.1358543698
S66x8/57-125,-481.1356524469
S66x8/57-150,-481.1347524231
S66x8/57-200,-481.1339020113
S66x8/58-A,-248.4674828352
S66x8/58-B,-248.4674370532
S66x8/58-090,-496.9349854671
S66x8/58-095,-496.9371710551
S66x8/58-100,-496.938386181
S66x8/58-105,-496.938517399
S66x8/58-110,-496.938267586
S66x8/58-125,-496.9371398973
S66x8/58-150,-496.9359777789
S66x8/58-200,-496.9352673969
S66x8/59-A,-77.3923740392
S66x8/59-B,-76.4919265514
S66x8/59-090,-153.8878028537
S66x8/59-095,-153.888249183
S66x8/59-100,-153.888333387
S66x8/59-105,-153.8882050989
S66x8/59-110,-153.8879588858
S66x8/59-125,-153.8870199325
S66x8/59-150,-153.8857799123
S66x8/59-200,-153.8847107949
S66x8/60-A,-77.3922843845
S66x8/60-B,-229.2700810507
S66x8/60-090,-306.6666497931
S66x8/60-095,-306.6677266108
S66x8/60-100,-306.6681052083
S66x8/60-105,-306.6680671554
S66x8/60-110,-306.6677870419
S66x8/60-125,-306.6664536277
S66x8/60-150,-306.6645432258
S66x8/60-200,-306.6629881125
S66x8/61-A,-197.9042385839
S66x8/61-B,-229.2701363305
S66x8/61-090,-427.1716651126
S66x8/61-095,-427.1729414451
S66x8/61-100,-427.1737179692
S66x8/61-105,-427.1741518038
S66x8/61-110,-427.1743804579
S66x8/61-125,-427.1746469444
S66x8/61-150,-427.1744910326
S66x8/61-200,-427.1744232718
S66x8/62-A,-197.9042215331
S66x8/62-B,-209.3819971773
S66x8/62-090,-407.2830580094
S66x8/62-095,-407.2848274015
S66x8/62-100,-407.2858590201
S66x8/62-105,-407.2864000547
S66x8/62-110,-407.2866767302
S66x8/62-125,-407.2867989188
S66x8/62-150,-407.2865419346
S66x8/62-200,-407.286307134
S66x8/63-A,-232.4184381442
S66x8/63-B,-229.2700952091
S66x8/63-090,-461.6834937332
S66x8/63-095,-461.6864451649
S66x8/63-100,-461.6881436336
S66x8/63-105,-461.6890638716
S66x8/63-110,-461.6894008837
S66x8/63-125,-461.6895826194
S66x8/63-150,-461.6890688022
S66x8/63-200,-461.6886631371
S66x8/64-A,-248.7148531799
S66x8/64-B,-78.6480984107
S66x8/64-090,-327.3617878766
S66x8/64-095,-327.3631115372
S66x8/64-100,-327.363811256
S66x8/64-105,-327.3641382605
S66x8/64-110,-327.3642308403
S66x8/64-125,-327.3640546486
S66x8/64-150,-327.3634766109
S66x8/64-200,-327.3630532291
S66x8/65-A,-248.4675222801
S66x8/65-B,-77.3918454572
S66x8/65-090,-325.8643059011
S66x8/65-095,-325.8649512058
S66x8/65-100,-325.8651358226
S66x8/65-105,-325.865036001
S66x8/65-110,-325.8647734012
S66x8/65-125,-325.8636347012
S66x8/65-150,-325.8620244462
S66x8/65-200,-325.8606368534
S66x8/66-A,-95.9310900238
S66x8/66-B,-248.467510126
S66x8/66-090,-344.398195087
S66x8/66-095,-344.3996053299
S66x8/66-100,-344.4004302839
S66x8/66-105,-344.4008620954
S66x8/66-110,-344.4010068614
