system,wB97M(w=350)/def2-QZVP/Q-Chem
S22x5/19-1.2,-615.37814874
S22x5/19-1.5,-615.37591744
S22x5/19-2.0,-615.37398263
S22x5/20-A,-415.12557712
S22x5/20-B,-415.12557711
S22x5/20-0.9,-830.24735104
S22x5/20-1.0,-830.25659467
S22x5/20-1.2,-830.2562219
S22x5/20-1.5,-830.25362505
S22x5/20-2.0,-830.25204015
S22x5/21-A,-415.12472674
S22x5/21-B,-415.12472676
S22x5/21-0.9,-830.27353575
S22x5/21-1.0,-830.27731874
S22x5/21-1.2,-830.27369729
S22x5/21-1.5,-830.2644966
S22x5/21-2.0,-830.2562833
S22x5/22-A,-232.40466268
S22x5/22-B,-93.49611776
S22x5/22-0.9,-325.90415254
S22x5/22-1.0,-325.9056162
S22x5/22-1.2,-325.90516289
S22x5/22-1.5,-325.90346743
S22x5/22-2.0,-325.90199268
S66x8/01-A,-76.48731734
S66x8/01-B,-76.48729719
S66x8/01-090,-152.98109876
S66x8/01-095,-152.98171286
S66x8/01-100,-152.98182523
S66x8/01-105,-152.98163586
S66x8/01-110,-152.98126806
S66x8/01-125,-152.97984399
S66x8/01-150,-152.97787415
S66x8/01-200,-152.97598262
S66x8/02-A,-76.4873253
S66x8/02-B,-115.8063072
S66x8/02-090,-192.30022071
S66x8/02-095,-192.30097988
S66x8/02-100,-192.30117581
S66x8/02-105,-192.30102296
S66x8/02-110,-192.3006647
S66x8/02-125,-192.29916856
S66x8/02-150,-192.29703442
S66x8/02-200,-192.29501269
S66x8/03-A,-76.48733689
S66x8/03-B,-95.92646512
S66x8/03-090,-172.42237341
S66x8/03-095,-172.42317948
S66x8/03-100,-172.42336532
S66x8/03-105,-172.42315572
S66x8/03-110,-172.42270945
S66x8/03-125,-172.42083363
S66x8/03-150,-172.41804807
S66x8/03-200,-172.41536754
S66x8/04-A,-76.4873354
S66x8/04-B,-248.70201378
S66x8/04-090,-325.19913615
S66x8/04-095,-325.20001117
S66x8/04-100,-325.2002374
S66x8/04-105,-325.20003559
S66x8/04-110,-325.19958006
S66x8/04-125,-325.19762419
S66x8/04-150,-325.19467052
S66x8/04-200,-325.19136386
S66x8/05-A,-115.80616756
S66x8/05-B,-115.80631299
S66x8/05-090,-231.61882599
S66x8/05-095,-231.6197207
S66x8/05-100,-231.62001963
S66x8/05-105,-231.61994138
S66x8/05-110,-231.61963762
S66x8/05-125,-231.618214
S66x8/05-150,-231.61607473
S66x8/05-200,-231.61401087
S66x8/06-A,-115.8059013
S66x8/06-B,-95.92646394
S66x8/06-090,-211.74052931
S66x8/06-095,-211.74167597
S66x8/06-100,-211.74209903
S66x8/06-105,-211.74204353
S66x8/06-110,-211.7416947
S66x8/06-125,-211.73993601
S66x8/06-150,-211.73708371
S66x8/06-200,-211.734264
S66x8/07-A,-115.8059999
S66x8/07-B,-248.70209894
S66x8/07-090,-364.51733161
S66x8/07-095,-364.51840879
S66x8/07-100,-364.51878303
S66x8/07-105,-364.51869111
S66x8/07-110,-364.51831454
S66x8/07-125,-364.51647291
S66x8/07-150,-364.51313254
S66x8/07-200,-364.50974281
S66x8/08-A,-115.80620168
S66x8/08-B,-76.48730206
S66x8/08-090,-192.29971488
S66x8/08-095,-192.30045403
S66x8/08-100,-192.30065749
S66x8/08-105,-192.30053457
S66x8/08-110,-192.30021405
S66x8/08-125,-192.29885426
S66x8/08-150,-192.29688971
S66x8/08-200,-192.29498676
S66x8/09-A,-95.92639617
S66x8/09-B,-115.80632569
S66x8/09-090,-211.73482364
S66x8/09-095,-211.73549486
S66x8/09-100,-211.73575663
S66x8/09-105,-211.73577732
S66x8/09-110,-211.73565704
S66x8/09-125,-211.73502091
S66x8/09-150,-211.73412209
S66x8/09-200,-211.7332957
S66x8/10-A,-95.92638286
S66x8/10-B,-95.92642752
S66x8/10-090,-191.85545843
S66x8/10-095,-191.85648525
S66x8/10-100,-191.85692068
S66x8/10-105,-191.85699706
S66x8/10-110,-191.85685402
S66x8/10-125,-191.85596741
S66x8/10-150,-191.85441571
S66x8/10-200,-191.85335345
S66x8/11-A,-95.92616351
S66x8/11-B,-248.70225526
S66x8/11-090,-344.6321673
S66x8/11-095,-344.63327623
S66x8/11-100,-344.63376406
S66x8/11-105,-344.63385692
S66x8/11-110,-344.63370765
S66x8/11-125,-344.6321252
S66x8/11-150,-344.63030114
S66x8/11-200,-344.62923317
S66x8/12-A,-95.92643894
S66x8/12-B,-76.48684293
S66x8/12-090,-172.42219286
S66x8/12-095,-172.42317192
S66x8/12-100,-172.423464
S66x8/12-105,-172.42331071
S66x8/12-110,-172.42289013
S66x8/12-125,-172.42100028
S66x8/12-150,-172.41812892
S66x8/12-200,-172.41537498
S66x8/13-A,-248.70223999
S66x8/13-B,-115.80633316
S66x8/13-090,-364.51412172
S66x8/13-095,-364.51519455
S66x8/13-100,-364.51565058
S66x8/13-105,-364.51570821
S66x8/13-110,-364.51551368
S66x8/13-125,-364.51435052
S66x8/13-150,-364.512447
S66x8/13-200,-364.51045818
S66x8/14-A,-248.70198645
S66x8/14-B,-95.9264108
S66x8/14-090,-344.63504665
S66x8/14-095,-344.6363517
S66x8/14-100,-344.63693884
S66x8/14-105,-344.637056
S66x8/14-110,-344.63686334
S66x8/14-125,-344.63549663
S66x8/14-150,-344.6330781
S66x8/14-200,-344.63053763
S66x8/15-A,-248.7018285
S66x8/15-B,-248.70199677
S66x8/15-090,-497.41164626
S66x8/15-095,-497.41293398
S66x8/15-100,-497.41349923
S66x8/15-105,-497.41359579
S66x8/15-110,-497.41338136
S66x8/15-125,-497.41193344
S66x8/15-150,-497.40938715
S66x8/15-200,-497.40629982
S66x8/16-A,-248.70203714
S66x8/16-B,-76.48730648
S66x8/16-090,-325.19505529
S66x8/16-095,-325.19586959
S66x8/16-100,-325.19616408
S66x8/16-105,-325.1961189
S66x8/16-110,-325.1958793
S66x8/16-125,-325.19473289
S66x8/16-150,-325.19297606
S66x8/16-200,-325.19114341
S66x8/17-A,-415.12491078
S66x8/17-B,-415.12509223
S66x8/17-090,-830.26960506
S66x8/17-095,-830.27199369
S66x8/17-100,-830.27288939
S66x8/17-105,-830.27280135
S66x8/17-110,-830.27207154
S66x8/17-125,-830.26819331
S66x8/17-150,-830.26162843
S66x8/17-200,-830.25483549
S66x8/18-A,-76.48732877
S66x8/18-B,-248.45430506
S66x8/18-090,-324.94970919
S66x8/18-095,-324.95058199
S66x8/18-100,-324.95082225
S66x8/18-105,-324.95065534
S66x8/18-110,-324.95024497
S66x8/18-125,-324.94845491
S66x8/18-150,-324.94577342
S66x8/18-200,-324.94320365
S66x8/19-A,-115.80591368
S66x8/19-B,-248.45429872
S66x8/19-090,-364.26797046
S66x8/19-095,-364.26911512
S66x8/19-100,-364.26955274
S66x8/19-105,-364.269522
S66x8/19-110,-364.26913869
S66x8/19-125,-364.26751202
S66x8/19-150,-364.26466158
S66x8/19-200,-364.26190697
S66x8/20-A,-229.25572064
S66x8/20-B,-229.25572191
S66x8/20-090,-458.53585295
S66x8/20-095,-458.53826742
S66x8/20-100,-458.53902192
S66x8/20-105,-458.53867827
S66x8/20-110,-458.53764683
S66x8/20-125,-458.53293176
S66x8/20-150,-458.52500739
S66x8/20-200,-458.51686494
S66x8/21-A,-209.37059845
S66x8/21-B,-209.37060208
S66x8/21-090,-418.7605421
S66x8/21-095,-418.76273294
S66x8/21-100,-418.76352033
S66x8/21-105,-418.76337221
S66x8/21-110,-418.76263144
S66x8/21-125,-418.75888978
S66x8/21-150,-418.75275148
S66x8/21-200,-418.74581052
S66x8/22-A,-229.25566045
S66x8/22-B,-415.12482007
S66x8/22-090,-644.40466188
S66x8/22-095,-644.4070953
S66x8/22-100,-644.40794578
S66x8/22-105,-644.4077423
S66x8/22-110,-644.40685773
S66x8/22-125,-644.40237518
S66x8/22-150,-644.39479787
S66x8/22-200,-644.38671043
S66x8/23-A,-209.37049962
S66x8/23-B,-415.12462322
S66x8/23-090,-624.51844018
S66x8/23-095,-624.52078798
S66x8/23-100,-624.52169074
S66x8/23-105,-624.52160908
S66x8/23-110,-624.52089072
S66x8/23-125,-624.51693545
S66x8/23-150,-624.50997485
S66x8/23-200,-624.50218958
S66x8/24-A,-232.40480247
S66x8/24-B,-232.40474187
S66x8/24-090,-464.79970634
S66x8/24-095,-464.80437459
S66x8/24-100,-464.80684518
S66x8/24-105,-464.80807644
S66x8/24-110,-464.80864673
S66x8/24-125,-464.80911074
S66x8/24-150,-464.80925561
S66x8/24-200,-464.80940434
S66x8/25-A,-248.45425341
S66x8/25-B,-248.45427832
S66x8/25-090,-496.90010367
S66x8/25-095,-496.90477094
S66x8/25-100,-496.90724681
S66x8/25-105,-496.90845811
S66x8/25-110,-496.90898609
S66x8/25-125,-496.90917351
S66x8/25-150,-496.9089139
S66x8/25-200,-496.90867718
S66x8/26-A,-415.12557713
S66x8/26-B,-415.12557715
S66x8/26-090,-830.24996619
S66x8/26-095,-830.2544717
S66x8/26-100,-830.25659476
S66x8/26-105,-830.25733545
S66x8/26-110,-830.25734151
S66x8/26-125,-830.25606678
S66x8/26-150,-830.25408803
S66x8/26-200,-830.25231544
S66x8/27-A,-232.40478323
S66x8/27-B,-248.45429704
S66x8/27-090,-480.84973513
S66x8/27-095,-480.854673
S66x8/27-100,-480.8572018
S66x8/27-105,-480.85842487
S66x8/27-110,-480.85894156
S66x8/27-125,-480.85920275
S66x8/27-150,-480.85910761
S66x8/27-200,-480.85904714
S66x8/28-A,-232.4046309
S66x8/28-B,-415.12620322
S66x8/28-090,-647.52416006
S66x8/28-095,-647.52867005
S66x8/28-100,-647.5309643
S66x8/28-105,-647.53202742
S66x8/28-110,-647.53237458
S66x8/28-125,-647.53206027
S66x8/28-150,-647.53135536
S66x8/28-200,-647.5308682
S66x8/29-A,-248.45422221
S66x8/29-B,-415.12618051
S66x8/29-090,-663.57331194
S66x8/29-095,-663.57940292
S66x8/29-100,-663.58219757
S66x8/29-105,-663.58329426
S66x8/29-110,-663.58349822
S66x8/29-125,-663.58284023
S66x8/29-150,-663.58174543
S66x8/29-200,-663.5808069
S66x8/30-A,-232.4047708
S66x8/30-B,-78.64104609
S66x8/30-090,-311.04065479
S66x8/30-095,-311.04295078
S66x8/30-100,-311.04414405
S66x8/30-105,-311.04474387
S66x8/30-110,-311.04502602
S66x8/30-125,-311.04527591
S66x8/30-150,-311.04547273
S66x8/30-200,-311.04567871
S66x8/31-A,-415.12626349
S66x8/31-B,-78.6409778
S66x8/31-090,-493.76518525
S66x8/31-095,-493.76714432
S66x8/31-100,-493.76808175
S66x8/31-105,-493.76849564
S66x8/31-110,-493.76861504
S66x8/31-125,-493.76835457
S66x8/31-150,-493.76784194
S66x8/31-200,-493.76741259
S66x8/32-A,-415.12632085
S66x8/32-B,-77.38776196
S66x8/32-090,-492.5128688
S66x8/32-095,-492.51488687
S66x8/32-100,-492.51583234
S66x8/32-105,-492.51615323
S66x8/32-110,-492.51615778
S66x8/32-125,-492.51557388
S66x8/32-150,-492.51473016
S66x8/32-200,-492.51405734
S66x8/33-A,-248.45432625
S66x8/33-B,-78.64102585
S66x8/33-090,-327.09117189
S66x8/33-095,-327.09318982
S66x8/33-100,-327.09426999
S66x8/33-105,-327.09481611
S66x8/33-110,-327.09506636
S66x8/33-125,-327.09519167
S66x8/33-150,-327.09522711
S66x8/33-200,-327.09529195
S66x8/34-A,-197.89540673
S66x8/34-B,-197.89548786
S66x8/34-090,-395.78637233
S66x8/34-095,-395.78878608
S66x8/34-100,-395.78999477
S66x8/34-105,-395.79060822
S66x8/34-110,-395.79092597
S66x8/34-125,-395.79121267
S66x8/34-150,-395.79117607
S66x8/34-200,-395.79111262
S66x8/35-A,-197.89543756
S66x8/35-B,-197.89878372
S66x8/35-090,-395.79042179
S66x8/35-095,-395.79241767
S66x8/35-100,-395.79342101
S66x8/35-105,-395.79388082
S66x8/35-110,-395.79411653
S66x8/35-125,-395.79430765
S66x8/35-150,-395.79429806
S66x8/35-200,-395.79425808
S66x8/36-A,-197.89875148
S66x8/36-B,-197.89874806
S66x8/36-090,-395.79476391
S66x8/36-095,-395.79585947
S66x8/36-100,-395.7964621
S66x8/36-105,-395.79680349
S66x8/36-110,-395.79698923
S66x8/36-125,-395.79719146
S66x8/36-150,-395.79724358
S66x8/36-200,-395.79722527
S66x8/37-A,-196.68526933
S66x8/37-B,-197.89868622
S66x8/37-090,-394.57988299
S66x8/37-095,-394.58188676
S66x8/37-100,-394.58292708
S66x8/37-105,-394.5834555
S66x8/37-110,-394.5837339
S66x8/37-125,-394.58398702
S66x8/37-150,-394.58401911
S66x8/37-200,-394.58397286
S66x8/38-A,-196.6852221
S66x8/38-B,-196.68522513
S66x8/38-090,-393.36645774
S66x8/38-095,-393.36835461
S66x8/38-100,-393.36946723
S66x8/38-105,-393.37003154
S66x8/38-110,-393.37032392
S66x8/38-125,-393.3705265
S66x8/38-150,-393.37050533
S66x8/38-200,-393.37044734
S66x8/39-A,-232.40475078
S66x8/39-B,-196.68519052
S66x8/39-090,-429.08467987
S66x8/39-095,-429.0876775
S66x8/39-100,-429.08926504
S66x8/39-105,-429.09005293
S66x8/39-110,-429.09034454
S66x8/39-125,-429.0903835
S66x8/39-150,-429.09014456
S66x8/39-200,-429.08995877
S66x8/40-A,-232.40473292
S66x8/40-B,-197.89861921
S66x8/40-090,-430.29953515
S66x8/40-095,-430.30184081
S66x8/40-100,-430.30304731
S66x8/40-105,-430.30361488
S66x8/40-110,-430.30382202
S66x8/40-125,-430.3038634
S66x8/40-150,-430.30366855
S66x8/40-200,-430.30353988
S66x8/41-A,-415.12623278
S66x8/41-B,-197.89550821
S66x8/41-090,-613.01711559
S66x8/41-095,-613.01983934
S66x8/41-100,-613.02128758
S66x8/41-105,-613.02202523
S66x8/41-110,-613.02228263
S66x8/41-125,-613.02224938
S66x8/41-150,-613.0219497
S66x8/41-200,-613.02174451
S66x8/42-A,-415.12623598
S66x8/42-B,-196.68520459
S66x8/42-090,-611.80642188
S66x8/42-095,-611.80930692
S66x8/42-100,-611.81075392
S66x8/42-105,-611.81143196
S66x8/42-110,-611.81171967
S66x8/42-125,-611.81182298
S66x8/42-150,-611.81165929
S66x8/42-200,-611.81147021
S66x8/43-A,-415.12626526
S66x8/43-B,-197.89881175
S66x8/43-090,-613.02154136
S66x8/43-095,-613.02383111
S66x8/43-100,-613.02494405
S66x8/43-105,-613.02543188
S66x8/43-110,-613.02557955
S66x8/43-125,-613.02547498
S66x8/43-150,-613.02514926
S66x8/43-200,-613.02486761
S66x8/44-A,-78.64103861
S66x8/44-B,-197.89539884
S66x8/44-090,-276.53456511
S66x8/44-095,-276.53567236
S66x8/44-100,-276.53621622
S66x8/44-105,-276.53650849
S66x8/44-110,-276.53662163
S66x8/44-125,-276.53671256
S66x8/44-150,-276.5366676
S66x8/44-200,-276.53659229
S66x8/45-A,-77.38778759
S66x8/45-B,-197.89550339
S66x8/45-090,-275.28064085
S66x8/45-095,-275.28208715
S66x8/45-100,-275.28281019
S66x8/45-105,-275.28316502
S66x8/45-110,-275.2833058
S66x8/45-125,-275.28334536
S66x8/45-150,-275.2832157
S66x8/45-200,-275.2830312
S66x8/46-A,-248.70215812
S66x8/46-B,-197.89543676
S66x8/46-090,-446.59512185
S66x8/46-095,-446.59679033
S66x8/46-100,-446.59769368
S66x8/46-105,-446.59816289
S66x8/46-110,-446.59835058
S66x8/46-125,-446.59835564
S66x8/46-150,-446.59806551
S66x8/46-200,-446.59774898
S66x8/47-A,-232.40471896
S66x8/47-B,-232.404574
S66x8/47-090,-464.80591014
S66x8/47-095,-464.80834849
S66x8/47-100,-464.80954908
S66x8/47-105,-464.81011296
S66x8/47-110,-464.81032961
S66x8/47-125,-464.81022849
S66x8/47-150,-464.80987069
S66x8/47-200,-464.80957255
S66x8/48-A,-248.45424937
S66x8/48-B,-248.45418393
S66x8/48-090,-496.90644765
S66x8/48-095,-496.90850905
S66x8/48-100,-496.90955664
S66x8/48-105,-496.91003959
S66x8/48-110,-496.91017217
S66x8/48-125,-496.90991959
S66x8/48-150,-496.90934957
S66x8/48-200,-496.90880626
S66x8/49-A,-232.40471516
S66x8/49-B,-248.45424692
S66x8/49-090,-480.85622478
S66x8/49-095,-480.85867215
S66x8/49-100,-480.85985866
S66x8/49-105,-480.86037826
S66x8/49-110,-480.86055721
S66x8/49-125,-480.86030607
S66x8/49-150,-480.85976239
S66x8/49-200,-480.85927661
S66x8/50-A,-232.40471008
S66x8/50-B,-77.38784261
S66x8/50-090,-309.79171758
S66x8/50-095,-309.79348734
S66x8/50-100,-309.79426258
S66x8/50-105,-309.79446869
S66x8/50-110,-309.79449277
S66x8/50-125,-309.79397603
S66x8/50-150,-309.79323809
S66x8/50-200,-309.79262188
S66x8/51-A,-77.38780165
S66x8/51-B,-77.3878638
S66x8/51-090,-154.77623193
S66x8/51-095,-154.77683725
S66x8/51-100,-154.77707877
S66x8/51-105,-154.77711813
S66x8/51-110,-154.77704836
S66x8/51-125,-154.77666762
S66x8/51-150,-154.77616695
S66x8/51-200,-154.77576465
S66x8/52-A,-232.40471192
S66x8/52-B,-229.25778629
S66x8/52-090,-461.66400747
S66x8/52-095,-461.66558343
S66x8/52-100,-461.66630523
S66x8/52-105,-461.66650606
S66x8/52-110,-461.66642517
S66x8/52-125,-461.66557123
S66x8/52-150,-461.66426956
S66x8/52-200,-461.6630976
S66x8/53-A,-232.40472573
S66x8/53-B,-209.37166427
S66x8/53-090,-441.7779388
S66x8/53-095,-441.77922517
S66x8/53-100,-441.77983003
S66x8/53-105,-441.7800231
S66x8/53-110,-441.77997553
S66x8/53-125,-441.77923486
S66x8/53-150,-441.77803957
S66x8/53-200,-441.77685245
S66x8/54-A,-232.40469002
S66x8/54-B,-76.48723451
S66x8/54-090,-308.89391509
S66x8/54-095,-308.89493262
S66x8/54-100,-308.89532968
S66x8/54-105,-308.8953755
S66x8/54-110,-308.89523265
S66x8/54-125,-308.89448212
S66x8/54-150,-308.89343541
S66x8/54-200,-308.89246653
S66x8/55-A,-232.40466211
S66x8/55-B,-115.8062549
S66x8/55-090,-348.21158658
S66x8/55-095,-348.21317424
S66x8/55-100,-348.21392126
S66x8/55-105,-348.21419899
S66x8/55-110,-348.21421512
S66x8/55-125,-348.21358709
S66x8/55-150,-348.21255499
S66x8/55-200,-348.21156415
S66x8/56-A,-232.40471716
S66x8/56-B,-95.92639209
S66x8/56-090,-328.32991854
S66x8/56-095,-328.33153343
S66x8/56-100,-328.33235196
S66x8/56-105,-328.33272564
S66x8/56-110,-328.33282217
S66x8/56-125,-328.33247346
S66x8/56-150,-328.33188104
S66x8/56-200,-328.33135544
S66x8/57-A,-232.40465931
S66x8/57-B,-248.70210835
S66x8/57-090,-481.10510007
S66x8/57-095,-481.10814346
S66x8/57-100,-481.1095841
S66x8/57-105,-481.11013782
S66x8/57-110,-481.11023834
S66x8/57-125,-481.10958578
S66x8/57-150,-481.10849058
S66x8/57-200,-481.10748015
S66x8/58-A,-248.45420233
S66x8/58-B,-248.45416372
S66x8/58-090,-496.90838005
S66x8/58-095,-496.91060754
S66x8/58-100,-496.911836
S66x8/58-105,-496.9119518
S66x8/58-110,-496.91167171
S66x8/58-125,-496.91056823
S66x8/58-150,-496.90946087
S66x8/58-200,-496.90868503
S66x8/59-A,-77.38789123
S66x8/59-B,-76.48729883
S66x8/59-090,-153.87838203
S66x8/59-095,-153.87891169
S66x8/59-100,-153.87905717
S66x8/59-105,-153.87898294
S66x8/59-110,-153.87878046
S66x8/59-125,-153.87795
S66x8/59-150,-153.87681215
S66x8/59-200,-153.87572922
S66x8/60-A,-77.38776527
S66x8/60-B,-229.25775366
S66x8/60-090,-306.64993143
S66x8/60-095,-306.65101569
S66x8/60-100,-306.65137728
S66x8/60-105,-306.65130886
S66x8/60-110,-306.65099949
S66x8/60-125,-306.64960201
S66x8/60-150,-306.64771802
S66x8/60-200,-306.6461504
S66x8/61-A,-197.89545406
S66x8/61-B,-229.25787708
S66x8/61-090,-427.15171354
S66x8/61-095,-427.15268791
S66x8/61-100,-427.15325071
S66x8/61-105,-427.15354614
S66x8/61-110,-427.15368825
S66x8/61-125,-427.15376236
S66x8/61-150,-427.15360097
S66x8/61-200,-427.15341359
S66x8/62-A,-197.89550206
S66x8/62-B,-209.3717236
S66x8/62-090,-407.26548771
S66x8/62-095,-407.26684096
S66x8/62-100,-407.26756314
S66x8/62-105,-407.26789994
S66x8/62-110,-407.26802211
S66x8/62-125,-407.26795598
S66x8/62-150,-407.26767633
S66x8/62-200,-407.26735734
S66x8/63-A,-232.40476762
S66x8/63-B,-229.25781022
S66x8/63-090,-461.66028831
S66x8/63-095,-461.6626483
S66x8/63-100,-461.66374516
S66x8/63-105,-461.66421321
S66x8/63-110,-461.6643141
S66x8/63-125,-461.66393573
S66x8/63-150,-461.66327693
S66x8/63-200,-461.6627478
S66x8/64-A,-248.70218163
S66x8/64-B,-78.64107543
S66x8/64-090,-327.34293061
S66x8/64-095,-327.34401996
S66x8/64-100,-327.34455773
S66x8/64-105,-327.34475227
S66x8/64-110,-327.34477139
S66x8/64-125,-327.34445387
S66x8/64-150,-327.34387254
S66x8/64-200,-327.34334478
S66x8/65-A,-248.45430604
S66x8/65-B,-77.38720547
S66x8/65-090,-325.84578795
S66x8/65-095,-325.84657399
S66x8/65-100,-325.84686623
S66x8/65-105,-325.84685853
S66x8/65-110,-325.84666545
S66x8/65-125,-325.84567771
S66x8/65-150,-325.84422241
S66x8/65-200,-325.8428932
S66x8/66-A,-95.9264087
S66x8/66-B,-248.4542841
S66x8/66-090,-344.38107181
S66x8/66-095,-344.3823595
S66x8/66-100,-344.38302379
S66x8/66-105,-344.38329505
S66x8/66-110,-344.3833292
S66x8/66-125,-344.38285812
S66x8/66-150,-344.3819887
S66x8/66-200,-344.38117087
NCIBLIND10/01-A,-232.40177667
NCIBLIND10/01-B,-40.54082453
NCIBLIND10/01-1,-272.93898144
NCIBLIND10/01-2,-272.94274507
NCIBLIND10/01-3,-272.94285137
NCIBLIND10/01-4,-272.94269064
NCIBLIND10/01-5,-272.94263534
NCIBLIND10/01-6,-272.94261513
NCIBLIND10/01-7,-272.94260772
NCIBLIND10/02-A,-232.4037666
NCIBLIND10/02-B,-76.48699309
NCIBLIND10/02-1,-308.87855507
NCIBLIND10/02-2,-308.89292131
NCIBLIND10/02-3,-308.89394628
NCIBLIND10/02-4,-308.89313463
NCIBLIND10/02-5,-308.89242545
NCIBLIND10/02-6,-308.89192188
NCIBLIND10/02-7,-308.89133639
NCIBLIND10/02-8,-308.89108535
NCIBLIND10/02-9,-308.89096215
NCIBLIND10/03-A,-155.1496509
NCIBLIND10/03-B,-155.14962395
NCIBLIND10/03-1,-310.29687251
NCIBLIND10/03-2,-310.3002603
NCIBLIND10/03-3,-310.30030983
NCIBLIND10/03-4,-310.29974389
NCIBLIND10/03-5,-310.29949379
NCIBLIND10/03-6,-310.29939409
NCIBLIND10/03-7,-310.29935227
NCIBLIND10/04-A,-599.91852766
NCIBLIND10/04-B,-599.91975611
NCIBLIND10/04-1,-1199.83723898
NCIBLIND10/04-2,-1199.84611202
NCIBLIND10/04-3,-1199.84677526
NCIBLIND10/04-4,-1199.84321002
