system,LC-BLYP(w=200)/def2-QZVP/Q-Chem
S66x8/21-095,-417.8225944548
S66x8/21-100,-417.8220010501
S66x8/21-105,-417.8206153301
S66x8/21-110,-417.8187599347
S66x8/21-125,-417.8123463896
S66x8/21-150,-417.8034761507
S66x8/21-200,-417.7944647414
S66x8/22-A,-228.7778135681
S66x8/22-B,-414.264575926
S66x8/22-090,-643.0807469168
S66x8/22-095,-643.0817457286
S66x8/22-100,-643.0812279736
S66x8/22-105,-643.0797366626
S66x8/22-110,-643.0776777367
S66x8/22-125,-643.0703053313
S66x8/22-150,-643.0596343578
S66x8/22-200,-643.049069626
S66x8/23-A,-208.8946971972
S66x8/23-B,-414.2645213679
S66x8/23-090,-623.1958716008
S66x8/23-095,-623.1968159832
S66x8/23-100,-623.1963958552
S66x8/23-105,-623.1950901454
S66x8/23-110,-623.1932507339
S66x8/23-125,-623.1865771583
S66x8/23-150,-623.1767313222
S66x8/23-200,-623.1666681379
S66x8/24-A,-231.77653095
S66x8/24-B,-231.7765232297
S66x8/24-090,-463.5515552404
S66x8/24-095,-463.5543125071
S66x8/24-100,-463.555598707
S66x8/24-105,-463.555696358
S66x8/24-110,-463.5551580606
S66x8/24-125,-463.5538294412
S66x8/24-150,-463.5528434879
S66x8/24-200,-463.5528244372
S66x8/25-A,-247.8260513525
S66x8/25-B,-247.8260821324
S66x8/25-090,-495.6530855366
S66x8/25-095,-495.6556586437
S66x8/25-100,-495.6566449262
S66x8/25-105,-495.6567319203
S66x8/25-110,-495.6561998468
S66x8/25-125,-495.6543241499
S66x8/25-150,-495.6527300696
S66x8/25-200,-495.652300098
S66x8/26-A,-414.2649695469
S66x8/26-B,-414.2649695468
S66x8/26-090,-828.5434131717
S66x8/26-095,-828.5452766438
S66x8/26-100,-828.5452501948
S66x8/26-105,-828.5441076001
S66x8/26-110,-828.5424640938
S66x8/26-125,-828.5378056168
S66x8/26-150,-828.5333837353
S66x8/26-200,-828.5310790067
S66x8/27-A,-231.7765424518
S66x8/27-B,-247.8260886628
S66x8/27-090,-479.6023794722
S66x8/27-095,-479.605109856
S66x8/27-100,-479.6062920395
S66x8/27-105,-479.6064073204
S66x8/27-110,-479.6058031581
S66x8/27-125,-479.6041607169
S66x8/27-150,-479.6028225211
S66x8/27-200,-479.602588804
S66x8/28-A,-231.7764199579
S66x8/28-B,-414.2653976593
S66x8/28-090,-646.0466891952
S66x8/28-095,-646.0487780603
S66x8/28-100,-646.0493550656
S66x8/28-105,-646.0490660805
S66x8/28-110,-646.0481682983
S66x8/28-125,-646.0450888227
S66x8/28-150,-646.042635763
S66x8/28-200,-646.0418335435
S66x8/29-A,-247.8260402164
S66x8/29-B,-414.2653541395
S66x8/29-090,-662.0972903973
S66x8/29-095,-662.1004197462
S66x8/29-100,-662.1009653174
S66x8/29-105,-662.1004432451
S66x8/29-110,-662.0993134673
S66x8/29-125,-662.0957409338
S66x8/29-150,-662.0930361895
S66x8/29-200,-662.0919060478
S66x8/30-A,-231.7765278956
S66x8/30-B,-78.3979308915
S66x8/30-090,-310.1752618426
S66x8/30-095,-310.1761619205
S66x8/30-100,-310.1764409627
S66x8/30-105,-310.1762200083
S66x8/30-110,-310.175741229
S66x8/30-125,-310.1748005361
S66x8/30-150,-310.174201081
S66x8/30-200,-310.1742762572
S66x8/31-A,-414.2654441821
S66x8/31-B,-78.3979811569
S66x8/31-090,-492.6684109942
S66x8/31-095,-492.668989978
S66x8/31-100,-492.6688548818
S66x8/31-105,-492.668314939
S66x8/31-110,-492.6676086045
S66x8/31-125,-492.6657689079
S66x8/31-150,-492.6642109243
S66x8/31-200,-492.6635577342
S66x8/32-A,-414.2654194714
S66x8/32-B,-77.1677411428
S66x8/32-090,-491.4386908741
S66x8/32-095,-491.4394371176
S66x8/32-100,-491.4393329732
S66x8/32-105,-491.4387725006
S66x8/32-110,-491.4380306696
S66x8/32-125,-491.4359799033
S66x8/32-150,-491.4341189915
S66x8/32-200,-491.4332522457
S66x8/33-A,-247.8260912114
S66x8/33-B,-78.3978855519
S66x8/33-090,-326.2261497392
S66x8/33-095,-326.2268815314
S66x8/33-100,-326.2269534466
S66x8/33-105,-326.2266665431
S66x8/33-110,-326.2262021588
S66x8/33-125,-326.2250053927
S66x8/33-150,-326.2241182204
S66x8/33-200,-326.2239854605
S66x8/34-A,-197.2775362811
S66x8/34-B,-197.2773504576
S66x8/34-090,-394.5628964332
S66x8/34-095,-394.5629746782
S66x8/34-100,-394.562312746
S66x8/34-105,-394.5613475208
S66x8/34-110,-394.5603156556
S66x8/34-125,-394.557775274
S66x8/34-150,-394.555875754
S66x8/34-200,-394.5553411026
S66x8/35-A,-197.2774621762
S66x8/35-B,-197.2835004019
S66x8/35-090,-394.5661544921
S66x8/35-095,-394.5662591218
S66x8/35-100,-394.5657818822
S66x8/35-105,-394.565091038
S66x8/35-110,-394.5643625984
S66x8/35-125,-394.562646097
S66x8/35-150,-394.5614570884
S66x8/35-200,-394.5611443364
S66x8/36-A,-197.2835716809
S66x8/36-B,-197.2836351704
S66x8/36-090,-394.5705647473
S66x8/36-095,-394.5704414607
S66x8/36-100,-394.5700777403
S66x8/36-105,-394.5696325406
S66x8/36-110,-394.5691817042
S66x8/36-125,-394.568128916
S66x8/36-150,-394.5673849169
S66x8/36-200,-394.5671853494
S66x8/37-A,-196.0948242424
S66x8/37-B,-197.283514159
S66x8/37-090,-393.3830279739
S66x8/37-095,-393.3832212029
S66x8/37-100,-393.3828340732
S66x8/37-105,-393.3822259449
S66x8/37-110,-393.3815824529
S66x8/37-125,-393.3800036743
S66x8/37-150,-393.3788164537
S66x8/37-200,-393.3784487176
S66x8/38-A,-196.0947505942
S66x8/38-B,-196.0948974986
S66x8/38-090,-392.1954268932
S66x8/38-095,-392.195574616
S66x8/38-100,-392.1950671553
S66x8/38-105,-392.1942622116
S66x8/38-110,-392.1934142206
S66x8/38-125,-392.1913845826
S66x8/38-150,-392.1899611074
S66x8/38-200,-392.1895802715
S66x8/39-A,-231.7765233532
S66x8/39-B,-196.0947105323
S66x8/39-090,-427.8751726842
S66x8/39-095,-427.8763796704
S66x8/39-100,-427.8764856268
S66x8/39-105,-427.8759687397
S66x8/39-110,-427.8752115595
S66x8/39-125,-427.8732669754
S66x8/39-150,-427.8716987004
S66x8/39-200,-427.8712300819
S66x8/40-A,-231.776516339
S66x8/40-B,-197.283758013
S66x8/40-090,-429.0632963186
S66x8/40-095,-429.0641534148
S66x8/40-100,-429.0642349478
S66x8/40-105,-429.0638102304
S66x8/40-110,-429.0632273744
S66x8/40-125,-429.0617389452
S66x8/40-150,-429.0605128463
S66x8/40-200,-429.0601249985
S66x8/41-A,-414.2654613271
S66x8/41-B,-197.2777052468
S66x8/41-090,-611.5508922227
S66x8/41-095,-611.5515014162
S66x8/41-100,-611.5510989103
S66x8/41-105,-611.5501002984
S66x8/41-110,-611.5486785041
S66x8/41-125,-611.5456117517
S66x8/41-150,-611.543659937
S66x8/41-200,-611.543209158
S66x8/42-A,-414.265507151
S66x8/42-B,-196.094707751
S66x8/42-090,-610.3662037295
S66x8/42-095,-610.3669424066
S66x8/42-100,-610.3666236525
S66x8/42-105,-610.3658193376
S66x8/42-110,-610.3648743219
S66x8/42-125,-610.362504408
S66x8/42-150,-610.3607266103
S66x8/42-200,-610.3602250966
S66x8/43-A,-414.2655111972
S66x8/43-B,-197.2832957188
S66x8/43-090,-611.5545628703
S66x8/43-095,-611.5551265045
S66x8/43-100,-611.5547845629
S66x8/43-105,-611.554014917
S66x8/43-110,-611.5531788726
S66x8/43-125,-611.5511429286
S66x8/43-150,-611.5495818035
S66x8/43-200,-611.5490658553
S66x8/44-A,-78.3979365247
S66x8/44-B,-197.2776349052
S66x8/44-090,-275.6802641514
S66x8/44-095,-275.680073661
S66x8/44-100,-275.679549562
S66x8/44-105,-275.6789059892
S66x8/44-110,-275.67827121
S66x8/44-125,-275.6768539379
S66x8/44-150,-275.6758858142
S66x8/44-200,-275.6756302032
S66x8/45-A,-77.167732666
S66x8/45-B,-197.2775136589
S66x8/45-090,-274.448531641
S66x8/45-095,-274.4486937492
S66x8/45-100,-274.4484200972
S66x8/45-105,-274.4479869425
S66x8/45-110,-274.4474877713
S66x8/45-125,-274.4462775551
S66x8/45-150,-274.4454479728
S66x8/45-200,-274.445182484
S66x8/46-A,-248.1110357155
S66x8/46-B,-197.2774747036
S66x8/46-090,-445.3972120303
S66x8/46-095,-445.3971123509
S66x8/46-100,-445.3964766462
S66x8/46-105,-445.3955600246
S66x8/46-110,-445.3945565169
S66x8/46-125,-445.3919950272
S66x8/46-150,-445.3895721855
S66x8/46-200,-445.3887769329
S66x8/47-A,-231.7764985565
S66x8/47-B,-231.7764196576
S66x8/47-090,-463.5558184067
S66x8/47-095,-463.5569766447
S66x8/47-100,-463.5571807813
S66x8/47-105,-463.5569102405
S66x8/47-110,-463.5564003807
S66x8/47-125,-463.5548871238
S66x8/47-150,-463.553582537
S66x8/47-200,-463.5530947388
S66x8/48-A,-247.8260638261
S66x8/48-B,-247.8260242186
S66x8/48-090,-495.6570744203
S66x8/48-095,-495.6578761512
S66x8/48-100,-495.6578905865
S66x8/48-105,-495.6574887932
S66x8/48-110,-495.6568684896
S66x8/48-125,-495.655049974
S66x8/48-150,-495.6533215443
S66x8/48-200,-495.6524972947
S66x8/49-A,-231.7765028929
S66x8/49-B,-247.8260484049
S66x8/49-090,-479.6061563507
S66x8/49-095,-479.6073429525
S66x8/49-100,-479.6075195175
S66x8/49-105,-479.6072134799
S66x8/49-110,-479.6066600523
S66x8/49-125,-479.6049743178
S66x8/49-150,-479.6034598738
S66x8/49-200,-479.6027814193
S66x8/50-A,-231.7764820651
S66x8/50-B,-77.1678182143
S66x8/50-090,-308.9484967429
S66x8/50-095,-308.9492550909
S66x8/50-100,-308.9491861319
S66x8/50-105,-308.9488078953
S66x8/50-110,-308.9482607139
S66x8/50-125,-308.9466348089
S66x8/50-150,-308.9451704684
S66x8/50-200,-308.9444457287
S66x8/51-A,-77.1677448925
S66x8/51-B,-77.1678217393
S66x8/51-090,-154.3389003915
S66x8/51-095,-154.3389439265
S66x8/51-100,-154.3387215608
S66x8/51-105,-154.3383775964
S66x8/51-110,-154.3379983363
S66x8/51-125,-154.3370030651
S66x8/51-150,-154.3361295647
S66x8/51-200,-154.3356678432
S66x8/52-A,-231.7764774267
S66x8/52-B,-228.7793691889
S66x8/52-090,-460.5638164133
S66x8/52-095,-460.5642610477
S66x8/52-100,-460.5640413927
S66x8/52-105,-460.5634652873
S66x8/52-110,-460.5627117741
S66x8/52-125,-460.5603828497
S66x8/52-150,-460.5579432099
S66x8/52-200,-460.5564021207
S66x8/53-A,-231.7764737555
S66x8/53-B,-208.8954121218
S66x8/53-090,-440.6797962693
S66x8/53-095,-440.6800305792
S66x8/53-100,-440.679738893
S66x8/53-105,-440.6791586885
S66x8/53-110,-440.6784480518
S66x8/53-125,-440.6762904336
S66x8/53-150,-440.6739434248
S66x8/53-200,-440.6723348361
S66x8/54-A,-231.7764734443
S66x8/54-B,-76.3342092586
S66x8/54-090,-308.1177659049
S66x8/54-095,-308.1179420577
S66x8/54-100,-308.1175951953
S66x8/54-105,-308.1169772032
S66x8/54-110,-308.1162689876
S66x8/54-125,-308.1143550546
S66x8/54-150,-308.1124790078
S66x8/54-200,-308.1112759936
S66x8/55-A,-231.7764556463
S66x8/55-B,-115.5368608523
S66x8/55-090,-347.3210057986
S66x8/55-095,-347.3213524635
S66x8/55-100,-347.3210801065
S66x8/55-105,-347.3205009105
S66x8/55-110,-347.3197653279
S66x8/55-125,-347.3174957855
S66x8/55-150,-347.3152301894
S66x8/55-200,-347.3138653651
S66x8/56-A,-231.7764945078
S66x8/56-B,-95.6580835886
S66x8/56-090,-327.4399819789
S66x8/56-095,-327.4403978393
S66x8/56-100,-327.4402362518
S66x8/56-105,-327.4397555046
S66x8/56-110,-327.4390883756
S66x8/56-125,-327.4372105381
S66x8/56-150,-327.4356022231
S66x8/56-200,-327.4348576373
S66x8/57-A,-231.7764670692
S66x8/57-B,-248.1110323032
S66x8/57-090,-479.8943697589
S66x8/57-095,-479.8957284984
S66x8/57-100,-479.8957793539
S66x8/57-105,-479.8952419335
S66x8/57-110,-479.8944491836
S66x8/57-125,-479.8918870318
S66x8/57-150,-479.8894669742
S66x8/57-200,-479.8881458242
S66x8/58-A,-247.8260720548
S66x8/58-B,-247.8260214829
S66x8/58-090,-495.6596935401
S66x8/58-095,-495.6605640274
S66x8/58-100,-495.6602426972
S66x8/58-105,-495.6592242445
S66x8/58-110,-495.6580921089
S66x8/58-125,-495.6554238937
S66x8/58-150,-495.653411553
S66x8/58-200,-495.6524435413
S66x8/59-A,-77.1678910911
S66x8/59-B,-76.3342967256
S66x8/59-090,-153.5089266897
S66x8/59-095,-153.5087990995
S66x8/59-100,-153.5083823323
S66x8/59-105,-153.5078224748
S66x8/59-110,-153.5072078322
S66x8/59-125,-153.5054783195
S66x8/59-150,-153.5036287291
S66x8/59-200,-153.5022963279
S66x8/60-A,-77.1677615371
S66x8/60-B,-228.7793641694
S66x8/60-090,-305.9580349159
S66x8/60-095,-305.9580567846
S66x8/60-100,-305.9575260098
S66x8/60-105,-305.9567031719
S66x8/60-110,-305.9557541896
S66x8/60-125,-305.9529712306
S66x8/60-150,-305.9499109599
S66x8/60-200,-305.9478585383
S66x8/61-A,-197.277557283
S66x8/61-B,-228.7793803908
S66x8/61-090,-426.0632169214
S66x8/61-095,-426.0629228349
S66x8/61-100,-426.0623673576
S66x8/61-105,-426.0616915867
S66x8/61-110,-426.0609998871
S66x8/61-125,-426.0592664989
S66x8/61-150,-426.0575413259
S66x8/61-200,-426.057022059
S66x8/62-A,-197.2775724179
S66x8/62-B,-208.8953594581
S66x8/62-090,-406.1805075499
S66x8/62-095,-406.1802655913
S66x8/62-100,-406.1796121484
S66x8/62-105,-406.1787734534
S66x8/62-110,-406.1779077738
S66x8/62-125,-406.1757177446
S66x8/62-150,-406.1738447219
S66x8/62-200,-406.1730640901
S66x8/63-A,-231.7765143469
S66x8/63-B,-228.7793675569
S66x8/63-090,-460.5611562609
S66x8/63-095,-460.5619562968
S66x8/63-100,-460.5618637637
S66x8/63-105,-460.5613432627
S66x8/63-110,-460.5605840676
S66x8/63-125,-460.5585224492
S66x8/63-150,-460.5567285686
S66x8/63-200,-460.5560097901
S66x8/64-A,-248.1109472586
S66x8/64-B,-78.398051345
S66x8/64-090,-326.5151580383
S66x8/64-095,-326.515142509
S66x8/64-100,-326.5147168575
S66x8/64-105,-326.5140962587
S66x8/64-110,-326.5134102567
S66x8/64-125,-326.511598742
S66x8/64-150,-326.5098373075
S66x8/64-200,-326.5090419412
S66x8/65-A,-247.826089903
S66x8/65-B,-77.1673537682
S66x8/65-090,-325.0023626208
S66x8/65-095,-325.0024309267
S66x8/65-100,-325.0021046197
S66x8/65-105,-325.0015567086
S66x8/65-110,-325.0009032644
S66x8/65-125,-324.9988975013
S66x8/65-150,-324.9965497513
S66x8/65-200,-324.9947863252
S66x8/66-A,-95.6580049011
S66x8/66-B,-247.8260649506
S66x8/66-090,-343.4921877515
S66x8/66-095,-343.4922893819
S66x8/66-100,-343.4919530134
S66x8/66-105,-343.4913676688
S66x8/66-110,-343.4906540664
