system,cam-B3LYP(w=350)/def2-QZVP/Q-Chem
S22x5/19-A,-307.4464795468
S22x5/19-B,-307.4464116896
S22x5/19-0.9,-614.8988425577
S22x5/19-1.0,-614.9002062181
S22x5/19-1.2,-614.8993438885
S22x5/19-1.5,-614.8966322494
S22x5/19-2.0,-614.8944799342
S22x5/20-A,-414.8367516952
S22x5/20-B,-414.8367516952
S22x5/20-0.9,-829.6697133579
S22x5/20-1.0,-829.6792454444
S22x5/20-1.2,-829.6786136443
S22x5/20-1.5,-829.6757846346
S22x5/20-2.0,-829.6743679118
S22x5/21-A,-414.8360248599
S22x5/21-B,-414.8360248599
S22x5/21-0.9,-829.7006456866
S22x5/21-1.0,-829.7034478586
S22x5/21-1.2,-829.6980889383
S22x5/21-1.5,-829.6877131405
S22x5/21-2.0,-829.678814404
S22x5/22-A,-232.2053960365
S22x5/22-B,-93.4190386001
S22x5/22-0.9,-325.627851201
S22x5/22-1.0,-325.6292581967
S22x5/22-1.2,-325.6288343713
S22x5/22-1.5,-325.6270505959
S22x5/22-2.0,-325.6255838858
S66x8/01-A,-76.4446057465
S66x8/01-B,-76.4445908077
S66x8/01-090,-152.8974846605
S66x8/01-095,-152.8978083723
S66x8/01-100,-152.8976789936
S66x8/01-105,-152.8972822508
S66x8/01-110,-152.8967425579
S66x8/01-125,-152.8949355346
S66x8/01-150,-152.8926138501
S66x8/01-200,-152.8905751454
S66x8/02-A,-76.4446183078
S66x8/02-B,-115.7323478718
S66x8/02-090,-192.1856074746
S66x8/02-095,-192.1860480298
S66x8/02-100,-192.1859743326
S66x8/02-105,-192.1855926861
S66x8/02-110,-192.1850388172
S66x8/02-125,-192.1831048011
S66x8/02-150,-192.1805640173
S66x8/02-200,-192.178353086
S66x8/03-A,-76.4446399255
S66x8/03-B,-95.854435298
S66x8/03-090,-172.3098497507
S66x8/03-095,-172.3103301226
S66x8/03-100,-172.3102329927
S66x8/03-105,-172.3097811578
S66x8/03-110,-172.3091253309
S66x8/03-125,-172.3067864905
S66x8/03-150,-172.3035828085
S66x8/03-200,-172.3006603931
S66x8/04-A,-76.4446368961
S66x8/04-B,-248.5251340136
S66x8/04-090,-324.9819394148
S66x8/04-095,-324.9824638729
S66x8/04-100,-324.9823852464
S66x8/04-105,-324.9819356205
S66x8/04-110,-324.9812652268
S66x8/04-125,-324.9788225011
S66x8/04-150,-324.9753909563
S66x8/04-200,-324.9717931609
S66x8/05-A,-115.7322601989
S66x8/05-B,-115.7323714472
S66x8/05-090,-231.4729826423
S66x8/05-095,-231.4735630329
S66x8/05-100,-231.4735909446
S66x8/05-105,-231.4732833267
S66x8/05-110,-231.4727826807
S66x8/05-125,-231.470927968
S66x8/05-150,-231.4684005251
S66x8/05-200,-231.4661412257
S66x8/06-A,-115.7320159729
S66x8/06-B,-95.8544753668
S66x8/06-090,-211.5968740084
S66x8/06-095,-211.5976924227
S66x8/06-100,-211.5978215993
S66x8/06-105,-211.5975140077
S66x8/06-110,-211.5969428447
S66x8/06-125,-211.594685682
S66x8/06-150,-211.5914243815
S66x8/06-200,-211.5883699329
S66x8/07-A,-115.7321141668
S66x8/07-B,-248.5250875391
S66x8/07-090,-364.2687475235
S66x8/07-095,-364.2694854986
S66x8/07-100,-364.2695630659
S66x8/07-105,-364.2692251367
S66x8/07-110,-364.268629239
S66x8/07-125,-364.2662916396
S66x8/07-150,-364.2624517965
S66x8/07-200,-364.2587970499
S66x8/08-A,-115.7322769857
S66x8/08-B,-76.4445980173
S66x8/08-090,-192.1848598419
S66x8/08-095,-192.1853097828
S66x8/08-100,-192.1852722557
S66x8/08-105,-192.184941914
S66x8/08-110,-192.1844484767
S66x8/08-125,-192.1827084671
S66x8/08-150,-192.1804016019
S66x8/08-200,-192.1783445177
S66x8/09-A,-95.8544084306
S66x8/09-B,-115.7323692945
S66x8/09-090,-211.5900594519
S66x8/09-095,-211.5905057944
S66x8/09-100,-211.5905783759
S66x8/09-105,-211.5904414055
S66x8/09-110,-211.5901948504
S66x8/09-125,-211.5892827349
S66x8/09-150,-211.588179499
S66x8/09-200,-211.5873483593
S66x8/10-A,-95.8543973173
S66x8/10-B,-95.8544246178
S66x8/10-090,-191.7127067795
S66x8/10-095,-191.7135201051
S66x8/10-100,-191.7137752455
S66x8/10-105,-191.7136893468
S66x8/10-110,-191.713414225
S66x8/10-125,-191.7122377567
S66x8/10-150,-191.7103901627
S66x8/10-200,-191.7093363338
S66x8/11-A,-95.854191455
S66x8/11-B,-248.5252351571
S66x8/11-090,-344.3843885492
S66x8/11-095,-344.3853074886
S66x8/11-100,-344.3856440052
S66x8/11-105,-344.3856067385
S66x8/11-110,-344.3853406578
S66x8/11-125,-344.3833384325
S66x8/11-150,-344.3812356451
S66x8/11-200,-344.3802144754
S66x8/12-A,-95.8544424009
S66x8/12-B,-76.4441892164
S66x8/12-090,-172.3098299039
S66x8/12-095,-172.3104704429
S66x8/12-100,-172.3104594142
S66x8/12-105,-172.3100457129
S66x8/12-110,-172.309400646
S66x8/12-125,-172.3070259546
S66x8/12-150,-172.3037102993
S66x8/12-200,-172.300699636
S66x8/13-A,-248.5252419913
S66x8/13-B,-115.7323968071
S66x8/13-090,-364.264821785
S66x8/13-095,-364.2656351699
S66x8/13-100,-364.2658709698
S66x8/13-105,-364.2657433077
S66x8/13-110,-364.265397813
S66x8/13-125,-364.2638813486
S66x8/13-150,-364.2616209527
S66x8/13-200,-364.2594895224
S66x8/14-A,-248.5250078132
S66x8/14-B,-95.8544101514
S66x8/14-090,-344.3877133247
S66x8/14-095,-344.3887584399
S66x8/14-100,-344.3891274256
S66x8/14-105,-344.3890548294
S66x8/14-110,-344.3887011929
S66x8/14-125,-344.3869504457
S66x8/14-150,-344.3842127156
S66x8/14-200,-344.3815071228
S66x8/15-A,-248.5249724427
S66x8/15-B,-248.5251428801
S66x8/15-090,-497.0597067191
S66x8/15-095,-497.0607229497
S66x8/15-100,-497.0610631895
S66x8/15-105,-497.0609547969
S66x8/15-110,-497.0605656598
S66x8/15-125,-497.0587405554
S66x8/15-150,-497.0558441702
S66x8/15-200,-497.0525369078
S66x8/16-A,-248.5251737423
S66x8/16-B,-76.4446028957
S66x8/16-090,-324.9769256505
S66x8/16-095,-324.9774984636
S66x8/16-100,-324.9775839036
S66x8/16-105,-324.9773717975
S66x8/16-110,-324.9769919723
S66x8/16-125,-324.9755288279
S66x8/16-150,-324.9734876114
S66x8/16-200,-324.9715590874
S66x8/17-A,-414.8362067104
S66x8/17-B,-414.8363205936
S66x8/17-090,-829.6965379066
S66x8/17-095,-829.6983692189
S66x8/17-100,-829.698746584
S66x8/17-105,-829.698185311
S66x8/17-110,-829.697043812
S66x8/17-125,-829.6922262525
S66x8/17-150,-829.6848207071
S66x8/17-200,-829.6773935832
S66x8/18-A,-76.4446246779
S66x8/18-B,-248.2498305845
S66x8/18-090,-324.7048560943
S66x8/18-095,-324.7053860001
S66x8/18-100,-324.7053290121
S66x8/18-105,-324.7049077744
S66x8/18-110,-324.7042736823
S66x8/18-125,-324.7019913373
S66x8/18-150,-324.6988752605
S66x8/18-200,-324.6960651859
S66x8/19-A,-115.7320163327
S66x8/19-B,-248.2498281892
S66x8/19-090,-363.9919488324
S66x8/19-095,-363.9927628286
S66x8/19-100,-363.9929083526
S66x8/19-105,-363.992628914
S66x8/19-110,-363.991942056
S66x8/19-125,-363.9899036249
S66x8/19-150,-363.9865271257
S66x8/19-200,-363.9835068928
S66x8/20-A,-229.1074481038
S66x8/20-B,-229.1074522288
S66x8/20-090,-458.2445935633
S66x8/20-095,-458.246358543
S66x8/20-100,-458.2465127127
S66x8/20-105,-458.245615019
S66x8/20-110,-458.2440879702
S66x8/20-125,-458.2381898101
S66x8/20-150,-458.2292714614
S66x8/20-200,-458.2203797873
S66x8/21-A,-209.2254810804
S66x8/21-B,-209.225485456
S66x8/21-090,-418.474389952
S66x8/21-095,-418.4760114328
S66x8/21-100,-418.4762825045
S66x8/21-105,-418.4757004997
S66x8/21-110,-418.4745863345
S66x8/21-125,-418.4700193473
S66x8/21-150,-418.463106005
S66x8/21-200,-418.4555843401
S66x8/22-A,-229.1073925148
S66x8/22-B,-414.8360478608
S66x8/22-090,-643.9725253824
S66x8/22-095,-643.9743498077
S66x8/22-100,-643.9746369598
S66x8/22-105,-643.973919574
S66x8/22-110,-643.9725893874
S66x8/22-125,-643.9671095684
S66x8/22-150,-643.9586022096
S66x8/22-200,-643.9497845899
S66x8/23-A,-209.2253715379
S66x8/23-B,-414.8358819846
S66x8/23-090,-624.0889613081
S66x8/23-095,-624.0907720803
S66x8/23-100,-624.0911756944
S66x8/23-105,-624.0906460721
S66x8/23-110,-624.089527565
S66x8/23-125,-624.0846873018
S66x8/23-150,-624.0768875127
S66x8/23-200,-624.0684251502
S66x8/24-A,-232.2055502033
S66x8/24-B,-232.205486346
S66x8/24-090,-464.3992425013
S66x8/24-095,-464.4043106542
S66x8/24-100,-464.4074446805
S66x8/24-105,-464.4089769396
S66x8/24-110,-464.409547884
S66x8/24-125,-464.4103784168
S66x8/24-150,-464.4105835798
S66x8/24-200,-464.4108206582
S66x8/25-A,-248.249736787
S66x8/25-B,-248.2497748598
S66x8/25-090,-496.4897361722
S66x8/25-095,-496.4945972077
S66x8/25-100,-496.497458603
S66x8/25-105,-496.499040116
S66x8/25-110,-496.4996869831
S66x8/25-125,-496.5000360092
S66x8/25-150,-496.4997725414
S66x8/25-200,-496.4996724645
S66x8/26-A,-414.8367517698
S66x8/26-B,-414.8367517697
S66x8/26-090,-829.6723640588
S66x8/26-095,-829.6769585244
S66x8/26-100,-829.679245576
S66x8/26-105,-829.6800260432
S66x8/26-110,-829.6799523951
S66x8/26-125,-829.6785010619
S66x8/26-150,-829.6762300443
S66x8/26-200,-829.6746259728
S66x8/27-A,-232.2055335168
S66x8/27-B,-248.2497942932
S66x8/27-090,-480.4443501919
S66x8/27-095,-480.4494868021
S66x8/27-100,-480.452572549
S66x8/27-105,-480.4542004444
S66x8/27-110,-480.4547581746
S66x8/27-125,-480.4552852326
S66x8/27-150,-480.4551914804
S66x8/27-200,-480.4552402674
S66x8/28-A,-232.2053503989
S66x8/28-B,-414.837354857
S66x8/28-090,-647.0347243171
S66x8/28-095,-647.0393912614
S66x8/28-100,-647.0420770679
S66x8/28-105,-647.0434995646
S66x8/28-110,-647.0440201437
S66x8/28-125,-647.0436949339
S66x8/28-150,-647.0429917369
S66x8/28-200,-647.0426984166
S66x8/29-A,-248.2497120646
S66x8/29-B,-414.8373374779
S66x8/29-090,-663.0791963512
S66x8/29-095,-663.0854129318
S66x8/29-100,-663.0884190089
S66x8/29-105,-663.0898357521
S66x8/29-110,-663.0902330627
S66x8/29-125,-663.0894686859
S66x8/29-150,-663.0882954614
S66x8/29-200,-663.0875197814
S66x8/30-A,-232.2055169306
S66x8/30-B,-78.5737485843
S66x8/30-090,-310.7731835929
S66x8/30-095,-310.7756091749
S66x8/30-100,-310.7771053934
S66x8/30-105,-310.7778539476
S66x8/30-110,-310.7781346024
S66x8/30-125,-310.7785949392
S66x8/30-150,-310.7787833486
S66x8/30-200,-310.7790837716
S66x8/31-A,-414.8374072471
S66x8/31-B,-78.5736986729
S66x8/31-090,-493.4086998773
S66x8/31-095,-493.410737883
S66x8/31-100,-493.411813744
S66x8/31-105,-493.4122693363
S66x8/31-110,-493.4123800475
S66x8/31-125,-493.4121287125
S66x8/31-150,-493.4116009873
S66x8/31-200,-493.4112484089
S66x8/32-A,-414.8374722455
S66x8/32-B,-77.3175645312
S66x8/32-090,-492.1535259793
S66x8/32-095,-492.1556293563
S66x8/32-100,-492.1566344276
S66x8/32-105,-492.1570012824
S66x8/32-110,-492.1570281209
S66x8/32-125,-492.1564597508
S66x8/32-150,-492.1555662346
S66x8/32-200,-492.1549752608
S66x8/33-A,-248.2498230264
S66x8/33-B,-78.5737187747
S66x8/33-090,-326.8187470899
S66x8/33-095,-326.820913387
S66x8/33-100,-326.8221401
S66x8/33-105,-326.82279657
S66x8/33-110,-326.8231013389
S66x8/33-125,-326.8233387279
S66x8/33-150,-326.8233577205
S66x8/33-200,-326.8235089371
S66x8/34-A,-197.7303634184
S66x8/34-B,-197.7303993574
S66x8/34-090,-395.4568777563
S66x8/34-095,-395.4592683844
S66x8/34-100,-395.4605191815
S66x8/34-105,-395.4611282528
S66x8/34-110,-395.4613579108
S66x8/34-125,-395.4613194453
S66x8/34-150,-395.4611036411
S66x8/34-200,-395.461146461
S66x8/35-A,-197.7303775748
S66x8/35-B,-197.7333379307
S66x8/35-090,-395.4604680125
S66x8/35-095,-395.4623645952
S66x8/35-100,-395.4633015424
S66x8/35-105,-395.4637446385
S66x8/35-110,-395.4639006188
S66x8/35-125,-395.4638612601
S66x8/35-150,-395.4637405954
S66x8/35-200,-395.4637830388
S66x8/36-A,-197.733322541
S66x8/36-B,-197.7333451005
S66x8/36-090,-395.4643734637
S66x8/36-095,-395.4653709596
S66x8/36-100,-395.4659116323
S66x8/36-105,-395.4661942657
S66x8/36-110,-395.4663121691
S66x8/36-125,-395.4663799713
S66x8/36-150,-395.4663640582
S66x8/36-200,-395.4664184932
S66x8/37-A,-196.5183480573
S66x8/37-B,-197.7332631899
S66x8/37-090,-394.2479983462
S66x8/37-095,-394.2499419657
S66x8/37-100,-394.2509255505
S66x8/37-105,-394.251404291
S66x8/37-110,-394.2516213308
S66x8/37-125,-394.2516732409
S66x8/37-150,-394.2515731526
S66x8/37-200,-394.2516118943
S66x8/38-A,-196.5182410597
S66x8/38-B,-196.5183796429
S66x8/38-090,-393.0332406295
S66x8/38-095,-393.0350705287
S66x8/38-100,-393.0361100984
S66x8/38-105,-393.0366003054
S66x8/38-110,-393.0367776087
S66x8/38-125,-393.0366726708
S66x8/38-150,-393.036480554
S66x8/38-200,-393.0365078359
S66x8/39-A,-232.2054953893
S66x8/39-B,-196.5181823287
S66x8/39-090,-428.7178384264
S66x8/39-095,-428.720981187
S66x8/39-100,-428.7227378213
S66x8/39-105,-428.7235823713
S66x8/39-110,-428.7238885942
S66x8/39-125,-428.724028141
S66x8/39-150,-428.7237450452
S66x8/39-200,-428.7236507805
S66x8/40-A,-232.2054755175
S66x8/40-B,-197.7332326248
S66x8/40-090,-429.9343738316
S66x8/40-095,-429.9368128511
S66x8/40-100,-429.9381938945
S66x8/40-105,-429.9387774219
S66x8/40-110,-429.939001088
S66x8/40-125,-429.9391370546
S66x8/40-150,-429.9389240425
S66x8/40-200,-429.938845714
S66x8/41-A,-414.837356913
S66x8/41-B,-197.7305902251
S66x8/41-090,-612.563448303
S66x8/41-095,-612.5663463184
S66x8/41-100,-612.5678998829
S66x8/41-105,-612.5685218235
S66x8/41-110,-612.5686208987
S66x8/41-125,-612.568451909
S66x8/41-150,-612.5680156248
S66x8/41-200,-612.5679596851
S66x8/42-A,-414.8374082563
S66x8/42-B,-196.5181926361
S66x8/42-090,-611.350713542
S66x8/42-095,-611.3536323475
S66x8/42-100,-611.355109353
S66x8/42-105,-611.3557711458
S66x8/42-110,-611.3559999413
S66x8/42-125,-611.3559574316
S66x8/42-150,-611.3556384208
S66x8/42-200,-611.3555754633
S66x8/43-A,-414.8374635651
S66x8/43-B,-197.7333339457
S66x8/43-090,-612.5674356492
S66x8/43-095,-612.5697790498
S66x8/43-100,-612.5708934927
S66x8/43-105,-612.5712867305
S66x8/43-110,-612.5713905383
S66x8/43-125,-612.5712168565
S66x8/43-150,-612.5708008631
S66x8/43-200,-612.5706224653
S66x8/44-A,-78.5737426285
S66x8/44-B,-197.7303756874
S66x8/44-090,-276.3026483485
S66x8/44-095,-276.303746859
S66x8/44-100,-276.3042825843
S66x8/44-105,-276.3044956985
S66x8/44-110,-276.3045358663
S66x8/44-125,-276.3044474246
S66x8/44-150,-276.3043295775
S66x8/44-200,-276.304347053
S66x8/45-A,-77.3175868493
S66x8/45-B,-197.7304437199
S66x8/45-090,-275.0455097756
S66x8/45-095,-275.0469032112
S66x8/45-100,-275.0476301525
S66x8/45-105,-275.0479986622
S66x8/45-110,-275.0481184765
S66x8/45-125,-275.0480665016
S66x8/45-150,-275.0479016604
S66x8/45-200,-275.0478121928
S66x8/46-A,-248.5252903544
S66x8/46-B,-197.7304647467
S66x8/46-090,-446.2536960645
S66x8/46-095,-446.2553944664
S66x8/46-100,-446.2563113033
S66x8/46-105,-446.2567153382
S66x8/46-110,-446.2568121136
S66x8/46-125,-446.2565986259
S66x8/46-150,-446.2560572668
S66x8/46-200,-446.2558717843
S66x8/47-A,-232.205456922
S66x8/47-B,-232.2052943119
S66x8/47-090,-464.4070918349
S66x8/47-095,-464.4095870004
S66x8/47-100,-464.4108901841
S66x8/47-105,-464.4115239377
S66x8/47-110,-464.4117384901
S66x8/47-125,-464.4116447804
S66x8/47-150,-464.4112417268
S66x8/47-200,-464.4110261249
S66x8/48-A,-248.2497436232
S66x8/48-B,-248.2496634863
S66x8/48-090,-496.497634491
S66x8/48-095,-496.4996723661
S66x8/48-100,-496.5007389591
S66x8/48-105,-496.5012268861
S66x8/48-110,-496.5013328206
S66x8/48-125,-496.501005874
S66x8/48-150,-496.5003075487
S66x8/48-200,-496.4998345776
S66x8/49-A,-232.2054542023
S66x8/49-B,-248.2497370654
S66x8/49-090,-480.4520820653
S66x8/49-095,-480.4546144886
S66x8/49-100,-480.4558906069
S66x8/49-105,-480.4564915012
S66x8/49-110,-480.456671784
S66x8/49-125,-480.4564246824
S66x8/49-150,-480.455827967
S66x8/49-200,-480.4554133648
S66x8/50-A,-232.2054439274
S66x8/50-B,-77.3176584997
S66x8/50-090,-309.5222025844
S66x8/50-095,-309.5239502871
S66x8/50-100,-309.5246896336
S66x8/50-105,-309.524993498
S66x8/50-110,-309.5250031644
S66x8/50-125,-309.5244631628
S66x8/50-150,-309.5236596084
S66x8/50-200,-309.5231172829
S66x8/51-A,-77.3176027565
S66x8/51-B,-77.3176791062
S66x8/51-090,-154.6361915221
S66x8/51-095,-154.6367084546
S66x8/51-100,-154.636878172
S66x8/51-105,-154.6368576975
S66x8/51-110,-154.6367430996
S66x8/51-125,-154.6362643672
S66x8/51-150,-154.6357180497
S66x8/51-200,-154.635356016
S66x8/52-A,-232.2054446458
S66x8/52-B,-229.109311772
S66x8/52-090,-461.3164390831
S66x8/52-095,-461.3179472199
S66x8/52-100,-461.3186334474
S66x8/52-105,-461.3188291756
S66x8/52-110,-461.3187234585
S66x8/52-125,-461.3177729834
S66x8/52-150,-461.3163791217
S66x8/52-200,-461.3152857546
S66x8/53-A,-232.2054576977
S66x8/53-B,-209.2264351361
S66x8/53-090,-441.4339617059
S66x8/53-095,-441.4351297193
S66x8/53-100,-441.4356475616
S66x8/53-105,-441.4357632241
S66x8/53-110,-441.4356440425
S66x8/53-125,-441.4347471473
S66x8/53-150,-441.4334158426
S66x8/53-200,-441.4322731505
S66x8/54-A,-232.2054217337
S66x8/54-B,-76.4445024056
S66x8/54-090,-308.6521670866
S66x8/54-095,-308.6531970693
S66x8/54-100,-308.6535702823
S66x8/54-105,-308.6535538242
S66x8/54-110,-308.6533474368
S66x8/54-125,-308.6524958195
S66x8/54-150,-308.6513937346
S66x8/54-200,-308.6505003414
S66x8/55-A,-232.2053896409
S66x8/55-B,-115.7323309777
S66x8/55-090,-347.9384235619
S66x8/55-095,-347.9399874285
S66x8/55-100,-347.9407439097
S66x8/55-105,-347.9410461785
S66x8/55-110,-347.9410575649
S66x8/55-125,-347.9403035672
S66x8/55-150,-347.9391778284
S66x8/55-200,-347.9382920902
S66x8/56-A,-232.2054541002
S66x8/56-B,-95.8543846162
S66x8/56-090,-328.0584654091
S66x8/56-095,-328.0601052173
S66x8/56-100,-328.0609697181
S66x8/56-105,-328.0614206421
S66x8/56-110,-328.0615322097
S66x8/56-125,-328.0611401074
S66x8/56-150,-328.0605043538
S66x8/56-200,-328.060067886
S66x8/57-A,-232.2053895883
S66x8/57-B,-248.5252445361
S66x8/57-090,-480.7285489255
S66x8/57-095,-480.7316916165
S66x8/57-100,-480.7331871539
S66x8/57-105,-480.7338396623
S66x8/57-110,-480.7340264787
S66x8/57-125,-480.7333508468
S66x8/57-150,-480.7321937784
S66x8/57-200,-480.7312973128
S66x8/58-A,-248.2497280704
S66x8/58-B,-248.2496549913
S66x8/58-090,-496.5009605048
S66x8/58-095,-496.5028483125
S66x8/58-100,-496.5037222894
S66x8/58-105,-496.5036060601
S66x8/58-110,-496.5031695628
S66x8/58-125,-496.5017501755
S66x8/58-150,-496.5004615183
S66x8/58-200,-496.4997247788
S66x8/59-A,-77.3177247625
S66x8/59-B,-76.4445889125
S66x8/59-090,-153.7664690173
S66x8/59-095,-153.7668053984
S66x8/59-100,-153.7667943154
S66x8/59-105,-153.7665857258
S66x8/59-110,-153.7662728214
S66x8/59-125,-153.7651989545
S66x8/59-150,-153.7638681914
S66x8/59-200,-153.7627646672
S66x8/60-A,-77.3175724346
S66x8/60-B,-229.1092965092
S66x8/60-090,-306.4324310461
S66x8/60-095,-306.4332567254
S66x8/60-100,-306.4334243818
S66x8/60-105,-306.4332088579
S66x8/60-110,-306.4327830437
S66x8/60-125,-306.4311580732
S66x8/60-150,-306.4290642117
S66x8/60-200,-306.4274625815
S66x8/61-A,-197.7304882097
S66x8/61-B,-229.1093584905
S66x8/61-090,-426.8387849893
S66x8/61-095,-426.8396954265
S66x8/61-100,-426.8401776698
S66x8/61-105,-426.8403846155
S66x8/61-110,-426.8404358863
S66x8/61-125,-426.8403184197
S66x8/61-150,-426.8399569695
S66x8/61-200,-426.839888231
S66x8/62-A,-197.7304793666
S66x8/62-B,-209.2264599732
S66x8/62-090,-406.9557757524
S66x8/62-095,-406.957071807
S66x8/62-100,-406.9577235295
S66x8/62-105,-406.9579771762
S66x8/62-110,-406.9580245021
S66x8/62-125,-406.9577218907
S66x8/62-150,-406.9572407851
S66x8/62-200,-406.9570147876
S66x8/63-A,-232.2055101728
S66x8/63-B,-229.1092993969
S66x8/63-090,-461.3120508496
S66x8/63-095,-461.3144618912
S66x8/63-100,-461.3157017655
S66x8/63-105,-461.3162640765
S66x8/63-110,-461.3163662214
S66x8/63-125,-461.3160395919
S66x8/63-150,-461.3153300789
S66x8/63-200,-461.3149165548
S66x8/64-A,-248.5252518205
S66x8/64-B,-78.5738083711
S66x8/64-090,-327.0992554477
S66x8/64-095,-327.1002653139
S66x8/64-100,-327.100716001
S66x8/64-105,-327.1008423474
S66x8/64-110,-327.1007821361
S66x8/64-125,-327.1002945046
S66x8/64-150,-327.0995542406
S66x8/64-200,-327.099123427
S66x8/65-A,-248.2498177303
S66x8/65-B,-77.3169674643
S66x8/65-090,-325.5723900027
S66x8/65-095,-325.5729581129
S66x8/65-100,-325.5730735826
S66x8/65-105,-325.5729141413
S66x8/65-110,-325.5725996043
S66x8/65-125,-325.5713554887
S66x8/65-150,-325.5696756319
S66x8/65-200,-325.5682868336
S66x8/66-A,-95.8543857711
S66x8/66-B,-248.2497865734
S66x8/66-090,-344.1052689753
S66x8/66-095,-344.1064150607
S66x8/66-100,-344.1069929775
S66x8/66-105,-344.1072054896
S66x8/66-110,-344.1071753347
