system,LC-wPBEh(w=400)/def2-QZVP/Q-Chem
S66x8/04-A,-76.4155211363
S66x8/04-B,-248.4558248285
S66x8/04-090,-324.8822442971
S66x8/04-095,-324.8827888843
S66x8/04-100,-324.8827606318
S66x8/04-105,-324.8823866261
S66x8/04-110,-324.8818109505
S66x8/04-125,-324.8797146786
S66x8/04-150,-324.8766554046
S66x8/04-200,-324.8732778371
S66x8/05-A,-115.698697428
S66x8/05-B,-115.6986863382
S66x8/05-090,-231.4044615724
S66x8/05-095,-231.4050933872
S66x8/05-100,-231.4052071395
S66x8/05-105,-231.40500689
S66x8/05-110,-231.4046229954
S66x8/05-125,-231.4031219628
S66x8/05-150,-231.4009704803
S66x8/05-200,-231.3989076126
S66x8/06-A,-115.6984332059
S66x8/06-B,-95.83918592
S66x8/06-090,-211.5472755496
S66x8/06-095,-211.5480405393
S66x8/06-100,-211.5481309563
S66x8/06-105,-211.5478155043
S66x8/06-110,-211.5472877087
S66x8/06-125,-211.5452542457
S66x8/06-150,-211.5423046305
S66x8/06-200,-211.5394956523
S66x8/07-A,-115.6985250324
S66x8/07-B,-248.4557212294
S66x8/07-090,-364.1646670395
S66x8/07-095,-364.1653923845
S66x8/07-100,-364.165498281
S66x8/07-105,-364.1652229031
S66x8/07-110,-364.1647143654
S66x8/07-125,-364.1626934532
S66x8/07-150,-364.1592818791
S66x8/07-200,-364.155869639
S66x8/08-A,-115.6987394089
S66x8/08-B,-76.4154477095
S66x8/08-090,-192.1209924833
S66x8/08-095,-192.1215105406
S66x8/08-100,-192.1215714101
S66x8/08-105,-192.1213553562
S66x8/08-110,-192.1209792458
S66x8/08-125,-192.1195737594
S66x8/08-150,-192.1175949938
S66x8/08-200,-192.1156895382
S66x8/09-A,-95.839187122
S66x8/09-B,-115.6987560343
S66x8/09-090,-211.5402519604
S66x8/09-095,-211.5408194838
S66x8/09-100,-211.5410288393
S66x8/09-105,-211.5410164205
S66x8/09-110,-211.5408772397
S66x8/09-125,-211.5402278921
S66x8/09-150,-211.5393220777
S66x8/09-200,-211.5385180193
S66x8/10-A,-95.839141552
S66x8/10-B,-95.8391477509
S66x8/10-090,-191.6815527268
S66x8/10-095,-191.6823367408
S66x8/10-100,-191.6826160936
S66x8/10-105,-191.6826061409
S66x8/10-110,-191.6824144189
S66x8/10-125,-191.6814545175
S66x8/10-150,-191.6798709954
S66x8/10-200,-191.6788299972
S66x8/11-A,-95.838911817
S66x8/11-B,-248.4558492165
S66x8/11-090,-344.2991230879
S66x8/11-095,-344.3000103498
S66x8/11-100,-344.3003503345
S66x8/11-105,-344.3003662855
S66x8/11-110,-344.3001897339
S66x8/11-125,-344.2985486555
S66x8/11-150,-344.2966524876
S66x8/11-200,-344.2956111413
S66x8/12-A,-95.8391472412
S66x8/12-B,-76.4147385876
S66x8/12-090,-172.2643857603
S66x8/12-095,-172.2649953511
S66x8/12-100,-172.2649911104
S66x8/12-105,-172.2646117384
S66x8/12-110,-172.2640236645
S66x8/12-125,-172.2618792304
S66x8/12-150,-172.2589121677
S66x8/12-200,-172.2561345607
S66x8/13-A,-248.4558220646
S66x8/13-B,-115.698717732
S66x8/13-090,-364.1607233129
S66x8/13-095,-364.161584515
S66x8/13-100,-364.1619022544
S66x8/13-105,-364.1618718495
S66x8/13-110,-364.1616306533
S66x8/13-125,-364.160412702
S66x8/13-150,-364.1584904231
S66x8/13-200,-364.1564530099
S66x8/14-A,-248.4555605588
S66x8/14-B,-95.8390990957
S66x8/14-090,-344.3025459879
S66x8/14-095,-344.3035106685
S66x8/14-100,-344.3038296165
S66x8/14-105,-344.3037470188
S66x8/14-110,-344.3034225919
S66x8/14-125,-344.3018390171
S66x8/14-150,-344.2993538321
S66x8/14-200,-344.2968017487
S66x8/15-A,-248.4556704031
S66x8/15-B,-248.4558203282
S66x8/15-090,-496.9204098962
S66x8/15-095,-496.9213963458
S66x8/15-100,-496.9217549754
S66x8/15-105,-496.9217005457
S66x8/15-110,-496.921381071
S66x8/15-125,-496.9197838349
S66x8/15-150,-496.9171684317
S66x8/15-200,-496.9139828769
S66x8/16-A,-248.4559059172
S66x8/16-B,-76.4154560354
S66x8/16-090,-324.8775008896
S66x8/16-095,-324.8781711283
S66x8/16-100,-324.878375304
S66x8/16-105,-324.8782805215
S66x8/16-110,-324.87801264
S66x8/16-125,-324.8768466021
S66x8/16-150,-324.8750596599
S66x8/16-200,-324.8731992071
S66x8/17-A,-414.6778879971
S66x8/17-B,-414.6780909919
S66x8/17-090,-829.3783254903
S66x8/17-095,-829.3800030346
S66x8/17-100,-829.3803278808
S66x8/17-105,-829.3798012691
S66x8/17-110,-829.3787591749
S66x8/17-125,-829.3744051133
S66x8/17-150,-829.3677225476
S66x8/17-200,-829.360833925
S66x8/18-A,-76.4155087838
S66x8/18-B,-248.1745564626
S66x8/18-090,-324.5991861714
S66x8/18-095,-324.5997243017
S66x8/18-100,-324.5997065162
S66x8/18-105,-324.5993489647
S66x8/18-110,-324.5987995957
S66x8/18-125,-324.5968138927
S66x8/18-150,-324.5940785075
S66x8/18-200,-324.5915001378
S66x8/19-A,-115.6984385421
S66x8/19-B,-248.1745505255
S66x8/19-090,-363.8821536873
S66x8/19-095,-363.8829424318
S66x8/19-100,-363.8830983677
S66x8/19-105,-363.882859565
S66x8/19-110,-363.8820484428
S66x8/19-125,-363.8804853144
S66x8/19-150,-363.8772774732
S66x8/19-200,-363.8745108058
S66x8/20-A,-229.0234722166
S66x8/20-B,-229.0234664814
S66x8/20-090,-458.0757993722
S66x8/20-095,-458.0772275514
S66x8/20-100,-458.0771650201
S66x8/20-105,-458.0761559676
S66x8/20-110,-458.0746057959
S66x8/20-125,-458.0690092538
S66x8/20-150,-458.0607211273
S66x8/20-200,-458.0524092135
S66x8/21-A,-209.1589747991
S66x8/21-B,-209.1589799665
S66x8/21-090,-418.3399952811
S66x8/21-095,-418.3414903579
S66x8/21-100,-418.3417271013
S66x8/21-105,-418.3411820986
S66x8/21-110,-418.3401541596
S66x8/21-125,-418.335983014
S66x8/21-150,-418.3296853357
S66x8/21-200,-418.3225968575
S66x8/22-A,-229.0233896611
S66x8/22-B,-414.6778100345
S66x8/22-090,-643.7290500303
S66x8/22-095,-643.7306332836
S66x8/22-100,-643.7307829741
S66x8/22-105,-643.7300175387
S66x8/22-110,-643.7287125108
S66x8/22-125,-643.723555967
S66x8/22-150,-643.7157388954
S66x8/22-200,-643.7075094948
S66x8/23-A,-209.1588923356
S66x8/23-B,-414.6775779854
S66x8/23-090,-623.8628627424
S66x8/23-095,-623.8644965565
S66x8/23-100,-623.8648192206
S66x8/23-105,-623.8642879586
S66x8/23-110,-623.8632273951
S66x8/23-125,-623.8587362121
S66x8/23-150,-623.8515789511
S66x8/23-200,-623.8436512533
S66x8/24-A,-232.1464506261
S66x8/24-B,-232.1463435735
S66x8/24-090,-464.283620633
S66x8/24-095,-464.2876259527
S66x8/24-100,-464.2900660628
S66x8/24-105,-464.2912334886
S66x8/24-110,-464.2915579934
S66x8/24-125,-464.2921139192
S66x8/24-150,-464.2922548072
S66x8/24-200,-464.292471787
S66x8/25-A,-248.1744568372
S66x8/25-B,-248.1745061635
S66x8/25-090,-496.3418920018
S66x8/25-095,-496.3456980654
S66x8/25-100,-496.347878896
S66x8/25-105,-496.3490690771
S66x8/25-110,-496.3494600497
S66x8/25-125,-496.3495424165
S66x8/25-150,-496.3492502769
S66x8/25-200,-496.3490868856
S66x8/26-A,-414.6785465264
S66x8/26-B,-414.6785465264
S66x8/26-090,-829.3574352411
S66x8/26-095,-829.3612542636
S66x8/26-100,-829.3630373548
S66x8/26-105,-829.3636033065
S66x8/26-110,-829.3634979863
S66x8/26-125,-829.3621184038
S66x8/26-150,-829.3599847221
S66x8/26-200,-829.3582583045
S66x8/27-A,-232.1464222667
S66x8/27-B,-248.1745372839
S66x8/27-090,-480.3126966058
S66x8/27-095,-480.3167527207
S66x8/27-100,-480.3191847227
S66x8/27-105,-480.3203567625
S66x8/27-110,-480.3206499906
S66x8/27-125,-480.3209198174
S66x8/27-150,-480.3208031455
S66x8/27-200,-480.3208122273
S66x8/28-A,-232.1461266252
S66x8/28-B,-414.6792250708
S66x8/28-090,-646.8202581392
S66x8/28-095,-646.8237155956
S66x8/28-100,-646.825758284
S66x8/28-105,-646.8269054838
S66x8/28-110,-646.8271021741
S66x8/28-125,-646.826542247
S66x8/28-150,-646.8257757248
S66x8/28-200,-646.8253856977
S66x8/29-A,-248.1743942439
S66x8/29-B,-414.6792523793
S66x8/29-090,-662.8484161489
S66x8/29-095,-662.8533474436
S66x8/29-100,-662.8556018105
S66x8/29-105,-662.8567285678
S66x8/29-110,-662.8569147601
S66x8/29-125,-662.8560063995
S66x8/29-150,-662.8548485982
S66x8/29-200,-662.8539919129
S66x8/30-A,-232.1463944741
S66x8/30-B,-78.5582902552
S66x8/30-090,-310.6997115694
S66x8/30-095,-310.7016433979
S66x8/30-100,-310.702850014
S66x8/30-105,-310.7033888396
S66x8/30-110,-310.7035409999
S66x8/30-125,-310.7039686415
S66x8/30-150,-310.7041746784
S66x8/30-200,-310.7044610887
S66x8/31-A,-414.6793555295
S66x8/31-B,-78.5581995299
S66x8/31-090,-493.2358940963
S66x8/31-095,-493.2375664985
S66x8/31-100,-493.2384496289
S66x8/31-105,-493.2388142504
S66x8/31-110,-493.2388621777
S66x8/31-125,-493.2386135701
S66x8/31-150,-493.238076709
S66x8/31-200,-493.2376877732
S66x8/32-A,-414.6794953386
S66x8/32-B,-77.288625326
S66x8/32-090,-491.967216488
S66x8/32-095,-491.9689499858
S66x8/32-100,-491.9698306631
S66x8/32-105,-491.9700760192
S66x8/32-110,-491.9700018965
S66x8/32-125,-491.9694532858
S66x8/32-150,-491.9685922487
S66x8/32-200,-491.9679800618
S66x8/33-A,-248.1745901935
S66x8/33-B,-78.5582647279
S66x8/33-090,-326.7290087509
S66x8/33-095,-326.7306939429
S66x8/33-100,-326.7317167436
S66x8/33-105,-326.7322239765
S66x8/33-110,-326.7323732749
S66x8/33-125,-326.7326206253
S66x8/33-150,-326.7326641801
S66x8/33-200,-326.7327907518
S66x8/34-A,-197.7254309516
S66x8/34-B,-197.7255135638
S66x8/34-090,-395.447069472
S66x8/34-095,-395.4492985979
S66x8/34-100,-395.4504517927
S66x8/34-105,-395.4509820763
S66x8/34-110,-395.451304952
S66x8/34-125,-395.4514611743
S66x8/34-150,-395.4513514014
S66x8/34-200,-395.4513458943
S66x8/35-A,-197.7254647701
S66x8/35-B,-197.729018953
S66x8/35-090,-395.4512961932
S66x8/35-095,-395.4530918853
S66x8/35-100,-395.4540354453
S66x8/35-105,-395.4544411007
S66x8/35-110,-395.4546545401
S66x8/35-125,-395.4547359271
S66x8/35-150,-395.4546598495
S66x8/35-200,-395.454650386
S66x8/36-A,-197.7290112788
S66x8/36-B,-197.7289912907
S66x8/36-090,-395.4557006098
S66x8/36-095,-395.4567681657
S66x8/36-100,-395.4573437843
S66x8/36-105,-395.4576325411
S66x8/36-110,-395.4578504699
S66x8/36-125,-395.4579506936
S66x8/36-150,-395.45797273
S66x8/36-200,-395.4579927564
S66x8/37-A,-196.5107543513
S66x8/37-B,-197.7290846748
S66x8/37-090,-394.2361136185
S66x8/37-095,-394.2379145331
S66x8/37-100,-394.2388995801
S66x8/37-105,-394.2393891602
S66x8/37-110,-394.2396127504
S66x8/37-125,-394.2398367751
S66x8/37-150,-394.2397871686
S66x8/37-200,-394.2397665788
S66x8/38-A,-196.510706962
S66x8/38-B,-196.5108026154
S66x8/38-090,-393.0177566033
S66x8/38-095,-393.0194732773
S66x8/38-100,-393.0206050836
S66x8/38-105,-393.0211308663
S66x8/38-110,-393.0213455057
S66x8/38-125,-393.0215328292
S66x8/38-150,-393.0214639234
S66x8/38-200,-393.0214568414
S66x8/39-A,-232.1463585728
S66x8/39-B,-196.5106864211
S66x8/39-090,-428.6526248715
S66x8/39-095,-428.655193884
S66x8/39-100,-428.6565566877
S66x8/39-105,-428.6572091788
S66x8/39-110,-428.6574734186
S66x8/39-125,-428.6574472343
S66x8/39-150,-428.6571499904
S66x8/39-200,-428.6570007608
S66x8/40-A,-232.1463257486
S66x8/40-B,-197.7288684615
S66x8/40-090,-429.8722003929
S66x8/40-095,-429.8741880379
S66x8/40-100,-429.8752534393
S66x8/40-105,-429.8757362843
S66x8/40-110,-429.8758937222
S66x8/40-125,-429.8758803233
S66x8/40-150,-429.8756150981
S66x8/40-200,-429.8755123567
S66x8/41-A,-414.6792358984
S66x8/41-B,-197.7256311784
S66x8/41-090,-612.401117736
S66x8/41-095,-612.403567814
S66x8/41-100,-612.4048310879
S66x8/41-105,-612.4053486174
S66x8/41-110,-612.4055835514
S66x8/41-125,-612.4053553924
S66x8/41-150,-612.405019798
S66x8/41-200,-612.4048676527
S66x8/42-A,-414.6792531671
S66x8/42-B,-196.5106477485
S66x8/42-090,-611.1854839005
S66x8/42-095,-611.1880181052
S66x8/42-100,-611.1893376242
S66x8/42-105,-611.1899187022
S66x8/42-110,-611.1901866056
S66x8/42-125,-611.1902037854
S66x8/42-150,-611.1899784475
S66x8/42-200,-611.189880312
S66x8/43-A,-414.6793680067
S66x8/43-B,-197.729063855
S66x8/43-090,-612.4054616974
S66x8/43-095,-612.4074875494
S66x8/43-100,-612.4084665054
S66x8/43-105,-612.4088640054
S66x8/43-110,-612.4090010566
S66x8/43-125,-612.4088024913
S66x8/43-150,-612.4084368025
S66x8/43-200,-612.4082073296
S66x8/44-A,-78.5582802005
S66x8/44-B,-197.7254344884
S66x8/44-090,-276.2821243523
S66x8/44-095,-276.2831836351
S66x8/44-100,-276.2836823958
S66x8/44-105,-276.2838911202
S66x8/44-110,-276.2840424174
S66x8/44-125,-276.2840256523
S66x8/44-150,-276.2839647802
S66x8/44-200,-276.2839408929
S66x8/45-A,-77.2886511502
S66x8/45-B,-197.7255671065
S66x8/45-090,-275.0118383456
S66x8/45-095,-275.0131715267
S66x8/45-100,-275.0138013709
S66x8/45-105,-275.0141108615
S66x8/45-110,-275.0142798026
S66x8/45-125,-275.0142602671
S66x8/45-150,-275.0141184001
S66x8/45-200,-275.0139732495
S66x8/46-A,-248.4560017765
S66x8/46-B,-197.7255728553
S66x8/46-090,-446.1795579096
S66x8/46-095,-446.1810780331
S66x8/46-100,-446.181886887
S66x8/46-105,-446.1822655928
S66x8/46-110,-446.1824402818
S66x8/46-125,-446.182362977
S66x8/46-150,-446.1819463767
S66x8/46-200,-446.1816946574
S66x8/47-A,-232.1462955119
S66x8/47-B,-232.1460369829
S66x8/47-090,-464.2900628503
S66x8/47-095,-464.2920767115
S66x8/47-100,-464.2930551758
S66x8/47-105,-464.2934973847
S66x8/47-110,-464.2936443505
S66x8/47-125,-464.2934419744
S66x8/47-150,-464.2930244382
S66x8/47-200,-464.2927205364
S66x8/48-A,-248.1744409743
S66x8/48-B,-248.174354886
S66x8/48-090,-496.3478093905
S66x8/48-095,-496.3495226093
S66x8/48-100,-496.3503766059
S66x8/48-105,-496.3507470142
S66x8/48-110,-496.3508278936
S66x8/48-125,-496.3504879246
S66x8/48-150,-496.34982575
S66x8/48-200,-496.3492545959
S66x8/49-A,-232.1462909194
S66x8/49-B,-248.1744603589
S66x8/49-090,-480.3190671832
S66x8/49-095,-480.3210767903
S66x8/49-100,-480.3220255974
S66x8/49-105,-480.3224135391
S66x8/49-110,-480.3225043898
S66x8/49-125,-480.3221199887
S66x8/49-150,-480.3215073346
S66x8/49-200,-480.3209992996
S66x8/50-A,-232.1462748069
S66x8/50-B,-77.2887421723
S66x8/50-090,-309.4351728213
S66x8/50-095,-309.4365344686
S66x8/50-100,-309.4370658922
S66x8/50-105,-309.4371872008
S66x8/50-110,-309.4370855338
S66x8/50-125,-309.4364240414
S66x8/50-150,-309.4355918999
S66x8/50-200,-309.4349559796
S66x8/51-A,-77.2886706178
S66x8/51-B,-77.2887664722
S66x8/51-090,-154.5782276242
S66x8/51-095,-154.5787287964
S66x8/51-100,-154.5789135721
S66x8/51-105,-154.5789207979
S66x8/51-110,-154.5788286093
S66x8/51-125,-154.5784140446
S66x8/51-150,-154.5778937406
S66x8/51-200,-154.5775036763
S66x8/52-A,-232.1462762317
S66x8/52-B,-229.0254996905
S66x8/52-090,-461.1747984542
S66x8/52-095,-461.1759659765
S66x8/52-100,-461.1763852086
S66x8/52-105,-461.1763852284
S66x8/52-110,-461.1761691079
S66x8/52-125,-461.1750612844
S66x8/52-150,-461.1736009215
S66x8/52-200,-461.1723443483
S66x8/53-A,-232.1462980178
S66x8/53-B,-209.160078447
S66x8/53-090,-441.3087358432
S66x8/53-095,-441.3097826758
S66x8/53-100,-441.3102173171
S66x8/53-105,-441.3102813942
S66x8/53-110,-441.310143885
S66x8/53-125,-441.3093311474
S66x8/53-150,-441.3079985764
S66x8/53-200,-441.3067476248
S66x8/54-A,-232.1462388622
S66x8/54-B,-76.4153792731
S66x8/54-090,-308.5645002818
S66x8/54-095,-308.5652746454
S66x8/54-100,-308.5654887076
S66x8/54-105,-308.5654008957
S66x8/54-110,-308.5651729097
S66x8/54-125,-308.564289449
S66x8/54-150,-308.563169769
S66x8/54-200,-308.562185758
S66x8/55-A,-232.1461875997
S66x8/55-B,-115.6987905369
S66x8/55-090,-347.8466553391
S66x8/55-095,-347.84791678
S66x8/55-100,-347.8484947246
S66x8/55-105,-347.848650442
S66x8/55-110,-347.8485418867
S66x8/55-125,-347.8477896012
S66x8/55-150,-347.8466480203
S66x8/55-200,-347.8456161291
S66x8/56-A,-232.146291007
S66x8/56-B,-95.8391845724
S66x8/56-090,-327.9850089557
S66x8/56-095,-327.9863287777
S66x8/56-100,-327.9870081892
S66x8/56-105,-327.9872885079
S66x8/56-110,-327.9872848925
S66x8/56-125,-327.9868643295
S66x8/56-150,-327.98621169
S66x8/56-200,-327.9856967843
S66x8/57-A,-232.1461869316
S66x8/57-B,-248.4559592002
S66x8/57-090,-480.6020523581
S66x8/57-095,-480.6045337407
S66x8/57-100,-480.6056535389
S66x8/57-105,-480.6060047999
S66x8/57-110,-480.6059608174
S66x8/57-125,-480.6051646452
S66x8/57-150,-480.6039076338
S66x8/57-200,-480.6028652011
S66x8/58-A,-248.1743985587
S66x8/58-B,-248.1743113762
S66x8/58-090,-496.3498978708
S66x8/58-095,-496.3516839539
S66x8/58-100,-496.3525759901
S66x8/58-105,-496.3525542441
S66x8/58-110,-496.3521993661
S66x8/58-125,-496.351001578
S66x8/58-150,-496.3498184972
S66x8/58-200,-496.3490364533
S66x8/59-A,-77.2888305807
S66x8/59-B,-76.4154504089
S66x8/59-090,-153.7077880445
S66x8/59-095,-153.7082392215
S66x8/59-100,-153.7083436584
S66x8/59-105,-153.708251645
S66x8/59-110,-153.708046192
S66x8/59-125,-153.7071989805
S66x8/59-150,-153.7060361235
S66x8/59-200,-153.704949535
S66x8/60-A,-77.2886363028
S66x8/60-B,-229.0254654574
S66x8/60-090,-306.3196752488
S66x8/60-095,-306.3203849957
S66x8/60-100,-306.3204961004
S66x8/60-105,-306.3202508307
S66x8/60-110,-306.3198263027
S66x8/60-125,-306.3182749649
S66x8/60-150,-306.3163044754
S66x8/60-200,-306.3147016285
S66x8/61-A,-197.7255630408
S66x8/61-B,-229.0255982701
S66x8/61-090,-426.7498344612
S66x8/61-095,-426.7507007324
S66x8/61-100,-426.7511899026
S66x8/61-105,-426.7514630673
S66x8/61-110,-426.7516211855
S66x8/61-125,-426.7515940241
S66x8/61-150,-426.7513581168
S66x8/61-200,-426.7512246136
S66x8/62-A,-197.7255626693
S66x8/62-B,-209.1601287689
S66x8/62-090,-406.8843551402
S66x8/62-095,-406.8855361113
S66x8/62-100,-406.8861370733
S66x8/62-105,-406.8864624242
S66x8/62-110,-406.8865999697
S66x8/62-125,-406.8864303516
S66x8/62-150,-406.8860617948
S66x8/62-200,-406.8857915284
S66x8/63-A,-232.1463834552
S66x8/63-B,-229.0255106157
S66x8/63-090,-461.1705755036
S66x8/63-095,-461.1724262565
S66x8/63-100,-461.1733084563
S66x8/63-105,-461.1736789833
S66x8/63-110,-461.1736950779
S66x8/63-125,-461.1732124586
S66x8/63-150,-461.1724800902
S66x8/63-200,-461.1719668073
S66x8/64-A,-248.4559822063
S66x8/64-B,-78.5583619536
S66x8/64-090,-327.0142629626
S66x8/64-095,-327.015229151
S66x8/64-100,-327.0157121133
S66x8/64-105,-327.0158693105
S66x8/64-110,-327.0158609439
S66x8/64-125,-327.0155256783
S66x8/64-150,-327.0148875111
S66x8/64-200,-327.0143859398
S66x8/65-A,-248.174545648
S66x8/65-B,-77.2879132876
S66x8/65-090,-325.4675384367
S66x8/65-095,-325.468132356
S66x8/65-100,-325.4682963896
S66x8/65-105,-325.4682022723
S66x8/65-110,-325.4679544619
S66x8/65-125,-325.466910417
S66x8/65-150,-325.4654308168
S66x8/65-200,-325.4641218754
S66x8/66-A,-95.8392140563
S66x8/66-B,-248.1745028903
S66x8/66-090,-344.0145081899
S66x8/66-095,-344.0155709374
S66x8/66-100,-344.0161051046
S66x8/66-105,-344.0163004848
S66x8/66-110,-344.0162946725
