system,LC-wPBEh(w=100)/def2-QZVP/Q-Chem
S66x8/15-150,-496.7266375185
S66x8/15-200,-496.7233089496
S66x8/16-A,-248.3605683712
S66x8/16-B,-76.388574874
S66x8/16-090,-324.7558004149
S66x8/16-095,-324.7563891437
S66x8/16-100,-324.7565220706
S66x8/16-105,-324.7563658618
S66x8/16-110,-324.7560471164
S66x8/16-125,-324.7547647483
S66x8/16-150,-324.7528584731
S66x8/16-200,-324.750911555
S66x8/17-A,-414.5685098954
S66x8/17-B,-414.5686232202
S66x8/17-090,-829.1606868213
S66x8/17-095,-829.1622702782
S66x8/17-100,-829.1624963455
S66x8/17-105,-829.1618639541
S66x8/17-110,-829.1607146462
S66x8/17-125,-829.156080963
S66x8/17-150,-829.1491274831
S66x8/17-200,-829.141997687
S66x8/18-A,-76.3885796328
S66x8/18-B,-248.0987107834
S66x8/18-090,-324.4974585711
S66x8/18-095,-324.4979380778
S66x8/18-100,-324.4978603851
S66x8/18-105,-324.4974401079
S66x8/18-110,-324.4968247602
S66x8/18-125,-324.4946505756
S66x8/18-150,-324.4916980967
S66x8/18-200,-324.4889433774
S66x8/19-A,-115.6503021171
S66x8/19-B,-248.0987045722
S66x8/19-090,-363.7589981094
S66x8/19-095,-363.7597233724
S66x8/19-100,-363.7598168493
S66x8/19-105,-363.7595124038
S66x8/19-110,-363.7588683711
S66x8/19-125,-363.7568467451
S66x8/19-150,-363.7536629392
S66x8/19-200,-363.7506963301
S66x8/20-A,-228.9510432769
S66x8/20-B,-228.9510455711
S66x8/20-090,-457.9311471118
S66x8/20-095,-457.9327221541
S66x8/20-100,-457.9327599465
S66x8/20-105,-457.9318073589
S66x8/20-110,-457.930280751
S66x8/20-125,-457.9244845728
S66x8/20-150,-457.9160407159
S66x8/20-200,-457.907563246
S66x8/21-A,-209.0852742092
S66x8/21-B,-209.0852788284
S66x8/21-090,-418.1935426365
S66x8/21-095,-418.1949507162
S66x8/21-100,-418.1951032579
S66x8/21-105,-418.194478878
S66x8/21-110,-418.1933758892
S66x8/21-125,-418.188996827
S66x8/21-150,-418.1824708161
S66x8/21-200,-418.1751667729
S66x8/22-A,-228.9509569344
S66x8/22-B,-414.5683255764
S66x8/22-090,-643.5477104565
S66x8/22-095,-643.5493027846
S66x8/22-100,-643.549443979
S66x8/22-105,-643.5486529011
S66x8/22-110,-643.5473106873
S66x8/22-125,-643.5420085796
S66x8/22-150,-643.533970222
S66x8/22-200,-643.5255582083
S66x8/23-A,-209.0851604887
S66x8/23-B,-414.568224274
S66x8/23-090,-623.6806480121
S66x8/23-095,-623.682211864
S66x8/23-100,-623.6824583112
S66x8/23-105,-623.6818450323
S66x8/23-110,-623.6807026111
S66x8/23-125,-623.6759954818
S66x8/23-150,-623.6685934192
S66x8/23-200,-623.6604596713
S66x8/24-A,-232.0670425054
S66x8/24-B,-232.0670166536
S66x8/24-090,-464.1237813825
S66x8/24-095,-464.1282147687
S66x8/24-100,-464.1311464331
S66x8/24-105,-464.1325385619
S66x8/24-110,-464.1329337393
S66x8/24-125,-464.133696102
S66x8/24-150,-464.1336722175
S66x8/24-200,-464.1337534752
S66x8/25-A,-248.0986916578
S66x8/25-B,-248.0987233435
S66x8/25-090,-496.1891738589
S66x8/25-095,-496.1933619871
S66x8/25-100,-496.1959355418
S66x8/25-105,-496.1974236265
S66x8/25-110,-496.197966194
S66x8/25-125,-496.1982549823
S66x8/25-150,-496.1978329491
S66x8/25-200,-496.1975550395
S66x8/26-A,-414.5690214022
S66x8/26-B,-414.5690214021
S66x8/26-090,-829.1367303409
S66x8/26-095,-829.1411165352
S66x8/26-100,-829.1434092796
S66x8/26-105,-829.1442907323
S66x8/26-110,-829.1443518789
S66x8/26-125,-829.1433129322
S66x8/26-150,-829.1410850164
S66x8/26-200,-829.1391940782
S66x8/27-A,-232.0670428015
S66x8/27-B,-248.09873489
S66x8/27-090,-480.1563824197
S66x8/27-095,-480.1608022419
S66x8/27-100,-480.1636872614
S66x8/27-105,-480.1651776895
S66x8/27-110,-480.1655822037
S66x8/27-125,-480.1660631433
S66x8/27-150,-480.165783824
S66x8/27-200,-480.1656712748
S66x8/28-A,-232.0669142845
S66x8/28-B,-414.5695411378
S66x8/28-090,-646.6294577404
S66x8/28-095,-646.6334485285
S66x8/28-100,-646.6359985538
S66x8/28-105,-646.6375058013
S66x8/28-110,-646.6379681028
S66x8/28-125,-646.6377252278
S66x8/28-150,-646.6369451249
S66x8/28-200,-646.6364170584
S66x8/29-A,-248.0986628236
S66x8/29-B,-414.5695382951
S66x8/29-090,-662.661285812
S66x8/29-095,-662.6667344279
S66x8/29-100,-662.6694754161
S66x8/29-105,-662.6709874982
S66x8/29-110,-662.6714238165
S66x8/29-125,-662.670824815
S66x8/29-150,-662.6695734818
S66x8/29-200,-662.6686274815
S66x8/30-A,-232.0670296202
S66x8/30-B,-78.5208535989
S66x8/30-090,-310.582722282
S66x8/30-095,-310.5848034816
S66x8/30-100,-310.58618863
S66x8/30-105,-310.5868174121
S66x8/30-110,-310.5869936412
S66x8/30-125,-310.5874377753
S66x8/30-150,-310.5874830892
S66x8/30-200,-310.5876565183
S66x8/31-A,-414.5696080444
S66x8/31-B,-78.520868329
S66x8/31-090,-493.0882818304
S66x8/31-095,-493.0901951423
S66x8/31-100,-493.0912575133
S66x8/31-105,-493.091729852
S66x8/31-110,-493.0918590393
S66x8/31-125,-493.0917072225
S66x8/31-150,-493.0910947503
S66x8/31-200,-493.0906054682
S66x8/32-A,-414.5696398183
S66x8/32-B,-77.2642706554
S66x8/32-090,-491.832623886
S66x8/32-095,-491.834577334
S66x8/32-100,-491.8355939463
S66x8/32-105,-491.8359446377
S66x8/32-110,-491.8359783326
S66x8/32-125,-491.835539965
S66x8/32-150,-491.8346208782
S66x8/32-200,-491.8339228408
S66x8/33-A,-248.0987498791
S66x8/33-B,-78.5208145679
S66x8/33-090,-326.6156175281
S66x8/33-095,-326.6174679488
S66x8/33-100,-326.6186030947
S66x8/33-105,-326.6191888458
S66x8/33-110,-326.6193998981
S66x8/33-125,-326.6196658814
S66x8/33-150,-326.6195543447
S66x8/33-200,-326.619547956
S66x8/34-A,-197.6060045256
S66x8/34-B,-197.6059265144
S66x8/34-090,-395.2080250034
S66x8/34-095,-395.2104577401
S66x8/34-100,-395.2117681762
S66x8/34-105,-395.2124190564
S66x8/34-110,-395.2127871481
S66x8/34-125,-395.2129306084
S66x8/34-150,-395.2126099955
S66x8/34-200,-395.2123902894
S66x8/35-A,-197.6059756032
S66x8/35-B,-197.6088180312
S66x8/35-090,-395.211746122
S66x8/35-095,-395.2136082913
S66x8/35-100,-395.2146170259
S66x8/35-105,-395.2150747263
S66x8/35-110,-395.2152946089
S66x8/35-125,-395.2153157336
S66x8/35-150,-395.2150676521
S66x8/35-200,-395.2149226732
S66x8/36-A,-197.6088416596
S66x8/36-B,-197.6088971331
S66x8/36-090,-395.2157482016
S66x8/36-095,-395.2167934341
S66x8/36-100,-395.2173539412
S66x8/36-105,-395.2176288633
S66x8/36-110,-395.2178077625
S66x8/36-125,-395.2178269349
S66x8/36-150,-395.2176891978
S66x8/36-200,-395.2175935207
S66x8/37-A,-196.4003431629
S66x8/37-B,-197.6087655526
S66x8/37-090,-394.0057038429
S66x8/37-095,-394.0076122229
S66x8/37-100,-394.0086606675
S66x8/37-105,-394.0091832316
S66x8/37-110,-394.0094206159
S66x8/37-125,-394.0095726978
S66x8/37-150,-394.0093635359
S66x8/37-200,-394.0092065076
S66x8/38-A,-196.4002388179
S66x8/38-B,-196.4004206984
S66x8/38-090,-392.7971992037
S66x8/38-095,-392.7989941393
S66x8/38-100,-392.8001628575
S66x8/38-105,-392.8007132223
S66x8/38-110,-392.8009353917
S66x8/38-125,-392.8010136035
S66x8/38-150,-392.8007309529
S66x8/38-200,-392.8005639393
S66x8/39-A,-232.0670198524
S66x8/39-B,-196.4001888091
S66x8/39-090,-428.4621377387
S66x8/39-095,-428.4649970812
S66x8/39-100,-428.4666130079
S66x8/39-105,-428.4674129058
S66x8/39-110,-428.467725004
S66x8/39-125,-428.4678997864
S66x8/39-150,-428.4674682525
S66x8/39-200,-428.4671723608
S66x8/40-A,-232.067009318
S66x8/40-B,-197.6088823634
S66x8/40-090,-429.6721848665
S66x8/40-095,-429.6744076736
S66x8/40-100,-429.6757248153
S66x8/40-105,-429.6762658426
S66x8/40-110,-429.6764359453
S66x8/40-125,-429.6765629787
S66x8/40-150,-429.6761625758
S66x8/40-200,-429.6759021497
S66x8/41-A,-414.5695774986
S66x8/41-B,-197.6062095999
S66x8/41-090,-612.1712615476
S66x8/41-095,-612.1741110876
S66x8/41-100,-612.1757458036
S66x8/41-105,-612.1764067361
S66x8/41-110,-612.1766560546
S66x8/41-125,-612.1766744681
S66x8/41-150,-612.1761077822
S66x8/41-200,-612.1758228406
S66x8/42-A,-414.5696284274
S66x8/42-B,-196.4001828189
S66x8/42-090,-610.9648212608
S66x8/42-095,-610.9676841495
S66x8/42-100,-610.9692626646
S66x8/42-105,-610.969995484
S66x8/42-110,-610.9703397733
S66x8/42-125,-610.9704898839
S66x8/42-150,-610.9700769276
S66x8/42-200,-610.9698099054
S66x8/43-A,-414.5696725505
S66x8/43-B,-197.6087165095
S66x8/43-090,-612.1751998077
S66x8/43-095,-612.1775092047
S66x8/43-100,-612.1786794416
S66x8/43-105,-612.1791373604
S66x8/43-110,-612.1793328537
S66x8/43-125,-612.1792697148
S66x8/43-150,-612.1787593111
S66x8/43-200,-612.1784044337
S66x8/44-A,-78.5208549416
S66x8/44-B,-197.6060590611
S66x8/44-090,-276.1254054876
S66x8/44-095,-276.1265533442
S66x8/44-100,-276.1271100706
S66x8/44-105,-276.1273401384
S66x8/44-110,-276.1274759602
S66x8/44-125,-276.1274181167
S66x8/44-150,-276.1272083324
S66x8/44-200,-276.127072402
S66x8/45-A,-77.2642751146
S66x8/45-B,-197.6060218775
S66x8/45-090,-274.8681299388
S66x8/45-095,-274.8695100495
S66x8/45-100,-274.8702016355
S66x8/45-105,-274.8705721956
S66x8/45-110,-274.8707465858
S66x8/45-125,-274.8706789003
S66x8/45-150,-274.8703989117
S66x8/45-200,-274.8702009664
S66x8/46-A,-248.3606193521
S66x8/46-B,-197.6060229697
S66x8/46-090,-445.9643905093
S66x8/46-095,-445.96614934
S66x8/46-100,-445.9671442485
S66x8/46-105,-445.9676319487
S66x8/46-110,-445.9678575415
S66x8/46-125,-445.9678786301
S66x8/46-150,-445.9672945263
S66x8/46-200,-445.9668387714
S66x8/47-A,-232.0669935657
S66x8/47-B,-232.0668939131
S66x8/47-090,-464.1308266783
S66x8/47-095,-464.1330541634
S66x8/47-100,-464.1342069131
S66x8/47-105,-464.134797317
S66x8/47-110,-464.1350166296
S66x8/47-125,-464.1349233309
S66x8/47-150,-464.134432525
S66x8/47-200,-464.1340512455
S66x8/48-A,-248.0986934558
S66x8/48-B,-248.0986553013
S66x8/48-090,-496.1958634935
S66x8/48-095,-496.1977004966
S66x8/48-100,-496.198697652
S66x8/48-105,-496.1992000756
S66x8/48-110,-496.1993301647
S66x8/48-125,-496.1990985009
S66x8/48-150,-496.198379493
S66x8/48-200,-496.1977316673
S66x8/49-A,-232.0669948775
S66x8/49-B,-248.0986882014
S66x8/49-090,-480.1632439237
S66x8/49-095,-480.165497708
S66x8/49-100,-480.1666234293
S66x8/49-105,-480.167174289
S66x8/49-110,-480.167363349
S66x8/49-125,-480.1671088983
S66x8/49-150,-480.1664473481
S66x8/49-200,-480.1658780155
S66x8/50-A,-232.0669803612
S66x8/50-B,-77.2643426665
S66x8/50-090,-309.3311940724
S66x8/50-095,-309.3326797993
S66x8/50-100,-309.333297416
S66x8/50-105,-309.33354765
S66x8/50-110,-309.3335462842
S66x8/50-125,-309.3329923592
S66x8/50-150,-309.3321259817
S66x8/50-200,-309.3314591891
S66x8/51-A,-77.2642870945
S66x8/51-B,-77.2643523925
S66x8/51-090,-154.5298349241
S66x8/51-095,-154.5302826957
S66x8/51-100,-154.5304239211
S66x8/51-105,-154.5303932277
S66x8/51-110,-154.530270681
S66x8/51-125,-154.5297763612
S66x8/51-150,-154.5291726999
S66x8/51-200,-154.5287463729
S66x8/52-A,-232.0669781639
S66x8/52-B,-228.9528821404
S66x8/52-090,-461.0221595474
S66x8/52-095,-461.0234821435
S66x8/52-100,-461.024053617
S66x8/52-105,-461.024190779
S66x8/52-110,-461.0240722068
S66x8/52-125,-461.0231067826
S66x8/52-150,-461.0216839399
S66x8/52-200,-461.0204091052
S66x8/53-A,-232.0669807628
S66x8/53-B,-209.0861571329
S66x8/53-090,-441.1554800149
S66x8/53-095,-441.1565431468
S66x8/53-100,-441.1570102411
S66x8/53-105,-441.1571057612
S66x8/53-110,-441.1569928597
S66x8/53-125,-441.1561883489
S66x8/53-150,-441.1548294833
S66x8/53-200,-441.1535288493
S66x8/54-A,-232.0669680211
S66x8/54-B,-76.3885131596
S66x8/54-090,-308.4580652594
S66x8/54-095,-308.4589923702
S66x8/54-100,-308.4593042312
S66x8/54-105,-308.4592637925
S66x8/54-110,-308.4590565726
S66x8/54-125,-308.4582139043
S66x8/54-150,-308.4570514893
S66x8/54-200,-308.456029131
S66x8/55-A,-232.0669472596
S66x8/55-B,-115.650524443
S66x8/55-090,-347.7187424246
S66x8/55-095,-347.7201024382
S66x8/55-100,-347.7207697886
S66x8/55-105,-347.7210264869
S66x8/55-110,-347.7209987514
S66x8/55-125,-347.720268034
S66x8/55-150,-347.7190937084
S66x8/55-200,-347.7180153142
S66x8/56-A,-232.0669904598
S66x8/56-B,-95.7893605638
S66x8/56-090,-327.8555226572
S66x8/56-095,-327.8569694431
S66x8/56-100,-327.8577682559
S66x8/56-105,-327.8581864036
S66x8/56-110,-327.858271359
S66x8/56-125,-327.8578993044
S66x8/56-150,-327.8571785978
S66x8/56-200,-327.8565816364
S66x8/57-A,-232.0669532701
S66x8/57-B,-248.3605903078
S66x8/57-090,-480.426434264
S66x8/57-095,-480.4292106079
S66x8/57-100,-480.4305379023
S66x8/57-105,-480.4310889946
S66x8/57-110,-480.4312274494
S66x8/57-125,-480.4305693751
S66x8/57-150,-480.4292969913
S66x8/57-200,-480.4281932702
S66x8/58-A,-248.0986717727
S66x8/58-B,-248.0986103842
S66x8/58-090,-496.1987371439
S66x8/58-095,-496.2004900926
S66x8/58-100,-496.2013501828
S66x8/58-105,-496.2013135324
S66x8/58-110,-496.2009498769
S66x8/58-125,-496.1997037928
S66x8/58-150,-496.1984328612
S66x8/58-200,-496.1976160312
S66x8/59-A,-77.2643989313
S66x8/59-B,-76.3885676758
S66x8/59-090,-153.6567783886
S66x8/59-095,-153.6571386095
S66x8/59-100,-153.6571685673
S66x8/59-105,-153.6570137073
S66x8/59-110,-153.6567541443
S66x8/59-125,-153.6557993554
S66x8/59-150,-153.6545385131
S66x8/59-200,-153.6534020692
S66x8/60-A,-77.2642831812
S66x8/60-B,-228.9528546327
S66x8/60-090,-306.2229973265
S66x8/60-095,-306.2236995578
S66x8/60-100,-306.2238037691
S66x8/60-105,-306.2235550606
S66x8/60-110,-306.2231274425
S66x8/60-125,-306.2215536202
S66x8/60-150,-306.2195107334
S66x8/60-200,-306.2178234844
S66x8/61-A,-197.6060693729
S66x8/61-B,-228.9529366754
S66x8/61-090,-426.5577925283
S66x8/61-095,-426.5587590167
S66x8/61-100,-426.5593148974
S66x8/61-105,-426.5596179279
S66x8/61-110,-426.559784935
S66x8/61-125,-426.5597779782
S66x8/61-150,-426.5593618641
S66x8/61-200,-426.559088509
S66x8/62-A,-197.6060758429
S66x8/62-B,-209.0861645457
S66x8/62-090,-406.690990146
S66x8/62-095,-406.692294903
S66x8/62-100,-406.6929838412
S66x8/62-105,-406.6933550418
S66x8/62-110,-406.6935249691
S66x8/62-125,-406.693352339
S66x8/62-150,-406.6928254253
S66x8/62-200,-406.692362675
S66x8/63-A,-232.067020253
S66x8/63-B,-228.9528884222
S66x8/63-090,-461.0176638393
S66x8/63-095,-461.019801343
S66x8/63-100,-461.020949264
S66x8/63-105,-461.0215234135
S66x8/63-110,-461.0216311137
S66x8/63-125,-461.021391719
S66x8/63-150,-461.0205868567
S66x8/63-200,-461.0200010939
S66x8/64-A,-248.3605280166
S66x8/64-B,-78.5209383184
S66x8/64-090,-326.8815044423
S66x8/64-095,-326.8825336909
S66x8/64-100,-326.8830608218
S66x8/64-105,-326.8832409887
S66x8/64-110,-326.8832369575
S66x8/64-125,-326.882901277
S66x8/64-150,-326.8821331931
S66x8/64-200,-326.8815267984
S66x8/65-A,-248.0987247091
S66x8/65-B,-77.2638453654
S66x8/65-090,-325.3681722948
S66x8/65-095,-325.3686384967
S66x8/65-100,-325.3686948343
S66x8/65-105,-325.3685097493
S66x8/65-110,-325.3681861525
S66x8/65-125,-325.3669734917
S66x8/65-150,-325.3653368981
S66x8/65-200,-325.3638947769
S66x8/66-A,-95.7893254832
S66x8/66-B,-248.0987038285
S66x8/66-090,-343.8891454286
S66x8/66-095,-343.8902055932
S66x8/66-100,-343.8907629121
S66x8/66-105,-343.8909847355
S66x8/66-110,-343.890992309
S66x8/66-125,-343.8904860454
