system,cam-QTP-01(w=150)/def2-QZVP/Q-Chem
S66x8/19-150,-363.9103757246
S66x8/19-200,-363.9067638499
S66x8/20-A,-229.0613285774
S66x8/20-B,-229.0613324532
S66x8/20-090,-458.1590382908
S66x8/20-095,-458.1602422629
S66x8/20-100,-458.1598632116
S66x8/20-105,-458.1584599251
S66x8/20-110,-458.1564568907
S66x8/20-125,-458.149277218
S66x8/20-150,-458.1388186559
S66x8/20-200,-458.1285235103
S66x8/21-A,-209.1785329509
S66x8/21-B,-209.1785371258
S66x8/21-090,-418.3868588794
S66x8/21-095,-418.3878411925
S66x8/21-100,-418.3875163783
S66x8/21-105,-418.3863789648
S66x8/21-110,-418.384751496
S66x8/21-125,-418.3788853736
S66x8/21-150,-418.3705378541
S66x8/21-200,-418.361859763
S66x8/22-A,-229.0612558541
S66x8/22-B,-414.7783039328
S66x8/22-090,-643.8753251706
S66x8/22-095,-643.8765490828
S66x8/22-100,-643.8762696373
S66x8/22-105,-643.8750177835
S66x8/22-110,-643.8731872716
S66x8/22-125,-643.8664079173
S66x8/22-150,-643.8563654144
S66x8/22-200,-643.8462140744
S66x8/23-A,-209.178435042
S66x8/23-B,-414.7781509791
S66x8/23-090,-623.9909001517
S66x8/23-095,-623.9920841966
S66x8/23-100,-623.9919016293
S66x8/23-105,-623.9908243614
S66x8/23-110,-623.9891980152
S66x8/23-125,-623.9830567578
S66x8/23-150,-623.9737544501
S66x8/23-200,-623.9640366887
S66x8/24-A,-232.1620538003
S66x8/24-B,-232.1619971874
S66x8/24-090,-464.3197052811
S66x8/24-095,-464.3232998441
S66x8/24-100,-464.3251919218
S66x8/24-105,-464.3257169652
S66x8/24-110,-464.3254745147
S66x8/24-125,-464.3246151462
S66x8/24-150,-464.3237963455
S66x8/24-200,-464.3238039787
S66x8/25-A,-248.2076338237
S66x8/25-B,-248.2076694431
S66x8/25-090,-496.4132512203
S66x8/25-095,-496.4166765153
S66x8/25-100,-496.4182957125
S66x8/25-105,-496.4188408496
S66x8/25-110,-496.4186359345
S66x8/25-125,-496.4172676909
S66x8/25-150,-496.4158699145
S66x8/25-200,-496.4154687086
S66x8/26-A,-414.7789780398
S66x8/26-B,-414.7789780398
S66x8/26-090,-829.5672945988
S66x8/26-095,-829.5701661146
S66x8/26-100,-829.5709320952
S66x8/26-105,-829.5704005209
S66x8/26-110,-829.5692193151
S66x8/26-125,-829.5653727437
S66x8/26-150,-829.5613530132
S66x8/26-200,-829.5591222659
S66x8/27-A,-232.1620391757
S66x8/27-B,-248.2076868876
S66x8/27-090,-480.3664707573
S66x8/27-095,-480.3700888214
S66x8/27-100,-480.3719052699
S66x8/27-105,-480.3724760033
S66x8/27-110,-480.3721872154
S66x8/27-125,-480.3710260821
S66x8/27-150,-480.3698667013
S66x8/27-200,-480.3696594418
S66x8/28-A,-232.1618742427
S66x8/28-B,-414.7795475233
S66x8/28-090,-646.9426295035
S66x8/28-095,-646.9456835013
S66x8/28-100,-646.9469863971
S66x8/28-105,-646.9472393761
S66x8/28-110,-646.9467518042
S66x8/28-125,-646.9443431194
S66x8/28-150,-646.9421822712
S66x8/28-200,-646.9414286308
S66x8/29-A,-248.2076107552
S66x8/29-B,-414.7795475542
S66x8/29-090,-662.988981417
S66x8/29-095,-662.9932862791
S66x8/29-100,-662.9946862771
S66x8/29-105,-662.9947731093
S66x8/29-110,-662.9940783528
S66x8/29-125,-662.991169055
S66x8/29-150,-662.9887082167
S66x8/29-200,-662.9876044573
S66x8/30-A,-232.1620243683
S66x8/30-B,-78.5447169913
S66x8/30-090,-310.7057330174
S66x8/30-095,-310.7071612938
S66x8/30-100,-310.7078214032
S66x8/30-105,-310.7078759377
S66x8/30-110,-310.7075907629
S66x8/30-125,-310.7069425945
S66x8/30-150,-310.7064529208
S66x8/30-200,-310.7065571786
S66x8/31-A,-414.7796152001
S66x8/31-B,-78.5446736281
S66x8/31-090,-493.3274067015
S66x8/31-095,-493.3284765216
S66x8/31-100,-493.3287188954
S66x8/31-105,-493.328465825
S66x8/31-110,-493.3279756709
S66x8/31-125,-493.3264912536
S66x8/31-150,-493.325089197
S66x8/31-200,-493.3244524931
S66x8/32-A,-414.7796733278
S66x8/32-B,-77.2963841851
S66x8/32-090,-492.0797490573
S66x8/32-095,-492.0809507729
S66x8/32-100,-492.0811887269
S66x8/32-105,-492.0808905979
S66x8/32-110,-492.080347518
S66x8/32-125,-492.0786155423
S66x8/32-150,-492.0768923702
S66x8/32-200,-492.0760369606
S66x8/33-A,-248.2077124641
S66x8/33-B,-78.5446900009
S66x8/33-090,-326.7527004461
S66x8/33-095,-326.7539301067
S66x8/33-100,-326.7543709157
S66x8/33-105,-326.7543586325
S66x8/33-110,-326.7540972383
S66x8/33-125,-326.7532160612
S66x8/33-150,-326.7524709825
S66x8/33-200,-326.7523743038
S66x8/34-A,-197.658493278
S66x8/34-B,-197.6585026762
S66x8/34-090,-395.3219189353
S66x8/34-095,-395.3227353025
S66x8/34-100,-395.3226451216
S66x8/34-105,-395.3221199496
S66x8/34-110,-395.3214181752
S66x8/34-125,-395.3194553482
S66x8/34-150,-395.3178735725
S66x8/34-200,-395.3174274541
S66x8/35-A,-197.6584948755
S66x8/35-B,-197.6632716977
S66x8/35-090,-395.3248391259
S66x8/35-095,-395.3254964829
S66x8/35-100,-395.325423432
S66x8/35-105,-395.3250329603
S66x8/35-110,-395.3245224523
S66x8/35-125,-395.3231678131
S66x8/35-150,-395.3221671484
S66x8/35-200,-395.3219051821
S66x8/36-A,-197.6632767524
S66x8/36-B,-197.6632892696
S66x8/36-090,-395.3286445326
S66x8/36-095,-395.3288246317
S66x8/36-100,-395.3286873258
S66x8/36-105,-395.3284107938
S66x8/36-110,-395.3280824505
S66x8/36-125,-395.3272404152
S66x8/36-150,-395.3266118292
S66x8/36-200,-395.3264491322
S66x8/37-A,-196.4579254942
S66x8/37-B,-197.6632674607
S66x8/37-090,-394.1237290026
S66x8/37-095,-394.1244643805
S66x8/37-100,-394.1244721705
S66x8/37-105,-394.1241557062
S66x8/37-110,-394.1237271942
S66x8/37-125,-394.1225070735
S66x8/37-150,-394.121514031
S66x8/37-200,-394.1212052099
S66x8/38-A,-196.4578404621
S66x8/38-B,-196.4579776537
S66x8/38-090,-392.9192240815
S66x8/38-095,-392.9199127965
S66x8/38-100,-392.9198723973
S66x8/38-105,-392.9194309706
S66x8/38-110,-392.91885004
S66x8/38-125,-392.9172610542
S66x8/38-150,-392.9160668948
S66x8/38-200,-392.9157486194
S66x8/39-A,-232.162005222
S66x8/39-B,-196.4577909782
S66x8/39-090,-428.6211577009
S66x8/39-095,-428.6230282361
S66x8/39-100,-428.6236577927
S66x8/39-105,-428.6235381405
S66x8/39-110,-428.6230634588
S66x8/39-125,-428.6215878415
S66x8/39-150,-428.6202217484
S66x8/39-200,-428.6197867327
S66x8/40-A,-232.161987491
S66x8/40-B,-197.6632247523
S66x8/40-090,-429.8266333928
S66x8/40-095,-429.8279985447
S66x8/40-100,-429.8284633563
S66x8/40-105,-429.8283095848
S66x8/40-110,-429.8279215234
S66x8/40-125,-429.8267685086
S66x8/40-150,-429.825689795
S66x8/40-200,-429.8253494043
S66x8/41-A,-414.7795645489
S66x8/41-B,-197.6587130275
S66x8/41-090,-612.4426773494
S66x8/41-095,-612.4440578055
S66x8/41-100,-612.4442711163
S66x8/41-105,-612.4437517127
S66x8/41-110,-612.4427522777
S66x8/41-125,-612.4403621425
S66x8/41-150,-612.4386948097
S66x8/41-200,-612.4383035523
S66x8/42-A,-414.779598298
S66x8/42-B,-196.4577890231
S66x8/42-090,-611.2404090267
S66x8/42-095,-611.2418886734
S66x8/42-100,-611.2421376854
S66x8/42-105,-611.2417650086
S66x8/42-110,-611.2411419759
S66x8/42-125,-611.2393247537
S66x8/42-150,-611.237828782
S66x8/42-200,-611.2373988943
S66x8/43-A,-414.7796633529
S66x8/43-B,-197.6632449308
S66x8/43-090,-612.4460567788
S66x8/43-095,-612.4471940149
S66x8/43-100,-612.4472888302
S66x8/43-105,-612.4468440936
S66x8/43-110,-612.4462511151
S66x8/43-125,-612.4446327748
S66x8/43-150,-612.4432796625
S66x8/43-200,-612.442812829
S66x8/44-A,-78.5447120797
S66x8/44-B,-197.6585180761
S66x8/44-090,-276.2065094562
S66x8/44-095,-276.2067195903
S66x8/44-100,-276.2065012426
S66x8/44-105,-276.2060866455
S66x8/44-110,-276.2056197554
S66x8/44-125,-276.204490798
S66x8/44-150,-276.2036717698
S66x8/44-200,-276.2034521893
S66x8/45-A,-77.2964043357
S66x8/45-B,-197.6585786662
S66x8/45-090,-274.9568356657
S66x8/45-095,-274.9573802685
S66x8/45-100,-274.9573899963
S66x8/45-105,-274.9571653915
S66x8/45-110,-274.956813077
S66x8/45-125,-274.9558291538
S66x8/45-150,-274.9550890399
S66x8/45-200,-274.954822698
S66x8/46-A,-248.4670388396
S66x8/46-B,-197.6585828317
S66x8/46-090,-446.1314331219
S66x8/46-095,-446.1319146547
S66x8/46-100,-446.1317530646
S66x8/46-105,-446.1312182527
S66x8/46-110,-446.1305162852
S66x8/46-125,-446.128530071
S66x8/46-150,-446.1264885027
S66x8/46-200,-446.1257968423
S66x8/47-A,-232.161970733
S66x8/47-B,-232.1618238849
S66x8/47-090,-464.3250979599
S66x8/47-095,-464.3267064465
S66x8/47-100,-464.3272500029
S66x8/47-105,-464.3272359447
S66x8/47-110,-464.3269120021
S66x8/47-125,-464.3257026759
S66x8/47-150,-464.3245249876
S66x8/47-200,-464.3240489628
S66x8/48-A,-248.2076403864
S66x8/48-B,-248.2075670955
S66x8/48-090,-496.418500261
S66x8/48-095,-496.4197172242
S66x8/48-100,-496.4200609091
S66x8/48-105,-496.4199166923
S66x8/48-110,-496.4194888487
S66x8/48-125,-496.4180067698
S66x8/48-150,-496.4164416901
S66x8/48-200,-496.4156422463
S66x8/49-A,-232.1619683648
S66x8/49-B,-248.2076337426
S66x8/49-090,-480.371550464
S66x8/49-095,-480.3731900263
S66x8/49-100,-480.3737064373
S66x8/49-105,-480.373658367
S66x8/49-110,-480.3732941773
S66x8/49-125,-480.3719149031
S66x8/49-150,-480.3705266431
S66x8/49-200,-480.3698525764
S66x8/50-A,-232.1619589229
S66x8/50-B,-77.2964638071
S66x8/50-090,-309.4614035825
S66x8/50-095,-309.4624796508
S66x8/50-100,-309.4626480411
S66x8/50-105,-309.4624520873
S66x8/50-110,-309.4620387339
S66x8/50-125,-309.4606194648
S66x8/50-150,-309.4592271017
S66x8/50-200,-309.4584935326
S66x8/51-A,-77.2964180247
S66x8/51-B,-77.29648213
S66x8/51-090,-154.5957960253
S66x8/51-095,-154.5959635075
S66x8/51-100,-154.5958344133
S66x8/51-105,-154.5955596643
S66x8/51-110,-154.5952307928
S66x8/51-125,-154.5943119579
S66x8/51-150,-154.5934651946
S66x8/51-200,-154.5930000821
S66x8/52-A,-232.1619594871
S66x8/52-B,-229.0631325593
S66x8/52-090,-461.2314418363
S66x8/52-095,-461.2322631303
S66x8/52-100,-461.2323405654
S66x8/52-105,-461.2319985513
S66x8/52-110,-461.2314266881
S66x8/52-125,-461.2294253451
S66x8/52-150,-461.2271617491
S66x8/52-200,-461.2256548746
S66x8/53-A,-232.1619710307
S66x8/53-B,-209.1794371362
S66x8/53-090,-441.3478999736
S66x8/53-095,-441.3484441974
S66x8/53-100,-441.3484009621
S66x8/53-105,-441.3480175998
S66x8/53-110,-441.3474611762
S66x8/53-125,-441.3455831191
S66x8/53-150,-441.3433937576
S66x8/53-200,-441.3418249951
S66x8/54-A,-232.1619390011
S66x8/54-B,-76.4223270144
S66x8/54-090,-308.589983693
S66x8/54-095,-308.5904611476
S66x8/54-100,-308.5903513798
S66x8/54-105,-308.5899181766
S66x8/54-110,-308.5893528408
S66x8/54-125,-308.5876992493
S66x8/54-150,-308.5859758479
S66x8/54-200,-308.5848262674
S66x8/55-A,-232.1619100384
S66x8/55-B,-115.697566906
S66x8/55-090,-347.8652201682
S66x8/55-095,-347.8660196361
S66x8/55-100,-347.866104768
S66x8/55-105,-347.8658095887
S66x8/55-110,-347.8652967855
S66x8/55-125,-347.8634207571
S66x8/55-150,-347.8613747695
S66x8/55-200,-347.8600671753
S66x8/56-A,-232.1619681661
S66x8/56-B,-95.8186883672
S66x8/56-090,-327.9842428479
S66x8/56-095,-327.9850831282
S66x8/56-100,-327.9852529103
S66x8/56-105,-327.9850501506
S66x8/56-110,-327.9845953078
S66x8/56-125,-327.9830613264
S66x8/56-150,-327.9816132309
S66x8/56-200,-327.9808962644
S66x8/57-A,-232.1619101753
S66x8/57-B,-248.4670061606
S66x8/57-090,-480.6334678027
S66x8/57-095,-480.635455639
S66x8/57-100,-480.6359763116
S66x8/57-105,-480.6357932007
S66x8/57-110,-480.6352669633
S66x8/57-125,-480.633132452
S66x8/57-150,-480.6309051272
S66x8/57-200,-480.6296032003
S66x8/58-A,-248.2076222448
S66x8/58-B,-248.2075540613
S66x8/58-090,-496.4211958575
S66x8/58-095,-496.422389301
S66x8/58-100,-496.4224243044
S66x8/58-105,-496.4216560453
S66x8/58-110,-496.4207030667
S66x8/58-125,-496.4183201367
S66x8/58-150,-496.4164509474
S66x8/58-200,-496.415528419
S66x8/59-A,-77.2965159112
S66x8/59-B,-76.4224040129
S66x8/59-090,-153.7252850252
S66x8/59-095,-153.7252928972
S66x8/59-100,-153.7249908348
S66x8/59-105,-153.7245262705
S66x8/59-110,-153.7239907873
S66x8/59-125,-153.7224221116
S66x8/59-150,-153.7206863664
S66x8/59-200,-153.7194045168
S66x8/60-A,-77.2963901404
S66x8/60-B,-229.0631120007
S66x8/60-090,-306.3690927555
S66x8/60-095,-306.3693820566
S66x8/60-100,-306.3690673962
S66x8/60-105,-306.3684187704
S66x8/60-110,-306.3676087019
S66x8/60-125,-306.3650909417
S66x8/60-150,-306.362190071
S66x8/60-200,-306.3601724215
S66x8/61-A,-197.6586029048
S66x8/61-B,-229.0631813656
S66x8/61-090,-426.7261903204
S66x8/61-095,-426.7262675873
S66x8/61-100,-426.7260158157
S66x8/61-105,-426.7255864163
S66x8/61-110,-426.7250926716
S66x8/61-125,-426.7237453983
S66x8/61-150,-426.7222998864
S66x8/61-200,-426.7218583264
S66x8/62-A,-197.6586048379
S66x8/62-B,-209.1794499672
S66x8/62-090,-406.8433417488
S66x8/62-095,-406.8435948421
S66x8/62-100,-406.8433373022
S66x8/62-105,-406.8428113466
S66x8/62-110,-406.8421913289
S66x8/62-125,-406.840454574
S66x8/62-150,-406.8388613211
S66x8/62-200,-406.8381786759
S66x8/63-A,-232.1620182263
S66x8/63-B,-229.0631243706
S66x8/63-090,-461.2283654248
S66x8/63-095,-461.2297091215
S66x8/63-100,-461.2300311908
S66x8/63-105,-461.229819897
S66x8/63-110,-461.2292845801
S66x8/63-125,-461.227605506
S66x8/63-150,-461.2259678684
S66x8/63-200,-461.2252610229
S66x8/64-A,-248.4669784997
S66x8/64-B,-78.5447677544
S66x8/64-090,-327.0164788971
S66x8/64-095,-327.0167860826
S66x8/64-100,-327.0166194597
S66x8/64-105,-327.0162054278
S66x8/64-110,-327.0156809813
S66x8/64-125,-327.0141683188
S66x8/64-150,-327.0125853873
S66x8/64-200,-327.011830854
S66x8/65-A,-248.2077046189
S66x8/65-B,-77.295857811
S66x8/65-090,-325.5117491573
S66x8/65-095,-325.5119534718
S66x8/65-100,-325.5117426275
S66x8/65-105,-325.5112918664
S66x8/65-110,-325.5107197423
S66x8/65-125,-325.5088847986
S66x8/65-150,-325.5066731322
S66x8/65-200,-325.5049968475
S66x8/66-A,-95.8186788989
S66x8/66-B,-248.2076774602
S66x8/66-090,-344.0323415698
S66x8/66-095,-344.0328187372
S66x8/66-100,-344.0327938471
S66x8/66-105,-344.0324661986
S66x8/66-110,-344.0319621433
