system,LC-BLYP(w=100)/def2-QZVP/Q-Chem
S66x8/05-B,-115.5934528376
S66x8/05-090,-231.1998044044
S66x8/05-095,-231.1999197266
S66x8/05-100,-231.1995078123
S66x8/05-105,-231.1987862802
S66x8/05-110,-231.1979002235
S66x8/05-125,-231.1950624852
S66x8/05-150,-231.1914416526
S66x8/05-200,-231.1883857743
S66x8/06-A,-115.5932398062
S66x8/06-B,-95.7098128206
S66x8/06-090,-211.3195203892
S66x8/06-095,-211.3197664554
S66x8/06-100,-211.319354432
S66x8/06-105,-211.3185373258
S66x8/06-110,-211.3174935995
S66x8/06-125,-211.3140327121
S66x8/06-150,-211.3093864332
S66x8/06-200,-211.305183855
S66x8/07-A,-115.5933388041
S66x8/07-B,-248.24049519
S66x8/07-090,-363.8513316267
S66x8/07-095,-363.851571665
S66x8/07-100,-363.8511744041
S66x8/07-105,-363.850384404
S66x8/07-110,-363.8493580174
S66x8/07-125,-363.8458733922
S66x8/07-150,-363.8404652981
S66x8/07-200,-363.8354876467
S66x8/08-A,-115.593335548
S66x8/08-B,-76.3674495861
S66x8/08-090,-191.9728395109
S66x8/08-095,-191.9728582527
S66x8/08-100,-191.9724165611
S66x8/08-105,-191.971709053
S66x8/08-110,-191.9708671296
S66x8/08-125,-191.9682508914
S66x8/08-150,-191.9649986725
S66x8/08-200,-191.9622960127
S66x8/09-A,-95.709722404
S66x8/09-B,-115.5933986961
S66x8/09-090,-211.3108564654
S66x8/09-095,-211.3106954431
S66x8/09-100,-211.3102258533
S66x8/09-105,-211.3096072195
S66x8/09-110,-211.3089349527
S66x8/09-125,-211.3070446746
S66x8/09-150,-211.305064619
S66x8/09-200,-211.3037798745
S66x8/10-A,-95.7098225409
S66x8/10-B,-95.7097761797
S66x8/10-090,-191.4294612311
S66x8/10-095,-191.4295299407
S66x8/10-100,-191.4291091257
S66x8/10-105,-191.4284107092
S66x8/10-110,-191.427586291
S66x8/10-125,-191.425102666
S66x8/10-150,-191.4217743434
S66x8/10-200,-191.4201181766
S66x8/11-A,-95.7097275701
S66x8/11-B,-248.2406453414
S66x8/11-090,-343.9618797222
S66x8/11-095,-343.9620450359
S66x8/11-100,-343.9616920965
S66x8/11-105,-343.9610220082
S66x8/11-110,-343.9601784962
S66x8/11-125,-343.9561631363
S66x8/11-150,-343.9525160466
S66x8/11-200,-343.95101447
S66x8/12-A,-95.7097780417
S66x8/12-B,-76.3675560236
S66x8/12-090,-172.0936122022
S66x8/12-095,-172.0937645899
S66x8/12-100,-172.0932863384
S66x8/12-105,-172.0924287367
S66x8/12-110,-172.0913672056
S66x8/12-125,-172.0879093086
S66x8/12-150,-172.08332299
S66x8/12-200,-172.0792754742
S66x8/13-A,-248.2406172543
S66x8/13-B,-115.593445049
S66x8/13-090,-363.8466940513
S66x8/13-095,-363.8469082075
S66x8/13-100,-363.8465919719
S66x8/13-105,-363.845955136
S66x8/13-110,-363.8451430106
S66x8/13-125,-363.8424659773
S66x8/13-150,-363.8389669329
S66x8/13-200,-363.8359689303
S66x8/14-A,-248.2404906894
S66x8/14-B,-95.7098108177
S66x8/14-090,-343.9650877932
S66x8/14-095,-343.9654720129
S66x8/14-100,-343.9652304006
S66x8/14-105,-343.9645926298
S66x8/14-110,-343.9637169876
S66x8/14-125,-343.9606447181
S66x8/14-150,-343.9564333132
S66x8/14-200,-343.9525511548
S66x8/15-A,-248.2408271054
S66x8/15-B,-248.240818574
S66x8/15-090,-496.4977785892
S66x8/15-095,-496.4981614673
S66x8/15-100,-496.497911497
S66x8/15-105,-496.4972504723
S66x8/15-110,-496.4963485765
S66x8/15-125,-496.4932237799
S66x8/15-150,-496.4888360889
S66x8/15-200,-496.4841973275
S66x8/16-A,-248.2409292705
S66x8/16-B,-76.3674465372
S66x8/16-090,-324.6196943867
S66x8/16-095,-324.6197754043
S66x8/16-100,-324.6194110065
S66x8/16-105,-324.6187870472
S66x8/16-110,-324.618033156
S66x8/16-125,-324.6156532072
S66x8/16-150,-324.6126665918
S66x8/16-200,-324.6101595552
S66x8/17-A,-414.4773985088
S66x8/17-B,-414.4774359406
S66x8/17-090,-828.9870682343
S66x8/17-095,-828.9882184019
S66x8/17-100,-828.9879333812
S66x8/17-105,-828.9867359336
S66x8/17-110,-828.9849918508
S66x8/17-125,-828.9785854377
S66x8/17-150,-828.9692567687
S66x8/17-200,-828.9600700616
S66x8/18-A,-76.3674057851
S66x8/18-B,-247.9725877423
S66x8/18-090,-324.3554904379
S66x8/18-095,-324.3555619905
S66x8/18-100,-324.3550729654
S66x8/18-105,-324.3542448228
S66x8/18-110,-324.3532301061
S66x8/18-125,-324.3499695149
S66x8/18-150,-324.3457367546
S66x8/18-200,-324.3420295216
S66x8/19-A,-115.593239841
S66x8/19-B,-247.9725848501
S66x8/19-090,-363.5813276862
S66x8/19-095,-363.5816214553
S66x8/19-100,-363.5812774773
S66x8/19-105,-363.5805382741
S66x8/19-110,-363.5796283835
S66x8/19-125,-363.5762749975
S66x8/19-150,-363.5718788242
S66x8/19-200,-363.5678287714
S66x8/20-A,-228.8891757948
S66x8/20-B,-228.8891869098
S66x8/20-090,-457.8160431541
S66x8/20-095,-457.8173922851
S66x8/20-100,-457.8170945129
S66x8/20-105,-457.8157187377
S66x8/20-110,-457.8137074276
S66x8/20-125,-457.806213574
S66x8/20-150,-457.7953800502
S66x8/20-200,-457.784465392
S66x8/21-A,-209.0016344514
S66x8/21-B,-209.0016377009
S66x8/21-090,-418.0345812813
S66x8/21-095,-418.0355259703
S66x8/21-100,-418.0351467139
S66x8/21-105,-418.0339472742
S66x8/21-110,-418.0322489812
S66x8/21-125,-418.0261434859
S66x8/21-150,-418.0173884951
S66x8/21-200,-418.0081267436
S66x8/22-A,-228.88909588
S66x8/22-B,-414.4771521625
S66x8/22-090,-643.4032468816
S66x8/22-095,-643.4045294101
S66x8/22-100,-643.4042662478
S66x8/22-105,-643.4029989022
S66x8/22-110,-643.4011333482
S66x8/22-125,-643.3941735382
S66x8/22-150,-643.3837552799
S66x8/22-200,-643.3730379177
S66x8/23-A,-209.00150968
S66x8/23-B,-414.4771399285
S66x8/23-090,-623.5142396852
S66x8/23-095,-623.5154244275
S66x8/23-100,-623.5152160889
S66x8/23-105,-623.5140932655
S66x8/23-110,-623.5124094676
S66x8/23-125,-623.5060651483
S66x8/23-150,-623.4963977587
S66x8/23-200,-623.4861470947
S66x8/24-A,-231.919253653
S66x8/24-B,-231.9192739331
S66x8/24-090,-463.8368969221
S66x8/24-095,-463.8399983462
S66x8/24-100,-463.8416258121
S66x8/24-105,-463.8418382708
S66x8/24-110,-463.8412498702
S66x8/24-125,-463.8398085899
S66x8/24-150,-463.838439681
S66x8/24-200,-463.8382874193
S66x8/25-A,-247.9725845471
S66x8/25-B,-247.9726023683
S66x8/25-090,-495.9458686261
S66x8/25-095,-495.9487970777
S66x8/25-100,-495.9500784004
S66x8/25-105,-495.9503551128
S66x8/25-110,-495.9498665935
S66x8/25-125,-495.9478866981
S66x8/25-150,-495.9459233065
S66x8/25-200,-495.9453631328
S66x8/26-A,-414.4776701963
S66x8/26-B,-414.4776701963
S66x8/26-090,-828.9673005966
S66x8/26-095,-828.9698871494
S66x8/26-100,-828.9704390245
S66x8/26-105,-828.9696718127
S66x8/26-110,-828.9682261123
S66x8/26-125,-828.9637619503
S66x8/26-150,-828.9590069014
S66x8/26-200,-828.9564741254
S66x8/27-A,-231.9192698612
S66x8/27-B,-247.9726016634
S66x8/27-090,-479.8914284989
S66x8/27-095,-479.8944808955
S66x8/27-100,-479.8959898813
S66x8/27-105,-479.8962957078
S66x8/27-110,-479.8956822538
S66x8/27-125,-479.8939342929
S66x8/27-150,-479.8922085972
S66x8/27-200,-479.8918457522
S66x8/28-A,-231.9192388729
S66x8/28-B,-414.4780421181
S66x8/28-090,-646.4011960175
S66x8/28-095,-646.4037989747
S66x8/28-100,-646.4048210629
S66x8/28-105,-646.4048486395
S66x8/28-110,-646.4041165134
S66x8/28-125,-646.4010298529
S66x8/28-150,-646.3982474749
S66x8/28-200,-646.3972501501
S66x8/29-A,-247.9725910436
S66x8/29-B,-414.4779899226
S66x8/29-090,-662.4554219711
S66x8/29-095,-662.4591515044
S66x8/29-100,-662.46016214
S66x8/29-105,-662.4599849846
S66x8/29-110,-662.4590303506
S66x8/29-125,-662.455436702
S66x8/29-150,-662.452378761
S66x8/29-200,-662.4511215269
S66x8/30-A,-231.9192653304
S66x8/30-B,-78.4469360022
S66x8/30-090,-310.3672807427
S66x8/30-095,-310.3683367744
S66x8/30-100,-310.3687469818
S66x8/30-105,-310.368559775
S66x8/30-110,-310.3680311365
S66x8/30-125,-310.3669375402
S66x8/30-150,-310.3660416845
S66x8/30-200,-310.3660079309
S66x8/31-A,-414.4780617385
S66x8/31-B,-78.4470003767
S66x8/31-090,-492.929948508
S66x8/31-095,-492.9307874439
S66x8/31-100,-492.9308343492
S66x8/31-105,-492.9303888814
S66x8/31-110,-492.9297176532
S66x8/31-125,-492.9278167334
S66x8/31-150,-492.9260081268
S66x8/31-200,-492.9252187901
S66x8/32-A,-414.4779965072
S66x8/32-B,-77.2166635088
S66x8/32-090,-491.7001112397
S66x8/32-095,-491.7010927113
S66x8/32-100,-491.7011393958
S66x8/32-105,-491.7006755229
S66x8/32-110,-491.6999859219
S66x8/32-125,-491.697896758
S66x8/32-150,-491.6958077069
S66x8/32-200,-491.6948143448
S66x8/33-A,-247.9725904633
S66x8/33-B,-78.4468918777
S66x8/33-090,-326.4218931099
S66x8/33-095,-326.4228046388
S66x8/33-100,-326.4229788481
S66x8/33-105,-326.4227366221
S66x8/33-110,-326.422270255
S66x8/33-125,-326.4209441459
S66x8/33-150,-326.4197686837
S66x8/33-200,-326.4195011921
S66x8/34-A,-197.393923758
S66x8/34-B,-197.393745237
S66x8/34-090,-394.7958285384
S66x8/34-095,-394.7962602447
S66x8/34-100,-394.7958289756
S66x8/34-105,-394.7949928172
S66x8/34-110,-394.7939880895
S66x8/34-125,-394.7912719979
S66x8/34-150,-394.7889355365
S66x8/34-200,-394.7881552944
S66x8/35-A,-197.3938524369
S66x8/35-B,-197.3990293174
S66x8/35-090,-394.7983638781
S66x8/35-095,-394.7986717097
S66x8/35-100,-394.7983089703
S66x8/35-105,-394.7976710046
S66x8/35-110,-394.7969243443
S66x8/35-125,-394.7950013676
S66x8/35-150,-394.7934784819
S66x8/35-200,-394.793004944
S66x8/36-A,-197.3990801479
S66x8/36-B,-197.3991588779
S66x8/36-090,-394.8021612369
S66x8/36-095,-394.8020685683
S66x8/36-100,-394.8016954896
S66x8/36-105,-394.8012120269
S66x8/36-110,-394.8006906921
S66x8/36-125,-394.7994085215
S66x8/36-150,-394.7983766557
S66x8/36-200,-394.7980441783
S66x8/37-A,-196.2092116973
S66x8/37-B,-197.3989417011
S66x8/37-090,-393.6131901143
S66x8/37-095,-393.6136179203
S66x8/37-100,-393.61335218
S66x8/37-105,-393.6127897456
S66x8/37-110,-393.6121422829
S66x8/37-125,-393.6103802874
S66x8/37-150,-393.6088728109
S66x8/37-200,-393.6083219776
S66x8/38-A,-196.2091036833
S66x8/38-B,-196.2092961761
S66x8/38-090,-392.4244120919
S66x8/38-095,-392.424802489
S66x8/38-100,-392.4244453229
S66x8/38-105,-392.4237197402
S66x8/38-110,-392.4228844102
S66x8/38-125,-392.4206621752
S66x8/38-150,-392.4188764549
S66x8/38-200,-392.4183126459
S66x8/39-A,-231.9192704583
S66x8/39-B,-196.2090395344
S66x8/39-090,-428.1321161481
S66x8/39-095,-428.1336558005
S66x8/39-100,-428.1340023249
S66x8/39-105,-428.1336027283
S66x8/39-110,-428.132863232
S66x8/39-125,-428.1308699581
S66x8/39-150,-428.1289606621
S66x8/39-200,-428.1283082156
S66x8/40-A,-231.9192727054
S66x8/40-B,-197.3992493731
S66x8/40-090,-429.3216622562
S66x8/40-095,-429.3227543062
S66x8/40-100,-429.3230172495
S66x8/40-105,-429.322618523
S66x8/40-110,-429.3220051193
S66x8/40-125,-429.3204147721
S66x8/40-150,-429.3188694086
S66x8/40-200,-429.3183239219
S66x8/41-A,-414.4781158635
S66x8/41-B,-197.3941245007
S66x8/41-090,-611.8794458234
S66x8/41-095,-611.8805650683
S66x8/41-100,-611.88054576
S66x8/41-105,-611.8797336402
S66x8/41-110,-611.8783509803
S66x8/41-125,-611.8752654763
S66x8/41-150,-611.8728958539
S66x8/41-200,-611.8723009084
S66x8/42-A,-414.4781848526
S66x8/42-B,-196.2090580014
S66x8/42-090,-610.6927998162
S66x8/42-095,-610.6939927617
S66x8/42-100,-610.6939839045
S66x8/42-105,-610.6933573155
S66x8/42-110,-610.6924855762
S66x8/42-125,-610.6900809223
S66x8/42-150,-610.687946574
S66x8/42-200,-610.6872620549
S66x8/43-A,-414.4781595166
S66x8/43-B,-197.3988307892
S66x8/43-090,-611.8825051494
S66x8/43-095,-611.8834119449
S66x8/43-100,-611.8832838896
S66x8/43-105,-611.882594863
S66x8/43-110,-611.8817922612
S66x8/43-125,-611.8797093452
S66x8/43-150,-611.8778537087
S66x8/43-200,-611.8771966633
S66x8/44-A,-78.446942867
S66x8/44-B,-197.3940125563
S66x8/44-090,-275.8459775713
S66x8/44-095,-275.845943559
S66x8/44-100,-275.8455115529
S66x8/44-105,-275.8448927231
S66x8/44-110,-275.8442298107
S66x8/44-125,-275.8426609093
S66x8/44-150,-275.8414358154
S66x8/44-200,-275.8410618029
S66x8/45-A,-77.2166573818
S66x8/45-B,-197.3938875297
S66x8/45-090,-274.6142252567
S66x8/45-095,-274.6144883679
S66x8/45-100,-274.6142748008
S66x8/45-105,-274.613866922
S66x8/45-110,-274.6133371347
S66x8/45-125,-274.6119431528
S66x8/45-150,-274.61086613
S66x8/45-200,-274.6105153756
S66x8/46-A,-248.2409202871
S66x8/46-B,-197.3938665169
S66x8/46-090,-445.6433341537
S66x8/46-095,-445.6435730368
S66x8/46-100,-445.6431815786
S66x8/46-105,-445.6424074096
S66x8/46-110,-445.6414607921
S66x8/46-125,-445.6388793994
S66x8/46-150,-445.6360821312
S66x8/46-200,-445.6350551934
S66x8/47-A,-231.9192655978
S66x8/47-B,-231.9192575606
S66x8/47-090,-463.8412002032
S66x8/47-095,-463.8425831005
S66x8/47-100,-463.8429453542
S66x8/47-105,-463.8427752728
S66x8/47-110,-463.8422937832
S66x8/47-125,-463.840729079
S66x8/47-150,-463.8391949399
S66x8/47-200,-463.838589069
S66x8/48-A,-247.972605212
S66x8/48-B,-247.9725806688
S66x8/48-090,-495.949967086
S66x8/48-095,-495.950968688
S66x8/48-100,-495.9511466692
S66x8/48-105,-495.9508624883
S66x8/48-110,-495.9502872041
S66x8/48-125,-495.9484599501
S66x8/48-150,-495.946517369
S66x8/48-200,-495.9455593504
S66x8/49-A,-231.9192701328
S66x8/49-B,-247.9725753829
S66x8/49-090,-479.8952403699
S66x8/49-095,-479.8966705459
S66x8/49-100,-479.8970084758
S66x8/49-105,-479.8968144485
S66x8/49-110,-479.8963046933
S66x8/49-125,-479.8945803262
S66x8/49-150,-479.8928445431
S66x8/49-200,-479.8920506958
S66x8/50-A,-231.9192570519
S66x8/50-B,-77.216716773
S66x8/50-090,-309.1401956053
S66x8/50-095,-309.1410950542
S66x8/50-100,-309.1411067312
S66x8/50-105,-309.1408156332
S66x8/50-110,-309.1403101743
S66x8/50-125,-309.1386468592
S66x8/50-150,-309.1370070197
S66x8/50-200,-309.1362078104
S66x8/51-A,-77.2166661498
S66x8/51-B,-77.2167195375
S66x8/51-090,-154.4370867893
S66x8/51-095,-154.4371313074
S66x8/51-100,-154.4368968317
S66x8/51-105,-154.4365308651
S66x8/51-110,-154.4361226619
S66x8/51-125,-154.4350195812
S66x8/51-150,-154.4340174531
S66x8/51-200,-154.4335076949
S66x8/52-A,-231.9192529261
S66x8/52-B,-228.8907052239
S66x8/52-090,-460.817572596
S66x8/52-095,-460.8182451366
S66x8/52-100,-460.8182034264
S66x8/52-105,-460.8177588153
S66x8/52-110,-460.8170846711
S66x8/52-125,-460.8147955273
S66x8/52-150,-460.8122006539
S66x8/52-200,-460.8105126497
S66x8/53-A,-231.9192447763
S66x8/53-B,-209.0022421563
S66x8/53-090,-440.9293489878
S66x8/53-095,-440.9297259349
S66x8/53-100,-440.9295444711
S66x8/53-105,-440.929039574
S66x8/53-110,-440.9283749341
S66x8/53-125,-440.9262111319
S66x8/53-150,-440.9236992684
S66x8/53-200,-440.9219326499
S66x8/54-A,-231.9192582611
S66x8/54-B,-76.3673514553
S66x8/54-090,-308.2935680811
S66x8/54-095,-308.2939283739
S66x8/54-100,-308.293697285
S66x8/54-105,-308.2931337321
S66x8/54-110,-308.2924441049
S66x8/54-125,-308.2904970868
S66x8/54-150,-308.2884651777
S66x8/54-200,-308.2871766122
S66x8/55-A,-231.919255165
S66x8/55-B,-115.5933704528
S66x8/55-090,-347.5201231955
S66x8/55-095,-347.5206656837
S66x8/55-100,-347.5205350357
S66x8/55-105,-347.520068381
S66x8/55-110,-347.5194033964
S66x8/55-125,-347.5170963261
S66x8/55-150,-347.5146371468
S66x8/55-200,-347.5131342826
S66x8/56-A,-231.9192633858
S66x8/56-B,-95.7096913369
S66x8/56-090,-327.6342915151
S66x8/56-095,-327.6348886042
S66x8/56-100,-327.6348583774
S66x8/56-105,-327.6344893485
S66x8/56-110,-327.6338707642
S66x8/56-125,-327.6319225524
S66x8/56-150,-327.6300887217
S66x8/56-200,-327.629220182
S66x8/57-A,-231.9192646565
S66x8/57-B,-248.2409004899
S66x8/57-090,-480.1666019703
S66x8/57-095,-480.1683131091
S66x8/57-100,-480.1685889392
S66x8/57-105,-480.1682178353
S66x8/57-110,-480.1675367295
S66x8/57-125,-480.1649383357
S66x8/57-150,-480.1622609178
S66x8/57-200,-480.1607848477
S66x8/58-A,-247.9726099336
S66x8/58-B,-247.9725794068
S66x8/58-090,-495.9526149156
S66x8/58-095,-495.9536485678
S66x8/58-100,-495.9534915072
S66x8/58-105,-495.9525644027
S66x8/58-110,-495.9514748401
S66x8/58-125,-495.948754486
S66x8/58-150,-495.9465761557
S66x8/58-200,-495.945545632
S66x8/59-A,-77.2167612976
S66x8/59-B,-76.3674272903
S66x8/59-090,-153.5909676796
S66x8/59-095,-153.5908896728
S66x8/59-100,-153.5905094173
S66x8/59-105,-153.5899731369
S66x8/59-110,-153.5893706357
S66x8/59-125,-153.5876289733
S66x8/59-150,-153.5857025992
S66x8/59-200,-153.5843152819
S66x8/60-A,-77.2166775564
S66x8/60-B,-228.8906977555
S66x8/60-090,-306.118285005
S66x8/60-095,-306.1184407389
S66x8/60-100,-306.1180098161
S66x8/60-105,-306.1172581086
S66x8/60-110,-306.1163540696
S66x8/60-125,-306.113590809
S66x8/60-150,-306.1103767865
S66x8/60-200,-306.1081335167
S66x8/61-A,-197.3939550704
S66x8/61-B,-228.8907133444
S66x8/61-090,-426.2911494367
S66x8/61-095,-426.29102669
S66x8/61-100,-426.2905802011
S66x8/61-105,-426.2899560787
S66x8/61-110,-426.2892764797
S66x8/61-125,-426.2874781011
S66x8/61-150,-426.2854396811
S66x8/61-200,-426.2847605447
S66x8/62-A,-197.3939661799
S66x8/62-B,-209.002184767
S66x8/62-090,-406.4038277554
S66x8/62-095,-406.4038325478
S66x8/62-100,-406.4033417578
S66x8/62-105,-406.4025872569
S66x8/62-110,-406.4017567818
S66x8/62-125,-406.399478909
S66x8/62-150,-406.3972976646
S66x8/62-200,-406.396296052
S66x8/63-A,-231.9192572515
S66x8/63-B,-228.8907070803
S66x8/63-090,-460.8149301213
S66x8/63-095,-460.8160220174
S66x8/63-100,-460.8161521104
S66x8/63-105,-460.8157732377
S66x8/63-110,-460.8150571195
S66x8/63-125,-460.8129994034
S66x8/63-150,-460.8109414871
S66x8/63-200,-460.8100990951
S66x8/64-A,-248.2407939037
S66x8/64-B,-78.4470269116
S66x8/64-090,-326.6941148207
S66x8/64-095,-326.6942546155
S66x8/64-100,-326.6939279655
S66x8/64-105,-326.6933627211
S66x8/64-110,-326.6926925504
S66x8/64-125,-326.6908258067
S66x8/64-150,-326.6888220281
S66x8/64-200,-326.6878943173
S66x8/65-A,-247.9726029517
S66x8/65-B,-77.2163671475
S66x8/65-090,-325.1980111316
S66x8/65-095,-325.198097356
S66x8/65-100,-325.1977815069
S66x8/65-105,-325.1972358596
S66x8/65-110,-325.1965783606
S66x8/65-125,-325.1945248448
S66x8/65-150,-325.1920518531
S66x8/65-200,-325.1901556059
S66x8/66-A,-95.7096116884
S66x8/66-B,-247.9725905115
S66x8/66-090,-343.6903185584
S66x8/66-095,-343.6905385916
S66x8/66-100,-343.6903078857
S66x8/66-105,-343.6898055792
S66x8/66-110,-343.6891402275
S66x8/66-125,-343.6870023385
