system,LC-wPBE08(w=200)/def2-QZVP/Q-Chem
S22x5/11-0.9,-288.6205402395
S22x5/11-1.0,-288.6217450125
S22x5/11-1.2,-288.6217909589
S22x5/11-1.5,-288.6211469383
S22x5/11-2.0,-288.6206075293
S22x5/12-A,-232.0898044241
S22x5/12-B,-40.4848282694
S22x5/12-0.9,-272.5729213833
S22x5/12-1.0,-272.5743765871
S22x5/12-1.2,-272.5749784785
S22x5/12-1.5,-272.5748500122
S22x5/12-2.0,-272.5746767272
S22x5/13-A,-232.0898181524
S22x5/13-B,-232.0898147247
S22x5/13-0.9,-464.1775154736
S22x5/13-1.0,-464.1794824352
S22x5/13-1.2,-464.1805064526
S22x5/13-1.5,-464.1802033906
S22x5/13-2.0,-464.1798413756
S22x5/14-A,-232.0897552801
S22x5/14-B,-232.0897552801
S22x5/14-0.9,-464.1685594141
S22x5/14-1.0,-464.1762362873
S22x5/14-1.2,-464.1789670147
S22x5/14-1.5,-464.1792730951
S22x5/14-2.0,-464.1793696592
S22x5/15-A,-232.0897395904
S22x5/15-B,-363.5911502796
S22x5/15-0.9,-595.6815481836
S22x5/15-1.0,-595.6840359714
S22x5/15-1.2,-595.6848831341
S22x5/15-1.5,-595.6836364883
S22x5/15-2.0,-595.6821374976
S22x5/16-A,-232.0897388258
S22x5/16-B,-363.5911327454
S22x5/16-0.9,-595.6686145479
S22x5/16-1.0,-595.676893467
S22x5/16-1.2,-595.6804391769
S22x5/16-1.5,-595.680624436
S22x5/16-2.0,-595.6807067435
S22x5/17-A,-264.1587758034
S22x5/17-B,-264.158778659
S22x5/17-0.9,-528.3083965094
S22x5/17-1.0,-528.3159578283
S22x5/17-1.2,-528.3184837267
S22x5/17-1.5,-528.3180473642
S22x5/17-2.0,-528.3177145628
S22x5/18-A,-323.3409190408
S22x5/18-B,-303.471637996
S22x5/18-0.9,-626.833421033
S22x5/18-1.0,-626.8357441611
S22x5/18-1.2,-626.8318193581
S22x5/18-1.5,-626.823900277
S22x5/18-2.0,-626.8171925255
S22x5/19-A,-307.2893717219
S22x5/19-B,-307.2891871445
S22x5/19-0.9,-614.5829473438
S22x5/19-1.0,-614.5844103984
S22x5/19-1.2,-614.5843628
S22x5/19-1.5,-614.5823013146
S22x5/19-2.0,-614.580324494
S22x5/20-A,-414.6210904963
S22x5/20-B,-414.6210904963
S22x5/20-0.9,-829.237059939
S22x5/20-1.0,-829.2465502073
S22x5/20-1.2,-829.2471632424
S22x5/20-1.5,-829.2445619319
S22x5/20-2.0,-829.2430168008
S22x5/21-A,-414.6205950522
S22x5/21-B,-414.6205950522
S22x5/21-0.9,-829.2669148531
S22x5/21-1.0,-829.2696935405
S22x5/21-1.2,-829.264943324
S22x5/21-1.5,-829.2557111696
S22x5/21-2.0,-829.2475657527
S22x5/22-A,-232.0897955915
S22x5/22-B,-93.3692542829
S22x5/22-0.9,-325.4621754173
S22x5/22-1.0,-325.4634190831
S22x5/22-1.2,-325.4631430147
S22x5/22-1.5,-325.4616140038
S22x5/22-2.0,-325.460161142
S66x8/01-A,-76.3990920232
S66x8/01-B,-76.399130894
S66x8/01-090,-152.8055167139
S66x8/01-095,-152.8059431755
S66x8/01-100,-152.8059316906
S66x8/01-105,-152.8056557975
S66x8/01-110,-152.8052319244
S66x8/01-125,-152.8037330419
S66x8/01-150,-152.8016828894
S66x8/01-200,-152.7997218615
S66x8/02-A,-76.3990962351
S66x8/02-B,-115.6653101044
S66x8/02-090,-192.0717832971
S66x8/02-095,-192.0723465056
S66x8/02-100,-192.0724075723
S66x8/02-105,-192.0721656189
S66x8/02-110,-192.0717473133
S66x8/02-125,-192.0701763335
S66x8/02-150,-192.0679743403
S66x8/02-200,-192.0658872457
S66x8/03-A,-76.3990952144
S66x8/03-B,-95.8017796753
S66x8/03-090,-172.2113800161
S66x8/03-095,-172.2118334364
S66x8/03-100,-172.211735199
S66x8/03-105,-172.2113024524
S66x8/03-110,-172.2106827463
S66x8/03-125,-172.2084974415
S66x8/03-150,-172.2055167523
S66x8/03-200,-172.2027020925
S66x8/04-A,-76.3990974217
S66x8/04-B,-248.3916977442
S66x8/04-090,-324.8013678161
S66x8/04-095,-324.8020182803
S66x8/04-100,-324.8020783045
S66x8/04-105,-324.8017797759
S66x8/04-110,-324.8012656854
S66x8/04-125,-324.7992892468
S66x8/04-150,-324.7963234768
S66x8/04-200,-324.7929655948
S66x8/05-A,-115.6653232213
S66x8/05-B,-115.6653450047
S66x8/05-090,-231.3376900551
S66x8/05-095,-231.3383716413
S66x8/05-100,-231.3385174419
S66x8/05-105,-231.3383369121
S66x8/05-110,-231.3379623442
S66x8/05-125,-231.3364528403
S66x8/05-150,-231.3342538588
S66x8/05-200,-231.3321207192
S66x8/06-A,-115.6652137852
S66x8/06-B,-95.8018274918
S66x8/06-090,-211.477013131
S66x8/06-095,-211.4778122346
S66x8/06-100,-211.4779189889
S66x8/06-105,-211.4776053573
S66x8/06-110,-211.4770665868
S66x8/06-125,-211.4749691574
S66x8/06-150,-211.4719027288
S66x8/06-200,-211.468943925
S66x8/07-A,-115.6653145676
S66x8/07-B,-248.3914457648
S66x8/07-090,-364.0667473131
S66x8/07-095,-364.0675693986
S66x8/07-100,-364.0677552938
S66x8/07-105,-364.0675447272
S66x8/07-110,-364.0670846874
S66x8/07-125,-364.065149438
S66x8/07-150,-364.0617913014
S66x8/07-200,-364.0583034044
S66x8/08-A,-115.6653156249
S66x8/08-B,-76.399134138
S66x8/08-090,-192.0713479125
S66x8/08-095,-192.0718813712
S66x8/08-100,-192.0719477216
S66x8/08-105,-192.0717300573
S66x8/08-110,-192.0713463352
S66x8/08-125,-192.0699046727
S66x8/08-150,-192.0678623894
S66x8/08-200,-192.0658871258
S66x8/09-A,-95.8017766582
S66x8/09-B,-115.6653199119
S66x8/09-090,-211.4695686012
S66x8/09-095,-211.4701586978
S66x8/09-100,-211.4703794213
S66x8/09-105,-211.4703710123
S66x8/09-110,-211.4702331063
S66x8/09-125,-211.4695612943
S66x8/09-150,-211.4685970333
S66x8/09-200,-211.4677346507
S66x8/10-A,-95.8018782366
S66x8/10-B,-95.8018026821
S66x8/10-090,-191.606868337
S66x8/10-095,-191.6076910979
S66x8/10-100,-191.6080052494
S66x8/10-105,-191.608024281
S66x8/10-110,-191.6078548617
S66x8/10-125,-191.6069237071
S66x8/10-150,-191.6052841634
S66x8/10-200,-191.6041635051
S66x8/11-A,-95.8017959502
S66x8/11-B,-248.3915939052
S66x8/11-090,-344.1969151631
S66x8/11-095,-344.1979170764
S66x8/11-100,-344.1983653939
S66x8/11-105,-344.1984747125
S66x8/11-110,-344.1983764074
S66x8/11-125,-344.1969425488
S66x8/11-150,-344.1950703369
S66x8/11-200,-344.1939981383
S66x8/12-A,-95.8017871514
S66x8/12-B,-76.3991316675
S66x8/12-090,-172.2111132144
S66x8/12-095,-172.2117581339
S66x8/12-100,-172.211773889
S66x8/12-105,-172.2114035241
S66x8/12-110,-172.2108174162
S66x8/12-125,-172.208656566
S66x8/12-150,-172.2056180887
S66x8/12-200,-172.202732916
S66x8/13-A,-248.3915843873
S66x8/13-B,-115.6653324849
S66x8/13-090,-364.0626241158
S66x8/13-095,-364.0635462081
S66x8/13-100,-364.0639225618
S66x8/13-105,-364.063945806
S66x8/13-110,-364.0637517884
S66x8/13-125,-364.0626314287
S66x8/13-150,-364.0607677233
S66x8/13-200,-364.0587296453
S66x8/14-A,-248.3914488378
S66x8/14-B,-95.8018268282
S66x8/14-090,-344.2011231914
S66x8/14-095,-344.2021074101
S66x8/14-100,-344.2024475526
S66x8/14-105,-344.2023833939
S66x8/14-110,-344.2020708522
S66x8/14-125,-344.2004945295
S66x8/14-150,-344.1979951047
S66x8/14-200,-344.1953460467
S66x8/15-A,-248.391693009
S66x8/15-B,-248.3916882059
S66x8/15-090,-496.7915571793
S66x8/15-095,-496.7926395072
S66x8/15-100,-496.7930875556
S66x8/15-105,-496.7931099824
S66x8/15-110,-496.7928544644
S66x8/15-125,-496.7914111091
S66x8/15-150,-496.7889488197
S66x8/15-200,-496.7857912452
S66x8/16-A,-248.3918048352
S66x8/16-B,-76.3991316977
S66x8/16-090,-324.796924041
S66x8/16-095,-324.7976071988
S66x8/16-100,-324.7978249655
S66x8/16-105,-324.7977430814
S66x8/16-110,-324.7974873583
S66x8/16-125,-324.7963481098
S66x8/16-150,-324.7945579343
S66x8/16-200,-324.7926857619
S66x8/17-A,-414.6207252208
S66x8/17-B,-414.6208441756
S66x8/17-090,-829.2630863501
S66x8/17-095,-829.2648939658
S66x8/17-100,-829.2653166277
S66x8/17-105,-829.2648649598
S66x8/17-110,-829.2638826708
S66x8/17-125,-829.2596574733
S66x8/17-150,-829.2531288639
S66x8/17-200,-829.2463188295
S66x8/18-A,-76.3990991262
S66x8/18-B,-248.1260750358
S66x8/18-090,-324.5351050766
S66x8/18-095,-324.5356218433
S66x8/18-100,-324.5355805228
S66x8/18-105,-324.535196124
S66x8/18-110,-324.5346159857
S66x8/18-125,-324.5325407077
S66x8/18-150,-324.5296966788
S66x8/18-200,-324.5270015926
S66x8/19-A,-115.6652194386
S66x8/19-B,-248.1260686271
S66x8/19-090,-363.8007893261
S66x8/19-095,-363.8015537989
S66x8/19-100,-363.8016833503
S66x8/19-105,-363.8014144913
S66x8/19-110,-363.800853386
S66x8/19-125,-363.7988863588
S66x8/19-150,-363.7958880865
S66x8/19-200,-363.7930147027
S66x8/20-A,-228.9813663427
S66x8/20-B,-228.9813706417
S66x8/20-090,-457.9900065526
S66x8/20-095,-457.9918123281
S66x8/20-100,-457.9920419349
S66x8/20-105,-457.9912512688
S66x8/20-110,-457.9898669697
S66x8/20-125,-457.9843167818
S66x8/20-150,-457.9762567339
S66x8/20-200,-457.9680983423
S66x8/21-A,-209.1127324695
S66x8/21-B,-209.1127364095
S66x8/21-090,-418.2466814625
S66x8/21-095,-418.2482903263
S66x8/21-100,-418.2486205054
S66x8/21-105,-418.2481585348
S66x8/21-110,-418.2472016108
S66x8/21-125,-418.2431818036
S66x8/21-150,-418.2370362661
S66x8/21-200,-418.2300198592
S66x8/22-A,-228.9812698559
S66x8/22-B,-414.6205532708
S66x8/22-090,-643.6281876891
S66x8/22-095,-643.6300111533
S66x8/22-100,-643.6303482126
S66x8/22-105,-643.6297278048
S66x8/22-110,-643.6285391954
S66x8/22-125,-643.6236142588
S66x8/22-150,-643.6160017306
S66x8/22-200,-643.6079341892
S66x8/23-A,-209.1126027112
S66x8/23-B,-414.6205176393
S66x8/23-090,-623.7582835575
S66x8/23-095,-623.7600694538
S66x8/23-100,-623.7605120415
S66x8/23-105,-623.7600759576
S66x8/23-110,-623.759094624
S66x8/23-125,-623.7547855472
S66x8/23-150,-623.7478171777
S66x8/23-200,-623.7400313474
S66x8/24-A,-232.0898229228
S66x8/24-B,-232.0898367576
S66x8/24-090,-464.1689868958
S66x8/24-095,-464.1734398782
S66x8/24-100,-464.1763677226
S66x8/24-105,-464.1778335569
S66x8/24-110,-464.1783346003
S66x8/24-125,-464.1792075213
S66x8/24-150,-464.1792769185
S66x8/24-200,-464.1793927244
S66x8/25-A,-248.1260991622
S66x8/25-B,-248.1261222483
S66x8/25-090,-496.2433989994
S66x8/25-095,-496.2476266363
S66x8/25-100,-496.2502542626
S66x8/25-105,-496.2518079732
S66x8/25-110,-496.2524339588
S66x8/25-125,-496.2528904345
S66x8/25-150,-496.2525932726
S66x8/25-200,-496.2523614717
S66x8/26-A,-414.6210911935
S66x8/26-B,-414.6210911935
S66x8/26-090,-829.2395763595
S66x8/26-095,-829.2441089512
S66x8/26-100,-829.2465517181
S66x8/26-105,-829.2475949269
S66x8/26-110,-829.2478283807
S66x8/26-125,-829.247081043
S66x8/26-150,-829.2450651551
S66x8/26-200,-829.2432996357
S66x8/27-A,-232.0898417399
S66x8/27-B,-248.1261247014
S66x8/27-090,-480.2060626576
S66x8/27-095,-480.2105446502
S66x8/27-100,-480.2134685231
S66x8/27-105,-480.2150052494
S66x8/27-110,-480.2155114598
S66x8/27-125,-480.2161309869
S66x8/27-150,-480.2159728438
S66x8/27-200,-480.2158995758
S66x8/28-A,-232.0897652032
S66x8/28-B,-414.6215106817
S66x8/28-090,-646.7035404068
S66x8/28-095,-646.7075892816
S66x8/28-100,-646.7102099742
S66x8/28-105,-646.7118302016
S66x8/28-110,-646.7123814914
S66x8/28-125,-646.7123474998
S66x8/28-150,-646.7116875196
S66x8/28-200,-646.711238873
S66x8/29-A,-248.1260819346
S66x8/29-B,-414.621467177
S66x8/29-090,-662.7397618074
S66x8/29-095,-662.7453231409
S66x8/29-100,-662.7481921974
S66x8/29-105,-662.7498369586
S66x8/29-110,-662.7503886584
S66x8/29-125,-662.7500071686
S66x8/29-150,-662.7488927058
S66x8/29-200,-662.7480152746
S66x8/30-A,-232.0898313532
S66x8/30-B,-78.5304393733
S66x8/30-090,-310.6146597108
S66x8/30-095,-310.6168051988
S66x8/30-100,-310.6182401033
S66x8/30-105,-310.6189362469
S66x8/30-110,-310.6191835954
S66x8/30-125,-310.6197413228
S66x8/30-150,-310.6198651714
S66x8/30-200,-310.6200573828
S66x8/31-A,-414.6215598518
S66x8/31-B,-78.5305178617
S66x8/31-090,-493.1491419531
S66x8/31-095,-493.1511564847
S66x8/31-100,-493.1523199353
S66x8/31-105,-493.1528915766
S66x8/31-110,-493.1531045813
S66x8/31-125,-493.1531108584
S66x8/31-150,-493.1526038552
S66x8/31-200,-493.1521866929
S66x8/32-A,-414.6215226652
S66x8/32-B,-77.275498889
S66x8/32-090,-491.8950740157
S66x8/32-095,-491.8971230246
S66x8/32-100,-491.898259371
S66x8/32-105,-491.8987053191
S66x8/32-110,-491.898811003
S66x8/32-125,-491.8985466386
S66x8/32-150,-491.8977448085
S66x8/32-200,-491.8971247574
S66x8/33-A,-248.1261208651
S66x8/33-B,-78.530389254
S66x8/33-090,-326.6520614546
S66x8/33-095,-326.6539668966
S66x8/33-100,-326.6551876123
S66x8/33-105,-326.6558485636
S66x8/33-110,-326.6561119739
S66x8/33-125,-326.6565214177
S66x8/33-150,-326.6564909639
S66x8/33-200,-326.6565133587
S66x8/34-A,-197.6264176833
S66x8/34-B,-197.626221241
S66x8/34-090,-395.2477441762
S66x8/34-095,-395.2503686728
S66x8/34-100,-395.251835784
S66x8/34-105,-395.2525976629
S66x8/34-110,-395.2530785707
S66x8/34-125,-395.253418242
S66x8/34-150,-395.2532243265
S66x8/34-200,-395.2531121438
S66x8/35-A,-197.6263437366
S66x8/35-B,-197.6291840085
S66x8/35-090,-395.2517065578
S66x8/35-095,-395.2537441356
S66x8/35-100,-395.25489048
S66x8/35-105,-395.2554416641
S66x8/35-110,-395.2557513378
S66x8/35-125,-395.2559219212
S66x8/35-150,-395.2557777273
S66x8/35-200,-395.2557033262
S66x8/36-A,-197.6292380761
S66x8/36-B,-197.6293292338
S66x8/36-090,-395.2560696385
S66x8/36-095,-395.2572475413
S66x8/36-100,-395.2579071234
S66x8/36-105,-395.258254883
S66x8/36-110,-395.2585108329
S66x8/36-125,-395.2586313512
S66x8/36-150,-395.2585791857
S66x8/36-200,-395.2585304581
S66x8/37-A,-196.4204238004
S66x8/37-B,-197.6290832025
S66x8/37-090,-394.0454358772
S66x8/37-095,-394.0474984733
S66x8/37-100,-394.0486774329
S66x8/37-105,-394.049300638
S66x8/37-110,-394.0496116405
S66x8/37-125,-394.0499298503
S66x8/37-150,-394.0498275198
S66x8/37-200,-394.0497355741
S66x8/38-A,-196.4203150937
S66x8/38-B,-196.4204856497
S66x8/38-090,-392.8364686531
S66x8/38-095,-392.8384020928
S66x8/38-100,-392.8397235755
S66x8/38-105,-392.8403891441
S66x8/38-110,-392.8406945587
S66x8/38-125,-392.8409609749
S66x8/38-150,-392.8407973618
S66x8/38-200,-392.8407099956
S66x8/39-A,-232.0898337802
S66x8/39-B,-196.420274226
S66x8/39-090,-428.5043531723
S66x8/39-095,-428.5072857615
S66x8/39-100,-428.508983134
S66x8/39-105,-428.5098885078
S66x8/39-110,-428.5103124591
S66x8/39-125,-428.5106094517
S66x8/39-150,-428.5102995826
S66x8/39-200,-428.5100865011
S66x8/40-A,-232.08983276
S66x8/40-B,-197.6294237373
S66x8/40-090,-429.7147958846
S66x8/40-095,-429.7170978879
S66x8/40-100,-429.7184763591
S66x8/40-105,-429.719123168
S66x8/40-110,-429.7193882814
S66x8/40-125,-429.7196181045
S66x8/40-150,-429.7193158573
S66x8/40-200,-429.7191112051
S66x8/41-A,-414.621592899
S66x8/41-B,-197.6265938301
S66x8/41-090,-612.2427584361
S66x8/41-095,-612.245749527
S66x8/41-100,-612.2474829613
S66x8/41-105,-612.2482809043
S66x8/41-110,-612.2487258547
S66x8/41-125,-612.2488737702
S66x8/41-150,-612.248457591
S66x8/41-200,-612.2482307146
S66x8/42-A,-414.621648897
S66x8/42-B,-196.4202751082
S66x8/42-090,-611.0361107074
S66x8/42-095,-611.039111091
S66x8/42-100,-611.0408181909
S66x8/42-105,-611.0416703872
S66x8/42-110,-611.0421218572
S66x8/42-125,-611.0424026089
S66x8/42-150,-611.0421085639
S66x8/42-200,-611.041920939
S66x8/43-A,-414.6216392629
S66x8/43-B,-197.6289705699
S66x8/43-090,-612.2469059349
S66x8/43-095,-612.2493363034
S66x8/43-100,-612.2506250995
S66x8/43-105,-612.2512114968
S66x8/43-110,-612.2515072909
S66x8/43-125,-612.2515509932
S66x8/43-150,-612.2511490707
S66x8/43-200,-612.250858363
S66x8/44-A,-78.5304478977
S66x8/44-B,-197.6265147963
S66x8/44-090,-276.1547358819
S66x8/44-095,-276.1559991215
S66x8/44-100,-276.1566467366
S66x8/44-105,-276.15695176
S66x8/44-110,-276.1571665985
S66x8/44-125,-276.1572119991
S66x8/44-150,-276.1570901614
S66x8/44-200,-276.1570130268
S66x8/45-A,-77.2754845299
S66x8/45-B,-197.6263595537
S66x8/45-090,-274.8991693271
S66x8/45-095,-274.9006586108
S66x8/45-100,-274.9014254539
S66x8/45-105,-274.9018601109
S66x8/45-110,-274.9021017873
S66x8/45-125,-274.9021429195
S66x8/45-150,-274.9019613108
S66x8/45-200,-274.9018190998
S66x8/46-A,-248.3918237714
S66x8/46-B,-197.6263499086
S66x8/46-090,-446.0150903132
S66x8/46-095,-446.0169890787
S66x8/46-100,-446.0181077596
S66x8/46-105,-446.0187084385
S66x8/46-110,-446.0190382741
S66x8/46-125,-446.0192321249
S66x8/46-150,-446.0187873231
S66x8/46-200,-446.0184170965
S66x8/47-A,-232.0898191217
S66x8/47-B,-232.0897828826
S66x8/47-090,-464.175855383
S66x8/47-095,-464.1781538282
S66x8/47-100,-464.1793834557
S66x8/47-105,-464.1800495099
S66x8/47-110,-464.1803430911
S66x8/47-125,-464.180394741
S66x8/47-150,-464.1800172789
S66x8/47-200,-464.1797056446
S66x8/48-A,-248.1261053408
S66x8/48-B,-248.1260948132
S66x8/48-090,-496.2499132718
S66x8/48-095,-496.251867643
S66x8/48-100,-496.2529678347
S66x8/48-105,-496.2535553675
S66x8/48-110,-496.2537731296
S66x8/48-125,-496.253713835
S66x8/48-150,-496.2531267846
S66x8/48-200,-496.2525600432
S66x8/49-A,-232.0898249209
S66x8/49-B,-248.1260913321
S66x8/49-090,-480.212808058
S66x8/49-095,-480.2151301411
S66x8/49-100,-480.2163412647
S66x8/49-105,-480.2169705581
S66x8/49-110,-480.2172346848
S66x8/49-125,-480.2171324875
S66x8/49-150,-480.2165951011
S66x8/49-200,-480.2161052512
S66x8/50-A,-232.0898048957
S66x8/50-B,-77.2755672294
S66x8/50-090,-309.3646317213
S66x8/50-095,-309.3662129637
S66x8/50-100,-309.3669276911
S66x8/50-105,-309.3672538799
S66x8/50-110,-309.3673213036
S66x8/50-125,-309.3669076361
S66x8/50-150,-309.36616777
S66x8/50-200,-309.3655717155
S66x8/51-A,-77.2754952501
S66x8/51-B,-77.2755670608
S66x8/51-090,-154.5517524773
S66x8/51-095,-154.5522750589
S66x8/51-100,-154.5524852335
S66x8/51-105,-154.5525171495
S66x8/51-110,-154.5524481184
S66x8/51-125,-154.5520635692
S66x8/51-150,-154.5515491155
S66x8/51-200,-154.551167723
S66x8/52-A,-232.0897993902
S66x8/52-B,-228.9830616091
S66x8/52-090,-461.0745284964
S66x8/52-095,-461.0759034983
S66x8/52-100,-461.076530082
S66x8/52-105,-461.0767207889
S66x8/52-110,-461.0766626058
S66x8/52-125,-461.0758565073
S66x8/52-150,-461.0745848141
S66x8/52-200,-461.0734012352
S66x8/53-A,-232.0897907524
S66x8/53-B,-209.1134450404
S66x8/53-090,-441.2047941451
S66x8/53-095,-441.2059432387
S66x8/53-100,-441.2064930897
S66x8/53-105,-441.2066693972
S66x8/53-110,-441.2066352488
S66x8/53-125,-441.2060375119
S66x8/53-150,-441.2048432049
S66x8/53-200,-441.2036477894
S66x8/54-A,-232.0898025985
S66x8/54-B,-76.3990596051
S66x8/54-090,-308.4910948105
S66x8/54-095,-308.4920404206
S66x8/54-100,-308.4923870137
S66x8/54-105,-308.492394423
S66x8/54-110,-308.4922359989
S66x8/54-125,-308.4914909355
S66x8/54-150,-308.4904048427
S66x8/54-200,-308.4894234531
S66x8/55-A,-232.0897930571
S66x8/55-B,-115.6653445371
S66x8/55-090,-347.7558981761
S66x8/55-095,-347.7572863756
S66x8/55-100,-347.7580024207
S66x8/55-105,-347.7582945449
S66x8/55-110,-347.7582956742
S66x8/55-125,-347.7577164958
S66x8/55-150,-347.7566553874
S66x8/55-200,-347.7556453748
S66x8/56-A,-232.0898155153
S66x8/56-B,-95.8017617437
S66x8/56-090,-327.8902453275
S66x8/56-095,-327.8917453658
S66x8/56-100,-327.8926083861
S66x8/56-105,-327.8930784533
S66x8/56-110,-327.8932119824
S66x8/56-125,-327.8929829732
S66x8/56-150,-327.8923644736
S66x8/56-200,-327.8918326258
S66x8/57-A,-232.0898060306
S66x8/57-B,-248.3918088383
S66x8/57-090,-480.4797457218
S66x8/57-095,-480.4825824139
S66x8/57-100,-480.4840020907
S66x8/57-105,-480.4846267106
S66x8/57-110,-480.4848212223
S66x8/57-125,-480.4843583151
S66x8/57-150,-480.4832310758
S66x8/57-200,-480.4822259765
S66x8/58-A,-248.126096533
S66x8/58-B,-248.1260595805
S66x8/58-090,-496.2526329816
S66x8/58-095,-496.2545403694
S66x8/58-100,-496.2556020196
S66x8/58-105,-496.2557183226
S66x8/58-110,-496.2554655512
S66x8/58-125,-496.2544114653
S66x8/58-150,-496.253253245
S66x8/58-200,-496.2524758952
S66x8/59-A,-77.2756349509
S66x8/59-B,-76.399118346
S66x8/59-090,-153.6777117171
S66x8/59-095,-153.6781668578
S66x8/59-100,-153.6782795211
S66x8/59-105,-153.6781966411
S66x8/59-110,-153.6780002384
S66x8/59-125,-153.6771706876
S66x8/59-150,-153.6760095446
S66x8/59-200,-153.6749200474
S66x8/60-A,-77.2755204781
S66x8/60-B,-228.983040988
S66x8/60-090,-306.2635038757
S66x8/60-095,-306.264303075
S66x8/60-100,-306.2645061046
S66x8/60-105,-306.2643510542
S66x8/60-110,-306.2640104685
S66x8/60-125,-306.2626530042
S66x8/60-150,-306.2608179734
S66x8/60-200,-306.2592637837
S66x8/61-A,-197.6264497271
S66x8/61-B,-228.983105058
S66x8/61-090,-426.6076909919
S66x8/61-095,-426.6087528442
S66x8/61-100,-426.6093949194
S66x8/61-105,-426.609783776
S66x8/61-110,-426.6100302343
S66x8/61-125,-426.6101326278
S66x8/61-150,-426.6098395
S66x8/61-200,-426.6096271338
S66x8/62-A,-197.6264442573
S66x8/62-B,-209.1134119696
S66x8/62-090,-406.7378412316
S66x8/62-095,-406.7392662156
S66x8/62-100,-406.7400654919
S66x8/62-105,-406.740543845
S66x8/62-110,-406.7407982992
S66x8/62-125,-406.7407733342
S66x8/62-150,-406.7403597807
S66x8/62-200,-406.7399734139
S66x8/63-A,-232.0898185184
S66x8/63-B,-228.9830886857
S66x8/63-090,-461.0699669588
S66x8/63-095,-461.0721950614
S66x8/63-100,-461.073431064
S66x8/63-105,-461.0740971553
S66x8/63-110,-461.0742986558
S66x8/63-125,-461.0741960461
S66x8/63-150,-461.0735227711
S66x8/63-200,-461.0730167677
S66x8/64-A,-248.3917311003
S66x8/64-B,-78.5305618754
S66x8/64-090,-326.9215586119
S66x8/64-095,-326.9226965502
S66x8/64-100,-326.9233277241
S66x8/64-105,-326.9236004774
S66x8/64-110,-326.9236771937
S66x8/64-125,-326.9234910646
S66x8/64-150,-326.9228562181
S66x8/64-200,-326.9223225232
S66x8/65-A,-248.1261026968
S66x8/65-B,-77.2751733878
S66x8/65-090,-325.4060922094
S66x8/65-095,-325.4066470507
S66x8/65-100,-325.4067864926
S66x8/65-105,-325.4066788103
S66x8/65-110,-325.4064251008
S66x8/65-125,-325.4053746216
S66x8/65-150,-325.4038747327
S66x8/65-200,-325.4024920367
S66x8/66-A,-95.8016836677
S66x8/66-B,-248.1260868207
S66x8/66-090,-343.9283708559
S66x8/66-095,-343.9295058392
S66x8/66-100,-343.930129459
S66x8/66-105,-343.9304135741
S66x8/66-110,-343.9304818069
