system,cam-B3LYP(w=450)/def2-QZVP/Q-Chem
S22x5/11-A,-232.1833936212
S22x5/11-B,-56.562481302
S22x5/11-0.9,-288.7459534247
S22x5/11-1.0,-288.7472975845
S22x5/11-1.2,-288.7472722032
S22x5/11-1.5,-288.7466161189
S22x5/11-2.0,-288.7461645399
S22x5/12-A,-232.1833866834
S22x5/12-B,-40.5099558971
S22x5/12-0.9,-272.6915235751
S22x5/12-1.0,-272.6931008465
S22x5/12-1.2,-272.6936618218
S22x5/12-1.5,-272.6934536443
S22x5/12-2.0,-272.6933667909
S22x5/13-A,-232.1833598047
S22x5/13-B,-232.1833457259
S22x5/13-0.9,-464.3642878635
S22x5/13-1.0,-464.3665265195
S22x5/13-1.2,-464.3675641555
S22x5/13-1.5,-464.3671921997
S22x5/13-2.0,-464.3668883894
S22x5/14-A,-232.1833961046
S22x5/14-B,-232.1833961045
S22x5/14-0.9,-464.3538559986
S22x5/14-1.0,-464.3628405197
S22x5/14-1.2,-464.3659393399
S22x5/14-1.5,-464.3663456296
S22x5/14-2.0,-464.3665650563
S22x5/15-A,-232.1832154743
S22x5/15-B,-363.73007912
S22x5/15-0.9,-595.9132533769
S22x5/15-1.0,-595.9162371291
S22x5/15-1.2,-595.9171963239
S22x5/15-1.5,-595.915876197
S22x5/15-2.0,-595.9144448375
S22x5/16-A,-232.1833024438
S22x5/16-B,-363.7301305026
S22x5/16-0.9,-595.8984830026
S22x5/16-1.0,-595.9086219194
S22x5/16-1.2,-595.9125903676
S22x5/16-1.5,-595.912820789
S22x5/16-2.0,-595.9131671569
S22x5/17-A,-264.2646542162
S22x5/17-B,-264.2646659568
S22x5/17-0.9,-528.5186845649
S22x5/17-1.0,-528.5276390475
S22x5/17-1.2,-528.5301534784
S22x5/17-1.5,-528.5296520033
S22x5/17-2.0,-528.5294370501
S22x5/18-A,-323.4771988319
S22x5/18-B,-303.5966730602
S22x5/18-0.9,-627.0947159385
S22x5/18-1.0,-627.0975742735
S22x5/18-1.2,-627.0938441778
S22x5/18-1.5,-627.0855035993
S22x5/18-2.0,-627.0784583667
S22x5/19-A,-307.420563155
S22x5/19-B,-307.4204994419
S22x5/19-0.9,-614.8465694888
S22x5/19-1.0,-614.8480862886
S22x5/19-1.2,-614.8473972583
S22x5/19-1.5,-614.8447882322
S22x5/19-2.0,-614.8426579821
S22x5/20-A,-414.8051733845
S22x5/20-B,-414.8051733845
S22x5/20-0.9,-829.6056242369
S22x5/20-1.0,-829.6156484555
S22x5/20-1.2,-829.6153944732
S22x5/20-1.5,-829.6126419469
S22x5/20-2.0,-829.6112207265
S22x5/21-A,-414.8043965327
S22x5/21-B,-414.8043965327
S22x5/21-0.9,-829.636715953
S22x5/21-1.0,-829.6397288742
S22x5/21-1.2,-829.6346847881
S22x5/21-1.5,-829.6245049195
S22x5/21-2.0,-829.6156379327
S22x5/22-A,-232.1832717914
S22x5/22-B,-93.4104153287
S22x5/22-0.9,-325.596941592
S22x5/22-1.0,-325.5984442835
S22x5/22-1.2,-325.5981075435
S22x5/22-1.5,-325.5963451325
S22x5/22-2.0,-325.59486212
S66x8/01-A,-76.4444210608
S66x8/01-B,-76.4443917565
S66x8/01-090,-152.8967884504
S66x8/01-095,-152.897164403
S66x8/01-100,-152.8970805565
S66x8/01-105,-152.8967228105
S66x8/01-110,-152.8962158415
S66x8/01-125,-152.8944752404
S66x8/01-150,-152.892197152
S66x8/01-200,-152.8901680381
S66x8/02-A,-76.4444352897
S66x8/02-B,-115.7303688663
S66x8/02-090,-192.1831029106
S66x8/02-095,-192.1835981874
S66x8/02-100,-192.1835730305
S66x8/02-105,-192.1832336831
S66x8/02-110,-192.1827158975
S66x8/02-125,-192.1808577385
S66x8/02-150,-192.1783693431
S66x8/02-200,-192.1761706948
S66x8/03-A,-76.4444617012
S66x8/03-B,-95.8529046788
S66x8/03-090,-172.3076841476
S66x8/03-095,-172.3082224924
S66x8/03-100,-172.3081776229
S66x8/03-105,-172.3077722671
S66x8/03-110,-172.3071570875
S66x8/03-125,-172.3049088231
S66x8/03-150,-172.3017792891
S66x8/03-200,-172.2988912784
S66x8/04-A,-76.444457481
S66x8/04-B,-248.512767961
S66x8/04-090,-324.9690069512
S66x8/04-095,-324.9695887031
S66x8/04-100,-324.9695616573
S66x8/04-105,-324.9691575105
S66x8/04-110,-324.9685265638
S66x8/04-125,-324.9661697919
S66x8/04-150,-324.9628015363
S66x8/04-200,-324.9592183484
S66x8/05-A,-115.7302776245
S66x8/05-B,-115.7303903895
S66x8/05-090,-231.4686771049
S66x8/05-095,-231.4693165564
S66x8/05-100,-231.4693969415
S66x8/05-105,-231.469135235
S66x8/05-110,-231.4686739284
S66x8/05-125,-231.4669028521
S66x8/05-150,-231.4644361377
S66x8/05-200,-231.4621953588
S66x8/06-A,-115.7300066278
S66x8/06-B,-95.8529403792
S66x8/06-090,-211.5928471577
S66x8/06-095,-211.5937343366
S66x8/06-100,-211.5939256859
S66x8/06-105,-211.5936736614
S66x8/06-110,-211.5931511599
S66x8/06-125,-211.5910024877
S66x8/06-150,-211.5878327404
S66x8/06-200,-211.5848234877
S66x8/07-A,-115.7301029183
S66x8/07-B,-248.5127535668
S66x8/07-090,-364.2539864641
S66x8/07-095,-364.2547876005
S66x8/07-100,-364.2549221375
S66x8/07-105,-364.2546350227
S66x8/07-110,-364.2540840157
S66x8/07-125,-364.2518470016
S66x8/07-150,-364.2480946246
S66x8/07-200,-364.2444708829
S66x8/08-A,-115.7303018998
S66x8/08-B,-76.4443997391
S66x8/08-090,-192.1823779465
S66x8/08-095,-192.182884821
S66x8/08-100,-192.182896969
S66x8/08-105,-192.1826092971
S66x8/08-110,-192.1821518099
S66x8/08-125,-192.1804857945
S66x8/08-150,-192.1782298302
S66x8/08-200,-192.1761870478
S66x8/09-A,-95.8528798135
S66x8/09-B,-115.730400417
S66x8/09-090,-211.5862729685
S66x8/09-095,-211.5867814441
S66x8/09-100,-211.5869040806
S66x8/09-105,-211.5868068422
S66x8/09-110,-211.586591419
S66x8/09-125,-211.5857362314
S66x8/09-150,-211.5846645343
S66x8/09-200,-211.5838411161
S66x8/10-A,-95.8528429117
S66x8/10-B,-95.8528852976
S66x8/10-090,-191.7091970676
S66x8/10-095,-191.7100961019
S66x8/10-100,-191.7104221486
S66x8/10-105,-191.710394329
S66x8/10-110,-191.710165912
S66x8/10-125,-191.7090786019
S66x8/10-150,-191.7072932018
S66x8/10-200,-191.7062530158
S66x8/11-A,-95.852607445
S66x8/11-B,-248.5128967574
S66x8/11-090,-344.370083818
S66x8/11-095,-344.3710879145
S66x8/11-100,-344.3714951147
S66x8/11-105,-344.3715160983
S66x8/11-110,-344.3712974985
S66x8/11-125,-344.3694162148
S66x8/11-150,-344.3673568742
S66x8/11-200,-344.3663384509
S66x8/12-A,-95.8529075117
S66x8/12-B,-76.4438801709
S66x8/12-090,-172.3076285799
S66x8/12-095,-172.3083319759
S66x8/12-100,-172.3083780473
S66x8/12-105,-172.3080153494
S66x8/12-110,-172.3074148111
S66x8/12-125,-172.3051387097
S66x8/12-150,-172.3019037451
S66x8/12-200,-172.2989279885
S66x8/13-A,-248.5129031549
S66x8/13-B,-115.7304238225
S66x8/13-090,-364.2501534747
S66x8/13-095,-364.2510405148
S66x8/13-100,-364.2513386239
S66x8/13-105,-364.2512630617
S66x8/13-110,-364.2509604838
S66x8/13-125,-364.249529157
S66x8/13-150,-364.2473220753
S66x8/13-200,-364.2451994484
S66x8/14-A,-248.5126474225
S66x8/14-B,-95.8528591222
S66x8/14-090,-344.3733212206
S66x8/14-095,-344.3744476386
S66x8/14-100,-344.3748869319
S66x8/14-105,-344.3748747247
S66x8/14-110,-344.3745725571
S66x8/14-125,-344.3729323221
S66x8/14-150,-344.3702784864
S66x8/14-200,-344.3676099655
S66x8/15-A,-248.5125785325
S66x8/15-B,-248.5127803337
S66x8/15-090,-497.0345330152
S66x8/15-095,-497.0356263994
S66x8/15-100,-497.0360332382
S66x8/15-105,-497.0359821063
S66x8/15-110,-497.0356414336
S66x8/15-125,-497.0339161297
S66x8/15-150,-497.0310880442
S66x8/15-200,-497.0278001214
S66x8/16-A,-248.5128012359
S66x8/16-B,-76.4444064511
S66x8/16-090,-324.9640753718
S66x8/16-095,-324.9647111844
S66x8/16-100,-324.9648489627
S66x8/16-105,-324.9646799101
S66x8/16-110,-324.964334891
S66x8/16-125,-324.9629379528
S66x8/16-150,-324.9609350047
S66x8/16-200,-324.9590095029
S66x8/17-A,-414.8045839797
S66x8/17-B,-414.804705326
S66x8/17-090,-829.6325872643
S66x8/17-095,-829.6345287734
S66x8/17-100,-829.6350075278
S66x8/17-105,-829.6345379207
S66x8/17-110,-829.633477136
S66x8/17-125,-829.6288384114
S66x8/17-150,-829.6215705648
S66x8/17-200,-829.6141838817
S66x8/18-A,-76.4444422559
S66x8/18-B,-248.2262381531
S66x8/18-090,-324.680629857
S66x8/18-095,-324.6812198064
S66x8/18-100,-324.6812165429
S66x8/18-105,-324.6808428675
S66x8/18-110,-324.6802502924
S66x8/18-125,-324.6780591819
S66x8/18-150,-324.6750143869
S66x8/18-200,-324.6722331228
S66x8/19-A,-115.7300059286
S66x8/19-B,-248.2262361629
S66x8/19-090,-363.9659104012
S66x8/19-095,-363.9667921906
S66x8/19-100,-363.9669987164
S66x8/19-105,-363.9667736678
S66x8/19-110,-363.9660915239
S66x8/19-125,-363.9642048344
S66x8/19-150,-363.9608643963
S66x8/19-200,-363.9578785436
S66x8/20-A,-229.0963512842
S66x8/20-B,-229.0963536658
S66x8/20-090,-458.2217395771
S66x8/20-095,-458.2235691724
S66x8/20-100,-458.2237904023
S66x8/20-105,-458.2229599528
S66x8/20-110,-458.2214972642
S66x8/20-125,-458.2158109825
S66x8/20-150,-458.2070423919
S66x8/20-200,-458.1982104379
S66x8/21-A,-209.2149625283
S66x8/21-B,-209.2149671659
S66x8/21-090,-418.4526733676
S66x8/21-095,-418.454406365
S66x8/21-100,-418.4547780738
S66x8/21-105,-418.4542847929
S66x8/21-110,-418.4532474374
S66x8/21-125,-418.4488469575
S66x8/21-150,-418.4420565734
S66x8/21-200,-418.4345699173
S66x8/22-A,-229.0963021889
S66x8/22-B,-414.8044345498
S66x8/22-090,-643.9291747132
S66x8/22-095,-643.9310879767
S66x8/22-100,-643.9314604398
S66x8/22-105,-643.9308233204
S66x8/22-110,-643.9295662303
S66x8/22-125,-643.9242583049
S66x8/22-150,-643.9158975622
S66x8/22-200,-643.9071272728
S66x8/23-A,-209.2148607143
S66x8/23-B,-414.8042384742
S66x8/23-090,-624.0461551817
S66x8/23-095,-624.0480683064
S66x8/23-100,-624.0485665961
S66x8/23-105,-624.0481231039
S66x8/23-110,-624.0470809481
S66x8/23-125,-624.042412069
S66x8/23-150,-624.0347495927
S66x8/23-200,-624.0263280924
S66x8/24-A,-232.1834645642
S66x8/24-B,-232.1833800042
S66x8/24-090,-464.354389091
S66x8/24-095,-464.3596563502
S66x8/24-100,-464.3629142876
S66x8/24-105,-464.3645433982
S66x8/24-110,-464.365192267
S66x8/24-125,-464.3661245494
S66x8/24-150,-464.3663760416
S66x8/24-200,-464.3666237924
S66x8/25-A,-248.2261207317
S66x8/25-B,-248.226162566
S66x8/25-090,-496.4418339524
S66x8/25-095,-496.4468963435
S66x8/25-100,-496.4498962152
S66x8/25-105,-496.4515738401
S66x8/25-110,-496.4522952197
S66x8/25-125,-496.4527560022
S66x8/25-150,-496.4525404878
S66x8/25-200,-496.452446431
S66x8/26-A,-414.8051732784
S66x8/26-B,-414.8051732784
S66x8/26-090,-829.6083762661
S66x8/26-095,-829.6131946095
S66x8/26-100,-829.6156482155
S66x8/26-105,-829.616557215
S66x8/26-110,-829.6165821385
S66x8/26-125,-829.6152824437
S66x8/26-150,-829.6130788982
S66x8/26-200,-829.6114789427
S66x8/27-A,-232.1834394926
S66x8/27-B,-248.2261868745
S66x8/27-090,-480.3979575859
S66x8/27-095,-480.4033106306
S66x8/27-100,-480.4065297767
S66x8/27-105,-480.4082527275
S66x8/27-110,-480.4088881645
S66x8/27-125,-480.4095191519
S66x8/27-150,-480.4094727991
S66x8/27-200,-480.4095297626
S66x8/28-A,-232.1832208715
S66x8/28-B,-414.8058200533
S66x8/28-090,-646.9803159964
S66x8/28-095,-646.9852072764
S66x8/28-100,-646.9880448873
S66x8/28-105,-646.9895736012
S66x8/28-110,-646.9901781835
S66x8/28-125,-646.9899898628
S66x8/28-150,-646.9893374265
S66x8/28-200,-646.9890477995
S66x8/29-A,-248.2260895945
S66x8/29-B,-414.8058132477
S66x8/29-090,-663.0231961492
S66x8/29-095,-663.0296927576
S66x8/29-100,-663.0328882459
S66x8/29-105,-663.034426903
S66x8/29-110,-663.0349111075
S66x8/29-125,-663.0342746815
S66x8/29-150,-663.0331387972
S66x8/29-200,-663.0323570339
S66x8/30-A,-232.1834202198
S66x8/30-B,-78.5698094243
S66x8/30-090,-310.7467014387
S66x8/30-095,-310.7492600134
S66x8/30-100,-310.7508434653
S66x8/30-105,-310.7516581755
S66x8/30-110,-310.7519899222
S66x8/30-125,-310.7525187006
S66x8/30-150,-310.7527411459
S66x8/30-200,-310.7530513133
S66x8/31-A,-414.8058824845
S66x8/31-B,-78.5697304637
S66x8/31-090,-493.3728112235
S66x8/31-095,-493.3749626544
S66x8/31-100,-493.376121513
S66x8/31-105,-493.3766397142
S66x8/31-110,-493.3767969702
S66x8/31-125,-493.3766149203
S66x8/31-150,-493.3761151101
S66x8/31-200,-493.3757627952
S66x8/32-A,-414.8059745164
S66x8/32-B,-77.3101756749
S66x8/32-090,-492.1142361428
S66x8/32-095,-492.1164473872
S66x8/32-100,-492.117531195
S66x8/32-105,-492.1179556245
S66x8/32-110,-492.1180239257
S66x8/32-125,-492.1175166418
S66x8/32-150,-492.1166455338
S66x8/32-200,-492.1160515731
S66x8/33-A,-248.2262250619
S66x8/33-B,-78.5697831685
S66x8/33-090,-326.7907563548
S66x8/33-095,-326.7930447077
S66x8/33-100,-326.794360058
S66x8/33-105,-326.7950820348
S66x8/33-110,-326.7954358383
S66x8/33-125,-326.7957457302
S66x8/33-150,-326.7958046253
S66x8/33-200,-326.795967446
S66x8/34-A,-197.72476528
S66x8/34-B,-197.7248552995
S66x8/34-090,-395.4450507385
S66x8/34-095,-395.4476261294
S66x8/34-100,-395.4490129388
S66x8/34-105,-395.4497217138
S66x8/34-110,-395.4500241374
S66x8/34-125,-395.4501040704
S66x8/34-150,-395.4499455241
S66x8/34-200,-395.4499991068
S66x8/35-A,-197.7248004954
S66x8/35-B,-197.7275431738
S66x8/35-090,-395.4486224797
S66x8/35-095,-395.4506607732
S66x8/35-100,-395.4516949849
S66x8/35-105,-395.4522060002
S66x8/35-110,-395.4524102203
S66x8/35-125,-395.4524459625
S66x8/35-150,-395.4523593121
S66x8/35-200,-395.4524074079
S66x8/36-A,-197.7275125335
S66x8/36-B,-197.7275185802
S66x8/36-090,-395.4524485167
S66x8/36-095,-395.4535249194
S66x8/36-100,-395.4541216884
S66x8/36-105,-395.4544442854
S66x8/36-110,-395.4545907416
S66x8/36-125,-395.4547044099
S66x8/36-150,-395.4547112083
S66x8/36-200,-395.4547717684
S66x8/37-A,-196.5095289077
S66x8/37-B,-197.7274815836
S66x8/37-090,-394.2328878395
S66x8/37-095,-394.2349674643
S66x8/37-100,-394.236046655
S66x8/37-105,-394.2365935487
S66x8/37-110,-394.2368588864
S66x8/37-125,-394.2369875738
S66x8/37-150,-394.236924375
S66x8/37-200,-394.2369710008
S66x8/38-A,-196.5094257498
S66x8/38-B,-196.5095547231
S66x8/38-090,-393.0150552305
S66x8/38-095,-393.0170251172
S66x8/38-100,-393.018182128
S66x8/38-105,-393.0187590097
S66x8/38-110,-393.0189972903
S66x8/38-125,-393.0189872413
S66x8/38-150,-393.0188385813
S66x8/38-200,-393.0188739031
S66x8/39-A,-232.1833921536
S66x8/39-B,-196.5093674995
S66x8/39-090,-428.6863288248
S66x8/39-095,-428.6896337615
S66x8/39-100,-428.6915132267
S66x8/39-105,-428.6924507318
S66x8/39-110,-428.6928238035
S66x8/39-125,-428.6930589494
S66x8/39-150,-428.692818905
S66x8/39-200,-428.692731497
S66x8/40-A,-232.1833669291
S66x8/40-B,-197.7273571582
S66x8/40-090,-429.9060380678
S66x8/40-095,-429.9085997809
S66x8/40-100,-429.9100654579
S66x8/40-105,-429.9107149815
S66x8/40-110,-429.910986809
S66x8/40-125,-429.9111909551
S66x8/40-150,-429.9110128087
S66x8/40-200,-429.9109489812
S66x8/41-A,-414.8058086269
S66x8/41-B,-197.7250019576
S66x8/41-090,-612.5256174835
S66x8/41-095,-612.5286921899
S66x8/41-100,-612.5303795707
S66x8/41-105,-612.5311090215
S66x8/41-110,-612.5313035123
S66x8/41-125,-612.5312557179
S66x8/41-150,-612.5308678781
S66x8/41-200,-612.5308190354
S66x8/42-A,-414.8058551589
S66x8/42-B,-196.50937434
S66x8/42-090,-611.3097115173
S66x8/42-095,-611.3128044604
S66x8/42-100,-611.3144092104
S66x8/42-105,-611.3151654008
S66x8/42-110,-611.3154624029
S66x8/42-125,-611.3155249413
S66x8/42-150,-611.315256424
S66x8/42-200,-611.3152042087
S66x8/43-A,-414.8059298514
S66x8/43-B,-197.7275891336
S66x8/43-090,-612.5295908482
S66x8/43-095,-612.5320688478
S66x8/43-100,-612.5332820741
S66x8/43-105,-612.5337493376
S66x8/43-110,-612.5339039952
S66x8/43-125,-612.533804311
S66x8/43-150,-612.5334219441
S66x8/43-200,-612.5332488203
S66x8/44-A,-78.5698001479
S66x8/44-B,-197.724758045
S66x8/44-090,-276.2927791412
S66x8/44-095,-276.2939764639
S66x8/44-100,-276.294583998
S66x8/44-105,-276.2948498301
S66x8/44-110,-276.2949277355
S66x8/44-125,-276.2948977707
S66x8/44-150,-276.2948064284
S66x8/44-200,-276.2948281675
S66x8/45-A,-77.3102056183
S66x8/45-B,-197.7248778864
S66x8/45-090,-275.0322275972
S66x8/45-095,-275.0337161026
S66x8/45-100,-275.0345090557
S66x8/45-105,-275.0349220677
S66x8/45-110,-275.0350738278
S66x8/45-125,-275.0350699001
S66x8/45-150,-275.034921799
S66x8/45-200,-275.0348260599
S66x8/46-A,-248.5129342874
S66x8/46-B,-197.7249087506
S66x8/46-090,-446.2351758171
S66x8/46-095,-446.2370108567
S66x8/46-100,-446.2380348326
S66x8/46-105,-446.2385236552
S66x8/46-110,-446.2386861375
S66x8/46-125,-446.2385841624
S66x8/46-150,-446.238108116
S66x8/46-200,-446.2379368118
S66x8/47-A,-232.183345828
S66x8/47-B,-232.1831461269
S66x8/47-090,-464.3624983007
S66x8/47-095,-464.3651048506
S66x8/47-100,-464.3664884217
S66x8/47-105,-464.3671800397
S66x8/47-110,-464.3674375363
S66x8/47-125,-464.3674081119
S66x8/47-150,-464.3670304718
S66x8/47-200,-464.3668155188
S66x8/48-A,-248.2261245995
S66x8/48-B,-248.2260306749
S66x8/48-090,-496.4500159658
S66x8/48-095,-496.4521611849
S66x8/48-100,-496.4533072572
S66x8/48-105,-496.4538537584
S66x8/48-110,-496.4540042879
S66x8/48-125,-496.4537461354
S66x8/48-150,-496.4530760343
S66x8/48-200,-496.4526023514
S66x8/49-A,-232.1833412203
S66x8/49-B,-248.2261225476
S66x8/49-090,-480.4059965905
S66x8/49-095,-480.408637891
S66x8/49-100,-480.4099934842
S66x8/49-105,-480.4106508177
S66x8/49-110,-480.4108727039
S66x8/49-125,-480.4106880203
S66x8/49-150,-480.4101138137
S66x8/49-200,-480.4096962257
S66x8/50-A,-232.1833320419
S66x8/50-B,-77.3102783324
S66x8/50-090,-309.4924061808
S66x8/50-095,-309.4942362187
S66x8/50-100,-309.4950366016
S66x8/50-105,-309.495379692
S66x8/50-110,-309.4954170951
S66x8/50-125,-309.4949169122
S66x8/50-150,-309.4941248184
S66x8/50-200,-309.4935779316
S66x8/51-A,-77.3102231082
S66x8/51-B,-77.3103035409
S66x8/51-090,-154.6212957225
S66x8/51-095,-154.6218531865
S66x8/51-100,-154.6220525351
S66x8/51-105,-154.6220532802
S66x8/51-110,-154.6219535235
S66x8/51-125,-154.6214960428
S66x8/51-150,-154.62095629
S66x8/51-200,-154.6205928432
S66x8/52-A,-232.1833340512
S66x8/52-B,-229.0982648083
S66x8/52-090,-461.2829716264
S66x8/52-095,-461.2845642392
S66x8/52-100,-461.2853143221
S66x8/52-105,-461.2855580837
S66x8/52-110,-461.2854888321
S66x8/52-125,-461.2846002399
S66x8/52-150,-461.2832302495
S66x8/52-200,-461.2821315572
S66x8/53-A,-232.1833524384
S66x8/53-B,-209.2159804483
S66x8/53-090,-441.401070469
S66x8/53-095,-441.4023229921
S66x8/53-100,-441.4029062141
S66x8/53-105,-441.4030719863
S66x8/53-110,-441.4029903026
S66x8/53-125,-441.4021560162
S66x8/53-150,-441.400850515
S66x8/53-200,-441.3997054946
S66x8/54-A,-232.183304188
S66x8/54-B,-76.4443017139
S66x8/54-090,-308.629594015
S66x8/54-095,-308.6306875036
S66x8/54-100,-308.6311109476
S66x8/54-105,-308.6311345415
S66x8/54-110,-308.6309584859
S66x8/54-125,-308.6301553806
S66x8/54-150,-308.6290749932
S66x8/54-200,-308.6281827594
S66x8/55-A,-232.1832652021
S66x8/55-B,-115.7303593456
S66x8/55-090,-347.913927033
S66x8/55-095,-347.9155988363
S66x8/55-100,-347.9164381405
S66x8/55-105,-347.9168024519
S66x8/55-110,-347.9168610734
S66x8/55-125,-347.9161909422
S66x8/55-150,-347.9151025937
S66x8/55-200,-347.9142178483
S66x8/56-A,-232.1833429328
S66x8/56-B,-95.852855684
S66x8/56-090,-328.0344289465
S66x8/56-095,-328.0361729031
S66x8/56-100,-328.0371149236
S66x8/56-105,-328.0376257833
S66x8/56-110,-328.0377831592
S66x8/56-125,-328.0374629212
S66x8/56-150,-328.0368562291
S66x8/56-200,-328.0364215034
S66x8/57-A,-232.1832625629
S66x8/57-B,-248.5128840974
S66x8/57-090,-480.6935665169
S66x8/57-095,-480.6968588225
S66x8/57-100,-480.6984646594
S66x8/57-105,-480.6991949624
S66x8/57-110,-480.6994363911
S66x8/57-125,-480.6988493273
S66x8/57-150,-480.6977257878
S66x8/57-200,-480.6968261661
S66x8/58-A,-248.2261042251
S66x8/58-B,-248.2260233282
S66x8/58-090,-496.4533307851
S66x8/58-095,-496.4553189193
S66x8/58-100,-496.4562966939
S66x8/58-105,-496.4562461983
S66x8/58-110,-496.4558514405
S66x8/58-125,-496.45448566
S66x8/58-150,-496.4532122349
S66x8/58-200,-496.4524735431
S66x8/59-A,-77.3103479572
S66x8/59-B,-76.4443929704
S66x8/59-090,-153.7587773742
S66x8/59-095,-153.7591628653
S66x8/59-100,-153.7591905831
S66x8/59-105,-153.7590119867
S66x8/59-110,-153.7587218428
S66x8/59-125,-153.7576864377
S66x8/59-150,-153.7563721339
S66x8/59-200,-153.755267894
S66x8/60-A,-77.3101814529
S66x8/60-B,-229.0982494396
S66x8/60-090,-306.4136695777
S66x8/60-095,-306.4145687894
S66x8/60-100,-306.414795113
S66x8/60-105,-306.4146257551
S66x8/60-110,-306.4142354532
S66x8/60-125,-306.4126725191
S66x8/60-150,-306.410608301
S66x8/60-200,-306.4090051796
S66x8/61-A,-197.7249134531
S66x8/61-B,-229.0983169339
S66x8/61-090,-426.821788664
S66x8/61-095,-426.8227854871
S66x8/61-100,-426.8233361206
S66x8/61-105,-426.8235969237
S66x8/61-110,-426.823689459
S66x8/61-125,-426.8236445287
S66x8/61-150,-426.8233303467
S66x8/61-200,-426.8232705291
S66x8/62-A,-197.7249014366
S66x8/62-B,-209.2160166151
S66x8/62-090,-406.9392646177
S66x8/62-095,-406.9406800359
S66x8/62-100,-406.9414237479
S66x8/62-105,-406.9417477041
S66x8/62-110,-406.9418476153
S66x8/62-125,-406.9416358747
S66x8/62-150,-406.941203966
S66x8/62-200,-406.9409927573
S66x8/63-A,-232.1834140623
S66x8/63-B,-229.0982456542
S66x8/63-090,-461.2784769082
S66x8/63-095,-461.2810149169
S66x8/63-100,-461.2823445754
S66x8/63-105,-461.2829703142
S66x8/63-110,-461.2831202497
S66x8/63-125,-461.2828615111
S66x8/63-150,-461.2821776308
S66x8/63-200,-461.2817610537
S66x8/64-A,-248.512907498
S66x8/64-B,-78.5698597124
S66x8/64-090,-327.0826432104
S66x8/64-095,-327.0837332854
S66x8/64-100,-327.0842463589
S66x8/64-105,-327.0844206915
S66x8/64-110,-327.084396917
S66x8/64-125,-327.0839690467
S66x8/64-150,-327.0832598768
S66x8/64-200,-327.0828320087
S66x8/65-A,-248.2262176533
S66x8/65-B,-77.3095075918
S66x8/65-090,-325.5411293954
S66x8/65-095,-325.5417556539
S66x8/65-100,-325.5419184523
S66x8/65-105,-325.5417971302
S66x8/65-110,-325.541512649
S66x8/65-125,-325.5403242185
S66x8/65-150,-325.538677637
S66x8/65-200,-325.5373041174
S66x8/66-A,-95.8528760704
S66x8/66-B,-248.2261816403
S66x8/66-090,-344.0796719186
S66x8/66-095,-344.0809168878
S66x8/66-100,-344.0815729273
S66x8/66-105,-344.0818473223
S66x8/66-110,-344.0818664458
